age_ka,d18O,MgCa,temp,temp_min1,temp_plus1,temp_min2,temp_plus2,salinity,sal_min1,sal_plus1,sal_min2,sal_plus2,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2
2599.5,3.77,1.01049,0.58565,-1.6306,2.635,-3.6925,4.408,35.487,33.659,37.239,32.116,38.703,0.70147,0.20795,1.1744,-0.2086,1.5697
2609.7,3.83,0.93475,0.82245,-1.1415,2.7457,-3.6322,4.5434,36.148,34.504,37.723,32.749,39.212,0.87991,0.43603,1.3052,-0.037768,1.7071
2623,3.46,0.8363,0.50857,-1.5287,2.5042,-3.3497,4.116,35.887,34.342,37.499,32.745,38.891,0.80956,0.39238,1.2447,-0.038845,1.6206
2628.8,3.66,0.89792,0.42909,-1.5587,2.5069,-3.3216,4.2624,35.278,33.676,37.009,32.275,38.513,0.64501,0.2124,1.1124,-0.16575,1.5185
2635.3,3.79,0.9658,0.23061,-1.8632,2.2291,-3.7377,4.1348,35.126,33.461,36.705,31.938,38.281,0.6039,0.15441,1.0302,-0.25685,1.4558
2635.3,3.79,0.97897,1.6109,-0.73288,3.7647,-2.859,5.8155,36.126,34.361,37.85,32.694,39.42,0.87406,0.39756,1.3396,-0.052753,1.7634
2642.8,3.9,0.97429,0.35162,-1.8282,2.9405,-3.8883,5.215,35.905,34.25,37.515,32.796,39.178,0.81448,0.36746,1.2491,-0.024969,1.698
2646.6,3.87,0.92583,1.8409,-0.87808,4.2562,-3.328,6.5376,37.522,35.248,39.58,33.13,41.267,1.2511,0.63691,1.8066,0.06521,2.262
2646.6,3.87,0.93717,1.4017,-0.72002,3.6041,-2.9587,5.896,36.212,34.256,38.555,32.429,40.892,0.89734,0.369,1.5299,-0.12408,2.161
2654.6,3.65,0.94451,-0.31973,-2.6256,1.7629,-4.8015,3.8379,35.169,33.502,36.818,31.918,38.331,0.61559,0.1656,1.0608,-0.26226,1.4695
2659.5,3.75,0.89476,-1.1919,-3.1727,0.95773,-5.0835,2.8758,35.474,33.848,37.112,32.285,38.719,0.69792,0.25895,1.1401,-0.16302,1.5741
2671.1,3.69,1.13829,-0.6913,-2.7244,1.3497,-4.6815,3.2012,34.532,32.876,36.257,31.357,38.139,0.44362,-0.0033896,0.9094,-0.41349,1.4176
2681.8,3.99,0.85294,-0.33751,-2.3515,1.7374,-4.1893,3.6958,34.639,32.996,36.278,31.481,38.021,0.47261,0.028894,0.91497,-0.38003,1.3856
2688.4,4.06,1.19627,-0.67842,-2.6221,1.3492,-4.3687,3.3503,35.036,33.486,36.566,31.963,38.271,0.5796,0.16132,0.99276,-0.24995,1.453
2693.5,3.68,0.97209,-0.13312,-2.0979,1.9579,-3.8908,3.8337,34.628,33.058,36.203,31.48,37.937,0.46959,0.045785,0.89469,-0.38029,1.3631
2708.4,3.96,0.79899,-0.086888,-1.9704,1.8897,-3.9225,3.9306,34.323,32.762,35.914,31.187,37.488,0.38728,-0.034389,0.81677,-0.45943,1.2417
2719.3,4.18,0.76917,-0.70116,-2.7416,1.2978,-4.6523,3.2528,34.072,32.457,35.71,30.787,37.223,0.3194,-0.1167,0.76166,-0.56753,1.1703
2731.1,3.58,0.85932,0.87794,-1.2111,3.0649,-3.5634,5.059,34.932,33.338,36.58,31.617,38.197,0.55163,0.12122,0.99666,-0.3433,1.4331
2802.3,3.84,0.86309,1.1116,-0.88236,3.0628,-2.8573,4.9207,34.8,33.253,36.427,31.7,37.825,0.51611,0.098363,0.95542,-0.32107,1.3327
2802.3,3.84,0.86533,1.7011,-0.29107,3.9125,-2.0477,5.8694,35.142,33.567,36.852,32.063,38.523,0.60821,0.18315,1.0701,-0.22306,1.5212
2809.6,3.91,0.82187,0.86713,-1.0991,3.0364,-3.0461,5.1009,35.11,33.568,36.767,31.999,38.394,0.59969,0.18329,1.0471,-0.24021,1.4863
2820.5,3.54,0.93218,0.62866,-1.2902,2.7087,-3.1507,4.7602,35.104,33.537,36.826,32.015,38.404,0.59809,0.17506,1.063,-0.23596,1.4891
2831.4,3.59,0.88805,0.76912,-1.1415,2.8203,-3.0503,4.9268,35.217,33.715,36.926,32.224,38.631,0.62866,0.22309,1.0899,-0.17945,1.5503
2839.2,3.66,0.8091,,,,,,,,,,,,,,,
2839.2,3.66,0.80927,,,,,,,,,,,,,,,
3067.8,3.48,0.99562,,,,,,,,,,,,,,,
3078.9,3.47,1.0121,,,,,,,,,,,,,,,
3088.7,3.4,1.10695,,,,,,,,,,,,,,,
3109,3.6,0.92915,,,,,,,,,,,,,,,
3109,3.6,0.93647,,,,,,,,,,,,,,,
3118.7,3.65,0.9755,,,,,,,,,,,,,,,
