age_ka,d18O,MgCa,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2,salinity,sal_min1,sal_plus1,sal_min2,sal_plus2,temp,temp_min1,temp_plus1,temp_min2,temp_plus2
2897.7,3.46,0.9,0.055788,-0.39183,0.48991,-0.85013,0.93355,33.096,31.438,34.703,29.74,36.346,-0.085332,-2.094,1.9152,-4.1248,3.9482
2899.5,3.41,1.02,0.07465,-0.34732,0.50914,-0.82114,0.97189,33.165,31.603,34.775,29.848,36.488,-0.080743,-1.9731,1.9197,-4.1345,4.0693
2901.2,3.33,0.88,0.27027,-0.18271,0.69973,-0.65424,1.0943,33.89,32.212,35.48,30.466,36.942,1.1076,-1.0751,3.1335,-3.2392,4.9531
2903,3.42,1.03,0.41434,-0.0042821,0.82882,-0.44658,1.2823,34.423,32.873,35.959,31.235,37.638,2.0456,0.056806,3.953,-2.0324,6.0838
2904.7,3.47,0.9,0.10323,-0.3905,0.61509,-0.84312,1.1001,33.271,31.443,35.167,29.766,36.963,0.6394,-1.6569,2.9501,-3.7681,5.2822
2906.4,3.53,0.75,0.12603,-0.29403,0.60191,-0.8273,1.048,33.356,31.8,35.118,29.825,36.77,0.70853,-1.3024,2.8319,-3.5014,4.872
2928.7,3.66,0.84,0.36637,-0.07521,0.80808,-0.51695,1.2972,34.246,32.61,35.882,30.974,37.693,1.4085,-0.56089,3.32,-2.5872,5.6973
2928.7,3.66,0.83,0.33447,-0.12478,0.74938,-0.52811,1.1848,34.128,32.427,35.664,30.933,37.277,1.1946,-0.95245,3.0488,-2.892,5.1634
2932.4,3.64,0.79,0.31443,-0.14079,0.71305,-0.54678,1.1338,34.053,32.367,35.53,30.864,37.088,1.2248,-0.87741,3.1478,-2.7882,5.0753
2938.9,3.46,0.88,0.38378,-0.053456,0.87494,-0.46822,1.2867,34.31,32.691,36.129,31.155,37.654,1.6427,-0.27786,3.8112,-2.4308,5.6982
2967.8,3.72,1.02,0.3225,-0.13143,0.752,-0.53241,1.1903,34.083,32.402,35.674,30.917,37.298,0.93709,-1.1645,3.0634,-3.1873,5.1596
2971.7,3.72,0.92,0.4435,-0.0036918,0.91305,-0.44502,1.3565,34.531,32.875,36.271,31.241,37.913,1.1774,-0.89954,3.2434,-2.9033,5.2378
2971.7,3.72,0.87,0.40673,-0.057478,0.846,-0.48135,1.25,34.395,32.676,36.022,31.106,37.519,0.72416,-1.4329,2.7977,-3.4539,4.7081
2973.7,3.65,0.97,0.25278,-0.17188,0.69468,-0.57724,1.1073,33.825,32.252,35.462,30.751,36.99,0.48301,-1.4649,2.421,-3.4527,4.2822
2976.7,3.73,0.83,0.24846,-0.18445,0.66605,-0.5868,1.1155,33.809,32.206,35.356,30.716,37.02,0.56434,-1.3438,2.482,-3.2351,4.479
2982.5,3.12,1,0.22201,-0.22062,0.63061,-0.67626,1.0489,33.711,32.072,35.224,30.384,36.774,0.39228,-1.5945,2.3174,-3.4462,4.3147
2985.5,3.35,0.94,0.22666,-0.18757,0.68292,-0.63234,1.076,33.728,32.194,35.418,30.547,36.874,0.47979,-1.4676,2.6111,-3.4681,4.4128
2991.3,3.22,0.95,0.13749,-0.29772,0.57869,-0.75239,1.0135,33.398,31.786,35.032,30.102,36.643,0.15111,-1.8522,2.1856,-3.811,4.0697
2994.2,3.31,0.9,0.12453,-0.30425,0.56454,-0.72642,0.98879,33.35,31.762,34.98,30.198,36.551,-0.78822,-2.7745,1.2323,-4.7044,3.2858
2997.1,3.21,0.96,0.17975,-0.25294,0.59555,-0.70489,1.0088,33.555,31.952,35.095,30.278,36.625,-0.87138,-2.8351,1.0582,-4.8285,3.0493
3000,3.42,0.88,0.093735,-0.31055,0.55172,-0.71799,0.96552,33.236,31.739,34.932,30.23,36.465,-1.0064,-2.8332,1.0161,-4.6834,3.0099
3002.1,3.52,1,0.078999,-0.34626,0.5258,-0.77053,0.99264,33.181,31.606,34.836,30.035,36.565,-1.1904,-3.1545,0.80617,-4.98,3.0099
3004.2,3.7,0.96,-0.066272,-0.48202,0.35682,-0.87068,0.84232,32.643,31.104,34.21,29.664,36.009,-1.849,-3.8161,0.085359,-5.6269,2.167
3006.3,3.59,1.04,-0.11054,-0.54803,0.32977,-0.95166,0.75023,32.479,30.859,34.11,29.364,35.668,-0.78936,-2.9416,1.4473,-5.0507,3.723
3008.4,3.55,0.89,-0.16934,-0.60927,0.26641,-1.0257,0.72647,32.262,30.632,33.876,29.09,35.58,-0.41946,-2.3763,1.7211,-4.31,3.9157
3011.1,3.68,0.91,-0.22579,-0.65483,0.23109,-1.0454,0.69248,32.053,30.464,33.745,29.017,35.454,-0.37395,-2.3627,1.8067,-4.2328,3.9684
3012.6,3.56,0.83,-0.22838,-0.65575,0.22827,-1.0472,0.6714,32.043,30.46,33.734,29.01,35.376,0.040146,-2.0635,2.0716,-3.9202,4.155
3014.6,3.62,0.81,0.086555,-0.38881,0.56061,-0.81907,1.0145,33.209,31.449,34.965,29.855,36.646,0.55089,-1.538,2.4999,-3.2807,4.5702
3014.6,3.62,0.76,0.0069644,-0.44747,0.48717,-0.87543,0.96358,32.915,31.232,34.693,29.647,36.458,-0.22223,-2.2461,1.8914,-4.3937,4.2065
3016.7,3.71,0.91,0.083584,-0.41971,0.60882,-0.85166,1.1167,33.198,31.334,35.144,29.735,37.025,0.046377,-2.053,2.2252,-4.0255,4.3626
3025,3.53,0.89,0.088963,-0.38594,0.55105,-0.83428,0.99619,33.218,31.459,34.93,29.799,36.578,-0.047657,-2.0781,1.9423,-3.9869,3.8859
3027.9,3.48,0.88,-0.017229,-0.4672,0.45273,-0.86422,0.94132,32.825,31.159,34.566,29.688,36.375,-0.46517,-2.4235,1.5879,-4.1423,3.5987
3027.9,3.5,0.88,0.31708,-0.22114,0.84521,-0.74427,1.3368,34.063,32.07,36.019,30.132,37.84,0.71943,-1.5102,2.874,-3.5733,5.0014
3030.6,3.43,0.8,0.30231,-0.15273,0.76109,-0.60514,1.2484,34.009,32.323,35.708,30.648,37.512,-0.30124,-2.5311,1.9203,-4.7166,4.2351
3034.4,3.04,0.78,0.14876,-0.29468,0.5779,-0.66553,0.99697,33.44,31.797,35.029,30.424,36.581,-1.2106,-3.2064,0.75705,-5.0105,2.8626
3037.1,3.28,0.84,0.12005,-0.32995,0.57069,-0.74978,1.0018,33.334,31.667,35.003,30.112,36.599,-1.0889,-3.1176,0.95709,-5.1053,2.949
3037.1,3.34,0.84,0.040257,-0.39125,0.46759,-0.82,0.87373,33.038,31.44,34.621,29.852,36.125,-1.26,-3.1662,0.68715,-5.1889,2.6223
3040,3.47,0.88,0.1674,-0.28924,0.65699,-0.74261,1.0921,33.509,31.818,35.322,30.138,36.934,-0.78223,-2.8947,1.3284,-5.0004,3.1879
3045.7,3.63,1.05,0.13922,-0.29021,0.58574,-0.70471,1.0068,33.405,31.814,35.058,30.279,36.618,-1.052,-3.0863,0.95437,-5.13,2.9757
3047.9,3.52,1.11,0.46667,-0.021913,0.96684,-0.51856,1.4297,34.617,32.808,36.47,30.968,38.184,-0.58066,-2.7004,1.3897,-4.5935,3.4422
3047.9,3.52,0.75,0.48108,0.057145,0.91058,-0.3983,1.3731,34.671,33.101,36.261,31.414,37.974,-0.95566,-2.934,0.99689,-4.8884,3.1789
3049.4,3.43,0.95,0.3554,-0.090138,0.77625,-0.52393,1.1494,34.205,32.555,35.764,30.948,37.146,-0.47763,-2.5188,1.5575,-4.475,3.598
3052.9,3.32,0.8,0.27008,-0.18268,0.70261,-0.6281,1.1164,33.889,32.212,35.491,30.563,37.024,-1.2449,-3.5313,0.98065,-5.7071,3.1291
3055,3.19,0.85,0.088005,-0.35881,0.5408,-0.78197,0.98744,33.215,31.56,34.892,29.993,36.546,-0.98454,-3.0707,1.1098,-5.0841,3.2348
3056.4,3.33,0.93,0.059432,-0.38074,0.50939,-0.82113,0.94252,33.109,31.479,34.776,29.848,36.38,-0.84447,-2.9008,1.1951,-4.9191,3.2348
3058,3.19,0.89,0.065114,-0.37721,0.50016,-0.83038,0.89138,33.13,31.492,34.741,29.813,36.19,-1.016,-3.0163,1.0634,-5.0898,2.9283
3061.5,3.25,0.9,,,,,,,,,,,,,,,
3063.2,3.26,0.88,,,,,,,,,,,,,,,
3065.1,3.19,1.05,,,,,,,,,,,,,,,
3067.1,3.14,1.12,,,,,,,,,,,,,,,
3070.5,3.14,0.89,,,,,,,,,,,,,,,
3072.9,3.17,1.01,,,,,,,,,,,,,,,
3075.4,3.29,1.05,,,,,,,,,,,,,,,
3077.8,3.25,0.99,,,,,,,,,,,,,,,
3080.3,3.21,1.02,,,,,,,,,,,,,,,
3082.7,3.21,1.09,,,,,,,,,,,,,,,
3084.7,3.32,0.95,,,,,,,,,,,,,,,
3087.6,3.4,1.05,,,,,,,,,,,,,,,
3090,3.43,0.93,,,,,,,,,,,,,,,
3095,3.29,0.93,,,,,,,,,,,,,,,
3097.5,3.29,0.96,,,,,,,,,,,,,,,
3100,3.31,0.93,,,,,,,,,,,,,,,
3102.1,3.3,0.96,,,,,,,,,,,,,,,
3108.7,3.26,0.89,,,,,,,,,,,,,,,
3120,3.5,0.83,,,,,,,,,,,,,,,
3122.1,3.53,0.8,,,,,,,,,,,,,,,
3125.2,3.45,0.82,,,,,,,,,,,,,,,
3127.2,3.52,0.77,,,,,,,,,,,,,,,
3129.8,3.49,0.68,,,,,,,,,,,,,,,
3145.1,3.23,0.8,,,,,,,,,,,,,,,
3152.7,3.06,0.91,,,,,,,,,,,,,,,
3154.9,3,0.85,,,,,,,,,,,,,,,
3161.1,2.91,0.94,,,,,,,,,,,,,,,
3164.8,3.27,0.97,,,,,,,,,,,,,,,
3199.3,3.21,0.84,,,,,,,,,,,,,,,
3217.5,3.04,0.91,,,,,,,,,,,,,,,
3217.5,3,0.91,,,,,,,,,,,,,,,
3218.2,3.39,0.89,,,,,,,,,,,,,,,
3221.5,3.18,0.83,,,,,,,,,,,,,,,
3224.9,3.42,0.97,,,,,,,,,,,,,,,
3224.9,3.42,1.07,,,,,,,,,,,,,,,
3231.6,3.59,0.79,,,,,,,,,,,,,,,
3265,3.59,0.75,,,,,,,,,,,,,,,
3280,3.53,0.8,,,,,,,,,,,,,,,
3282.6,3.43,0.77,,,,,,,,,,,,,,,
3284.4,3.53,0.84,,,,,,,,,,,,,,,
3286.7,3.53,0.77,,,,,,,,,,,,,,,
3288.9,3.86,0.87,,,,,,,,,,,,,,,
3291.1,3.84,0.76,,,,,,,,,,,,,,,
3303.4,3.49,0.89,,,,,,,,,,,,,,,
3310,3.79,0.71,,,,,,,,,,,,,,,
3314.2,3.33,0.85,,,,,,,,,,,,,,,
3315.9,3.43,0.81,,,,,,,,,,,,,,,
3315.9,3.43,0.79,,,,,,,,,,,,,,,
