age_ka,d18O,SL_m,V_LIS,V_EIS,V_AIS,V_GrIS,d18O_LIS,d18O_EIS,d18O_AIS,d18O_GrIS,d18Ow_IV,d18O_T,Tw
3607,2.947804858,12.617,0,0,46.098,1.449,-15,-15,-51.479,-24.358,-0.235,-4.70E-02,0.19
3606,2.935332822,13.145,0,0,45.183,0.992,-15,-15,-51.479,-24.358,-0.251,-4.30E-02,0.174
3605,2.966563621,11.818,0,0,44.655,0.728,-15,-15,-51.479,-24.358,-0.261,-2.80E-03,0.011
3604,2.997794419,10.475,0,0,45.982,1.391,-15,-15,-51.042,-21.105,-0.248,0.016,-0.063
3603,3.029025218,9.116,0,0,47.325,2.062,-15,-15,-50.723,-19.883,-0.229,0.028,-0.114
3602,3.060256016,7.741,0,0,48.684,2.742,-15,-15,-50.503,-19.533,-0.209,0.039,-0.156
3601,3.089163667,6.454,0,0,50.059,3.429,-15,-15,-50.367,-19.623,-0.187,0.046,-0.183
3600,3.071596343,7.238,0,0,54.573,4.073,-15,-15,-50.418,-19.941,-0.117,-4.20E-02,0.167
3599,3.054029019,8.017,0,0,54.181,3.681,-15,-15,-50.418,-19.941,-0.125,-5.10E-02,2.02E-01
3598,3.036461695,8.79,0,0,49.783,3.292,-15,-15,-50.418,-19.941,-0.19,-3.06E-03,1.20E-02
3597,3.018894371,9.559,0,0,49.01,2.905,-15,-15,-50.418,-19.941,-0.203,-8.19E-03,0.033
3596,3.001327047,10.323,0,0,48.241,2.52,-15,-15,-50.418,-19.941,-0.216,-1.30E-02,0.051
3595,2.998195525,10.458,0,0,47.477,2.139,-15,-15,-50.418,-19.941,-0.229,-2.87E-03,0.011
3594,2.9962436,10.542,0,0,47.342,2.071,-15,-15,-50.418,-19.941,-0.231,-2.63E-03,0.011
3593,2.994291675,10.627,0,0,47.258,2.029,-15,-15,-50.418,-19.941,-0.233,-3.16E-03,0.013
3592,2.99233975,10.711,0,0,47.173,1.987,-15,-15,-50.418,-19.941,-0.234,-3.67E-03,0.015
3591,2.990387825,10.795,0,0,47.089,1.944,-15,-15,-50.418,-19.941,-0.235,-4.19E-03,1.70E-02
3590,3.015025596,9.728,0,0,47.005,1.902,-15,-15,-50.418,-19.941,-0.237,0.022,-0.088
3589,3.046256395,8.36,0,0,48.072,2.436,-15,-15,-50.214,-19.402,-0.223,0.039,-0.157
3588,3.077487193,6.975,0,0,49.44,3.12,-15,-15,-50.093,-19.401,-0.201,0.048,-0.192
3587,3.108717992,5.575,0,0,54.312,3.812,-15,-15,-50.17,-19.689,-0.125,3.66E-03,-1.50E-02
3586,3.13994879,4.158,0,0,55.013,4.513,-15,-15,-50.263,-20.145,-0.109,0.019,-0.076
3585,3.151323724,3.638,0,0,55.721,5.221,-15,-15,-50.37,-20.702,-0.092,0.013,-0.052
3584,3.153275649,3.549,0,0,55.981,5.481,-15,-15,-50.472,-21.183,-0.084,7.23E-03,-0.029
3583,3.155227574,3.459,0,0,56.026,5.526,-15,-15,-50.563,-21.544,-0.081,6.48E-03,-0.026
3582,3.157179499,3.369,0,0,56.07,5.57,-15,-15,-50.644,-21.819,-0.079,6.06E-03,-0.024
3581,3.159131424,3.28,0,0,56.115,5.615,-15,-15,-50.716,-22.031,-0.077,5.90E-03,-0.024
3580,3.162166698,3.14,0,0,56.16,5.66,-15,-15,-50.781,-22.199,-0.075,7.00E-03,-0.028
3579,3.166070547,2.961,0,0,56.23,5.73,-15,-15,-50.84,-22.343,-0.072,8.55E-03,-0.034
3578,3.169974397,2.781,0,0,56.32,5.82,-15,-15,-50.894,-22.477,-0.07,9.74E-03,-0.039
3577,3.173878247,2.6,0,0,56.41,5.91,-15,-15,-50.945,-22.604,-0.067,0.011,-0.044
3576,3.177782097,2.42,0,0,56.5,6,-15,-15,-50.993,-22.724,-0.064,0.012,-0.049
3575,3.159768642,3.25,0,0,56.59,6.09,-15,-15,-51.038,-22.841,-0.062,-8.30E-03,0.033
3574,3.112922444,5.385,0,0,56.175,5.675,-15,-15,-51.038,-22.841,-0.071,-0.046,0.186
3573,3.066076247,7.483,0,0,55.107,4.607,-15,-15,-51.038,-22.841,-0.093,-7.10E-02,2.84E-01
3572,3.019230049,9.544,0,0,50.317,3.558,-15,-15,-51.038,-22.841,-0.169,-4.20E-02,0.168
3571,2.972383851,11.569,0,0,48.256,2.528,-15,-15,-51.038,-22.841,-0.204,-0.053,0.213
3570,2.936987011,13.075,0,0,46.231,1.515,-15,-15,-51.038,-22.841,-0.24,-0.053,0.212
3569,2.927227387,13.486,0,0,44.725,0.763,-15,-15,-51.038,-22.841,-0.266,-3.60E-02,0.146
3568,2.917467762,13.896,0,0,44.314,0.557,-15,-15,-51.038,-22.841,-0.273,-3.90E-02,1.57E-01
3567,2.907708138,14.304,0,0,43.904,0.352,-15,-15,-51.038,-22.841,-0.281,-4.20E-02,0.167
3566,2.897948513,14.711,0,0,43.496,0.148,-15,-15,-51.038,-22.841,-0.288,-4.40E-02,0.177
3565,2.895795556,14.8,0,0,43.089,0,-15,-15,-51.038,-22.841,-0.295,-4.00E-02,1.59E-01
3564,2.927026354,13.495,0,0,43,0,-15,-15,-51.038,-15,-0.296,-7.21E-03,0.029
3563,2.958257153,12.172,0,0,44.305,0.553,-15,-15,-50.587,-15.491,-0.282,9.81E-03,-0.039
3562,2.989487951,10.834,0,0,45.628,1.214,-15,-15,-50.258,-16.084,-0.265,0.024,-0.097
3561,3.020718749,9.48,0,0,46.966,1.883,-15,-15,-50.031,-16.737,-0.246,0.037,-0.146
3560,3.051096621,8.146,0,0,48.32,2.56,-15,-15,-49.891,-17.427,-0.223,0.044,-0.176
3559,3.068663945,7.368,0,0,49.654,3.227,-15,-15,-49.821,-18.135,-0.201,0.039,-0.157
3558,3.086231269,6.585,0,0,50.432,3.616,-15,-15,-49.79,-18.754,-0.187,0.043,-0.173
3557,3.103798593,5.797,0,0,54.508,4.008,-15,-15,-49.914,-19.318,-0.124,-2.25E-03,9.00E-03
3556,3.121365917,5.003,0,0,54.902,4.402,-15,-15,-50.036,-19.847,-0.114,5.23E-03,-0.021
3555,3.138933241,4.204,0,0,55.298,4.798,-15,-15,-50.157,-20.353,-0.103,0.012,-0.048
3554,3.136333208,4.323,0,0,55.698,5.198,-15,-15,-50.276,-20.843,-0.092,-1.43E-03,5.70E-03
3553,3.132429358,4.501,0,0,55.639,5.139,-15,-15,-50.276,-20.843,-0.094,-3.89E-03,0.016
3552,3.128525508,4.678,0,0,55.55,5.05,-15,-15,-50.276,-20.843,-0.095,-6.00E-03,0.024
3551,3.124621658,4.855,0,0,55.461,4.961,-15,-15,-50.276,-20.843,-0.097,-8.11E-03,0.032
3550,3.120717809,5.032,0,0,55.372,4.872,-15,-15,-50.276,-20.843,-0.099,-1.00E-02,0.041
3549,3.118406979,5.137,0,0,55.284,4.784,-15,-15,-50.276,-20.843,-0.101,-1.10E-02,0.043
3548,3.116455054,5.225,0,0,55.231,4.731,-15,-15,-50.276,-20.843,-0.102,-0.012,0.047
3547,3.11450313,5.314,0,0,55.187,4.687,-15,-15,-50.276,-20.843,-0.103,-0.013,0.051
3546,3.112551205,5.402,0,0,55.143,4.643,-15,-15,-50.276,-20.843,-0.104,-0.014,0.055
3545,3.11059928,5.49,0,0,55.099,4.599,-15,-15,-50.276,-20.843,-0.105,-0.015,0.059
3544,3.096473549,6.126,0,0,55.055,4.555,-15,-15,-50.276,-20.843,-0.105,-2.80E-02,1.12E-01
3543,3.0769543,6.999,0,0,54.737,4.237,-15,-15,-50.276,-20.843,-0.112,-0.041,0.164
3542,3.057435051,7.866,0,0,54.3,3.8,-15,-15,-50.276,-20.843,-0.121,-0.052,0.207
3541,3.037915802,8.727,0,0,49.934,3.367,-15,-15,-50.276,-20.843,-0.186,-6.26E-03,2.50E-02
3540,3.018396553,9.581,0,0,49.073,2.937,-15,-15,-50.276,-20.843,-0.2,-1.20E-02,0.047
3539,2.999989573,10.38,0,0,48.219,2.51,-15,-15,-50.276,-20.843,-0.215,-1.50E-02,0.062
3538,2.982422249,11.138,0,0,47.42,2.11,-15,-15,-50.276,-20.843,-0.228,-1.90E-02,0.077
3537,2.964854925,11.891,0,0,46.662,1.731,-15,-15,-50.276,-20.843,-0.241,-2.40E-02,9.50E-02
3536,2.947287601,12.639,0,0,45.909,1.354,-15,-15,-50.276,-20.843,-0.254,-2.80E-02,0.113
3535,2.929720277,13.381,0,0,45.161,0.981,-15,-15,-50.276,-20.843,-0.267,-0.033,0.132
3534,2.927847047,13.46,0,0,44.419,0.609,-15,-15,-50.276,-20.843,-0.28,-2.20E-02,8.90E-02
3533,2.945414371,12.718,0,0,44.34,0.57,-15,-15,-50.276,-20.843,-0.281,-3.34E-03,0.013
3532,2.962981695,11.971,0,0,45.082,0.941,-15,-15,-49.967,-18.588,-0.275,8.07E-03,-3.20E-02
3531,2.980549019,11.219,0,0,45.829,1.314,-15,-15,-49.732,-17.831,-0.266,0.017,-0.068
3530,2.998116343,10.462,0,0,46.581,1.691,-15,-15,-49.562,-17.67,-0.255,0.023,-0.091
3529,3.018209742,9.589,0,0,47.338,2.069,-15,-15,-49.446,-17.787,-0.244,0.032,-0.129
3528,3.043584765,8.477,0,0,48.211,2.506,-15,-15,-49.38,-18.073,-0.229,0.043,-0.172
3527,3.068959789,7.355,0,0,49.323,3.061,-15,-15,-49.367,-18.498,-0.21,0.049,-0.197
3526,3.094334813,6.222,0,0,50.445,3.622,-15,-15,-49.398,-19.002,-0.19,0.054,-0.217
3525,3.119709837,5.078,0,0,54.689,4.189,-15,-15,-49.579,-19.553,-0.123,0.013,-0.05
3524,3.141564572,4.084,0,0,55.261,4.761,-15,-15,-49.758,-20.133,-0.108,0.02,-0.079
3523,3.149372272,3.727,0,0,55.758,5.258,-15,-15,-49.931,-20.705,-0.094,0.014,-0.055
3522,3.157179972,3.369,0,0,55.936,5.436,-15,-15,-50.089,-21.172,-0.088,0.015,-0.06
3521,3.164987671,3.01,0,0,56.115,5.615,-15,-15,-50.233,-21.564,-0.082,0.017,-0.067
3520,3.172795371,2.65,0,0,56.295,5.795,-15,-15,-50.365,-21.905,-0.076,0.019,-0.074
3519,3.178944627,2.366,0,0,56.475,5.975,-15,-15,-50.487,-22.208,-0.07,0.019,-0.076
3518,3.165281153,2.997,0,0,56.617,6.117,-15,-15,-50.598,-22.473,-0.065,6.84E-04,-2.74E-03
3517,3.151617678,3.625,0,0,56.302,5.802,-15,-15,-50.598,-22.473,-0.072,-6.29E-03,2.50E-02
3516,3.137954204,4.249,0,0,55.988,5.488,-15,-15,-50.598,-22.473,-0.079,-1.30E-02,0.054
3515,3.12429073,4.87,0,0,55.675,5.175,-15,-15,-50.598,-22.473,-0.085,-2.10E-02,0.083
3514,3.110627255,5.489,0,0,55.365,4.865,-15,-15,-50.598,-22.473,-0.091,-0.028,0.112
3513,3.096963781,6.104,0,0,55.056,4.556,-15,-15,-50.598,-22.473,-0.098,-0.035,0.141
3512,3.083300307,6.716,0,0,54.748,4.248,-15,-15,-50.598,-22.473,-0.104,-0.043,0.17
3511,3.069636833,7.325,0,0,54.442,3.942,-15,-15,-50.598,-22.473,-0.11,-0.05,0.2
3510,3.055973358,7.931,0,0,50.475,3.638,-15,-15,-50.598,-22.473,-0.17,-4.47E-03,1.80E-02
3509,3.042309884,8.533,0,0,49.869,3.335,-15,-15,-50.598,-22.473,-0.179,-8.22E-03,0.033
3508,3.02864641,9.133,0,0,49.267,3.033,-15,-15,-50.598,-22.473,-0.19,-1.10E-02,0.045
3507,3.014982935,9.73,0,0,48.667,2.733,-15,-15,-50.598,-22.473,-0.2,-1.50E-02,0.058
3506,3.001319461,10.323,0,0,48.07,2.435,-15,-15,-50.598,-22.473,-0.211,-1.80E-02,7.10E-02
3505,2.987655987,10.913,0,0,47.477,2.139,-15,-15,-50.598,-22.473,-0.221,-2.10E-02,0.084
3504,2.973992513,11.5,0,0,46.887,1.843,-15,-15,-50.598,-22.473,-0.232,-2.40E-02,0.098
3503,2.967236868,11.789,0,0,46.3,1.55,-15,-15,-50.598,-22.473,-0.242,-2.10E-02,0.084
3502,2.963333018,11.956,0,0,46.011,1.405,-15,-15,-50.598,-22.473,-0.247,-2.00E-02,0.079
3501,2.959429168,12.123,0,0,45.844,1.322,-15,-15,-50.598,-22.473,-0.25,-2.10E-02,0.083
3500,2.955525319,12.289,0,0,45.677,1.239,-15,-15,-50.598,-22.473,-0.253,-2.20E-02,0.087
3499,2.951621469,12.455,0,0,45.511,1.156,-15,-15,-50.598,-22.473,-0.256,-2.30E-02,0.091
3498,2.947717619,12.62,0,0,45.345,1.073,-15,-15,-50.598,-22.473,-0.258,-0.024,0.095
3497,2.943813769,12.786,0,0,45.18,0.99,-15,-15,-50.598,-22.473,-0.261,-0.025,0.099
3496,2.939909919,12.951,0,0,45.014,0.907,-15,-15,-50.598,-22.473,-0.264,-0.026,0.103
3495,2.93600607,13.116,0,0,44.849,0.824,-15,-15,-50.598,-22.473,-0.267,-0.027,0.107
3494,2.93210222,13.281,0,0,44.684,0.742,-15,-15,-50.598,-22.473,-0.27,-0.028,0.111
3493,2.941710594,12.875,0,0,44.519,0.66,-15,-15,-50.598,-22.473,-0.273,-1.50E-02,0.062
3492,2.967085618,11.796,0,0,44.925,0.863,-15,-15,-50.236,-19.245,-0.274,1.10E-02,-0.043
3491,2.992460642,10.706,0,0,46.004,1.402,-15,-15,-49.972,-18.269,-0.26,0.023,-0.091
3490,3.017835665,9.605,0,0,47.094,1.947,-15,-15,-49.79,-18.084,-0.244,0.031,-0.126
3489,3.043210689,8.494,0,0,48.195,2.497,-15,-15,-49.677,-18.257,-0.226,0.039,-0.157
3488,3.054716484,7.986,0,0,49.306,3.053,-15,-15,-49.623,-18.616,-0.208,0.032,-0.129
3487,3.039101085,8.675,0,0,49.814,3.307,-15,-15,-49.596,-18.959,-0.199,8.06E-03,-0.032
3486,3.023485686,9.359,0,0,49.125,2.963,-15,-15,-49.596,-18.959,-0.211,4.17E-03,-0.017
3485,3.007870287,10.039,0,0,48.441,2.621,-15,-15,-49.596,-18.959,-0.222,-3.66E-05,1.47E-04
3484,2.992254888,10.715,0,0,47.761,2.281,-15,-15,-49.596,-18.959,-0.233,-4.30E-03,1.70E-02
3483,2.980840128,11.206,0,0,47.085,1.943,-15,-15,-49.596,-18.959,-0.245,-4.43E-03,1.80E-02
3482,2.984743978,11.038,0,0,46.594,1.697,-15,-15,-49.596,-18.959,-0.253,7.65E-03,-0.031
3481,2.988647827,10.87,0,0,46.762,1.781,-15,-15,-49.451,-18.392,-0.253,1.20E-02,-0.048
3480,2.992551677,10.702,0,0,46.93,1.865,-15,-15,-49.334,-18.109,-0.251,1.40E-02,-0.056
3479,2.996455527,10.533,0,0,47.098,1.949,-15,-15,-49.24,-17.988,-0.25,0.016,-0.065
3478,2.998023427,10.466,0,0,47.267,2.033,-15,-15,-49.165,-17.962,-0.248,0.016,-0.063
3477,2.976552253,11.39,0,0,47.334,2.067,-15,-15,-49.103,-17.965,-0.247,-6.40E-03,2.60E-02
3476,2.955081079,12.308,0,0,46.41,1.605,-15,-15,-49.103,-17.965,-0.262,-1.30E-02,0.05
3475,2.933609906,13.217,0,0,45.492,1.146,-15,-15,-49.103,-17.965,-0.277,-0.019,0.076
3474,2.912138732,14.119,0,0,44.583,0.691,-15,-15,-49.103,-17.965,-0.292,-0.026,0.103
3473,2.890667558,15.013,0,0,43.681,0.24,-15,-15,-49.103,-17.965,-0.307,-3.20E-02,0.129
3472,2.895673713,14.805,0,0,42.787,0,-15,-15,-49.103,-17.965,-0.321,-1.40E-02,0.055
3471,2.901529488,14.562,0,0,42.995,0,-15,-15,-48.863,-15,-0.321,-7.75E-03,3.10E-02
3470,2.907385263,14.318,0,0,43.238,0.019,-15,-15,-48.668,-15.05,-0.32,-2.97E-03,0.012
3469,2.913241038,14.073,0,0,43.482,0.141,-15,-15,-48.511,-15.2,-0.318,7.45E-04,-2.98E-03
3468,2.919096812,13.828,0,0,43.727,0.264,-15,-15,-48.388,-15.346,-0.315,3.88E-03,-0.016
3467,2.948064659,12.606,0,0,43.972,0.386,-15,-15,-48.293,-15.498,-0.312,0.03,-0.119
3466,2.981247383,11.189,0,0,45.194,0.997,-15,-15,-48.263,-15.974,-0.291,0.042,-0.17
3465,3.014430106,9.754,0,0,46.611,1.706,-15,-15,-48.296,-16.592,-0.268,0.052,-0.208
3464,3.047612829,8.3,0,0,48.046,2.423,-15,-15,-48.381,-17.279,-0.242,0.059,-0.237
3463,3.080795552,6.828,0,0,49.5,3.15,-15,-15,-48.509,-18.008,-0.215,0.066,-0.263
3462,3.109746815,5.528,0,0,54.386,3.886,-15,-15,-48.795,-18.763,-0.137,0.017,-0.068
3461,3.137073764,4.289,0,0,55.036,4.536,-15,-15,-49.068,-19.504,-0.12,0.027,-0.107
3460,3.164400713,3.037,0,0,55.655,5.155,-15,-15,-49.327,-20.223,-0.102,0.037,-0.147
3459,3.191727661,1.773,0,0,56.281,5.781,-15,-15,-49.576,-20.929,-0.085,0.047,-0.187
3458,3.21905461,0.496,0,0,56.913,6.413,-15,-15,-49.815,-21.625,-0.067,0.056,-0.226
3457,3.211278219,0.861,0,0,57.552,7.052,-15,-15,-50.048,-22.312,-0.05,0.031,-0.124
3456,3.180047421,2.315,0,0,57.369,6.869,-15,-15,-50.048,-22.312,-0.054,3.87E-03,-1.50E-02
3455,3.148816622,3.753,0,0,56.642,6.142,-15,-15,-50.048,-22.312,-0.069,-1.20E-02,0.049
3454,3.117585824,5.174,0,0,55.924,5.424,-15,-15,-50.048,-22.312,-0.084,-2.90E-02,0.114
3453,3.086355026,6.579,0,0,55.213,4.713,-15,-15,-50.048,-22.312,-0.099,-0.045,0.18
3452,3.066281057,7.474,0,0,54.51,4.01,-15,-15,-50.048,-22.312,-0.113,-0.051,0.202
3451,3.058473357,7.82,0,0,50.326,3.563,-15,-15,-50.048,-22.312,-0.176,4.43E-03,-0.018
3450,3.050665658,8.165,0,0,49.98,3.39,-15,-15,-50.048,-22.312,-0.181,1.91E-03,-7.64E-03
3449,3.042857958,8.509,0,0,49.635,3.217,-15,-15,-50.048,-22.312,-0.187,1.29E-04,-5.17E-04
3448,3.035050258,8.852,0,0,49.291,3.045,-15,-15,-50.048,-22.312,-0.193,-1.67E-03,6.67E-03
3447,3.036204243,8.802,0,0,48.948,2.874,-15,-15,-50.048,-22.312,-0.199,5.48E-03,-0.022
3446,3.053771567,8.028,0,0,48.998,2.899,-15,-15,-49.932,-21.199,-0.205,0.029,-0.114
3445,3.071338891,7.249,0,0,49.772,3.286,-15,-15,-49.861,-20.673,-0.193,0.034,-0.137
3444,3.088906215,6.465,0,0,54.175,3.675,-15,-15,-49.963,-20.5,-0.126,-0.015,0.06
3443,3.106473539,5.676,0,0,54.567,4.067,-15,-15,-50.067,-20.544,-0.117,-6.21E-03,0.025
3442,3.116408122,5.228,0,0,54.962,4.462,-15,-15,-50.171,-20.725,-0.108,-6.08E-03,0.024
3441,3.100792723,5.932,0,0,55.186,4.686,-15,-15,-50.27,-20.933,-0.101,-2.80E-02,1.11E-01
3440,3.085177323,6.632,0,0,54.834,4.334,-15,-15,-50.27,-20.933,-0.109,-3.60E-02,0.145
3439,3.069561924,7.328,0,0,54.484,3.984,-15,-15,-50.27,-20.933,-0.116,-0.045,0.179
3438,3.053946525,8.02,0,0,50.472,3.636,-15,-15,-50.27,-20.933,-0.175,-8.03E-04,3.21E-03
3437,3.03707947,8.763,0,0,49.78,3.29,-15,-15,-50.27,-20.933,-0.186,-6.46E-03,2.60E-02
3436,3.009752522,9.957,0,0,49.037,2.918,-15,-15,-50.27,-20.933,-0.199,-2.10E-02,0.084
3435,2.982425573,11.138,0,0,47.843,2.321,-15,-15,-50.27,-20.933,-0.22,-2.80E-02,1.11E-01
3434,2.955098624,12.307,0,0,46.662,1.731,-15,-15,-50.27,-20.933,-0.24,-3.50E-02,0.139
3433,2.927771676,13.463,0,0,45.493,1.147,-15,-15,-50.27,-20.933,-0.26,-4.20E-02,0.168
3432,2.900444727,14.607,0,0,44.337,0.568,-15,-15,-50.27,-20.933,-0.28,-5.00E-02,0.198
3431,2.9,14.625,0,0,43.193,0,-15,-15,-50.27,-20.933,-0.3,-0.03,0.121
3430,2.9,14.625,0,0,43.175,0,-15,-15,-50.27,-15,-0.3,-0.03,0.121
3429,2.9,14.625,0,0,43.175,0,-15,-15,-49.873,-15,-0.306,-0.024,0.096
3428,2.9,14.625,0,0,43.175,0,-15,-15,-49.533,-15,-0.311,-1.90E-02,0.076
3427,2.9,14.625,0,0,43.175,0,-15,-15,-49.24,-15,-0.315,-1.50E-02,0.06
3426,2.935275446,13.147,0,0,43.175,0,-15,-15,-48.989,-15,-0.318,0.023,-0.094
3425,2.976265869,11.403,0,0,44.653,0.727,-15,-15,-48.84,-15.588,-0.296,0.042,-0.169
3424,3.017256292,9.63,0,0,46.397,1.599,-15,-15,-48.785,-16.319,-0.268,0.056,-0.223
3423,3.058246715,7.83,0,0,48.17,2.485,-15,-15,-48.807,-17.131,-0.239,0.067,-0.268
3422,3.099237138,6.002,0,0,49.97,3.385,-15,-15,-48.896,-17.994,-0.204,0.073,-0.294
3421,3.122954669,4.931,0,0,54.799,4.299,-15,-15,-49.146,-18.89,-0.126,0.019,-0.075
3420,3.140521993,4.132,0,0,55.334,4.834,-15,-15,-49.384,-19.688,-0.111,0.021,-0.086
3419,3.158089317,3.328,0,0,55.734,5.234,-15,-15,-49.605,-20.379,-0.098,0.027,-0.106
3418,3.175656641,2.518,0,0,56.136,5.636,-15,-15,-49.812,-20.999,-0.086,0.032,-0.128
3417,3.193223965,1.704,0,0,56.541,6.041,-15,-15,-50.008,-21.569,-0.074,0.038,-0.15
3416,3.188009679,1.946,0,0,56.948,6.448,-15,-15,-50.193,-22.104,-0.063,0.021,-0.082
3415,3.16849043,2.849,0,0,56.827,6.327,-15,-15,-50.193,-22.104,-0.065,3.81E-03,-0.015
3414,3.148971181,3.746,0,0,56.375,5.875,-15,-15,-50.193,-22.104,-0.075,-6.35E-03,2.50E-02
3413,3.129451932,4.636,0,0,55.927,5.427,-15,-15,-50.193,-22.104,-0.084,-1.70E-02,0.067
3412,3.109932683,5.52,0,0,55.482,4.982,-15,-15,-50.193,-22.104,-0.093,-2.70E-02,0.108
3411,3.089454777,6.441,0,0,55.04,4.54,-15,-15,-50.193,-22.104,-0.102,-0.038,0.153
3410,3.067983603,7.398,0,0,54.58,4.08,-15,-15,-50.193,-22.104,-0.112,-0.05,0.201
3409,3.046512429,8.348,0,0,50.402,3.601,-15,-15,-50.193,-22.104,-0.175,-8.87E-03,0.035
3408,3.025041255,9.291,0,0,49.452,3.126,-15,-15,-50.193,-22.104,-0.191,-1.40E-02,0.058
3407,3.003570081,10.225,0,0,48.509,2.655,-15,-15,-50.193,-22.104,-0.207,-2.00E-02,7.80E-02
3406,2.99646453,10.533,0,0,47.575,2.187,-15,-15,-50.193,-22.104,-0.223,-1.00E-02,0.041
3405,3.014031854,9.771,0,0,47.267,2.034,-15,-15,-50.193,-22.104,-0.228,1.20E-02,-0.05
3404,3.031599178,9.004,0,0,48.029,2.415,-15,-15,-50.019,-20.755,-0.222,0.024,-0.095
3403,3.049166502,8.231,0,0,48.796,2.798,-15,-15,-49.899,-20.127,-0.211,0.03,-0.119
3402,3.066733827,7.454,0,0,49.569,3.184,-15,-15,-49.825,-19.911,-0.199,0.035,-0.141
3401,3.082867434,6.735,0,0,50.346,3.573,-15,-15,-49.79,-19.939,-0.186,0.038,-0.154
3400,3.094578983,6.211,0,0,54.432,3.932,-15,-15,-49.911,-20.105,-0.123,-0.012,0.049
3399,3.106290533,5.684,0,0,54.695,4.195,-15,-15,-50.026,-20.319,-0.116,-7.32E-03,0.029
3398,3.118002082,5.155,0,0,54.958,4.458,-15,-15,-50.135,-20.566,-0.109,-2.96E-03,1.20E-02
3397,3.129713631,4.624,0,0,55.222,4.722,-15,-15,-50.24,-20.835,-0.102,1.47E-03,-5.89E-03
3396,3.13976247,4.167,0,0,55.488,4.988,-15,-15,-50.341,-21.116,-0.095,4.29E-03,-0.017
3395,3.137810545,4.256,0,0,55.717,5.217,-15,-15,-50.438,-21.395,-0.088,-4.02E-03,0.016
3394,3.13585862,4.345,0,0,55.672,5.172,-15,-15,-50.438,-21.395,-0.089,-4.92E-03,0.02
3393,3.133906695,4.433,0,0,55.628,5.128,-15,-15,-50.438,-21.395,-0.09,-5.97E-03,0.024
3392,3.13195477,4.522,0,0,55.583,5.083,-15,-15,-50.438,-21.395,-0.091,-7.02E-03,0.028
3391,3.130002845,4.611,0,0,55.539,5.039,-15,-15,-50.438,-21.395,-0.092,-8.07E-03,0.032
3390,3.120254602,5.053,0,0,55.494,4.994,-15,-15,-50.438,-21.395,-0.093,-1.70E-02,0.068
3389,3.110494978,5.495,0,0,55.273,4.773,-15,-15,-50.438,-21.395,-0.097,-2.20E-02,8.90E-02
3388,3.100735353,5.934,0,0,55.053,4.553,-15,-15,-50.438,-21.395,-0.102,-2.70E-02,0.11
3387,3.090975729,6.373,0,0,54.833,4.333,-15,-15,-50.438,-21.395,-0.106,-0.033,0.131
3386,3.081216104,6.809,0,0,54.614,4.114,-15,-15,-50.438,-21.395,-0.111,-0.038,0.152
3385,3.093669632,6.252,0,0,54.395,3.895,-15,-15,-50.438,-21.395,-0.115,-2.10E-02,8.50E-02
3384,3.109285031,5.549,0,0,54.674,4.174,-15,-15,-50.483,-21.205,-0.11,-1.10E-02,0.043
3383,3.12490043,4.843,0,0,55.025,4.525,-15,-15,-50.536,-21.212,-0.102,-2.87E-03,1.10E-02
3382,3.14051583,4.132,0,0,55.379,4.879,-15,-15,-50.594,-21.346,-0.094,4.46E-03,-0.018
3381,3.156131229,3.418,0,0,55.734,5.234,-15,-15,-50.659,-21.565,-0.085,0.012,-0.046
3380,3.173214957,2.631,0,0,56.091,5.591,-15,-15,-50.728,-21.84,-0.077,0.02,-0.079
3379,3.190782281,1.817,0,0,56.485,5.985,-15,-15,-50.803,-22.164,-0.067,0.028,-0.111
3378,3.208349605,0.998,0,0,56.891,6.391,-15,-15,-50.884,-22.524,-0.057,0.035,-0.14
3377,3.225916929,0.174,0,0,57.301,6.801,-15,-15,-50.97,-22.909,-0.046,0.042,-0.169
3376,3.243484253,-0.655,0,0,57.713,7.213,-15,-15,-51.061,-23.31,-0.036,0.049,-0.196
3375,3.26227953,-1.548,0.091,0.538,60,7.326,-15.078,-15.264,-51.231,-23.64,4.02E-03,0.028,-0.113
3374,3.281798779,-2.482,0.252,1.232,60.002,7.362,-15.175,-15.597,-51.379,-23.896,9.67E-03,0.042,-0.169
3373,3.301318028,-3.422,4.63E-01,1.914,60.006,7.399,-15.302,-15.962,-51.508,-24.097,1.70E-02,0.055,-0.219
3372,3.320837277,-4.369,0.716,2.557,60.012,7.437,-15.454,-16.338,-51.622,-24.258,0.023,0.068,-0.27
3371,3.340356526,-5.321,1.01,3.164,60.02,7.475,-15.629,-16.712,-51.721,-24.389,0.03,0.08,-0.32
3370,3.35,-5.794,1.342,3.738,60.029,7.513,-15.827,-17.08,-51.809,-24.497,0.036,0.084,-0.338
3369,3.35,-5.794,1.519,4.009,60.035,7.532,-15.991,-17.385,-51.885,-24.584,0.041,0.079,-0.318
3368,3.35,-5.794,1.519,4.009,60.035,7.532,-16.085,-17.595,-51.952,-24.648,0.04,0.08,-0.321
3367,3.35,-5.794,1.519,4.009,60.035,7.532,-16.138,-17.739,-52.01,-24.697,0.042,0.078,-0.313
3366,3.35,-5.794,1.519,4.009,60.035,7.532,-16.168,-17.839,-52.061,-24.733,0.041,0.079,-0.317
