age_ka,d18O,SL_m,V_LIS,V_EIS,V_AIS,V_GrIS,d18O_LIS,d18O_EIS,d18O_AIS,d18O_GrIS,d18Ow_IV,d18O_T,Tw
5300,3.07947184,6.887,0,0,54.471,3.971,-15,-15,-49.351,-19.898,-0.196,4.60E-02,-0.183
5299,3.074348626,7.115,0,0,54.357,3.857,-15,-15,-49.351,-19.898,-0.198,4.30E-02,-1.71E-01
5298,3.069225412,7.343,0,0,54.242,3.742,-15,-15,-49.351,-19.898,-0.201,0.04,-0.159
5297,3.064102197,7.571,0,0,50.457,3.628,-15,-15,-49.351,-19.898,-0.252,0.086,-0.343
5296,3.05693695,7.888,0,0,50.229,3.515,-15,-15,-49.351,-19.898,-0.255,0.082,-0.327
5295,3.041567307,8.566,0,0,49.912,3.356,-15,-15,-49.351,-19.898,-0.26,0.071,-0.285
5294,3.026197665,9.24,0,0,49.234,3.017,-15,-15,-49.351,-19.898,-0.271,6.70E-02,-0.267
5293,3.010828022,9.91,0,0,48.56,2.68,-15,-15,-49.351,-19.898,-0.281,6.20E-02,-2.49E-01
5292,2.99545838,10.576,0,0,47.89,2.345,-15,-15,-49.351,-19.898,-0.292,5.70E-02,-2.30E-01
5291,2.980088737,11.239,0,0,47.224,2.012,-15,-15,-49.351,-19.898,-0.303,5.30E-02,-2.11E-01
5290,2.967066164,11.797,0,0,46.561,1.681,-15,-15,-49.351,-19.898,-0.313,5.00E-02,-2.01E-01
5289,2.958527473,12.161,0,0,46.003,1.402,-15,-15,-49.351,-19.898,-0.322,5.00E-02,-2.02E-01
5288,2.949988783,12.524,0,0,45.639,1.22,-15,-15,-49.351,-19.898,-0.328,4.80E-02,-1.91E-01
5287,2.941450093,12.886,0,0,45.276,1.038,-15,-15,-49.351,-19.898,-0.334,4.50E-02,-0.18
5286,2.932911402,13.247,0,0,44.914,0.857,-15,-15,-49.351,-19.898,-0.339,4.20E-02,-0.169
5285,2.924372712,13.606,0,0,44.553,0.677,-15,-15,-49.351,-19.898,-0.345,3.90E-02,-1.58E-01
5284,2.907502065,14.313,0,0,44.194,0.497,-15,-15,-49.351,-19.898,-0.351,2.80E-02,-0.113
5283,2.881885995,15.377,0,0,43.487,0.144,-15,-15,-49.351,-19.898,-0.362,1.40E-02,-5.60E-02
5282,2.856269924,16.43,0,0,42.423,0,-15,-15,-49.351,-19.898,-0.377,3.23E-03,-0.013
5281,2.830653853,17.472,0,0,41.37,0,-15,-15,-49.351,-15,-0.391,-8.44E-03,0.034
5280,2.805037782,18.503,0,0,40.328,0,-15,-15,-49.351,-15,-0.405,-0.02,0.081
5279,2.779421711,19.523,0,0,39.297,0,-15,-15,-49.351,-15,-0.418,-0.032,0.129
5278,2.792672104,18.996,0,0,38.277,0,-15,-15,-49.351,-15,-0.432,-5.40E-03,0.022
5277,2.828534603,17.557,0,0,38.804,0,-15,-15,-48.859,-15,-0.43,2.80E-02,-0.114
5276,2.864397103,16.097,0,0,40.243,0,-15,-15,-48.517,-15,-0.415,4.90E-02,-1.96E-01
5275,2.900259602,14.615,0,0,41.703,0,-15,-15,-48.298,-15,-0.398,6.80E-02,-0.273
5274,2.936122101,13.111,0,0,43.185,0,-15,-15,-48.181,-15,-0.38,0.086,-0.345
5273,2.971984601,11.586,0,0,44.689,0.744,-15,-15,-48.145,-15.597,-0.358,0.1,-0.4
5272,2.973369738,11.527,0,0,46.214,1.507,-15,-15,-48.179,-16.283,-0.334,0.078,-0.311
5271,2.964831048,11.892,0,0,46.273,1.537,-15,-15,-48.21,-16.688,-0.333,6.80E-02,-2.72E-01
5270,2.956292358,12.256,0,0,45.908,1.354,-15,-15,-48.21,-16.688,-0.339,6.50E-02,-2.61E-01
5269,2.947753667,12.619,0,0,45.544,1.172,-15,-15,-48.21,-16.688,-0.344,6.20E-02,-2.48E-01
5268,2.939214977,12.981,0,0,45.181,0.991,-15,-15,-48.21,-16.688,-0.35,5.90E-02,-2.36E-01
5267,2.930676287,13.341,0,0,44.819,0.81,-15,-15,-48.21,-16.688,-0.355,5.60E-02,-2.24E-01
5266,2.915847673,13.964,0,0,44.459,0.63,-15,-15,-48.21,-16.688,-0.361,4.70E-02,-1.87E-01
5265,2.900478031,14.606,0,0,43.836,0.318,-15,-15,-48.21,-16.688,-0.37,4.10E-02,-0.163
5264,2.885108388,15.243,0,0,43.194,0,-15,-15,-48.21,-16.688,-0.38,3.50E-02,-1.41E-01
5263,2.869738746,15.877,0,0,42.557,0,-15,-15,-48.21,-15,-0.388,2.80E-02,-0.112
5262,2.854369103,16.507,0,0,41.923,0,-15,-15,-48.21,-15,-0.397,2.10E-02,-0.084
5261,2.840333513,17.079,0,0,41.293,0,-15,-15,-48.21,-15,-0.405,1.50E-02,-0.06
5260,2.845456727,16.871,0,0,40.721,0,-15,-15,-48.21,-15,-0.412,0.028,-0.11
5259,2.850579942,16.662,0,0,40.929,0,-15,-15,-47.997,-15,-0.412,0.032,-0.129
5258,2.855703156,16.453,0,0,41.138,0,-15,-15,-47.825,-15,-0.411,3.70E-02,-0.146
5257,2.86082637,16.243,0,0,41.347,0,-15,-15,-47.687,-15,-0.41,4.10E-02,-0.162
5256,2.865949584,16.033,0,0,41.557,0,-15,-15,-47.58,-15,-0.408,4.40E-02,-1.77E-01
5255,2.873218395,15.734,0,0,41.767,0,-15,-15,-47.498,-15,-0.406,5.00E-02,-0.199
5254,2.888588037,15.099,0,0,42.066,0,-15,-15,-47.442,-15,-0.403,6.20E-02,-2.48E-01
5253,2.90395768,14.461,0,0,42.701,0,-15,-15,-47.423,-15,-0.395,6.90E-02,-2.77E-01
5252,2.919327322,13.818,0,0,43.339,0.07,-15,-15,-47.435,-15.123,-0.387,7.60E-02,-0.305
5251,2.934696965,13.171,0,0,43.982,0.391,-15,-15,-47.474,-15.43,-0.377,0.082,-0.326
5250,2.950066608,12.521,0,0,44.629,0.714,-15,-15,-47.535,-15.773,-0.366,0.087,-0.346
5249,2.962416111,11.995,0,0,45.279,1.04,-15,-15,-47.615,-16.138,-0.356,0.088,-0.352
5248,2.969247063,11.703,0,0,45.805,1.302,-15,-15,-47.704,-16.481,-0.347,0.086,-0.343
5247,2.976078016,11.411,0,0,46.097,1.448,-15,-15,-47.794,-16.753,-0.341,0.087,-0.348
5246,2.982908968,11.117,0,0,46.389,1.595,-15,-15,-47.882,-16.988,-0.335,0.088,-0.353
5245,2.98973992,10.823,0,0,46.683,1.741,-15,-15,-47.97,-17.205,-0.33,0.09,-0.358
5244,2.996570872,10.528,0,0,46.977,1.888,-15,-15,-48.058,-17.411,-0.324,0.091,-0.363
5243,2.988093614,10.894,0,0,47.272,2.036,-15,-15,-48.145,-17.612,-0.318,7.60E-02,-0.306
5242,2.964185281,11.92,0,0,46.906,1.853,-15,-15,-48.145,-17.612,-0.324,5.80E-02,-2.33E-01
5241,2.940276948,12.936,0,0,45.88,1.34,-15,-15,-48.145,-17.612,-0.34,5.00E-02,-0.2
5240,2.916368615,13.942,0,0,44.864,0.832,-15,-15,-48.145,-17.612,-0.355,0.042,-0.167
5239,2.892460282,14.939,0,0,43.858,0.329,-15,-15,-48.145,-17.612,-0.371,0.033,-0.133
5238,2.868551949,15.926,0,0,42.861,0,-15,-15,-48.145,-17.612,-0.385,2.40E-02,-0.095
5237,2.855612462,16.456,0,0,41.874,0,-15,-15,-48.145,-15,-0.398,2.40E-02,-0.094
5236,2.84878151,16.735,0,0,41.344,0,-15,-15,-48.145,-15,-0.405,2.40E-02,-0.094
5235,2.841950557,17.013,0,0,41.065,0,-15,-15,-48.145,-15,-0.408,2.00E-02,-0.081
5234,2.835119605,17.291,0,0,40.787,0,-15,-15,-48.145,-15,-0.412,1.70E-02,-0.068
5233,2.828288653,17.567,0,0,40.509,0,-15,-15,-48.145,-15,-0.415,1.40E-02,-5.50E-02
5232,2.821457701,17.843,0,0,40.233,0,-15,-15,-48.145,-15,-0.419,1.10E-02,-4.20E-02
5231,2.844179632,16.923,0,0,39.957,0,-15,-15,-48.145,-15,-0.423,3.70E-02,-0.147
5230,2.874918917,15.664,0,0,40.877,0,-15,-15,-47.939,-15,-0.413,5.80E-02,-2.31E-01
5229,2.905658202,14.39,0,0,42.136,0,-15,-15,-47.823,-15,-0.398,7.40E-02,-0.294
5228,2.936397487,13.1,0,0,43.41,0.105,-15,-15,-47.782,-15.162,-0.382,0.088,-0.352
5227,2.967136773,11.794,0,0,44.7,0.75,-15,-15,-47.803,-15.674,-0.362,0.099,-0.397
5226,2.997876058,10.472,0,0,46.006,1.403,-15,-15,-47.875,-16.277,-0.341,0.109,-0.437
5225,3.003179483,10.242,0,0,47.328,2.064,-15,-15,-47.99,-16.933,-0.32,0.093,-0.372
5224,3.006594959,10.094,0,0,47.558,2.179,-15,-15,-48.097,-17.387,-0.315,0.091,-0.365
5223,3.010010435,9.946,0,0,47.706,2.253,-15,-15,-48.196,-17.703,-0.311,0.091,-0.364
5222,3.013425911,9.797,0,0,47.854,2.327,-15,-15,-48.287,-17.936,-0.307,0.091,-0.363
5221,3.016841387,9.649,0,0,48.003,2.401,-15,-15,-48.371,-18.118,-0.304,0.091,-0.363
5220,3.021155884,9.46,0,0,48.151,2.476,-15,-15,-48.449,-18.269,-0.301,0.092,-0.367
5219,3.036525527,8.788,0,0,48.34,2.57,-15,-15,-48.524,-18.41,-0.297,0.103,-0.412
5218,3.051895169,8.111,0,0,49.012,2.906,-15,-15,-48.615,-18.654,-0.285,0.107,-0.426
5217,3.067264812,7.43,0,0,49.689,3.245,-15,-15,-48.718,-18.958,-0.272,0.11,-0.439
5216,3.082634454,6.746,0,0,50.37,3.585,-15,-15,-48.833,-19.299,-0.26,0.113,-0.45
5215,3.098004097,6.057,0,0,54.427,3.927,-15,-15,-49.079,-19.663,-0.201,6.90E-02,-2.74E-01
5214,3.113748599,5.348,0,0,54.771,4.271,-15,-15,-49.305,-20.042,-0.191,7.50E-02,-0.3
5213,3.13082598,4.574,0,0,55.126,4.626,-15,-15,-49.514,-20.431,-0.181,8.20E-02,-0.327
5212,3.147903361,3.795,0,0,55.513,5.013,-15,-15,-49.71,-20.839,-0.17,0.088,-0.353
5211,3.164980741,3.011,0,0,55.903,5.403,-15,-15,-49.896,-21.257,-0.16,0.094,-0.378
5210,3.182058122,2.222,0,0,56.295,5.795,-15,-15,-50.071,-21.682,-0.149,0.101,-0.403
5209,3.199135502,1.428,0,0,56.689,6.189,-15,-15,-50.239,-22.111,-0.138,0.107,-0.428
5208,3.198195522,1.472,0,0,57.086,6.586,-15,-15,-50.399,-22.542,-0.127,0.095,-0.38
5207,3.165748499,2.975,0,0,57.064,6.564,-15,-15,-50.399,-22.542,-0.127,6.30E-02,-2.53E-01
5206,3.133301476,4.461,0,0,56.312,5.812,-15,-15,-50.399,-22.542,-0.142,4.60E-02,-0.182
5205,3.100854453,5.929,0,0,55.569,5.069,-15,-15,-50.399,-22.542,-0.157,0.028,-0.11
5204,3.068407429,7.38,0,0,54.835,4.335,-15,-15,-50.399,-22.542,-0.171,9.49E-03,-0.038
5203,3.035960406,8.812,0,0,50.42,3.61,-15,-15,-50.399,-22.542,-0.236,4.20E-02,-1.66E-01
5202,3.013925983,9.776,0,0,48.988,2.894,-15,-15,-50.399,-22.542,-0.259,4.30E-02,-1.70E-01
5201,3.001971817,10.295,0,0,48.024,2.412,-15,-15,-50.399,-22.542,-0.275,4.60E-02,-1.86E-01
5200,2.99001765,10.811,0,0,47.505,2.153,-15,-15,-50.399,-22.542,-0.283,4.30E-02,-1.72E-01
5199,2.978063484,11.326,0,0,46.989,1.894,-15,-15,-50.399,-22.542,-0.292,4.00E-02,-0.159
5198,2.966109318,11.838,0,0,46.474,1.637,-15,-15,-50.399,-22.542,-0.3,3.60E-02,-0.145
5197,2.954155151,12.347,0,0,45.962,1.381,-15,-15,-50.399,-22.542,-0.309,0.033,-0.131
5196,2.935516114,13.137,0,0,45.453,1.126,-15,-15,-50.399,-22.542,-0.317,2.20E-02,-0.09
5195,2.91331552,14.07,0,0,44.663,0.732,-15,-15,-50.399,-22.542,-0.33,1.30E-02,-0.054
5194,2.891114925,14.995,0,0,43.73,0.265,-15,-15,-50.399,-22.542,-0.346,6.69E-03,-0.027
5193,2.86891433,15.911,0,0,42.805,0,-15,-15,-50.399,-22.542,-0.36,-1.39E-03,5.55E-03
5192,2.846713735,16.82,0,0,41.889,0,-15,-15,-50.399,-15,-0.372,-0.011,0.045
5191,2.82451314,17.72,0,0,40.98,0,-15,-15,-50.399,-15,-0.384,-0.021,0.084
5190,2.832245161,17.407,0,0,40.08,0,-15,-15,-50.399,-15,-0.397,-1.18E-03,4.74E-03
5189,2.847614803,16.783,0,0,40.393,0,-15,-15,-49.843,-15,-0.398,1.60E-02,-0.063
5188,2.862984446,16.155,0,0,41.017,0,-15,-15,-49.4,-15,-0.395,0.028,-0.111
5187,2.878354088,15.522,0,0,41.645,0,-15,-15,-49.053,-15,-0.39,3.90E-02,-0.155
5186,2.893723731,14.886,0,0,42.278,0,-15,-15,-48.786,-15,-0.385,4.90E-02,-1.95E-01
5185,2.909093374,14.246,0,0,42.914,0,-15,-15,-48.586,-15,-0.379,5.80E-02,-0.233
5184,2.906785996,14.343,0,0,43.554,0.177,-15,-15,-48.445,-15.23,-0.372,4.90E-02,-0.194
5183,2.90337052,14.485,0,0,43.457,0.129,-15,-15,-48.445,-15.23,-0.373,4.70E-02,-1.87E-01
5182,2.899955044,14.627,0,0,43.315,0.057,-15,-15,-48.445,-15.23,-0.375,4.50E-02,-1.82E-01
5181,2.896539568,14.769,0,0,43.173,0,-15,-15,-48.445,-15.23,-0.378,4.40E-02,-1.76E-01
5180,2.893124092,14.911,0,0,43.031,0,-15,-15,-48.445,-15,-0.379,4.20E-02,-1.70E-01
5179,2.890145692,15.035,0,0,42.889,0,-15,-15,-48.445,-15,-0.381,4.10E-02,-0.165
5178,2.89185343,14.964,0,0,42.765,0,-15,-15,-48.445,-15,-0.383,4.50E-02,-1.79E-01
5177,2.893561168,14.893,0,0,42.836,0,-15,-15,-48.29,-15,-0.384,4.70E-02,-0.189
5176,2.895268906,14.822,0,0,42.907,0,-15,-15,-48.161,-15,-0.384,5.00E-02,-0.198
5175,2.896976644,14.751,0,0,42.978,0,-15,-15,-48.053,-15,-0.385,5.20E-02,-0.206
5174,2.898684382,14.68,0,0,43.049,0,-15,-15,-47.963,-15,-0.385,5.30E-02,-2.14E-01
5173,2.901568482,14.56,0,0,43.12,0,-15,-15,-47.89,-15,-0.385,5.60E-02,-2.25E-01
5172,2.908399434,14.275,0,0,43.24,0.02,-15,-15,-47.832,-15.051,-0.384,6.20E-02,-0.248
5171,2.915230386,13.99,0,0,43.525,0.162,-15,-15,-47.795,-15.222,-0.38,6.50E-02,-2.60E-01
5170,2.922061339,13.703,0,0,43.81,0.305,-15,-15,-47.776,-15.39,-0.376,6.80E-02,-2.72E-01
5169,2.928892291,13.416,0,0,44.097,0.448,-15,-15,-47.772,-15.566,-0.372,7.00E-02,-2.82E-01
5168,2.935723243,13.128,0,0,44.384,0.592,-15,-15,-47.781,-15.746,-0.367,7.30E-02,-0.292
5167,2.921482084,13.728,0,0,44.672,0.736,-15,-15,-47.801,-15.93,-0.363,5.40E-02,-2.16E-01
5166,2.87195768,15.786,0,0,44.072,0.436,-15,-15,-47.801,-15.93,-0.372,1.40E-02,-0.055
5165,2.822433276,17.804,0,0,42.014,0,-15,-15,-47.801,-15.93,-0.4,-7.35E-03,0.029
5164,2.772908873,19.78,0,0,39.996,0,-15,-15,-47.801,-15,-0.426,-0.031,0.124
5163,2.723384469,21.716,0,0,38.02,0,-15,-15,-47.801,-15,-0.451,-0.055,0.22
5162,2.673860065,23.61,0,0,36.084,0,-15,-15,-47.801,-15,-0.476,-0.08,0.319
5161,2.652654932,24.409,0,0,34.19,0,-15,-15,-47.801,-15,-0.501,-0.077,0.306
5160,2.657778146,24.217,0,0,33.391,0,-15,-15,-47.801,-15,-0.511,-0.061,0.245
5159,2.66290136,24.024,0,0,33.583,0,-15,-15,-47.206,-15,-0.514,-0.053,0.213
5158,2.668024574,23.831,0,0,33.776,0,-15,-15,-46.716,-15,-0.516,-0.046,0.185
5157,2.673147788,23.637,0,0,33.969,0,-15,-15,-46.315,-15,-0.517,-0.04,0.159
5156,2.678271003,23.443,0,0,34.163,0,-15,-15,-45.988,-15,-0.518,-0.034,0.136
5155,2.684525622,23.206,0,0,34.357,0,-15,-15,-45.724,-15,-0.518,-0.028,0.111
5154,2.691356575,22.946,0,0,34.594,0,-15,-15,-45.516,-15,-0.517,-0.022,0.087
5153,2.698187527,22.685,0,0,34.854,0,-15,-15,-45.356,-15,-0.515,-1.70E-02,0.067
5152,2.705018479,22.423,0,0,35.115,0,-15,-15,-45.237,-15,-0.513,-1.20E-02,0.048
5151,2.711849431,22.161,0,0,35.377,0,-15,-15,-45.152,-15,-0.511,-7.44E-03,3.00E-02
5150,2.718680383,21.898,0,0,35.639,0,-15,-15,-45.096,-15,-0.508,-3.27E-03,1.30E-02
5149,2.731022671,21.42,0,0,35.902,0,-15,-15,-45.065,-15,-0.505,6.19E-03,-0.025
5148,2.744684576,20.888,0,0,36.38,0,-15,-15,-45.067,-15,-0.499,0.014,-0.056
5147,2.75834648,20.354,0,0,36.912,0,-15,-15,-45.099,-15,-0.493,0.021,-0.084
5146,2.772008385,19.816,0,0,37.446,0,-15,-15,-45.156,-15,-0.485,0.027,-0.11
5145,2.785670289,19.275,0,0,37.984,0,-15,-15,-45.234,-15,-0.478,0.034,-0.135
5144,2.799332194,18.731,0,0,38.525,0,-15,-15,-45.329,-15,-0.471,4.00E-02,-0.159
5143,2.809745574,18.314,0,0,39.069,0,-15,-15,-45.439,-15,-0.463,4.20E-02,-0.17
5142,2.819992002,17.902,0,0,39.486,0,-15,-15,-45.554,-15,-0.456,4.60E-02,-0.186
5141,2.830238431,17.488,0,0,39.898,0,-15,-15,-45.673,-15,-0.45,5.00E-02,-2.01E-01
5140,2.840484859,17.073,0,0,40.312,0,-15,-15,-45.794,-15,-0.444,5.40E-02,-0.217
5139,2.850731287,16.656,0,0,40.727,0,-15,-15,-45.919,-15,-0.437,5.80E-02,-0.232
5138,2.860977716,16.237,0,0,41.144,0,-15,-15,-46.045,-15,-0.431,6.20E-02,-2.46E-01
5137,2.871224144,15.816,0,0,41.563,0,-15,-15,-46.172,-15,-0.424,6.50E-02,-0.261
5136,2.881470572,15.394,0,0,41.984,0,-15,-15,-46.301,-15,-0.417,6.90E-02,-2.75E-01
5135,2.891717001,14.97,0,0,42.406,0,-15,-15,-46.431,-15,-0.411,7.20E-02,-2.89E-01
5134,2.901963429,14.544,0,0,42.83,0,-15,-15,-46.561,-15,-0.404,7.60E-02,-3.03E-01
5133,2.912209858,14.116,0,0,43.256,0.028,-15,-15,-46.691,-15.066,-0.397,7.90E-02,-0.316
5132,2.924912572,13.583,0,0,43.684,0.242,-15,-15,-46.821,-15.297,-0.389,8.40E-02,-0.336
5131,2.945405428,12.719,0,0,44.217,0.508,-15,-15,-46.956,-15.578,-0.38,0.095,-0.38
5130,2.965898285,11.847,0,0,45.081,0.941,-15,-15,-47.108,-15.982,-0.365,0.101,-0.403
5129,2.986391142,10.968,0,0,45.953,1.377,-15,-15,-47.274,-16.435,-0.35,0.106,-0.424
5128,3.006883999,10.082,0,0,46.832,1.816,-15,-15,-47.451,-16.916,-0.334,0.111,-0.444
5127,3.027376855,9.189,0,0,47.718,2.259,-15,-15,-47.639,-17.413,-0.318,0.115,-0.462
5126,3.037376763,8.75,0,0,48.611,2.706,-15,-15,-47.834,-17.92,-0.302,0.109,-0.436
5125,3.03054581,9.05,0,0,49.05,2.925,-15,-15,-48.019,-18.342,-0.292,0.093,-0.371
5124,3.023714858,9.349,0,0,48.75,2.775,-15,-15,-48.019,-18.342,-0.297,0.091,-0.363
5123,3.016883906,9.647,0,0,48.451,2.626,-15,-15,-48.019,-18.342,-0.302,0.088,-0.354
5122,3.010052954,9.944,0,0,48.153,2.477,-15,-15,-48.019,-18.342,-0.306,0.086,-0.345
5121,3.003222001,10.24,0,0,47.856,2.328,-15,-15,-48.019,-18.342,-0.311,0.084,-0.336
5120,2.989173147,10.848,0,0,47.56,2.18,-15,-15,-48.019,-18.342,-0.315,7.40E-02,-0.298
5119,2.968680291,11.728,0,0,46.952,1.876,-15,-15,-48.019,-18.342,-0.325,6.30E-02,-0.253
5118,2.948187434,12.601,0,0,46.072,1.436,-15,-15,-48.019,-18.342,-0.338,5.60E-02,-2.25E-01
5117,2.927694577,13.466,0,0,45.199,1,-15,-15,-48.019,-18.342,-0.352,4.90E-02,-0.197
5116,2.90720172,14.325,0,0,44.334,0.567,-15,-15,-48.019,-18.342,-0.365,0.042,-0.168
5115,2.886708864,15.177,0,0,43.475,0.137,-15,-15,-48.019,-18.342,-0.378,0.035,-0.139
5114,2.854729346,16.493,0,0,42.623,0,-15,-15,-48.019,-18.342,-0.39,1.40E-02,-0.058
5113,2.817159109,18.016,0,0,41.307,0,-15,-15,-48.019,-15,-0.407,-6.12E-03,0.024
5112,2.779588871,19.516,0,0,39.784,0,-15,-15,-48.019,-15,-0.426,-0.024,0.096
5111,2.742018634,20.992,0,0,38.284,0,-15,-15,-48.019,-15,-0.446,-0.042,0.169
5110,2.704448397,22.445,0,0,36.808,0,-15,-15,-48.019,-15,-0.465,-0.061,0.243
5109,2.666878159,23.874,0,0,35.355,0,-15,-15,-48.019,-15,-0.484,-0.08,0.318
5108,2.680926417,23.343,0,0,33.926,0,-15,-15,-48.019,-15,-0.502,-0.047,0.188
5107,2.706542488,22.365,0,0,34.457,0,-15,-15,-47.453,-15,-0.5,-0.023,0.093
5106,2.732158559,21.376,0,0,35.435,0,-15,-15,-47.038,-15,-0.492,-6.12E-03,2.40E-02
5105,2.75777463,20.376,0,0,36.424,0,-15,-15,-46.748,-15,-0.482,9.84E-03,-0.039
5104,2.783390701,19.365,0,0,37.424,0,-15,-15,-46.56,-15,-0.471,0.025,-0.099
5103,2.809006771,18.344,0,0,38.435,0,-15,-15,-46.456,-15,-0.46,3.90E-02,-0.155
5102,2.805075432,18.501,0,0,39.456,0,-15,-15,-46.421,-15,-0.447,0.022,-0.09
5101,2.799952217,18.706,0,0,39.299,0,-15,-15,-46.421,-15,-0.45,0.019,-0.078
5100,2.794829003,18.91,0,0,39.094,0,-15,-15,-46.421,-15,-0.452,0.017,-0.068
5099,2.789705789,19.114,0,0,38.89,0,-15,-15,-46.421,-15,-0.455,0.014,-0.057
5098,2.784582575,19.318,0,0,38.686,0,-15,-15,-46.421,-15,-0.457,1.20E-02,-0.047
5097,2.778378082,19.564,0,0,38.482,0,-15,-15,-46.421,-15,-0.46,8.12E-03,-0.032
5096,2.763008439,20.17,0,0,38.236,0,-15,-15,-46.421,-15,-0.463,-4.18E-03,0.017
5095,2.747638797,20.773,0,0,37.63,0,-15,-15,-46.421,-15,-0.47,-0.012,0.048
5094,2.732269154,21.372,0,0,37.027,0,-15,-15,-46.421,-15,-0.478,-0.02,0.079
5093,2.716899512,21.966,0,0,36.428,0,-15,-15,-46.421,-15,-0.485,-0.028,0.111
5092,2.701529869,22.557,0,0,35.834,0,-15,-15,-46.421,-15,-0.493,-0.036,0.142
5091,2.700239396,22.606,0,0,35.243,0,-15,-15,-46.421,-15,-0.5,-0.029,0.118
5090,2.741225109,21.023,0,0,35.194,0,-15,-15,-46.421,-15,-0.501,0.012,-0.048
5089,2.782210823,19.412,0,0,36.777,0,-15,-15,-46.244,-15,-0.483,3.50E-02,-0.139
5088,2.823196536,17.773,0,0,38.388,0,-15,-15,-46.184,-15,-0.463,5.60E-02,-2.25E-01
5087,2.86418225,16.106,0,0,40.027,0,-15,-15,-46.218,-15,-0.442,7.70E-02,-0.306
5086,2.905167963,14.41,0,0,41.694,0,-15,-15,-46.327,-15,-0.42,0.096,-0.383
5085,2.92798079,13.454,0,0,43.39,0.095,-15,-15,-46.496,-15.152,-0.397,0.095,-0.38
5084,2.922857576,13.67,0,0,44.346,0.573,-15,-15,-46.682,-15.564,-0.381,7.40E-02,-2.95E-01
5083,2.917734362,13.885,0,0,44.13,0.465,-15,-15,-46.682,-15.564,-0.384,7.20E-02,-2.88E-01
5082,2.912611148,14.099,0,0,43.915,0.358,-15,-15,-46.682,-15.564,-0.387,7.00E-02,-2.80E-01
5081,2.907487934,14.313,0,0,43.701,0.25,-15,-15,-46.682,-15.564,-0.391,6.80E-02,-0.272
5080,2.902364719,14.527,0,0,43.487,0.143,-15,-15,-46.682,-15.564,-0.394,6.60E-02,-0.264
5079,2.895402509,14.817,0,0,43.273,0.036,-15,-15,-46.682,-15.564,-0.397,6.20E-02,-2.49E-01
5078,2.886863819,15.171,0,0,42.983,0,-15,-15,-46.682,-15.564,-0.401,5.70E-02,-0.23
5077,2.878325128,15.524,0,0,42.629,0,-15,-15,-46.682,-15,-0.405,5.30E-02,-2.13E-01
5076,2.869786438,15.875,0,0,42.276,0,-15,-15,-46.682,-15,-0.409,4.90E-02,-1.97E-01
5075,2.861247748,16.226,0,0,41.925,0,-15,-15,-46.682,-15,-0.414,4.50E-02,-0.18
5074,2.852709057,16.575,0,0,41.574,0,-15,-15,-46.682,-15,-0.418,4.10E-02,-1.64E-01
5073,2.874484459,15.682,0,0,41.225,0,-15,-15,-46.682,-15,-0.423,6.70E-02,-0.268
5072,2.910346958,14.194,0,0,42.118,0,-15,-15,-46.744,-15,-0.411,0.091,-0.364
5071,2.946209457,12.684,0,0,43.606,0.203,-15,-15,-46.864,-15.253,-0.39,0.106,-0.423
5070,2.982071957,11.153,0,0,45.116,0.958,-15,-15,-47.03,-15.83,-0.365,0.117,-0.469
5069,3.017934456,9.601,0,0,46.647,1.72E+00,-15,-15,-47.233,-16.515,-0.34,0.128,-0.511
5068,3.053796955,8.027,0,0,48.199,2.5,-15,-15,-47.468,-17.262,-0.313,0.137,-0.547
5067,3.05717529,7.878,0,0,49.773,3.287,-15,-15,-47.729,-18.047,-0.285,0.112,-0.449
5066,3.053759814,8.029,0,0,49.922,3.361,-15,-15,-47.96,-18.599,-0.28,0.103,-0.413
5065,3.050344338,8.179,0,0,49.771,3.286,-15,-15,-47.96,-18.599,-0.282,0.102,-0.409
5064,3.046928862,8.33,0,0,49.621,3.21,-15,-15,-47.96,-18.599,-0.284,0.101,-0.405
5063,3.043513386,8.48,0,0,49.47,3.135,-15,-15,-47.96,-18.599,-0.287,0.1,-0.4
5062,3.040097909,8.631,0,0,49.32,3.06,-15,-15,-47.96,-18.599,-0.289,0.099,-0.396
5061,3.061564183,7.683,0,0,49.169,2.985,-15,-15,-47.96,-18.599,-0.291,0.123,-0.491
5060,3.083764778,6.695,0,0,50.117,3.458,-15,-15,-48.168,-19.008,-0.273,0.127,-0.508
5059,3.105965373,5.699,0,0,54.452,3.952,-15,-15,-48.501,-19.473,-0.209,8.50E-02,-0.339
5058,3.128165968,4.695,0,0,54.951,4.451,-15,-15,-48.809,-19.972,-0.195,0.093,-0.374
5057,3.150366563,3.682,0,0,55.453,4.953,-15,-15,-49.094,-20.492,-0.181,0.101,-0.406
5056,3.16782779,2.88,0,0,55.959,5.459,-15,-15,-49.361,-21.026,-0.167,0.105,-0.419
5055,3.149042671,3.742,0,0,56.36,5.86,-15,-15,-49.608,-21.534,-0.155,7.40E-02,-2.95E-01
5054,3.130257552,4.599,0,0,55.929,5.429,-15,-15,-49.608,-21.534,-0.163,6.30E-02,-2.54E-01
5053,3.111472434,5.451,0,0,55.5,5,-15,-15,-49.608,-21.534,-0.171,5.30E-02,-2.11E-01
5052,3.092687315,6.296,0,0,55.075,4.575,-15,-15,-49.608,-21.534,-0.179,4.20E-02,-0.168
