latitude,depth,salinity,Estimated-Measured Salinity [pss-78]
1.9500,694.183,34.540501,0.005268
1.9500,794.266,34.535099,0.007426
1.9500,891.628,34.539700,0.006666
1.9500,995.377,34.551498,0.001103
1.9900,1.890,34.820202,-10000000000.000000
1.9900,9.746,34.812302,-10000000000.000000
1.9900,25.060,34.828300,-0.057094
1.9900,39.577,34.852600,-0.036095
1.9900,59.960,34.832600,0.064107
1.9900,99.923,34.854198,0.164183
1.9900,148.922,34.542099,0.458373
1.9900,199.300,34.852600,-0.006651
1.9900,398.507,34.691898,-0.004611
1.9900,596.035,34.556599,0.004964
1.9900,794.761,34.541000,0.001646
1.9900,999.039,34.555302,-0.002559
1.9900,1.790,34.860600,-10000000000.000000
1.9900,9.050,34.897400,-10000000000.000000
1.9900,24.563,34.890099,-0.120264
1.9900,39.279,34.939499,-0.124104
1.9900,59.363,34.933201,-0.039018
1.9900,99.625,35.001801,0.016032
1.9900,149.021,35.141701,-0.141409
1.9900,198.506,34.647400,0.199438
1.9900,397.018,34.682800,0.005054
1.9900,594.547,34.557400,0.004422
1.9900,794.266,34.535000,0.007644
1.9900,993.694,34.549599,0.003025
1.9950,4.177,34.774399,-10000000000.000000
1.9950,9.945,34.768002,-10000000000.000000
1.9950,24.463,34.858299,-0.089287
1.9950,59.462,35.176399,-0.282129
1.9950,97.835,35.211300,-0.196631
1.9950,147.630,35.245300,-0.242419
1.9950,197.910,34.708199,0.138364
1.9950,397.515,34.687801,-0.000206
1.9950,595.539,34.571999,-0.010350
1.9950,792.087,34.543499,-0.000853
1.9950,995.377,34.552399,0.000270
1.9963,6.961,34.227100,-10000000000.000000
1.9963,19.889,34.223499,0.532698
1.9963,45.742,34.244099,0.594841
1.9963,69.603,34.848801,0.087671
1.9963,95.450,34.950699,0.059586
1.9963,119.305,34.915298,0.114231
1.9963,145.146,34.888500,0.118934
1.9963,168.995,34.940399,0.005034
1.9963,194.830,34.686001,0.163718
1.9963,243.508,34.889900,-0.059689
1.9963,293.168,34.841099,-0.041161
1.9963,341.823,34.766499,-0.031070
1.9963,393.445,34.708099,-0.018980
1.9963,441.084,34.655300,0.007742
1.9963,491.689,34.586399,0.027608
1.9963,588.895,34.558800,0.004003
1.9963,689.029,34.545700,0.000377
1.9963,786.142,34.538601,0.004014
1.9963,885.191,34.544300,0.001828
1.9963,984.193,34.547798,0.004623
1.9963,1083.147,34.558102,-0.001968
1.9963,1282.894,34.577702,0.000699
1.9963,1476.526,34.594700,0.004322
1.9963,1772.558,34.621300,0.000290
1.9963,1972.639,34.636799,-0.002003
1.9963,2169.579,34.646099,0.001148
1.9963,2367.322,34.653400,0.000440
1.9963,2663.105,34.663502,-0.011226
1.9963,2956.522,34.668499,-0.000505
1.9963,3253.462,34.674801,-0.000379
1.9963,3545.109,34.680099,-0.000253
1.9963,3841.253,34.687099,0.000503
1.9963,4160.411,34.697701,-0.001162
1.9967,2.586,34.778999,-10000000000.000000
1.9967,199.002,34.605301,0.239736
1.9967,398.210,34.666801,0.020506
1.9967,594.944,34.567101,-0.005349
1.9967,793.771,34.558102,-0.015441
1.9967,992.903,34.560699,-0.008084
1.9983,10.144,34.847401,-10000000000.000000
1.9983,24.563,34.845299,-0.076373
1.9983,39.677,34.920399,-0.104244
1.9983,98.730,35.279400,-0.262987
1.9983,149.419,35.243301,-0.243656
1.9983,397.614,34.706200,-0.018688
1.9983,793.771,34.543999,-0.001333
1.9983,995.773,34.552200,0.000482
2.0000,0.000,34.779999,-10000000000.000000
2.0000,19.889,34.810001,-0.054240
2.0000,39.776,34.849998,-0.033620
2.0000,59.661,35.119999,-0.225219
2.0000,79.545,35.310001,-0.339786
2.0000,99.426,35.400002,-0.382249
2.0000,119.305,35.380001,-0.350408
2.0000,139.183,35.310001,-0.292351
2.0000,159.058,35.259998,-0.279800
2.0000,178.932,34.950001,-0.040499
2.0000,198.804,34.820000,0.024641
2.0000,248.475,34.849998,-0.020195
2.0072,20.386,34.289200,0.467101
2.0072,20.386,34.286800,0.469501
2.0072,99.724,35.106400,-0.087884
2.0072,149.717,35.091000,-0.091816
2.0072,200.592,34.596699,0.244670
2.0072,200.592,34.598301,0.243068
2.0072,398.706,34.665100,0.021876
2.0072,498.436,34.609699,0.000192
2.0072,598.018,34.549198,0.012021
2.0072,698.247,34.536999,0.008376
2.0072,797.634,34.539001,0.003713
2.0072,894.499,34.547600,-0.000837
2.0072,993.199,34.548801,0.003837
2.0072,1191.845,34.571999,-0.002551
2.0072,1389.709,34.589699,0.001036
2.0072,1587.191,34.619900,-0.006848
2.0072,1784.686,34.622299,-0.000500
2.0072,1784.686,34.622700,-0.000901
2.0072,2474.971,34.658501,-0.002722
2.0072,2476.151,34.653702,0.002081
2.0072,2965.152,34.669102,-0.001005
2.0072,2965.152,34.667500,0.000597
2.0072,3945.249,34.688301,0.000357
2.0072,3945.249,34.688301,0.000357
2.0100,991.418,34.554401,-0.001799
2.0100,1485.709,34.603100,-0.003310
2.0100,1732.913,34.620499,0.000272
2.0100,2225.871,34.650200,-0.001023
2.0100,2717.304,34.629299,0.015540
2.0100,3207.820,34.674500,-0.000458
2.4917,4.972,34.564301,-10000000000.000000
2.4917,198.704,34.605598,0.168480
2.4917,397.513,34.692402,-0.031840
2.4917,992.305,34.567501,-0.007141
2.4983,1.890,34.489601,-10000000000.000000
2.4983,9.746,34.667801,-10000000000.000000
2.4983,24.662,34.897900,-0.178604
2.4983,39.577,34.927299,-0.154603
2.4983,59.761,34.936298,-0.094229
2.4983,98.531,34.940800,0.014256
2.4983,148.723,34.899502,0.052950
2.4983,199.399,34.527599,0.243490
2.4983,396.719,34.669102,-0.008791
2.4983,595.339,34.549198,0.011499
2.4983,793.966,34.537800,0.008171
2.4983,994.581,34.553200,0.007303
2.5000,1.989,34.797501,-10000000000.000000
2.5000,3.381,34.796799,-10000000000.000000
2.5000,16.707,34.823799,-10000000000.000000
2.5000,52.304,35.145199,-0.326238
2.5000,90.976,35.187401,-0.246162
2.5000,143.754,35.168098,-0.205781
2.5000,388.878,34.651600,0.009796
2.5000,583.935,34.564499,-0.001229
2.5000,781.978,34.542198,0.003493
2.5000,993.196,34.555401,0.005085
2.5017,9.447,34.778400,-10000000000.000000
2.5017,24.463,34.800999,-0.083251
2.5017,39.478,34.782001,-0.010224
2.5017,148.723,35.217701,-0.265273
2.5017,198.902,34.634701,0.135719
2.5017,396.819,34.652802,0.007300
2.5017,793.471,34.557201,-0.011229
2.5017,993.097,34.587200,-0.026697
2.5035,7.657,34.207600,-10000000000.000000
2.5035,17.204,34.199501,0.492029
2.5035,97.338,35.206600,-0.253875
2.5035,97.338,35.206600,-0.253875
2.5035,147.033,35.139801,-0.184017
2.5035,196.220,34.646198,0.126234
2.5035,295.650,34.724400,-0.006967
2.5035,397.513,34.649101,0.010795
2.5035,494.168,34.612400,-0.001911
2.5035,693.090,34.540501,0.004996
2.5035,693.090,34.540501,0.004996
2.5035,891.327,34.547600,0.002733
2.5035,891.327,34.547600,0.002733
2.5035,991.117,34.552898,0.007573
2.5035,1188.577,34.571301,-0.001469
2.5035,1387.037,34.589100,-0.000008
2.5035,1781.919,34.622700,-0.000437
2.5035,1781.919,34.622700,-0.000437
2.5035,2471.326,34.660900,-0.001478
2.5035,2961.611,34.670502,-0.001014
2.5035,3452.653,34.678799,-0.000036
2.5035,3452.653,34.678799,-0.000036
2.5035,3942.599,34.690300,-0.000043
2.5035,4049.768,34.693298,-0.001072
2.9933,1.790,34.369301,-10000000000.000000
2.9933,198.305,34.733898,0.006818
2.9933,595.633,34.589001,-0.029287
2.9933,794.260,34.540298,0.006365
2.9933,994.478,34.584301,-0.024526
2.9967,2.586,34.542999,-10000000000.000000
2.9967,10.541,34.546200,-10000000000.000000
2.9967,24.662,34.782600,-0.272487
2.9967,40.174,34.940899,-0.367998
2.9967,59.363,34.946899,-0.278014
2.9967,99.326,35.048698,-0.175673
2.9967,148.623,34.775398,0.111116
2.9967,198.603,34.531399,0.208264
2.9967,397.710,34.669899,-0.054037
2.9967,595.138,34.565899,-0.006166
2.9967,794.755,34.542400,0.004265
2.9967,992.697,34.562000,-0.002285
3.0000,0.000,34.580002,-10000000000.000000
3.0000,19.889,34.650002,-0.158191
3.0000,39.776,34.680000,-0.109536
3.0000,59.661,34.770000,-0.099779
3.0000,79.544,34.810001,-0.029671
3.0000,99.425,35.130001,-0.255991
3.0000,119.304,35.189999,-0.282593
3.0000,139.182,34.980000,-0.078543
3.0000,159.057,34.880001,-0.011939
3.0000,178.931,34.990002,-0.185615
3.0000,198.802,34.779999,-0.041229
3.0000,248.473,34.540001,0.135735
3.0000,3.481,33.975498,-10000000000.000000
3.0000,9.646,33.976200,-10000000000.000000
3.0000,24.562,33.980099,0.528806
3.0000,39.378,34.230400,0.338193
3.0000,59.760,34.424198,0.246566
3.0000,99.028,34.810001,0.062321
3.0000,149.418,34.693600,0.191854
3.0000,198.901,34.548599,0.190039
3.0000,397.611,34.627300,-0.011525
3.0000,595.931,34.557400,0.002256
3.0000,793.665,34.538101,0.008558
3.0000,991.905,34.555000,0.004690
3.0000,10.740,34.291901,-10000000000.000000
3.0000,74.573,34.817101,-0.064649
3.0000,150.610,34.980301,-0.096802
3.0000,199.796,34.858002,-0.120548
3.0000,298.528,34.572800,0.068962
3.0000,397.214,34.588902,0.026912
3.0000,496.447,34.577801,0.001954
3.0000,597.220,34.549599,0.009961
3.0000,692.790,34.541000,0.007281
3.0000,793.467,34.537601,0.009056
3.0000,892.412,34.543400,0.005863
3.0000,992.895,34.551800,0.007925
3.0018,5.967,33.907799,-10000000000.000000
3.0018,20.883,33.876701,0.618243
3.0018,44.747,33.999001,0.594582
3.0018,69.603,34.683899,0.040606
3.0018,95.449,34.946999,-0.089612
3.0018,118.310,35.055801,-0.149041
3.0018,143.157,34.978500,-0.082643
3.0018,168.000,34.821999,0.018300
3.0018,195.821,34.713100,0.029251
3.0018,218.672,34.641800,0.071503
3.0018,242.513,34.604500,0.079241
3.0018,292.173,34.642399,0.002115
3.0018,340.828,34.653801,-0.022663
3.0018,391.457,34.586800,0.029503
3.0018,439.096,34.577801,0.025941
3.0018,487.717,34.566299,0.016002
3.0018,585.915,34.562302,-0.001908
3.0018,686.050,34.552299,-0.003393
3.0018,883.203,34.547199,0.001470
3.0018,1180.068,34.569599,0.001796
3.0018,1675.886,34.609402,0.000962
3.0018,1971.638,34.631401,-0.001158
3.0018,2268.947,34.648701,0.000581
3.0018,2563.880,34.659401,-0.000390
3.0018,2859.392,34.667301,0.000007
3.0018,3154.502,34.671501,-0.000298
3.0018,3450.191,34.678600,0.000065
3.0018,3742.552,34.684399,0.000437
3.0018,4037.454,34.689701,-0.000436
3.0018,4212.063,34.692799,-0.000453
3.0033,9.945,34.606899,-10000000000.000000
3.0033,24.960,34.621101,-0.111214
3.0033,40.273,34.707500,-0.135084
3.0033,100.220,35.153801,-0.276343
3.0033,149.517,35.352001,-0.466681
3.0033,397.909,34.605801,0.009869
3.0033,595.435,34.556999,0.002683
3.0033,794.359,34.587200,-0.040538
3.0052,10.144,34.189899,-10000000000.000000
3.0052,20.287,34.210701,0.282269
3.0052,20.287,34.206402,0.286568
3.0052,99.922,35.091400,-0.215747
3.0052,99.922,35.092602,-0.216949
3.0052,199.498,34.622299,0.115607
3.0052,199.498,34.619900,0.118006
3.0052,398.306,34.630100,-0.014492
3.0052,498.134,34.577499,0.001822
3.0052,597.220,34.551102,0.008450
3.0052,597.220,34.552299,0.007252
3.0052,696.457,34.539398,0.008704
3.0052,795.746,34.541302,0.005368
3.0052,894.987,34.549198,0.000214
3.0052,1191.835,34.573502,-0.001648
3.0052,1191.835,34.573502,-0.001648
3.0052,1586.981,34.608101,0.000231
3.0052,1586.981,34.607700,0.000632
3.0052,1981.686,34.629398,0.000864
3.0052,2473.477,34.658100,-0.000076
3.0052,2965.226,34.666698,0.000953
3.0052,2965.226,34.668301,-0.000649
3.0052,3945.022,34.687901,0.000257
3.0052,3945.022,34.687901,0.000257
3.0067,2.387,34.776798,-10000000000.000000
3.0067,9.646,34.778599,-10000000000.000000
3.0067,24.165,34.833698,-0.326448
3.0067,59.363,35.115501,-0.447482
3.0067,100.022,35.180698,-0.305048
3.0067,149.219,35.157600,-0.272187
3.0067,197.411,34.657001,0.083920
3.0067,397.611,34.612301,0.003356
3.0067,595.633,34.556801,0.002872
3.0067,794.557,34.542500,0.004165
3.0067,995.270,34.558399,0.001377
3.0100,1.591,34.564800,-10000000000.000000
3.0100,10.144,34.561298,-10000000000.000000
3.0100,24.960,34.562000,-0.051603
3.0100,39.478,34.565601,0.003013
3.0100,59.064,34.577702,0.088417
3.0100,99.027,34.749298,0.121225
3.0100,148.821,34.755100,0.130574
3.0100,198.901,34.509201,0.230253
3.0100,396.122,34.604599,0.011164
3.0100,595.336,34.552200,0.007499
3.0100,793.170,34.542301,0.004359
3.0100,997.645,34.555401,0.004435
3.4985,10.641,33.949902,-10000000000.000000
3.4985,19.988,34.002701,0.392149
3.4985,50.116,34.497799,0.023714
3.4985,50.116,34.497799,0.023714
3.4985,150.013,35.111198,-0.235589
3.4985,150.013,35.111198,-0.235589
3.4985,299.321,34.593800,0.045928
3.4985,398.800,34.597000,0.009857
3.4985,498.528,34.580502,0.002281
3.4985,597.812,34.566898,-0.003334
3.4985,696.949,34.547298,0.002118
3.4985,795.742,34.541599,0.002954
3.4985,894.982,34.542301,0.002952
3.4985,894.982,34.542301,0.002952
3.4985,1192.126,34.575901,-0.002225
3.4985,1389.592,34.594700,-0.001123
3.4985,1587.170,34.609600,0.000047
3.4985,1784.860,34.623798,-0.000851
3.4985,1784.860,34.623798,-0.000851
3.4985,2474.152,34.656898,0.000177
3.4985,2474.152,34.656898,0.000177
3.4985,3455.457,34.679798,-0.000101
3.4985,3945.197,34.688000,-0.000187
3.4985,3945.197,34.688000,-0.000187
3.9670,0.000,34.290001,-10000000000.000000
3.9670,19.889,34.310001,0.101065
3.9670,39.775,34.430000,0.063535
3.9670,59.660,34.570000,0.016019
3.9670,79.543,35.040001,-0.356759
3.9670,99.424,34.980000,-0.215198
3.9670,119.303,34.820000,-0.014419
3.9670,139.180,34.889999,-0.054245
3.9670,159.055,34.880001,-0.051704
3.9670,178.929,34.799999,-0.024658
3.9670,198.800,34.709999,0.015357
3.9670,248.470,34.599998,0.061632
3.9900,3.481,34.268700,-10000000000.000000
3.9900,397.606,34.625000,-0.010211
3.9900,596.123,34.564499,-0.003999
3.9900,792.666,34.552898,-0.009458
4.0000,9.646,34.681499,-10000000000.000000
4.0000,24.861,34.728199,-0.298838
4.0000,40.173,34.803799,-0.308625
4.0000,60.754,34.800999,-0.208991
4.0000,99.623,34.751598,0.016125
4.0000,148.025,34.902500,-0.066338
4.0000,198.999,34.505901,0.216578
4.0000,397.408,34.620602,-0.005839
4.0000,596.519,34.560902,-0.000433
4.0000,794.647,34.542000,0.001433
4.0000,995.358,34.551800,0.003360
4.0000,1.989,34.610901,-10000000000.000000
4.0000,8.851,34.598900,-10000000000.000000
4.0000,24.264,34.599098,-0.172216
4.0000,59.859,34.748501,-0.160904
4.0000,148.720,34.826599,0.009346
4.0000,198.800,34.570599,0.152142
4.0000,397.606,34.610802,0.003951
4.0000,595.528,34.565102,-0.004535
4.0000,794.152,34.544201,-0.000765
4.0000,994.764,34.566200,-0.011058
4.0008,6.961,33.958900,-10000000000.000000
4.0008,21.877,33.961601,0.455459
4.0008,46.735,34.089699,0.435122
4.0008,71.590,34.765301,-0.119982
4.0008,96.442,34.748501,0.007164
4.0008,120.297,34.745201,0.062892
4.0008,145.143,34.791000,0.045965
4.0008,169.986,34.759800,0.039728
4.0008,193.832,34.707100,0.023613
4.0008,219.663,34.607300,0.088659
4.0008,244.497,34.538399,0.126708
4.0008,292.169,34.614700,0.014820
4.0008,343.803,34.609798,0.007635
4.0008,392.445,34.609798,0.005190
4.0008,442.068,34.601799,0.005052
4.0008,491.680,34.586300,0.003148
4.0008,590.867,34.560699,0.000328
4.0008,690.007,34.547600,-0.000766
4.0008,788.109,34.542999,0.000466
4.0008,887.154,34.543598,0.002638
4.0008,984.174,34.550598,0.004239
4.0008,1183.021,34.570000,-0.000870
4.0008,1380.693,34.585098,0.000703
4.0008,1675.867,34.615200,-0.002271
4.0008,1971.615,34.638302,-0.001625
4.0008,2266.954,34.654301,-0.000129
4.0008,2563.852,34.662300,-0.001318
4.0008,2858.379,34.666698,0.000206
4.0008,3153.487,34.673401,-0.000272
4.0008,3449.174,34.680401,-0.000743
4.0008,3742.510,34.684299,-0.000118
4.0008,4037.409,34.686001,-0.000683
4.0008,4414.739,34.693199,0.001681
4.0030,10.342,33.957802,-10000000000.000000
4.0030,19.988,33.958199,0.451311
4.0030,50.016,34.518101,0.021527
4.0030,50.016,34.519699,0.019929
4.0030,99.623,35.002399,-0.235185
4.0030,149.615,35.056301,-0.221010
4.0030,199.297,34.704899,0.017423
4.0030,398.599,34.623501,-0.008805
4.0030,498.228,34.584202,0.003476
4.0030,597.114,34.555500,0.004912
4.0030,696.548,34.541302,0.005107
4.0030,795.440,34.537399,0.006031
4.0030,795.440,34.538200,0.005230
4.0030,994.071,34.551899,0.003222
4.0030,1192.020,34.569599,-0.000142
4.0030,1192.020,34.570400,-0.000943
4.0030,1586.272,34.606602,0.001146
4.0030,1586.272,34.606998,0.000749
4.0030,1981.565,34.635601,0.001084
4.0030,2473.449,34.657700,0.000908
4.0030,2964.703,34.667900,0.000070
4.0030,3455.045,34.678902,0.000756
4.0030,3944.392,34.681999,0.001381
4.0030,4424.480,34.696602,-0.001651
4.0033,2.785,34.272499,-10000000000.000000
4.0033,10.342,34.299500,-10000000000.000000
4.0033,25.159,34.294102,0.136811
4.0033,40.173,34.290401,0.204832
4.0033,100.716,34.824501,-0.053243
4.0033,149.317,34.985199,-0.149852
4.0033,198.899,34.673100,0.049773
4.0033,398.202,34.625099,-0.010386
4.0033,793.557,34.543999,-0.000559
4.0033,1024.849,34.555599,0.000123
4.0100,2.586,34.772701,-10000000000.000000
4.0100,10.243,34.779800,-10000000000.000000
4.0100,25.258,34.888302,-0.456350
4.0100,40.372,35.012600,-0.516352
4.0100,59.760,35.020199,-0.433535
4.0100,99.921,35.181900,-0.414760
4.0100,149.913,35.131199,-0.296875
4.0100,199.197,34.708500,0.014505
4.0100,397.904,34.612701,0.002001
4.0100,794.944,34.546001,-0.002566
4.0100,993.477,34.556999,-0.001901
4.0100,2.884,33.829201,-10000000000.000000
4.0100,10.641,33.833500,-10000000000.000000
4.0100,25.557,33.880699,0.552471
4.0100,60.257,34.362900,0.226193
4.0100,99.325,34.914001,-0.149088
4.0100,198.601,34.536098,0.187705
4.0100,397.408,34.601398,0.013328
4.0100,596.321,34.552299,0.008197
4.0100,794.944,34.542198,0.001237
4.0100,994.566,34.557201,-0.002072
4.0100,10.740,34.187000,-10000000000.000000
4.0100,74.175,34.493599,0.163465
4.0100,150.509,35.085201,-0.251066
4.0100,198.601,34.862000,-0.138196
4.0100,291.872,34.592499,0.037420
4.0100,398.301,34.621201,-0.006517
4.0100,499.815,34.589699,-0.002432
4.0100,594.833,34.558102,0.002543
4.0100,697.341,34.541100,0.005282
4.0100,796.232,34.540501,0.002929
4.0100,892.105,34.544300,0.002337
4.0100,992.190,34.555698,-0.000637
4.9830,0.000,34.220001,-10000000000.000000
4.9830,19.888,34.230000,0.128722
4.9830,39.775,34.290001,0.122130
4.9830,59.659,34.730000,-0.239429
4.9830,79.542,34.689999,-0.107391
4.9830,99.423,34.790001,-0.115131
4.9830,119.301,34.830002,-0.097353
4.9830,139.178,34.880001,-0.110606
4.9830,159.053,34.799999,-0.044392
4.9830,178.926,34.619999,0.075950
4.9830,198.797,34.580002,0.070144
4.9830,248.466,34.639999,-0.001627
4.9872,10.442,33.806900,-10000000000.000000
4.9872,20.783,33.813999,0.546241
4.9872,20.783,33.812401,0.547839
4.9872,50.314,34.523201,-0.071980
4.9872,200.287,34.567600,0.080950
4.9872,300.110,34.643902,-0.012437
4.9872,399.288,34.622299,-0.007906
4.9872,498.518,34.589699,-0.000979
4.9872,597.701,34.558601,0.005739
4.9872,697.331,34.542099,0.006648
4.9872,697.331,34.543301,0.005447
4.9872,895.162,34.546001,0.003948
4.9872,994.453,34.553902,0.003920
4.9872,1192.991,34.574699,-0.002825
4.9872,1390.651,34.591202,0.002158
4.9872,1588.717,34.610500,-0.001832
4.9872,1785.021,34.621899,0.000212
4.9872,1785.021,34.622299,-0.000189
4.9872,1982.818,34.637199,-0.000421
4.9872,2965.445,34.669498,0.000063
4.9872,3456.268,34.678902,0.000146
4.9872,3944.922,34.686001,-0.000015
4.9872,4432.795,34.694199,0.000146
4.9872,4678.814,34.701302,-0.000203
5.0000,2.088,34.317799,-10000000000.000000
5.0000,10.342,34.325802,-10000000000.000000
5.0000,25.457,34.355499,0.015422
5.0000,39.576,34.367699,0.043126
5.0000,60.156,34.385300,0.107071
5.0000,100.516,34.709999,-0.029314
5.0000,149.513,34.845299,-0.079932
5.0000,199.194,34.501999,0.147248
5.0000,596.015,34.573799,-0.009395
5.0000,795.428,34.547600,-0.003816
5.0000,992.869,34.560101,-0.002267
5.0100,2.983,34.689999,-10000000000.000000
5.0100,9.547,34.688702,-10000000000.000000
5.0100,24.363,34.696602,-0.327575
5.0100,38.781,34.697201,-0.289434
5.0100,60.653,34.712601,-0.218730
5.0100,99.423,34.805500,-0.130807
5.0100,147.625,34.785000,-0.019318
5.0100,197.903,34.541000,0.109860
5.0100,397.104,34.612999,0.001386
5.0100,596.015,34.564201,0.000164
5.0100,793.249,34.540798,0.002971
5.0100,1001.974,34.556400,0.001545
5.0233,3.182,34.789600,-10000000000.000000
5.0233,10.143,34.785099,-10000000000.000000
5.0233,24.860,34.828800,-0.457933
5.0233,39.377,34.882401,-0.472596
5.0233,99.224,35.132702,-0.460293
5.0233,148.420,35.127102,-0.363112
5.0233,397.303,34.617699,-0.003409
5.0233,595.320,34.572399,-0.008043
5.0233,994.848,34.558701,-0.000806
5.0283,24.462,33.733398,0.636905
5.0283,39.974,33.746101,0.665803
5.0283,150.507,34.864799,-0.102504
5.0283,993.067,34.559502,-0.001617
5.0283,1485.757,34.597301,0.002595
5.0283,2473.314,34.683899,-0.011490
5.0333,2.188,34.418499,-10000000000.000000
5.0333,9.944,34.425701,-10000000000.000000
5.0333,24.661,34.566700,-0.195692
5.0333,59.759,34.700600,-0.212010
5.0333,148.718,34.739101,0.023817
5.0333,198.201,34.614300,0.038100
5.0333,397.104,34.609001,0.005236
5.0333,595.221,34.557098,0.007226
5.0333,793.942,34.542099,0.001659
5.0333,993.264,34.560299,-0.002403
5.0400,8.950,34.309101,-10000000000.000000
5.0400,198.797,34.542500,0.109956
5.0400,596.213,34.564201,0.000038
5.0400,791.861,34.542500,0.001247
5.0400,996.134,34.558399,-0.000461
5.0400,996.134,34.558498,-0.000560
5.0400,10.740,34.133801,-10000000000.000000
5.0400,75.068,34.528702,0.028770
5.0400,149.712,35.039001,-0.277251
5.0400,198.101,34.766602,-0.113626
5.0400,298.223,34.616501,0.014446
5.0400,397.997,34.620399,-0.006253
5.0400,497.228,34.600399,-0.011245
5.0400,596.014,34.567600,-0.003349
5.0400,695.943,34.550201,-0.000919
5.0400,793.843,34.540100,0.003654
5.0400,893.280,34.543598,0.006294
5.0400,993.066,34.552601,0.005304
5.0600,1.790,34.015301,-10000000000.000000
5.0600,10.044,34.013599,-10000000000.000000
5.0600,24.462,34.019199,0.352936
5.0600,40.471,34.286701,0.126499
5.0600,59.858,34.484200,0.003147
5.0600,100.118,34.886600,-0.214032
5.0600,199.095,34.596100,0.057592
5.0600,397.302,34.605202,0.008855
5.0600,596.014,34.560101,0.004074
5.0600,792.554,34.542702,0.001036
5.0600,991.977,34.561199,-0.003271
5.0600,994.848,34.561501,-0.003540
5.0600,1485.657,34.602001,-0.002024
5.0600,1732.853,34.620602,0.000101
5.0600,1979.072,34.638100,-0.001336
5.0600,2224.810,34.652802,0.000138
5.0600,2471.249,34.661701,0.010238
5.0600,2716.621,34.666199,0.000443
5.0600,3207.611,34.674900,0.000064
5.0600,3451.567,34.679100,-0.000049
5.0600,3696.133,34.686001,-0.000474
5.0600,15.115,34.441700,-10000000000.000000
5.0600,199.592,34.573502,0.079798
5.0600,594.725,34.558899,0.005357
5.0600,793.149,34.543201,0.000538
5.0600,995.837,34.559101,-0.001130
5.0600,996.827,34.558998,-0.001015
5.9670,0.000,34.119999,-10000000000.000000
5.9670,19.888,34.169998,0.134407
5.9670,39.774,34.209999,0.180590
5.9670,59.658,34.240002,0.244397
5.9670,79.541,34.459999,0.121546
5.9670,99.421,34.790001,-0.121891
5.9670,119.299,34.889999,-0.185045
5.9670,139.176,34.840000,-0.126569
5.9670,159.050,34.750000,-0.057266
5.9670,178.923,34.580002,0.066164
5.9670,198.794,34.560001,0.050147
5.9670,248.462,34.639999,-0.024849
5.9952,10.143,33.623699,-10000000000.000000
5.9952,19.689,33.731602,0.568747
5.9952,49.915,34.673401,-0.232835
5.9952,100.216,34.782700,-0.105899
5.9952,100.216,34.782700,-0.105899
5.9952,299.310,34.652901,-0.021866
5.9952,299.310,34.654099,-0.023064
5.9952,498.212,34.599098,-0.008082
5.9952,597.591,34.567299,-0.006270
5.9952,696.922,34.537399,0.010237
5.9952,796.108,34.538601,0.004084
5.9952,895.245,34.541698,0.006681
5.9952,994.237,34.553101,0.006287
5.9952,994.237,34.553101,0.006287
5.9952,1389.639,34.589298,-0.001300
5.9952,1389.639,34.589298,-0.001300
5.9952,1784.792,34.621101,-0.001159
5.9952,1981.600,34.636398,-0.000239
5.9952,1981.600,34.636799,-0.000639
5.9952,2964.020,34.668301,0.000028
5.9952,3454.543,34.678501,0.000337
5.9952,3454.543,34.678902,-0.000063
5.9952,4432.132,34.694599,-0.000237
5.9952,4911.259,34.701698,-0.000548
6.0000,2.884,34.083900,-10000000000.000000
6.0000,9.944,34.082100,-10000000000.000000
6.0000,25.556,34.081600,0.244568
6.0000,40.172,34.153999,0.239893
6.0000,59.758,34.289902,0.198219
6.0000,99.222,34.882198,-0.208586
6.0000,148.716,34.709000,-0.002070
6.0000,396.899,34.611500,0.006478
6.0000,596.103,34.552299,0.008837
6.0000,793.136,34.542400,0.000253
6.0000,993.940,34.557201,0.002191
6.0000,3.282,34.590401,-10000000000.000000
6.0000,9.745,34.587700,-10000000000.000000
6.0000,24.561,34.591301,-0.269602
6.0000,39.476,34.679901,-0.289371
6.0000,60.155,34.739799,-0.249777
6.0000,99.918,34.812302,-0.135803
6.0000,148.914,34.790501,-0.083778
6.0000,198.098,34.541000,0.065527
6.0000,396.601,34.615501,0.002504
6.0000,596.004,34.564602,-0.003457
6.0000,793.928,34.539001,0.003658
6.0000,994.732,34.552799,0.006616
6.0000,10.441,34.251701,-10000000000.000000
6.0000,201.377,34.557701,0.047542
6.0000,598.285,34.558899,0.002052
6.0000,795.909,34.543201,-0.000526
6.0000,992.555,34.559898,-0.000547
6.0000,992.852,34.559700,-0.000340
6.0017,2.188,34.501598,-10000000000.000000
6.0017,9.845,34.510201,-10000000000.000000
6.0017,25.755,34.577499,-0.250536
6.0017,39.973,34.718201,-0.325196
6.0017,59.857,34.830399,-0.341635
6.0017,100.912,35.042801,-0.361842
6.0017,149.809,34.868500,-0.162591
6.0017,199.787,34.552200,0.053470
6.0017,397.594,34.625000,-0.007085
6.0017,596.698,34.565701,-0.004621
6.0017,795.414,34.543301,-0.000632
6.0033,2.586,33.729801,-10000000000.000000
6.0033,10.044,33.741402,-10000000000.000000
6.0033,24.462,33.721802,0.599219
6.0033,97.830,34.659500,0.008950
6.0033,149.511,34.789700,-0.083372
6.0033,197.303,34.560600,0.045833
6.0033,993.841,34.597801,-0.038403
