age_ka,temp,temp_min1,temp_plus1,temp_min2,temp_plus2,salinity,sal_min1,sal_plus1,sal_min2,sal_plus2,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2
2413.839996,8.436622888,5.392020222,10.25264254,3.642289037,11.64111351,38.81086075,35.14892319,41.67363169,32.15658912,44.10757286,1.211629113,0.662338478,1.641044753,0.213488368,2.006135929
2417.779995,7.28291664,5.586787075,9.466933447,4.100665828,11.29268588,37.00617051,34.25762704,40.41369704,31.80814911,43.22552339,0.940925577,0.528644056,1.452054555,0.161222366,1.873828508
2420.739982,7.377018512,5.915743714,8.704722958,4.548890981,9.989283882,37.80713107,35.19599798,40.10853764,32.7110489,42.24576997,1.06106966,0.669399696,1.406280646,0.296657335,1.726865495
2422.70995,7.534146853,6.214551313,8.760760557,4.964468521,10.05269337,38.60261422,36.49253128,40.45581908,34.28558197,42.76219846,1.180392133,0.863879692,1.458372863,0.532837296,1.804329769
2424.479961,5.610958668,3.943259349,7.495617634,2.494933954,9.153944689,36.49386973,34.00137694,39.06980813,31.76194751,41.67988016,0.864080459,0.490206541,1.250471219,0.154292126,1.641982024
2426.049966,5.546681209,4.078234576,6.960936414,2.601990473,8.208645173,36.54818761,34.27711495,38.83291414,31.97578512,41.0287771,0.872228141,0.531567242,1.214937122,0.186367768,1.544316565
2426.839968,7.333814032,5.574492538,8.886179771,3.926320677,10.49411409,37.12208049,35.0184814,39.20765911,32.86141409,41.12037523,0.958312073,0.642772211,1.271148867,0.319212114,1.558056285
2427.629964,NaN,2.525932,10.6999912,0.583010541,13.42344527,NaN,32.29846581,42.0047974,29.52689368,44.43498879,NaN,0.234769871,1.69071961,-0.180965948,2.055248319
2428.41996,5.165958023,3.766010469,6.469732395,2.614631973,7.835405303,41.26776487,36.67213011,44.22253128,33.67171539,46.57724148,1.58016473,0.890819517,2.023379692,0.440757309,2.376586222
2429.209954,6.836373868,4.969098237,8.375217393,3.133475016,9.946018608,45.03218107,42.21697667,47.66301804,39.50343689,49.92382171,2.14482716,1.722546501,2.539452706,1.315515533,2.878573257
2429.999926,5.264092938,3.610823155,7.483656922,2.085350517,9.44391778,42.30922189,39.64865247,46.32231613,37.18169743,49.1827964,1.736383283,1.33729787,2.338347419,0.967254614,2.767419459
2430.789906,5.573641925,4.049818235,7.077377438,2.53503611,8.59626626,42.78800787,40.31479205,45.22631222,37.99661381,47.87191258,1.808201181,1.437218808,2.173946832,1.089492071,2.570786887
2431.579897,4.520988025,2.895203113,6.382502142,1.420035474,8.037040893,39.197025,36.27476248,43.77729542,33.78495385,46.7395867,1.26955375,0.831214372,1.956594313,0.457743077,2.400938005
2432.369913,4.521326811,3.118290834,5.87450975,1.669573087,7.197094778,40.69045925,37.49985002,43.34317457,34.36633193,45.46461355,1.493568888,1.014977503,1.891476185,0.544949789,2.209692032
2433.159917,3.975797385,2.46822929,5.467756576,0.900407703,6.87037144,40.45825684,38.05668173,42.94948755,35.6665817,44.99009488,1.458738526,1.09850226,1.832423133,0.739987256,2.138514233
2433.939936,4.683293222,3.132102899,6.104676156,1.291315929,7.629553505,41.04349998,38.77994208,43.36931609,36.03164715,45.61625316,1.546524998,1.206991312,1.895397413,0.794747072,2.232437973
2435.519944,4.567227068,3.238176499,5.936695902,1.903470399,7.282297675,41.01550352,38.92534147,43.18799215,36.64627186,45.31639338,1.542325528,1.22880122,1.868198823,0.886940779,2.187459007
2437.099922,4.403868835,3.158142516,5.746726235,1.913735285,6.916367315,40.91927476,38.86277048,43.07597851,36.80448016,45.08921021,1.527891213,1.219415572,1.851396777,0.910672024,2.153381531
2437.879891,5.588369285,3.972872027,7.125238667,2.512460627,8.549955316,41.90372259,39.75176361,44.13068341,37.776353,46.52589684,1.675558389,1.352764542,2.009602512,1.056452949,2.368884526
2438.669854,4.742718048,3.174018373,6.395241838,1.77319666,8.088486128,41.14939303,38.80274342,43.47345029,36.43281794,45.99174689,1.562408955,1.210411513,1.911017544,0.854922691,2.288762034
2440.249838,4.915109933,3.410785247,6.340529122,2.083334838,7.680636664,41.08180464,38.86581687,43.23539588,36.70530885,45.31037382,1.552270696,1.219872531,1.875309382,0.895796328,2.186556073
2441.819825,4.751688603,3.370826473,6.175321588,2.034201289,7.526175717,40.56194341,38.29164793,42.73100865,36.30614271,44.93140159,1.474291512,1.13374719,1.799651298,0.835921406,2.129710239
2443.399817,4.256993339,2.867161856,5.611737062,1.546270825,6.845812134,39.74847035,37.54516675,41.98382176,35.17486591,43.93967267,1.352270552,1.021775012,1.687573264,0.666229887,1.980950901
2444.979825,3.85202245,2.457283957,5.238382156,1.329144078,6.462437935,39.75932936,37.42827607,41.86957847,35.38204881,43.90482934,1.353899405,1.00424141,1.670436771,0.697307321,1.975724401
2446.559805,3.793376836,2.466188979,5.16243328,1.310516812,6.305678079,39.73577654,37.56666058,41.82575228,35.63593912,43.73343692,1.350366481,1.024999087,1.663862842,0.735390867,1.950015538
2448.119833,4.378388812,2.947872582,5.671904293,1.671356418,6.798905069,39.43885152,37.34216701,41.59827863,35.2400594,43.37830629,1.305827729,0.991325051,1.629741794,0.67600891,1.896745943
2449.669874,4.366393961,2.989074381,5.624583036,1.800275136,7.002979054,38.22425637,36.05383395,40.41126927,33.83971408,42.64049154,1.123638456,0.798075093,1.45169039,0.465957112,1.786073732
2451.209899,4.912668364,3.402960262,6.368833012,2.148872335,7.665104745,39.55357172,36.9166326,42.09169944,34.52654139,44.33615481,1.323035759,0.92749489,1.703754916,0.568981208,2.040423221
2452.759952,4.795862302,3.335318527,6.151632407,2.034518982,7.555581109,38.36744922,35.79965048,41.09349151,33.38186788,43.54031559,1.145117383,0.759947571,1.554023727,0.397280182,1.921047339
2454.199887,5.667932522,4.085253515,7.182501612,2.457969069,8.676580319,39.19257611,36.69679874,41.54836132,33.99862231,43.60235711,1.268886416,0.894519811,1.622254197,0.489793347,1.930353567
2455.549922,6.890481803,5.439352983,8.21631292,3.985262834,9.608559668,40.57799978,38.39852078,42.78262152,36.32192947,44.81495691,1.476699968,1.149778116,1.807393228,0.83828942,2.112243536
2456.899947,7.306923697,5.952112755,8.568754846,4.779235691,9.83175254,40.17741267,38.02404669,42.35029968,35.90698661,44.47451687,1.416611901,1.093607004,1.742544952,0.776047991,2.06117753
2458.249968,12.62039583,7.368158109,14.50202755,5.530150732,15.89228546,44.32358557,39.79770257,47.14917833,36.98536525,49.62854424,2.038537835,1.359655385,2.462376749,0.937804787,2.834281636
2459.599947,9.397543133,7.41476302,12.58763625,5.800948453,15.13263129,36.98158749,18.93552716,43.89361479,15.89573149,48.32568642,0.937238123,-1.769670926,1.974042219,-2.225640276,2.638852962
2461.619957,8.379356006,6.928725025,10.23383278,5.579453468,11.82398036,36.98158749,19.49287202,39.94145456,16.15479129,42.28435474,0.937238123,-1.686069197,1.381218185,-2.186781306,1.732653212
2462.28996,8.134829856,6.852113164,9.519845949,5.571864966,10.78970228,38.59081864,36.53566839,40.76433813,34.57734254,42.77352432,1.178622796,0.870350258,1.504650719,0.576601381,1.806028649
2462.969961,10.22646892,8.21717178,11.99478277,6.34730087,13.40004049,40.48079109,38.07792027,42.88979063,35.50365388,45.17830695,1.462118663,1.101688041,1.823468595,0.715548083,2.166746042
2463.639984,10.10082108,8.666674439,11.59350982,7.131143345,12.91477892,41.19438563,39.19408433,43.29435383,36.666929,45.4972851,1.569157845,1.26911265,1.884153074,0.890039351,2.214592764
2464.320019,NaN,5.730287006,12.29579898,4.148450652,13.39087985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2464.990032,NaN,6.085873307,12.58010588,5.333885115,13.5638484,NaN,34.32843507,44.34637152,32.7303879,45.6083011,NaN,0.53926526,2.041955727,0.299558185,2.231245165
2465.660056,8.237618276,6.590230619,9.945241005,5.275902018,11.46425151,38.20504962,35.71550826,40.42314258,33.55209694,42.64482302,1.120757443,0.74732624,1.453471387,0.422814541,1.786723453
2466.340021,8.86029997,7.248546618,10.33841257,5.651781759,11.70420203,39.16149299,36.59695716,41.50147775,34.25655763,43.8043509,1.264223949,0.879543574,1.615221662,0.528483645,1.960652635
2467.010029,9.10839465,7.740662695,10.33544222,6.509821519,11.70420203,39.78745503,37.67880998,41.76305228,35.54679838,43.93614261,1.358118254,1.041821497,1.654457843,0.722019756,1.980421391
2467.68001,9.815931393,8.351392906,11.28489192,6.99132897,12.74665296,40.76533735,38.46219233,42.94377818,36.10441638,45.26781661,1.504800603,1.15932885,1.831566727,0.805662458,2.180172492
2468.690014,11.69621223,9.89372471,13.23332363,8.35191805,14.60952845,41.37694238,39.18035209,43.46223183,37.11689734,45.84181266,1.596541358,1.267052813,1.909334774,0.957534601,2.266271899
2469.369975,NaN,9.310282939,15.4309519,7.637717032,17.49278006,NaN,39.44082071,49.25944893,35.63472965,51.45661655,NaN,1.306123107,2.778917339,0.735209447,3.108492483
2470.03998,10.45473735,8.741069664,12.72882715,7.090795758,14.51027923,41.76013359,39.06927978,45.07336259,36.76940693,47.67003881,1.654020038,1.250391967,2.151004388,0.90541104,2.540505821
2470.719982,9.24677969,7.86818137,10.55416653,6.634105059,11.9253584,39.73363605,37.58380602,41.9199507,35.40365499,43.9982845,1.350045408,1.027570904,1.677992605,0.700548249,1.989742676
2471.389966,9.262090087,7.881903893,10.64072101,6.645046553,12.02210674,39.98892681,37.83247968,42.23178606,35.69223887,44.52066069,1.388339022,1.064871952,1.724767909,0.743835831,2.068099104
2472.069927,9.838033597,8.444236524,11.20993298,7.185114232,12.47755009,41.93920411,39.52506546,44.24668159,37.2105963,46.7233584,1.680880617,1.318759819,2.027002238,0.971589445,2.39850376
2472.739959,13.46521222,9.980251172,15.35107623,8.084205927,16.84406673,46.57189448,42.53291496,49.51362922,39.46331285,51.92261971,2.375784172,1.769937244,2.817044383,1.309496928,3.178392956
