age_ka,SL_m,V_LIS,V_EIS,V_AIS,V_GrIS,d18O_LIS,d18O_EIS,d18O_AIS,d18O_GrIS,Dd18O_ice,Dd18O_temp,SeaTemp
5300.00000,6.88700,0.00000,0.00000,54.47100,3.97100,-15.00000,-15.00000,-49.35100,-19.89800,-0.19600,0.04600,-0.18300
5299.00000,7.11500,0.00000,0.00000,54.35700,3.85700,-15.00000,-15.00000,-49.35100,-19.89800,-0.19800,0.04300,-0.17100
5298.00000,7.34300,0.00000,0.00000,54.24200,3.74200,-15.00000,-15.00000,-49.35100,-19.89800,-0.20100,0.04000,-0.15900
5297.00000,7.57100,0.00000,0.00000,50.45700,3.62800,-15.00000,-15.00000,-49.35100,-19.89800,-0.25200,0.08600,-0.34300
5296.00000,7.88800,0.00000,0.00000,50.22900,3.51500,-15.00000,-15.00000,-49.35100,-19.89800,-0.25500,0.08200,-0.32700
5295.00000,8.56600,0.00000,0.00000,49.91200,3.35600,-15.00000,-15.00000,-49.35100,-19.89800,-0.26000,0.07100,-0.28500
5294.00000,9.24000,0.00000,0.00000,49.23400,3.01700,-15.00000,-15.00000,-49.35100,-19.89800,-0.27100,0.06700,-0.26700
5293.00000,9.91000,0.00000,0.00000,48.56000,2.68000,-15.00000,-15.00000,-49.35100,-19.89800,-0.28100,0.06200,-0.24900
5292.00000,10.57600,0.00000,0.00000,47.89000,2.34500,-15.00000,-15.00000,-49.35100,-19.89800,-0.29200,0.05700,-0.23000
5291.00000,11.23900,0.00000,0.00000,47.22400,2.01200,-15.00000,-15.00000,-49.35100,-19.89800,-0.30300,0.05300,-0.21100
5290.00000,11.79700,0.00000,0.00000,46.56100,1.68100,-15.00000,-15.00000,-49.35100,-19.89800,-0.31300,0.05000,-0.20100
5289.00000,12.16100,0.00000,0.00000,46.00300,1.40200,-15.00000,-15.00000,-49.35100,-19.89800,-0.32200,0.05000,-0.20200
5288.00000,12.52400,0.00000,0.00000,45.63900,1.22000,-15.00000,-15.00000,-49.35100,-19.89800,-0.32800,0.04800,-0.19100
5287.00000,12.88600,0.00000,0.00000,45.27600,1.03800,-15.00000,-15.00000,-49.35100,-19.89800,-0.33400,0.04500,-0.18000
5286.00000,13.24700,0.00000,0.00000,44.91400,0.85700,-15.00000,-15.00000,-49.35100,-19.89800,-0.33900,0.04200,-0.16900
5285.00000,13.60600,0.00000,0.00000,44.55300,0.67700,-15.00000,-15.00000,-49.35100,-19.89800,-0.34500,0.03900,-0.15800
5284.00000,14.31300,0.00000,0.00000,44.19400,0.49700,-15.00000,-15.00000,-49.35100,-19.89800,-0.35100,0.02800,-0.11300
5283.00000,15.37700,0.00000,0.00000,43.48700,0.14400,-15.00000,-15.00000,-49.35100,-19.89800,-0.36200,0.01400,-0.05600
5282.00000,16.43000,0.00000,0.00000,42.42300,0.00000,-15.00000,-15.00000,-49.35100,-19.89800,-0.37700,0.00323,-0.01300
5281.00000,17.47200,0.00000,0.00000,41.37000,0.00000,-15.00000,-15.00000,-49.35100,-15.00000,-0.39100,-0.00844,0.03400
5280.00000,18.50300,0.00000,0.00000,40.32800,0.00000,-15.00000,-15.00000,-49.35100,-15.00000,-0.40500,-0.02000,0.08100
5279.00000,19.52300,0.00000,0.00000,39.29700,0.00000,-15.00000,-15.00000,-49.35100,-15.00000,-0.41800,-0.03200,0.12900
5278.00000,18.99600,0.00000,0.00000,38.27700,0.00000,-15.00000,-15.00000,-49.35100,-15.00000,-0.43200,-0.00540,0.02200
5277.00000,17.55700,0.00000,0.00000,38.80400,0.00000,-15.00000,-15.00000,-48.85900,-15.00000,-0.43000,0.02800,-0.11400
5276.00000,16.09700,0.00000,0.00000,40.24300,0.00000,-15.00000,-15.00000,-48.51700,-15.00000,-0.41500,0.04900,-0.19600
5275.00000,14.61500,0.00000,0.00000,41.70300,0.00000,-15.00000,-15.00000,-48.29800,-15.00000,-0.39800,0.06800,-0.27300
5274.00000,13.11100,0.00000,0.00000,43.18500,0.00000,-15.00000,-15.00000,-48.18100,-15.00000,-0.38000,0.08600,-0.34500
5273.00000,11.58600,0.00000,0.00000,44.68900,0.74400,-15.00000,-15.00000,-48.14500,-15.59700,-0.35800,0.10000,-0.40000
5272.00000,11.52700,0.00000,0.00000,46.21400,1.50700,-15.00000,-15.00000,-48.17900,-16.28300,-0.33400,0.07800,-0.31100
5271.00000,11.89200,0.00000,0.00000,46.27300,1.53700,-15.00000,-15.00000,-48.21000,-16.68800,-0.33300,0.06800,-0.27200
5270.00000,12.25600,0.00000,0.00000,45.90800,1.35400,-15.00000,-15.00000,-48.21000,-16.68800,-0.33900,0.06500,-0.26100
5269.00000,12.61900,0.00000,0.00000,45.54400,1.17200,-15.00000,-15.00000,-48.21000,-16.68800,-0.34400,0.06200,-0.24800
5268.00000,12.98100,0.00000,0.00000,45.18100,0.99100,-15.00000,-15.00000,-48.21000,-16.68800,-0.35000,0.05900,-0.23600
5267.00000,13.34100,0.00000,0.00000,44.81900,0.81000,-15.00000,-15.00000,-48.21000,-16.68800,-0.35500,0.05600,-0.22400
5266.00000,13.96400,0.00000,0.00000,44.45900,0.63000,-15.00000,-15.00000,-48.21000,-16.68800,-0.36100,0.04700,-0.18700
5265.00000,14.60600,0.00000,0.00000,43.83600,0.31800,-15.00000,-15.00000,-48.21000,-16.68800,-0.37000,0.04100,-0.16300
5264.00000,15.24300,0.00000,0.00000,43.19400,0.00000,-15.00000,-15.00000,-48.21000,-16.68800,-0.38000,0.03500,-0.14100
5263.00000,15.87700,0.00000,0.00000,42.55700,0.00000,-15.00000,-15.00000,-48.21000,-15.00000,-0.38800,0.02800,-0.11200
5262.00000,16.50700,0.00000,0.00000,41.92300,0.00000,-15.00000,-15.00000,-48.21000,-15.00000,-0.39700,0.02100,-0.08400
5261.00000,17.07900,0.00000,0.00000,41.29300,0.00000,-15.00000,-15.00000,-48.21000,-15.00000,-0.40500,0.01500,-0.06000
5260.00000,16.87100,0.00000,0.00000,40.72100,0.00000,-15.00000,-15.00000,-48.21000,-15.00000,-0.41200,0.02800,-0.11000
5259.00000,16.66200,0.00000,0.00000,40.92900,0.00000,-15.00000,-15.00000,-47.99700,-15.00000,-0.41200,0.03200,-0.12900
5258.00000,16.45300,0.00000,0.00000,41.13800,0.00000,-15.00000,-15.00000,-47.82500,-15.00000,-0.41100,0.03700,-0.14600
5257.00000,16.24300,0.00000,0.00000,41.34700,0.00000,-15.00000,-15.00000,-47.68700,-15.00000,-0.41000,0.04100,-0.16200
5256.00000,16.03300,0.00000,0.00000,41.55700,0.00000,-15.00000,-15.00000,-47.58000,-15.00000,-0.40800,0.04400,-0.17700
5255.00000,15.73400,0.00000,0.00000,41.76700,0.00000,-15.00000,-15.00000,-47.49800,-15.00000,-0.40600,0.05000,-0.19900
5254.00000,15.09900,0.00000,0.00000,42.06600,0.00000,-15.00000,-15.00000,-47.44200,-15.00000,-0.40300,0.06200,-0.24800
5253.00000,14.46100,0.00000,0.00000,42.70100,0.00000,-15.00000,-15.00000,-47.42300,-15.00000,-0.39500,0.06900,-0.27700
5252.00000,13.81800,0.00000,0.00000,43.33900,0.07000,-15.00000,-15.00000,-47.43500,-15.12300,-0.38700,0.07600,-0.30500
5251.00000,13.17100,0.00000,0.00000,43.98200,0.39100,-15.00000,-15.00000,-47.47400,-15.43000,-0.37700,0.08200,-0.32600
5250.00000,12.52100,0.00000,0.00000,44.62900,0.71400,-15.00000,-15.00000,-47.53500,-15.77300,-0.36600,0.08700,-0.34600
5249.00000,11.99500,0.00000,0.00000,45.27900,1.04000,-15.00000,-15.00000,-47.61500,-16.13800,-0.35600,0.08800,-0.35200
5248.00000,11.70300,0.00000,0.00000,45.80500,1.30200,-15.00000,-15.00000,-47.70400,-16.48100,-0.34700,0.08600,-0.34300
5247.00000,11.41100,0.00000,0.00000,46.09700,1.44800,-15.00000,-15.00000,-47.79400,-16.75300,-0.34100,0.08700,-0.34800
5246.00000,11.11700,0.00000,0.00000,46.38900,1.59500,-15.00000,-15.00000,-47.88200,-16.98800,-0.33500,0.08800,-0.35300
5245.00000,10.82300,0.00000,0.00000,46.68300,1.74100,-15.00000,-15.00000,-47.97000,-17.20500,-0.33000,0.09000,-0.35800
5244.00000,10.52800,0.00000,0.00000,46.97700,1.88800,-15.00000,-15.00000,-48.05800,-17.41100,-0.32400,0.09100,-0.36300
5243.00000,10.89400,0.00000,0.00000,47.27200,2.03600,-15.00000,-15.00000,-48.14500,-17.61200,-0.31800,0.07600,-0.30600
5242.00000,11.92000,0.00000,0.00000,46.90600,1.85300,-15.00000,-15.00000,-48.14500,-17.61200,-0.32400,0.05800,-0.23300
5241.00000,12.93600,0.00000,0.00000,45.88000,1.34000,-15.00000,-15.00000,-48.14500,-17.61200,-0.34000,0.05000,-0.20000
5240.00000,13.94200,0.00000,0.00000,44.86400,0.83200,-15.00000,-15.00000,-48.14500,-17.61200,-0.35500,0.04200,-0.16700
5239.00000,14.93900,0.00000,0.00000,43.85800,0.32900,-15.00000,-15.00000,-48.14500,-17.61200,-0.37100,0.03300,-0.13300
5238.00000,15.92600,0.00000,0.00000,42.86100,0.00000,-15.00000,-15.00000,-48.14500,-17.61200,-0.38500,0.02400,-0.09500
5237.00000,16.45600,0.00000,0.00000,41.87400,0.00000,-15.00000,-15.00000,-48.14500,-15.00000,-0.39800,0.02400,-0.09400
5236.00000,16.73500,0.00000,0.00000,41.34400,0.00000,-15.00000,-15.00000,-48.14500,-15.00000,-0.40500,0.02400,-0.09400
5235.00000,17.01300,0.00000,0.00000,41.06500,0.00000,-15.00000,-15.00000,-48.14500,-15.00000,-0.40800,0.02000,-0.08100
5234.00000,17.29100,0.00000,0.00000,40.78700,0.00000,-15.00000,-15.00000,-48.14500,-15.00000,-0.41200,0.01700,-0.06800
5233.00000,17.56700,0.00000,0.00000,40.50900,0.00000,-15.00000,-15.00000,-48.14500,-15.00000,-0.41500,0.01400,-0.05500
5232.00000,17.84300,0.00000,0.00000,40.23300,0.00000,-15.00000,-15.00000,-48.14500,-15.00000,-0.41900,0.01100,-0.04200
5231.00000,16.92300,0.00000,0.00000,39.95700,0.00000,-15.00000,-15.00000,-48.14500,-15.00000,-0.42300,0.03700,-0.14700
5230.00000,15.66400,0.00000,0.00000,40.87700,0.00000,-15.00000,-15.00000,-47.93900,-15.00000,-0.41300,0.05800,-0.23100
5229.00000,14.39000,0.00000,0.00000,42.13600,0.00000,-15.00000,-15.00000,-47.82300,-15.00000,-0.39800,0.07400,-0.29400
5228.00000,13.10000,0.00000,0.00000,43.41000,0.10500,-15.00000,-15.00000,-47.78200,-15.16200,-0.38200,0.08800,-0.35200
5227.00000,11.79400,0.00000,0.00000,44.70000,0.75000,-15.00000,-15.00000,-47.80300,-15.67400,-0.36200,0.09900,-0.39700
5226.00000,10.47200,0.00000,0.00000,46.00600,1.40300,-15.00000,-15.00000,-47.87500,-16.27700,-0.34100,0.10900,-0.43700
5225.00000,10.24200,0.00000,0.00000,47.32800,2.06400,-15.00000,-15.00000,-47.99000,-16.93300,-0.32000,0.09300,-0.37200
5224.00000,10.09400,0.00000,0.00000,47.55800,2.17900,-15.00000,-15.00000,-48.09700,-17.38700,-0.31500,0.09100,-0.36500
5223.00000,9.94600,0.00000,0.00000,47.70600,2.25300,-15.00000,-15.00000,-48.19600,-17.70300,-0.31100,0.09100,-0.36400
5222.00000,9.79700,0.00000,0.00000,47.85400,2.32700,-15.00000,-15.00000,-48.28700,-17.93600,-0.30700,0.09100,-0.36300
5221.00000,9.64900,0.00000,0.00000,48.00300,2.40100,-15.00000,-15.00000,-48.37100,-18.11800,-0.30400,0.09100,-0.36300
5220.00000,9.46000,0.00000,0.00000,48.15100,2.47600,-15.00000,-15.00000,-48.44900,-18.26900,-0.30100,0.09200,-0.36700
5219.00000,8.78800,0.00000,0.00000,48.34000,2.57000,-15.00000,-15.00000,-48.52400,-18.41000,-0.29700,0.10300,-0.41200
5218.00000,8.11100,0.00000,0.00000,49.01200,2.90600,-15.00000,-15.00000,-48.61500,-18.65400,-0.28500,0.10700,-0.42600
5217.00000,7.43000,0.00000,0.00000,49.68900,3.24500,-15.00000,-15.00000,-48.71800,-18.95800,-0.27200,0.11000,-0.43900
5216.00000,6.74600,0.00000,0.00000,50.37000,3.58500,-15.00000,-15.00000,-48.83300,-19.29900,-0.26000,0.11300,-0.45000
5215.00000,6.05700,0.00000,0.00000,54.42700,3.92700,-15.00000,-15.00000,-49.07900,-19.66300,-0.20100,0.06900,-0.27400
5214.00000,5.34800,0.00000,0.00000,54.77100,4.27100,-15.00000,-15.00000,-49.30500,-20.04200,-0.19100,0.07500,-0.30000
5213.00000,4.57400,0.00000,0.00000,55.12600,4.62600,-15.00000,-15.00000,-49.51400,-20.43100,-0.18100,0.08200,-0.32700
5212.00000,3.79500,0.00000,0.00000,55.51300,5.01300,-15.00000,-15.00000,-49.71000,-20.83900,-0.17000,0.08800,-0.35300
5211.00000,3.01100,0.00000,0.00000,55.90300,5.40300,-15.00000,-15.00000,-49.89600,-21.25700,-0.16000,0.09400,-0.37800
5210.00000,2.22200,0.00000,0.00000,56.29500,5.79500,-15.00000,-15.00000,-50.07100,-21.68200,-0.14900,0.10100,-0.40300
5209.00000,1.42800,0.00000,0.00000,56.68900,6.18900,-15.00000,-15.00000,-50.23900,-22.11100,-0.13800,0.10700,-0.42800
5208.00000,1.47200,0.00000,0.00000,57.08600,6.58600,-15.00000,-15.00000,-50.39900,-22.54200,-0.12700,0.09500,-0.38000
5207.00000,2.97500,0.00000,0.00000,57.06400,6.56400,-15.00000,-15.00000,-50.39900,-22.54200,-0.12700,0.06300,-0.25300
5206.00000,4.46100,0.00000,0.00000,56.31200,5.81200,-15.00000,-15.00000,-50.39900,-22.54200,-0.14200,0.04600,-0.18200
5205.00000,5.92900,0.00000,0.00000,55.56900,5.06900,-15.00000,-15.00000,-50.39900,-22.54200,-0.15700,0.02800,-0.11000
5204.00000,7.38000,0.00000,0.00000,54.83500,4.33500,-15.00000,-15.00000,-50.39900,-22.54200,-0.17100,0.00949,-0.03800
5203.00000,8.81200,0.00000,0.00000,50.42000,3.61000,-15.00000,-15.00000,-50.39900,-22.54200,-0.23600,0.04200,-0.16600
5202.00000,9.77600,0.00000,0.00000,48.98800,2.89400,-15.00000,-15.00000,-50.39900,-22.54200,-0.25900,0.04300,-0.17000
5201.00000,10.29500,0.00000,0.00000,48.02400,2.41200,-15.00000,-15.00000,-50.39900,-22.54200,-0.27500,0.04600,-0.18600
5200.00000,10.81100,0.00000,0.00000,47.50500,2.15300,-15.00000,-15.00000,-50.39900,-22.54200,-0.28300,0.04300,-0.17200
5199.00000,11.32600,0.00000,0.00000,46.98900,1.89400,-15.00000,-15.00000,-50.39900,-22.54200,-0.29200,0.04000,-0.15900
5198.00000,11.83800,0.00000,0.00000,46.47400,1.63700,-15.00000,-15.00000,-50.39900,-22.54200,-0.30000,0.03600,-0.14500
5197.00000,12.34700,0.00000,0.00000,45.96200,1.38100,-15.00000,-15.00000,-50.39900,-22.54200,-0.30900,0.03300,-0.13100
5196.00000,13.13700,0.00000,0.00000,45.45300,1.12600,-15.00000,-15.00000,-50.39900,-22.54200,-0.31700,0.02200,-0.09000
5195.00000,14.07000,0.00000,0.00000,44.66300,0.73200,-15.00000,-15.00000,-50.39900,-22.54200,-0.33000,0.01300,-0.05400
5194.00000,14.99500,0.00000,0.00000,43.73000,0.26500,-15.00000,-15.00000,-50.39900,-22.54200,-0.34600,0.00669,-0.02700
5193.00000,15.91100,0.00000,0.00000,42.80500,0.00000,-15.00000,-15.00000,-50.39900,-22.54200,-0.36000,-0.00139,0.00555
5192.00000,16.82000,0.00000,0.00000,41.88900,0.00000,-15.00000,-15.00000,-50.39900,-15.00000,-0.37200,-0.01100,0.04500
5191.00000,17.72000,0.00000,0.00000,40.98000,0.00000,-15.00000,-15.00000,-50.39900,-15.00000,-0.38400,-0.02100,0.08400
5190.00000,17.40700,0.00000,0.00000,40.08000,0.00000,-15.00000,-15.00000,-50.39900,-15.00000,-0.39700,-0.00118,0.00474
5189.00000,16.78300,0.00000,0.00000,40.39300,0.00000,-15.00000,-15.00000,-49.84300,-15.00000,-0.39800,0.01600,-0.06300
5188.00000,16.15500,0.00000,0.00000,41.01700,0.00000,-15.00000,-15.00000,-49.40000,-15.00000,-0.39500,0.02800,-0.11100
5187.00000,15.52200,0.00000,0.00000,41.64500,0.00000,-15.00000,-15.00000,-49.05300,-15.00000,-0.39000,0.03900,-0.15500
5186.00000,14.88600,0.00000,0.00000,42.27800,0.00000,-15.00000,-15.00000,-48.78600,-15.00000,-0.38500,0.04900,-0.19500
5185.00000,14.24600,0.00000,0.00000,42.91400,0.00000,-15.00000,-15.00000,-48.58600,-15.00000,-0.37900,0.05800,-0.23300
5184.00000,14.34300,0.00000,0.00000,43.55400,0.17700,-15.00000,-15.00000,-48.44500,-15.23000,-0.37200,0.04900,-0.19400
5183.00000,14.48500,0.00000,0.00000,43.45700,0.12900,-15.00000,-15.00000,-48.44500,-15.23000,-0.37300,0.04700,-0.18700
5182.00000,14.62700,0.00000,0.00000,43.31500,0.05700,-15.00000,-15.00000,-48.44500,-15.23000,-0.37500,0.04500,-0.18200
5181.00000,14.76900,0.00000,0.00000,43.17300,0.00000,-15.00000,-15.00000,-48.44500,-15.23000,-0.37800,0.04400,-0.17600
5180.00000,14.91100,0.00000,0.00000,43.03100,0.00000,-15.00000,-15.00000,-48.44500,-15.00000,-0.37900,0.04200,-0.17000
5179.00000,15.03500,0.00000,0.00000,42.88900,0.00000,-15.00000,-15.00000,-48.44500,-15.00000,-0.38100,0.04100,-0.16500
5178.00000,14.96400,0.00000,0.00000,42.76500,0.00000,-15.00000,-15.00000,-48.44500,-15.00000,-0.38300,0.04500,-0.17900
5177.00000,14.89300,0.00000,0.00000,42.83600,0.00000,-15.00000,-15.00000,-48.29000,-15.00000,-0.38400,0.04700,-0.18900
5176.00000,14.82200,0.00000,0.00000,42.90700,0.00000,-15.00000,-15.00000,-48.16100,-15.00000,-0.38400,0.05000,-0.19800
5175.00000,14.75100,0.00000,0.00000,42.97800,0.00000,-15.00000,-15.00000,-48.05300,-15.00000,-0.38500,0.05200,-0.20600
5174.00000,14.68000,0.00000,0.00000,43.04900,0.00000,-15.00000,-15.00000,-47.96300,-15.00000,-0.38500,0.05300,-0.21400
5173.00000,14.56000,0.00000,0.00000,43.12000,0.00000,-15.00000,-15.00000,-47.89000,-15.00000,-0.38500,0.05600,-0.22500
5172.00000,14.27500,0.00000,0.00000,43.24000,0.02000,-15.00000,-15.00000,-47.83200,-15.05100,-0.38400,0.06200,-0.24800
5171.00000,13.99000,0.00000,0.00000,43.52500,0.16200,-15.00000,-15.00000,-47.79500,-15.22200,-0.38000,0.06500,-0.26000
5170.00000,13.70300,0.00000,0.00000,43.81000,0.30500,-15.00000,-15.00000,-47.77600,-15.39000,-0.37600,0.06800,-0.27200
5169.00000,13.41600,0.00000,0.00000,44.09700,0.44800,-15.00000,-15.00000,-47.77200,-15.56600,-0.37200,0.07000,-0.28200
5168.00000,13.12800,0.00000,0.00000,44.38400,0.59200,-15.00000,-15.00000,-47.78100,-15.74600,-0.36700,0.07300,-0.29200
5167.00000,13.72800,0.00000,0.00000,44.67200,0.73600,-15.00000,-15.00000,-47.80100,-15.93000,-0.36300,0.05400,-0.21600
5166.00000,15.78600,0.00000,0.00000,44.07200,0.43600,-15.00000,-15.00000,-47.80100,-15.93000,-0.37200,0.01400,-0.05500
5165.00000,17.80400,0.00000,0.00000,42.01400,0.00000,-15.00000,-15.00000,-47.80100,-15.93000,-0.40000,-0.00735,0.02900
5164.00000,19.78000,0.00000,0.00000,39.99600,0.00000,-15.00000,-15.00000,-47.80100,-15.00000,-0.42600,-0.03100,0.12400
5163.00000,21.71600,0.00000,0.00000,38.02000,0.00000,-15.00000,-15.00000,-47.80100,-15.00000,-0.45100,-0.05500,0.22000
5162.00000,23.61000,0.00000,0.00000,36.08400,0.00000,-15.00000,-15.00000,-47.80100,-15.00000,-0.47600,-0.08000,0.31900
5161.00000,24.40900,0.00000,0.00000,34.19000,0.00000,-15.00000,-15.00000,-47.80100,-15.00000,-0.50100,-0.07700,0.30600
5160.00000,24.21700,0.00000,0.00000,33.39100,0.00000,-15.00000,-15.00000,-47.80100,-15.00000,-0.51100,-0.06100,0.24500
5159.00000,24.02400,0.00000,0.00000,33.58300,0.00000,-15.00000,-15.00000,-47.20600,-15.00000,-0.51400,-0.05300,0.21300
5158.00000,23.83100,0.00000,0.00000,33.77600,0.00000,-15.00000,-15.00000,-46.71600,-15.00000,-0.51600,-0.04600,0.18500
5157.00000,23.63700,0.00000,0.00000,33.96900,0.00000,-15.00000,-15.00000,-46.31500,-15.00000,-0.51700,-0.04000,0.15900
5156.00000,23.44300,0.00000,0.00000,34.16300,0.00000,-15.00000,-15.00000,-45.98800,-15.00000,-0.51800,-0.03400,0.13600
5155.00000,23.20600,0.00000,0.00000,34.35700,0.00000,-15.00000,-15.00000,-45.72400,-15.00000,-0.51800,-0.02800,0.11100
5154.00000,22.94600,0.00000,0.00000,34.59400,0.00000,-15.00000,-15.00000,-45.51600,-15.00000,-0.51700,-0.02200,0.08700
5153.00000,22.68500,0.00000,0.00000,34.85400,0.00000,-15.00000,-15.00000,-45.35600,-15.00000,-0.51500,-0.01700,0.06700
5152.00000,22.42300,0.00000,0.00000,35.11500,0.00000,-15.00000,-15.00000,-45.23700,-15.00000,-0.51300,-0.01200,0.04800
5151.00000,22.16100,0.00000,0.00000,35.37700,0.00000,-15.00000,-15.00000,-45.15200,-15.00000,-0.51100,-0.00744,0.03000
5150.00000,21.89800,0.00000,0.00000,35.63900,0.00000,-15.00000,-15.00000,-45.09600,-15.00000,-0.50800,-0.00327,0.01300
5149.00000,21.42000,0.00000,0.00000,35.90200,0.00000,-15.00000,-15.00000,-45.06500,-15.00000,-0.50500,0.00619,-0.02500
5148.00000,20.88800,0.00000,0.00000,36.38000,0.00000,-15.00000,-15.00000,-45.06700,-15.00000,-0.49900,0.01400,-0.05600
5147.00000,20.35400,0.00000,0.00000,36.91200,0.00000,-15.00000,-15.00000,-45.09900,-15.00000,-0.49300,0.02100,-0.08400
5146.00000,19.81600,0.00000,0.00000,37.44600,0.00000,-15.00000,-15.00000,-45.15600,-15.00000,-0.48500,0.02700,-0.11000
5145.00000,19.27500,0.00000,0.00000,37.98400,0.00000,-15.00000,-15.00000,-45.23400,-15.00000,-0.47800,0.03400,-0.13500
5144.00000,18.73100,0.00000,0.00000,38.52500,0.00000,-15.00000,-15.00000,-45.32900,-15.00000,-0.47100,0.04000,-0.15900
5143.00000,18.31400,0.00000,0.00000,39.06900,0.00000,-15.00000,-15.00000,-45.43900,-15.00000,-0.46300,0.04200,-0.17000
5142.00000,17.90200,0.00000,0.00000,39.48600,0.00000,-15.00000,-15.00000,-45.55400,-15.00000,-0.45600,0.04600,-0.18600
5141.00000,17.48800,0.00000,0.00000,39.89800,0.00000,-15.00000,-15.00000,-45.67300,-15.00000,-0.45000,0.05000,-0.20100
5140.00000,17.07300,0.00000,0.00000,40.31200,0.00000,-15.00000,-15.00000,-45.79400,-15.00000,-0.44400,0.05400,-0.21700
5139.00000,16.65600,0.00000,0.00000,40.72700,0.00000,-15.00000,-15.00000,-45.91900,-15.00000,-0.43700,0.05800,-0.23200
5138.00000,16.23700,0.00000,0.00000,41.14400,0.00000,-15.00000,-15.00000,-46.04500,-15.00000,-0.43100,0.06200,-0.24600
5137.00000,15.81600,0.00000,0.00000,41.56300,0.00000,-15.00000,-15.00000,-46.17200,-15.00000,-0.42400,0.06500,-0.26100
5136.00000,15.39400,0.00000,0.00000,41.98400,0.00000,-15.00000,-15.00000,-46.30100,-15.00000,-0.41700,0.06900,-0.27500
5135.00000,14.97000,0.00000,0.00000,42.40600,0.00000,-15.00000,-15.00000,-46.43100,-15.00000,-0.41100,0.07200,-0.28900
5134.00000,14.54400,0.00000,0.00000,42.83000,0.00000,-15.00000,-15.00000,-46.56100,-15.00000,-0.40400,0.07600,-0.30300
5133.00000,14.11600,0.00000,0.00000,43.25600,0.02800,-15.00000,-15.00000,-46.69100,-15.06600,-0.39700,0.07900,-0.31600
5132.00000,13.58300,0.00000,0.00000,43.68400,0.24200,-15.00000,-15.00000,-46.82100,-15.29700,-0.38900,0.08400,-0.33600
5131.00000,12.71900,0.00000,0.00000,44.21700,0.50800,-15.00000,-15.00000,-46.95600,-15.57800,-0.38000,0.09500,-0.38000
5130.00000,11.84700,0.00000,0.00000,45.08100,0.94100,-15.00000,-15.00000,-47.10800,-15.98200,-0.36500,0.10100,-0.40300
5129.00000,10.96800,0.00000,0.00000,45.95300,1.37700,-15.00000,-15.00000,-47.27400,-16.43500,-0.35000,0.10600,-0.42400
5128.00000,10.08200,0.00000,0.00000,46.83200,1.81600,-15.00000,-15.00000,-47.45100,-16.91600,-0.33400,0.11100,-0.44400
5127.00000,9.18900,0.00000,0.00000,47.71800,2.25900,-15.00000,-15.00000,-47.63900,-17.41300,-0.31800,0.11500,-0.46200
5126.00000,8.75000,0.00000,0.00000,48.61100,2.70600,-15.00000,-15.00000,-47.83400,-17.92000,-0.30200,0.10900,-0.43600
5125.00000,9.05000,0.00000,0.00000,49.05000,2.92500,-15.00000,-15.00000,-48.01900,-18.34200,-0.29200,0.09300,-0.37100
5124.00000,9.34900,0.00000,0.00000,48.75000,2.77500,-15.00000,-15.00000,-48.01900,-18.34200,-0.29700,0.09100,-0.36300
5123.00000,9.64700,0.00000,0.00000,48.45100,2.62600,-15.00000,-15.00000,-48.01900,-18.34200,-0.30200,0.08800,-0.35400
5122.00000,9.94400,0.00000,0.00000,48.15300,2.47700,-15.00000,-15.00000,-48.01900,-18.34200,-0.30600,0.08600,-0.34500
5121.00000,10.24000,0.00000,0.00000,47.85600,2.32800,-15.00000,-15.00000,-48.01900,-18.34200,-0.31100,0.08400,-0.33600
5120.00000,10.84800,0.00000,0.00000,47.56000,2.18000,-15.00000,-15.00000,-48.01900,-18.34200,-0.31500,0.07400,-0.29800
5119.00000,11.72800,0.00000,0.00000,46.95200,1.87600,-15.00000,-15.00000,-48.01900,-18.34200,-0.32500,0.06300,-0.25300
5118.00000,12.60100,0.00000,0.00000,46.07200,1.43600,-15.00000,-15.00000,-48.01900,-18.34200,-0.33800,0.05600,-0.22500
5117.00000,13.46600,0.00000,0.00000,45.19900,1.00000,-15.00000,-15.00000,-48.01900,-18.34200,-0.35200,0.04900,-0.19700
5116.00000,14.32500,0.00000,0.00000,44.33400,0.56700,-15.00000,-15.00000,-48.01900,-18.34200,-0.36500,0.04200,-0.16800
5115.00000,15.17700,0.00000,0.00000,43.47500,0.13700,-15.00000,-15.00000,-48.01900,-18.34200,-0.37800,0.03500,-0.13900
5114.00000,16.49300,0.00000,0.00000,42.62300,0.00000,-15.00000,-15.00000,-48.01900,-18.34200,-0.39000,0.01400,-0.05800
5113.00000,18.01600,0.00000,0.00000,41.30700,0.00000,-15.00000,-15.00000,-48.01900,-15.00000,-0.40700,-0.00612,0.02400
5112.00000,19.51600,0.00000,0.00000,39.78400,0.00000,-15.00000,-15.00000,-48.01900,-15.00000,-0.42600,-0.02400,0.09600
5111.00000,20.99200,0.00000,0.00000,38.28400,0.00000,-15.00000,-15.00000,-48.01900,-15.00000,-0.44600,-0.04200,0.16900
5110.00000,22.44500,0.00000,0.00000,36.80800,0.00000,-15.00000,-15.00000,-48.01900,-15.00000,-0.46500,-0.06100,0.24300
5109.00000,23.87400,0.00000,0.00000,35.35500,0.00000,-15.00000,-15.00000,-48.01900,-15.00000,-0.48400,-0.08000,0.31800
5108.00000,23.34300,0.00000,0.00000,33.92600,0.00000,-15.00000,-15.00000,-48.01900,-15.00000,-0.50200,-0.04700,0.18800
