mcd,Age_orig,d18O_unadj,age_lower95,age_ka,age_upper95
139.47,3085,2.61,3092.409548,3099.233668,3103.620603
139.58,3088,2.62,3095.577889,3101.427136,3105.81407
139.67,3090,2.8,3098.258794,3103.133166,3107.763819
139.77,3093,2.63,3100.939698,3105.326633,3109.469849
139.86,3095,2.6,3103.376884,3107.032663,3111.175879
139.95,3097,2.85,3105.81407,3109.226131,3113.125628
140.05,3100,2.47,3107.763819,3111.663317,3115.319095
140.14,3102,2.56,3109.713568,3113.613065,3117.025126
140.25,3105,2.61,3112.394472,3116.050251,3118.974874
140.33,3106,2.66,3114.100503,3117.512563,3120.437186
140.42,3109,2.54,3116.050251,3119.462312,3122.143216
140.52,3111,2.7,3118,3121.41206,3124.092965
140.61,3113,2.7,3119.949749,3123.361809,3126.042714
140.72,3116,2.79,3121.899497,3125.311558,3128.236181
140.8,3117,2.76,3123.605528,3127.017588,3129.698492
140.91,3120,2.69,3125.555276,3128.967337,3131.89196
140.99,3122,2.8,3127.261307,3130.429648,3133.354271
141.1,3125,2.75,3128.967337,3132.379397,3135.547739
141.17,3127,2.93,3130.429648,3133.841709,3137.01005
141.27,3130,2.75,3132.135678,3136.035176,3139.203518
141.34,3132,2.94,3133.841709,3137.497487,3140.422111
141.46,3135,2.95,3136.278894,3139.690955,3142.371859
141.55,3137,2.96,3138.228643,3141.640704,3144.565327
141.62,3139,2.81,3139.690955,3143.346734,3146.271357
141.73,3142,2.96,3142.128141,3145.540201,3149.439698
141.93,3148,2.53,3146.758794,3149.683417,3156.994975
142.01,3150,2.56,3148.464824,3151.633166,3159.675879
142.11,3153,2.52,3150.658291,3154.801508,3163.331658
142.2,3155,2.36,3152.851759,3157.726131,3166.5
142.34,3159,2.4,3156.020101,3162.600503,3170.399497
142.43,3161,2.47,3158.213568,3166.012563,3174.786432
142.49,3163,2.61,3159.675879,3168.449749,3176.736181
142.57,3165,2.41,3161.38191,3171.130653,3179.660804
142.67,3167,2.48,3164.306533,3174.786432,3182.829146
142.77,3170,2.68,3167.231156,3178.198492,3186.484925
142.86,3172,2.66,3169.424623,3181.366834,3189.896985
142.96,3174,2.76,3172.105528,3185.022613,3192.821608
143.07,3176,2.69,3175.030151,3189.653266,3195.98995
143.15,3178,2.71,3177.711055,3192.821608,3198.427136
143.24,3180,2.62,3180.148241,3195.258794,3201.595477
143.33,3184,2.47,3182.585427,3197.939698,3205.251256
143.43,3188,2.34,3186.484925,3200.864322,3208.907035
143.55,3193,2.63,3191.359296,3204.276382,3212.319095
143.62,3195,2.48,3194.28392,3206.469849,3214.512563
143.71,3199,2.41,3197.69598,3208.907035,3217.193467
143.8,3203,2.42,3200.864322,3211.100503,3219.874372
143.9,3207,2.43,3203.545226,3213.29397,3223.042714
143.99,3211,2.41,3206.957286,3215.243719,3225.479899
144.08,3215,2.51,3209.88191,3217.437186,3228.160804
144.18,3218,2.42,3212.562814,3219.630653,3231.329146
144.27,3222,2.54,3215.487437,3221.824121,3234.01005
144.37,3225,2.59,3218.168342,3224.505025,3236.934673
144.48,3229,2.64,3221.092965,3227.917085,3239.615578
144.55,3232,2.61,3222.798995,3229.866834,3241.565327
144.65,3235,2.57,3225.723618,3233.522613,3244.002513
144.74,3237,2.43,3228.404523,3236.690955,3246.439698
144.84,3240,2.49,3231.329146,3240.103015,3248.633166
144.93,3242,2.52,3234.253769,3243.515075,3250.582915
145.02,3245,2.36,3238.153266,3246.439698,3252.776382
145.14,3248,2.42,3242.78392,3249.851759,3255.701005
145.21,3250,2.5,3244.977387,3251.801508,3257.407035
145.31,3252,2.7,3247.414573,3254.969849,3260.331658
145.4,3255,2.54,3251.31407,3257.894472,3263.256281
145.49,3257,2.6,3254.726131,3260.819095,3266.424623
145.59,3260,2.81,3257.650754,3263.987437,3270.080402
145.68,3262,2.65,3259.113065,3266.668342,3272.761307
145.78,3265,2.58,3261.550251,3269.592965,3274.954774
145.89,3268,2.67,3263.987437,3272.517588,3277.39196
145.97,3270,2.64,3266.668342,3274.467337,3279.341709
146.06,3272,2.6,3269.836683,3276.417085,3281.047739
146.18,3276,2.65,3273.979899,3278.854271,3283.484925
146.24,3277,2.67,3275.442211,3280.072864,3284.703518
146.34,3280,2.63,3278.123116,3282.266332,3286.896985
146.45,3283,2.68,3280.80402,3284.703518,3289.334171
146.53,3284,2.85,3282.997487,3286.896985,3291.28392
146.62,3287,2.88,3285.190955,3288.846734,3293.477387
146.71,3289,3.05,3287.628141,3291.040201,3295.914573
146.81,3291,3.19,3289.577889,3293.233668,3298.351759
146.94,3294,3.14,3292.015075,3295.914573,3300.788945
147.03,3297,3.25,3293.721106,3297.864322,3302.738693
147.23,3301,3.01,3297.376884,3301.763819,3306.88191
147.42,3306,2.97,3300.788945,3305.419598,3311.025126
147.49,3307,2.91,3302.494975,3307.125628,3312.974874
147.6,3310,2.9,3305.175879,3309.806533,3316.874372
147.67,3312,2.82,3307.125628,3311.268844,3319.311558
147.79,3314,2.67,3310.050251,3314.680905,3324.429648
147.87,3316,2.6,3312.487437,3317.11809,3327.59799
147.97,3318,2.72,3314.680905,3321.261307,3331.497487
148.05,3320,2.7,3317.11809,3324.917085,3334.178392
148.16,3322,2.72,3321.505025,3328.816583,3337.346734
148.24,3324,2.72,3324.18593,3331.253769,3338.809045
148.36,3326,2.69,3328.572864,3335.153266,3341.246231
148.43,3328,2.56,3330.522613,3337.103015,3342.708543
148.54,3330,2.77,3334.422111,3340.271357,3345.145729
148.64,3333,2.67,3337.834171,3343.19598,3347.339196
148.71,3335,2.86,3339.78392,3345.389447,3349.045226
148.83,3340,2.76,3343.19598,3348.31407,3351.238693
148.9,3342,2.92,3344.90201,3350.020101,3352.457286
149.01,3346,2.74,3347.826633,3352.457286,3355.625628
149.11,3350,2.7,3350.020101,3354.650754,3358.550251
149.2,3354,2.7,3352.701005,3356.600503,3361.474874
149.28,3357,2.66,3355.138191,3358.79397,3365.130653
149.39,3362,2.66,3357.331658,3362.20603,3369.761307
149.47,3365,2.58,3360.012563,3365.130653,3373.417085
149.58,3370,2.66,3363.424623,3370.248744,3377.80402
149.66,3372,2.72,3366.105528,3373.417085,3380.241206
149.77,3376,2.79,3370.979899,3377.560302,3383.409548
149.84,3378,2.81,3374.148241,3379.753769,3385.846734
149.96,3381,2.76,3377.560302,3383.165829,3389.502513
150.06,3384,2.82,3379.997487,3385.603015,3392.427136
150.13,3386,2.75,3382.190955,3387.309045,3394.376884
150.24,3389,2.66,3384.628141,3389.98995,3398.276382
150.32,3392,2.54,3386.577889,3392.183417,3401.932161
150.43,3395,2.52,3388.771357,3394.864322,3406.562814
150.51,3397,2.62,3390.477387,3397.301508,3409.243719
150.62,3399,2.55,3392.914573,3400.226131,3413.143216
150.69,3401,2.55,3394.620603,3401.932161,3416.067839
150.81,3403,2.62,3397.301508,3404.613065,3422.404523
150.88,3405,2.63,3398.520101,3406.319095,3424.59799
150.95,3406,2.47,3400.226131,3408.025126,3427.766332
151.07,3409,2.43,3403.394472,3410.462312,3431.665829
151.18,3411,2.51,3406.075377,3412.655779,3435.809045
151.26,3413,2.34,3407.781407,3414.605528,3439.708543
151.37,3416,2.55,3409.731156,3417.042714,3443.851759
151.48,3418,2.51,3411.680905,3419.236181,3448.238693
151.54,3419,2.42,3412.655779,3420.698492,3449.944724
151.66,3422,2.53,3415.092965,3423.135678,3452.38191
151.73,3423,2.61,3416.555276,3424.841709,3454.575377
151.85,3426,2.49,3418.748744,3427.522613,3457.743719
151.94,3428,2.48,3420.698492,3429.228643,3460.180905
152.03,3430,2.58,3422.404523,3431.178392,3462.61809
152.11,3432,2.48,3423.866834,3432.884422,3464.324121
152.22,3434,2.59,3425.816583,3436.296482,3467.005025
152.41,3438,2.5,3429.71608,3443.120603,3472.123116
152.49,3440,2.46,3431.178392,3446.045226,3476.022613
152.6,3442,2.51,3433.615578,3448.969849,3480.653266
152.79,3446,2.43,3437.758794,3452.38191,3488.208543
152.89,3449,2.36,3441.658291,3454.819095,3492.351759
152.96,3450,2.56,3444.339196,3456.525126,3494.788945
153.07,3454,2.55,3448.238693,3458.718593,3498.201005
153.15,3456,2.5,3450.919598,3460.668342,3500.150754
153.26,3460,2.54,3454.08794,3462.861809,3503.075377
153.34,3463,2.66,3456.525126,3464.567839,3505.756281
153.45,3467,2.64,3459.937186,3466.761307,3510.386935
153.55,3470,2.45,3462.61809,3468.954774,3514.773869
153.64,3475,2.47,3465.786432,3471.39196,3518.673367
153.72,3480,2.4,3467.979899,3473.585427,3520.866834
153.83,3487,2.34,3470.660804,3476.997487,3523.30402
153.9,3491,2.54,3472.123116,3479.434673,3525.253769
154.02,3498,2.41,3476.51005,3483.334171,3527.934673
154.21,3509,2.41,3482.603015,3488.208543,3532.809045
154.31,3515,2.48,3486.015075,3490.889447,3536.221106
154.38,3517,2.6,3488.208543,3492.839196,3538.658291
154.49,3519,2.66,3490.645729,3495.276382,3542.070352
154.57,3521,2.62,3492.10804,3496.982412,3544.263819
154.68,3524,2.55,3494.301508,3499.419598,3547.919598
154.77,3526,2.53,3496.251256,3501.856784,3550.600503
154.87,3529,2.57,3498.688442,3504.781407,3553.525126
154.94,3530,2.49,3500.150754,3507.462312,3555.962312
155.06,3533,2.48,3503.075377,3511.605528,3559.61809
155.13,3535,2.51,3505.025126,3514.286432,3561.324121
155.25,3537,2.29,3509.168342,3518.673367,3565.711055
155.32,3538,2.35,3511.361809,3521.110553,3567.417085
155.43,3540,2.36,3515.017588,3524.766332,3570.829146
155.51,3542,2.34,3518.673367,3527.447236,3573.997487
155.62,3544,2.36,3522.572864,3531.590452,3576.922111
155.73,3546,2.43,3526.228643,3535.977387,3580.090452
155.79,3547,2.47,3528.422111,3538.658291,3581.552764
155.91,3549,2.45,3532.809045,3543.288945,3584.964824
155.98,3550,2.54,3536.221106,3545.969849,3587.40201
156.1,3556,2.61,3542.31407,3550.844221,3590.326633
156.17,3560,2.58,3545.238693,3553.768844,3592.032663
156.28,3565,2.55,3550.844221,3558.155779,3595.444724
156.36,3567,2.42,3554.256281,3561.567839,3597.638191
156.41,3569,2.32,3556.693467,3563.761307,3599.344221
156.5,3572,2.34,3560.836683,3568.879397,3601.537688
156.6,3575,2.35,3565.223618,3574.241206,3605.193467
156.73,3582,2.67,3572.291457,3580.334171,3608.605528
156.79,3585,2.5,3577.165829,3582.771357,3610.311558
156.93,3592,2.47,3583.98995,3590.326633,3614.211055
156.98,3595,2.39,3585.69598,3592.276382,3615.18593
157.1,3600,2.38,3591.057789,3598.125628,3618.59799
157.17,3604,2.28,3593.738693,3601.29397,3621.278894
157.29,3609,2.32,3598.369347,3606.655779,3624.447236
157.36,3612,2.3,3601.29397,3610.555276,3626.884422
157.48,3617,2.51,3606.899497,3616.404523,3629.809045
157.55,3620,2.51,3609.824121,3619.085427,3631.758794
157.67,3624,2.56,3615.429648,3624.203518,3635.170854
157.93,3632,2.64,3626.396985,3633.952261,3641.507538
158.05,3635,2.54,3632.977387,3638.582915,3645.650754
158.15,3639,2.3,3637.851759,3642.726131,3650.281407
158.33,3647,2.25,3643.457286,3648.819095,3656.861809
158.52,3656,2.46,3649.79397,3656.374372,3666.123116
158.62,3660,2.52,3654.180905,3660.761307,3670.997487
158.71,3663,2.61,3657.836683,3664.904523,3674.165829
158.79,3666,2.66,3661.248744,3668.316583,3676.359296
158.9,3670,2.51,3667.09799,3673.678392,3679.28392
158.98,3673,2.65,3672.21608,3677.090452,3682.208543
159.09,3677,2.4,3678.065327,3682.939698,3686.839196
159.17,3680,2.36,3682.452261,3686.595477,3690.494975
159.28,3687,2.17,3687.81407,3691.713568,3694.88191
159.36,3692,2.19,3690.982412,3695.613065,3697.562814
159.47,3700,2.43,3698.537688,3699.756281,3700
