depth,age_ka,d18O
209.03,3012.35,3.74
209.28,3018.68,3.64
209.53,3025,3.59
209.78,3031.3,3.4
210.03,3037.61,3.21
210.28,3043.92,3.27
210.53,3050.23,3.43
210.78,3056.56,3.51
211.03,3063.12,3.39
211.28,3072.35,3.3
211.53,3081.83,3.27
211.78,3091.29,3.15
211.82,3092.81,3.13
212.07,3102.28,3.14
212.32,3110.82,3.2
212.57,3117.06,3.32
212.82,3122.46,3.25
212.82,3122.46,3.4
213.07,3126.82,3.6
213.32,3129.85,3.59
213.57,3132.79,3.62
213.82,3135.57,3.76
213.82,3135.57,3.72
214.07,3138.05,3.73
214.28,3139.96,3.17
214.53,3142.23,3.14
214.78,3144.51,3.06
215.03,3146.78,3.24
215.28,3149.05,3.39
215.28,3149.05,3.28
215.28,3149.05,3.43
215.53,3151.33,3.21
215.78,3153.6,3.08
216.03,3155.87,3.07
216.28,3158.14,3.07
216.53,3160.42,3.16
216.53,3160.42,3.02
216.53,3160.42,3.27
216.78,3162.69,3.03
217.03,3164.96,3.03
217.28,3167.23,3.07
217.78,3171.78,2.95
217.78,3171.78,2.99
218.03,3174.05,3.01
218.23,3175.87,3.15
218.28,3176.32,3.02
218.33,3176.78,3.06
218.38,3177.23,2.98
218.43,3177.69,3.11
218.48,3178.14,3.04
218.53,3178.6,3.1
218.58,3179.05,3.11
218.63,3179.51,3.01
218.68,3179.96,3.05
218.73,3180.42,3.01
218.78,3180.87,3.13
218.83,3181.33,3.06
218.93,3182.24,3
218.98,3182.69,3.06
219.03,3183.15,3.14
219.08,3183.6,3
219.13,3184.05,3.05
219.18,3184.51,3.06
219.24,3185.05,3.06
219.28,3185.41,3.24
219.33,3185.87,2.92
219.4,3186.5,3.06
219.43,3186.78,3.2
219.49,3187.32,3.07
219.53,3187.69,3.17
219.59,3188.23,3.07
219.63,3188.6,3.11
219.68,3189.05,3.06
219.73,3189.51,3.08
219.78,3189.96,3.15
219.83,3190.42,3.07
219.88,3190.87,3.16
219.93,3191.32,3
219.98,3191.78,3.14
220.03,3192.23,3.28
220.08,3192.69,3.09
220.13,3193.14,3.09
220.18,3193.59,3.18
220.23,3194.05,3.05
220.28,3194.5,3.25
220.33,3194.96,3.08
220.43,3195.87,3.08
220.48,3196.32,2.97
220.53,3196.78,3.24
220.58,3197.23,3.07
220.63,3197.69,3.07
220.68,3198.14,3.14
220.74,3198.69,3.13
220.78,3199.05,3.21
220.83,3199.51,3.05
220.9,3200.15,3.12
220.9,3200.15,2.89
220.93,3200.42,3.16
220.93,3200.42,3.16
220.98,3200.87,3.17
220.98,3200.87,3.15
221.03,3201.33,3.21
221.08,3201.78,2.96
221.08,3201.78,3.19
221.13,3202.24,3.17
221.18,3202.69,3.12
221.28,3203.6,3.2
221.37,3204.41,3.18
221.42,3204.87,3.22
221.47,3205.32,3.18
221.52,3205.78,3.19
221.57,3206.23,3.25
221.62,3206.69,2.97
221.67,3207.14,3.19
221.72,3207.6,3.2
221.77,3208.05,3.19
221.82,3208.51,3.24
221.87,3208.96,3.15
221.92,3209.42,3.16
222.07,3210.78,3.07
222.12,3211.23,3.19
222.17,3211.69,3.13
222.22,3212.14,3.04
222.27,3212.59,3.09
222.32,3213.05,3.03
222.37,3213.5,2.88
222.42,3213.96,3.18
222.47,3214.41,3.11
222.52,3214.87,3.14
222.57,3215.32,3.04
222.62,3215.78,3.1
222.67,3216.23,3.2
222.72,3216.69,2.94
222.77,3217.14,2.92
222.82,3217.6,2.84
222.87,3218.05,3.08
222.92,3218.51,3.11
222.97,3218.96,3.11
222.97,3218.96,2.97
223.02,3219.42,2.99
223.02,3219.42,3.03
223.07,3219.87,3.16
223.07,3219.87,3.05
223.12,3220.33,2.9
223.17,3220.78,3.2
223.22,3221.24,3.08
223.27,3221.69,2.98
223.32,3222.14,2.99
223.37,3222.6,3.03
223.42,3223.05,3.03
223.42,3223.05,3.11
223.47,3223.5,3.02
223.57,3224.41,3.05
223.62,3224.87,3.1
223.67,3225.32,3.16
223.72,3225.78,3.04
223.77,3226.23,3.1
223.82,3226.69,3.12
223.87,3227.14,3.16
223.92,3227.6,3.11
223.92,3227.6,3.11
223.97,3228.05,3.05
224.02,3228.51,3.21
224.07,3228.96,3.14
224.12,3229.41,3.09
224.17,3229.87,3.18
224.22,3230.32,3.09
224.27,3230.78,3.17
224.32,3231.23,3.11
224.37,3231.69,3.18
224.42,3232.14,3.27
224.47,3232.6,3.18
224.52,3233.05,3.21
224.57,3233.51,3.16
224.57,3233.51,3.2
224.62,3233.96,3.28
224.67,3234.42,3.37
224.67,3234.42,3.35
224.72,3234.87,3.26
224.77,3235.33,3.24
224.82,3235.78,3.25
224.87,3236.24,3.25
224.92,3236.69,3.36
224.97,3237.14,3.22
225.07,3238.05,3.23
225.12,3238.51,3.11
225.17,3238.96,3.36
225.22,3239.42,3.22
225.27,3239.87,3.14
225.27,3239.87,3.3
225.32,3240.33,3.2
225.37,3240.78,3.13
225.42,3241.23,3.27
225.47,3241.69,3.08
225.52,3242.14,3.09
225.57,3242.62,3.1
225.62,3243.13,3.12
225.67,3243.64,3.21
225.72,3244.14,3.16
225.72,3244.14,3.15
225.77,3244.65,3.09
225.82,3245.15,2.98
225.87,3245.66,3.05
225.87,3245.66,3.07
225.92,3246.17,3.28
225.97,3246.67,3.16
226.07,3247.73,3.07
226.12,3248.29,3.01
226.17,3248.86,3.31
226.27,3249.99,3.07
226.32,3250.56,3.25
226.42,3251.69,3.09
226.42,3251.69,2.99
226.42,3251.69,3.24
226.57,3253.4,3.13
226.67,3254.54,3.32
226.72,3255.1,3.19
226.77,3255.67,3.08
226.94,3257.61,3.21
226.97,3257.95,3.05
227.02,3258.51,3.37
227.07,3259.08,3.04
227.12,3259.65,3
227.17,3260.22,3.28
227.22,3260.79,3.3
227.27,3261.36,3.07
227.32,3261.92,3.02
227.37,3262.49,3.11
227.42,3263.06,3.25
227.47,3263.63,3.33
227.47,3263.63,3.29
227.62,3265.34,3.36
227.67,3265.9,3.35
227.82,3267.61,3.32
227.89,3268.4,3.28
227.89,3268.4,3.22
228.09,3270.68,3.4
228.34,3273.52,3.29
228.54,3275.54,3.39
228.76,3277.76,3.38
228.94,3279.47,3.48
229.14,3281.29,3.75
229.34,3283.11,3.93
229.34,3283.11,3.79
229.54,3284.93,3.92
229.79,3287.2,3.83
229.99,3289.02,3.61
230.19,3290.84,3.71
230.39,3292.65,3.7
230.59,3294.47,3.58
230.8,3296.38,3.78
230.99,3298.11,3.61
231.24,3300.39,3.66
231.44,3302.2,3.54
231.64,3304.02,3.6
232.06,3307.84,3.56
232.21,3309.2,3.45
232.41,3311.02,3.57
232.61,3312.83,3.3
232.86,3315.11,3.4
233.06,3316.93,3.34
233.26,3318.75,3.19
233.46,3320.57,3.1
233.66,3322.38,3.15
233.86,3324.06,3.03
234.06,3325.39,2.95
234.51,3328.12,2.78
234.71,3329.33,2.96
234.91,3330.54,3
235.06,3331.45,3.01
235.31,3332.96,3.21
235.51,3334.18,3.13
235.76,3335.69,3.06
235.85,3336.24,3.09
236.12,3337.87,3.17
236.52,3340.3,3.31
236.78,3341.88,3.21
236.92,3342.72,3.11
237.12,3343.93,3.12
237.57,3346.66,3.22
237.77,3347.87,3.28
238.02,3349.39,3.18
238.07,3349.7,3.3
238.77,3353.93,3.28
239.03,3355.51,3.15
240.57,3364.85,3.05
240.87,3366.66,3.15
241.17,3368.48,3.3
241.57,3370.9,3.39
241.85,3372.6,3.38
242.47,3376.36,3.5
242.79,3378.3,3.44
243.07,3380,3.43
244.22,3386.97,3.22
244.67,3389.69,3.19
245.12,3392.42,3.12
245.57,3395.15,3.16
246.02,3397.87,3.1
246.47,3400.6,3.22
246.92,3403.78,3.07
247.22,3406.5,3.03
247.22,3406.5,3.04
247.4,3408.14,3.13
247.85,3412.23,2.99
248.3,3416.32,3.03
248.75,3420.41,3.14
249.2,3424.5,3.18
249.63,3428.41,3.19
250.1,3432.68,2.94
250.55,3436.78,2.87
251,3440.87,2.77
251,3440.87,3.01
251.45,3444.96,3
251.9,3448.88,3
252.35,3451.69,2.98
252.78,3454.31,2.92
253.7,3459.88,3.16
254,3461.7,3.27
254.6,3465.33,3.37
255.01,3467.82,3.15
255.46,3470.55,2.89
255.91,3473.27,2.88
256.36,3476,2.82
257.71,3488.9,2.79
258.01,3492.53,2.93
258.61,3501.52,3.11
258.83,3504.85,3.03
259.25,3511.21,3.19
259.73,3518.49,3.16
260.63,3532.13,3.19
261.08,3538.94,3.07
261.98,3553.47,2.89
263.78,3587.55,3.16
264.23,3596.08,3.12
264.68,3604.6,2.95
265.13,3613.13,2.93
265.43,3618.81,3
266.56,3640.2,2.91
266.71,3643.04,2.91
267.16,3651.57,2.95
267.61,3660.09,3.1
268.06,3668.63,3.28
268.36,3674.18,2.95
268.96,3681.61,2.92
269.41,3687.06,3.24
269.86,3692.52,2.72
270.31,3697.97,2.81
270.76,3704.31,2.94
271.05,3708.7,3.38
271.5,3715.53,3.37
271.95,3722.34,3
271.95,3722.34,2.88
272.4,3729.62,3.07
272.85,3738.14,3.04
273.11,3743.07,2.95
273.56,3751.6,2.92
274.01,3760.12,2.92
274.46,3768.63,3.02
274.91,3777.15,3.04
275.36,3785.23,2.89
275.81,3792.04,2.86
276.26,3798.86,2.8
276.71,3805.68,2.87
277.16,3812.5,2.85
277.61,3819.32,2.86
278.06,3826.14,2.81
278.06,3826.14,3
278.51,3832.95,3.11
278.96,3839.77,2.61
279.41,3846.59,2.77
279.86,3853.4,2.74
280.31,3860.23,2.81
281.31,3876.55,3.1
281.46,3879.39,3.23
281.61,3882.23,3.18
281.76,3885.2,3.03
281.91,3888.23,2.97
282.01,3890.26,3.06
282.19,3893.9,2.93
282.36,3897.33,2.81
282.51,3900.36,2.8
282.66,3903.43,2.88
282.81,3906.83,2.81
283.11,3914.4,2.83
283.26,3918.2,2.83
283.41,3921.99,2.75
283.56,3925.78,2.93
283.71,3929.57,2.91
283.86,3933.35,2.87
284.16,3940.92,2.91
284.31,3944.71,3.03
284.39,3946.73,2.79
284.54,3950.51,3.01
284.69,3954.31,2.95
284.84,3958.1,2.96
284.99,3961.89,2.96
285.14,3965.68,2.93
285.29,3969.46,2.83
285.44,3973.25,3
285.59,3977.03,3
285.74,3980.82,2.82
285.89,3984.61,2.96
285.89,3984.61,2.94
286.04,3988.39,3.07
286.19,3992.19,3.13
286.34,3995.98,3.14
286.49,3999.77,3.25
286.49,3999.77,2.97
286.64,4003.56,2.9
286.79,4007.34,2.9
286.94,4011.13,2.87
287.09,4015.37,2.86
287.24,4021.03,2.91
287.39,4026.72,2.96
287.54,4032.4,3.09
287.69,4038.09,3.21
287.84,4043.77,2.99
287.85,4044.15,2.94
288,4049.82,2.9
288.15,4055.5,2.97
288.28,4060.43,2.97
288.45,4066.86,2.97
288.6,4072.56,3.03
288.75,4078.23,3.15
288.9,4083.93,3.03
289.05,4089.6,3
289.05,4089.6,2.96
289.2,4095.26,3.01
289.2,4095.26,3.03
289.35,4100.95,3.03
289.5,4106.63,2.92
289.65,4111.56,2.9
289.8,4115.34,2.88
289.95,4119.13,2.85
290.1,4122.92,3.15
290.25,4126.71,2.96
290.4,4130.51,2.9
290.55,4134.29,2.88
290.7,4138.08,2.96
290.85,4141.87,2.97
291,4145.65,3.03
291.15,4149.44,2.85
291.27,4152.46,2.9
291.45,4157.01,3.01
291.6,4160.8,2.98
291.75,4164.59,2.83
291.9,4168.39,3.01
292.05,4172.17,2.91
292.2,4175.96,2.97
292.35,4179.75,2.81
292.5,4183.53,2.96
292.65,4187.32,2.9
292.75,4189.84,2.9
292.75,4189.84,2.98
292.95,4194.89,3.05
293.1,4198.68,3.2
293.25,4202.46,2.85
293.4,4206.25,2.87
293.4,4206.25,2.94
293.55,4210.05,3.02
293.7,4213.84,2.96
293.85,4217.63,2.98
294,4221.41,2.88
294.15,4225.2,2.92
294.28,4228.47,2.79
294.45,4232.77,2.85
294.6,4236.56,2.84
294.75,4240.34,2.86
294.9,4244.13,2.9
294.9,4244.13,2.83
295.05,4247.93,2.77
295.05,4247.93,2.79
295.2,4251.72,3.07
295.5,4259.29,3
295.65,4263.07,2.84
295.65,4263.07,2.96
295.8,4266.86,2.96
295.95,4270.65,2.84
296.1,4274.43,3
296.25,4278.22,3.15
296.41,4282.26,3.09
296.54,4285.56,2.8
296.7,4289.6,2.89
296.75,4290.86,2.97
296.9,4294.65,3.28
297.05,4298.43,3.14
297.2,4302.21,3.13
297.33,4305.5,2.97
297.5,4309.79,2.97
297.65,4313.57,2.93
297.8,4317.36,2.9
297.95,4321.16,2.95
298.1,4324.95,2.94
298.25,4328.74,2.92
298.4,4332.53,2.98
298.55,4336.31,2.72
298.7,4340.09,2.79
298.85,4344.29,3
299,4349.92,2.8
299.15,4355.62,2.88
299.3,4361.29,3.09
299.45,4366.96,3.07
299.6,4372.64,2.98
299.75,4378.33,2.87
299.9,4384.01,3.04
300.05,4389.7,3
300.2,4395.37,3.04
300.33,4400.32,3
300.5,4406.74,3.05
300.65,4412.44,3.05
300.82,4418.87,2.95
300.95,4423.78,2.98
301.1,4428.54,3.05
301.25,4432.33,2.97
301.4,4436.11,3.17
301.55,4439.9,2.96
301.7,4443.69,3.01
301.83,4446.98,3.09
302,4451.28,2.94
302.12,4454.31,3.05
302.45,4462.63,2.87
302.6,4466.42,2.99
302.75,4470.21,3.01
302.9,4473.99,2.94
303.05,4477.77,3.04
303.2,4481.57,3.04
303.33,4484.86,3.03
303.5,4489.16,3.15
303.65,4492.94,3.27
303.8,4496.73,3.2
303.95,4500.51,3.2
304.1,4504.3,3.29
304.25,4508.09,3.26
304.4,4511.87,3.15
304.55,4515.66,3.04
304.7,4519.45,2.93
304.83,4522.74,3.01
305,4527.04,2.97
305.15,4530.82,2.93
305.3,4534.61,2.9
305.45,4538.39,2.95
305.6,4542.18,2.92
305.75,4545.97,3.02
305.9,4549.75,2.97
306.05,4553.54,2.97
306.2,4557.34,3
306.25,4558.6,2.89
306.4,4562.39,2.9
306.55,4566.18,2.91
306.7,4569.96,2.98
306.85,4573.75,3.15
307,4577.53,3.24
