age_ka,temp,temp_min1,temp_plus1,temp_min2,temp_plus2,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2
2084.19798,3.08256,1.65599,4.43726,0.38537,5.79915,0.58314,0.22852,0.9455,-0.12705,1.29728
2084.99782,2.77007,1.28739,4.0367,0.006,5.32306,0.50602,0.11905,0.84566,-0.2353,1.18086
2087.19732,2.56947,1.15484,3.85524,-0.22336,5.1159,0.37367,0.00965,0.73163,-0.31413,1.07952
2088.79686,2.38917,1.15472,3.78145,-0.11502,5.01866,0.31765,-0.0147,0.68064,-0.3383,1.01568
2089.69705,2.3756,1.10639,3.7323,-0.33606,4.97147,0.20385,-0.15737,0.56511,-0.52527,0.92116
2090.89721,2.45033,1.12887,3.75152,-0.35519,4.94587,0.23367,-0.136,0.60474,-0.48129,0.92518
2094.19718,NaN,-0.53046,5.82634,-1.6796,6.87594,NaN,-0.43462,1.22873,-0.63504,1.56578
2095.89696,2.48709,1.11747,3.82034,-0.08769,5.15942,0.28864,-0.06105,0.64085,-0.39737,0.98969
2097.49693,2.48283,1.12506,3.8471,-0.02021,5.15942,0.27558,-0.07327,0.63216,-0.38052,0.98224
2100.09688,NaN,-0.41065,5.84769,-1.17168,7.58789,NaN,-0.43328,1.28678,-0.66014,1.71283
2101.99675,2.61886,1.27354,3.92492,0.07503,5.15355,0.25843,-0.11068,0.6156,-0.4482,0.98302
2103.59663,2.04654,0.64206,3.54424,-0.59804,4.74684,0.03984,-0.31855,0.42917,-0.69036,0.73098
2104.99634,1.71989,0.46682,3.09516,-0.72154,4.51903,-0.15582,-0.49474,0.22248,-0.83945,0.58172
2106.19649,2.86347,1.20667,4.46607,-0.28354,5.86312,0.1007,-0.34577,0.49807,-0.73962,0.88471
2108.09596,3.22565,1.77708,4.56609,0.36869,6.07432,0.20261,-0.17235,0.55974,-0.53449,0.9475
2110.09561,2.16661,0.68424,3.77411,-0.80882,5.38305,-0.02928,-0.43973,0.37682,-0.81399,0.81483
2111.19518,2.23002,0.63454,3.84596,-0.78139,5.19984,0.05204,-0.37751,0.4763,-0.75647,0.83299
2113.79507,2.66723,0.97648,4.16484,-0.47109,5.45391,0.17503,-0.27691,0.56139,-0.63945,0.90617
2114.19519,3.2657,1.81812,4.51971,0.53861,5.80297,0.25244,-0.11988,0.57827,-0.44257,0.96461
2115.39545,2.27508,0.95315,3.8278,-0.47278,5.27306,-0.00461,-0.37071,0.38957,-0.7252,0.74195
2117.39561,2.00439,0.64405,3.35564,-0.75012,4.69977,0.27168,-0.19584,0.68585,-0.59536,1.07319
2119.09582,2.46106,1.09565,3.85508,-0.37833,5.09751,0.5475,0.18219,0.92881,-0.19066,1.28698
2120.59609,2.70972,1.48566,4.10503,0.03661,5.30314,0.52076,0.17193,0.8865,-0.18319,1.21737
2121.89648,2.68313,1.61836,4.15545,0.01898,5.36703,0.47906,0.13283,0.86775,-0.2816,1.18591
2129.49688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2133.69702,NaN,-0.9989,5.0224,-2.48757,5.68193,NaN,-1.0728,0.56174,-1.35694,0.73906
2136.19694,2.11668,0.78952,3.48797,-0.5775,4.68018,-0.12369,-0.50371,0.23805,-0.87224,0.56229
2137.89678,2.68241,1.29408,4.04646,0.00221,5.41698,0.18685,-0.21734,0.56249,-0.61124,0.9981
2142.09658,NaN,-0.0769,6.28959,-1.59931,7.43654,NaN,-0.43511,1.18248,-0.96808,1.53217
2144.09688,2.54803,1.14057,3.91925,-0.26042,5.14074,0.36213,0.01457,0.66145,-0.29678,0.99526
2148.09743,NaN,-2.02444,4.63519,-3.13446,7.40496,NaN,-0.29913,1.39021,-0.75028,1.83349
2151.2969,1.13767,-0.32635,2.50537,-1.63808,3.79332,0.50084,0.12026,0.88105,-0.23759,1.23031
2151.79686,0.82792,-0.5243,2.23605,-1.75188,3.40797,0.54632,0.17768,0.93004,-0.15658,1.2765
2152.79687,1.13011,-0.2742,2.50036,-1.5892,3.84865,0.52876,0.1639,0.90675,-0.19013,1.25667
2158.69636,NaN,-2.16119,4.37558,-3.2531,6.24739,NaN,-0.40256,1.30046,-0.80285,1.74725
2161.19589,1.43614,0.08108,2.77698,-1.38155,4.10172,0.36615,-0.00617,0.72301,-0.43076,1.04442
2164.49565,NaN,-1.87318,4.81777,-3.6666,6.34345,NaN,-0.58873,1.13523,-0.87868,1.41869
2165.49611,1.55997,0.29057,2.87844,-1.31712,4.22467,0.30636,-0.05485,0.63881,-0.45957,0.98535
2169.59711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2174.19774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2178.2975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2181.79695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2186.09653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2190.19644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2193.09673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2196.79674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2200.19652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2204.09609,NaN,-0.97083,5.36793,-1.67309,6.32529,NaN,-0.88119,0.84685,-1.09512,1.13361
2208.09712,NaN,-0.96995,5.36559,-1.67309,6.32529,NaN,-0.8799,0.8467,-1.09512,1.13361
2209.7973,2.37903,0.98611,3.72485,-0.37535,4.91893,0.16723,-0.20528,0.55161,-0.57215,0.88191
2211.19731,2.29008,0.92398,3.62898,-0.38085,4.90895,0.23414,-0.13052,0.57805,-0.48509,0.91188
2213.39655,2.21474,0.86607,3.56064,-0.26663,5.09975,0.1714,-0.18398,0.5286,-0.50351,0.87668
2214.89652,1.81113,0.42667,3.15458,-0.90217,4.51533,-0.00362,-0.38276,0.37088,-0.76237,0.71498
2219.79633,NaN,-1.66708,4.55979,-2.68042,5.31417,NaN,-0.90299,0.81817,-1.30226,1.04046
2220.1962,1.72557,0.32664,3.0649,-1.00669,4.45184,-0.07064,-0.43586,0.3092,-0.8227,0.65296
2221.39619,2.51954,1.14503,3.95693,-0.42203,5.18799,0.11613,-0.26498,0.47668,-0.63757,0.82699
2223.2966,2.82795,1.48632,4.18189,0.27626,5.38917,0.15804,-0.18981,0.50255,-0.54529,0.88076
2224.39659,2.99898,1.64724,4.29741,0.41082,5.60817,0.18567,-0.17921,0.53193,-0.52701,0.88385
2225.69682,3.05434,1.67445,4.34973,0.39091,5.67035,0.2699,-0.0716,0.62428,-0.44079,0.97848
2226.69716,2.82215,1.42436,4.12971,-0.08192,5.76115,0.26728,-0.10417,0.61834,-0.45117,1.0102
2228.19674,3.29382,1.90647,4.79164,0.50783,6.26131,0.18043,-0.18812,0.54721,-0.52798,0.9081
2230.89617,NaN,0.31286,6.85185,-0.58896,8.39254,NaN,-0.67552,0.99822,-0.99893,1.30485
2231.9962,4.15925,2.72243,5.61436,1.41718,6.77784,0.27101,-0.11034,0.63354,-0.46877,0.97649
2233.29628,2.8809,1.35244,4.51396,-0.14304,6.01242,0.20406,-0.15126,0.55916,-0.49165,0.91829
2236.49619,NaN,-0.94092,5.6447,-2.26508,6.8799,NaN,-0.70158,0.95572,-1.0215,1.42512
2237.59616,1.26705,-0.2016,2.76264,-1.52572,4.10048,0.29746,-0.068,0.65451,-0.39852,1.02974
2240.39591,NaN,-2.16532,4.02814,-3.7685,4.40984,NaN,-0.41978,1.19882,-0.75159,1.37912
2241.69605,0.8697,-0.54027,2.17716,-1.90766,3.33245,0.08272,-0.32169,0.50127,-0.74082,0.90847
2243.19568,0.96774,-0.38377,2.19618,-1.91124,3.26787,-0.01503,-0.37555,0.30531,-0.77697,0.63417
2247.29514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2248.89499,NaN,0.78733,7.23362,-0.33945,8.54202,NaN,-0.5428,1.1754,-0.74862,1.57074
2252.09413,NaN,0.78821,7.23185,-0.33945,8.54202,NaN,-0.5422,1.1744,-0.74862,1.57074
2253.39422,4.05589,2.70155,5.34655,1.35958,6.69551,0.31999,-0.03177,0.67575,-0.39497,1.01927
2254.49462,3.05186,1.65028,4.46515,0.32416,5.81218,0.01095,-0.38254,0.38864,-0.72682,0.76651
2261.4932,2.94314,1.68766,4.26418,0.34254,5.52739,-0.03438,-0.38325,0.30524,-0.72037,0.63768
2262.99376,2.63068,1.26783,3.97608,-0.02399,5.41254,-0.15762,-0.49782,0.22317,-0.86,0.56945
2264.99428,2.47199,1.11988,3.77845,-0.13176,5.10552,-0.15796,-0.48127,0.20023,-0.85448,0.5518
2266.39488,2.4108,1.031,3.72759,-0.20556,5.06574,-0.13979,-0.4872,0.2125,-0.82475,0.58686
2269.89433,NaN,-0.27165,6.01806,-1.18956,6.93166,NaN,-0.46321,1.16181,-0.68549,1.43367
2272.09385,2.95689,1.62428,4.36437,0.3307,5.47172,0.35726,-0.00071,0.72526,-0.32665,1.05686
2273.4939,2.47525,1.05969,3.80561,-0.23414,5.10014,0.52704,0.14399,0.88742,-0.19764,1.22983
2278.59411,NaN,-0.90127,5.65427,-2.51761,8.06046,NaN,-0.2329,1.54946,-0.50362,2.13192
2279.0939,2.34768,0.92712,3.60241,-0.32322,4.90934,0.54388,0.17179,0.89636,-0.17968,1.22256
2280.99395,1.46647,0.03243,3.03495,-1.31688,4.49055,0.31931,-0.07859,0.72247,-0.40311,1.09387
2282.5947,1.24909,-0.06708,2.60509,-1.51718,3.94898,0.21522,-0.11956,0.58481,-0.44762,0.94465
2284.49507,1.09998,-0.26866,2.38098,-1.53318,3.81709,0.18055,-0.1861,0.53342,-0.49256,0.9013
2286.09496,0.96899,-0.40927,2.19349,-1.52719,3.65116,0.15362,-0.21117,0.52122,-0.49932,0.80179
2289.69481,NaN,-1.46981,5.69871,-3.32762,8.54145,NaN,-0.64866,1.0188,-1.16201,1.56437
2292.99464,NaN,-0.85113,5.88192,-2.44346,8.54145,NaN,-0.64781,1.01861,-1.16201,1.56437
2294.29445,2.95465,1.63731,4.35746,0.23722,5.58379,0.1812,-0.19219,0.55019,-0.52128,0.87013
2296.39461,2.90165,1.63962,4.27599,0.39763,5.54585,0.09691,-0.23528,0.47495,-0.52937,0.79923
2297.69487,3.4134,2.03975,4.72516,0.97943,6.03879,0.2114,-0.13203,0.55873,-0.45572,0.92058
2299.69457,3.55406,2.18813,4.83875,0.99528,6.12538,0.19852,-0.16229,0.54391,-0.52775,0.92404
2301.09474,3.27276,1.87176,4.61103,0.54704,5.85114,0.1147,-0.28577,0.46545,-0.61426,0.78397
2303.09453,3.12929,1.67094,4.44157,0.48331,5.78447,0.17713,-0.22213,0.53754,-0.56933,0.88059
2304.49439,3.15065,1.7655,4.57477,0.39992,5.89527,0.23769,-0.13052,0.61832,-0.49211,0.93457
2306.49445,3.28682,1.99076,4.73795,0.63843,5.96236,0.3403,-0.01778,0.71312,-0.36928,1.06245
2307.79485,3.14988,1.79129,4.56106,0.43374,5.76847,0.3462,-0.01692,0.71153,-0.35246,1.04843
2309.89496,3.15661,1.75681,4.52096,0.39913,5.80061,0.43187,0.04849,0.80375,-0.29878,1.17535
2312.79498,3.32998,1.95612,4.51887,0.58596,5.85232,0.50416,0.16013,0.84689,-0.20731,1.22871
2314.59512,NaN,-1.63959,4.6324,-3.0687,5.31665,NaN,-0.81674,0.84502,-1.19496,1.18133
2316.59435,1.93246,0.61218,3.27511,-0.74983,4.53091,0.26262,-0.11307,0.63893,-0.48842,1.02271
2319.99463,NaN,-0.95114,5.20039,-2.9523,6.40381,NaN,-0.45733,1.16663,-0.68796,1.34154
2321.39416,2.94207,1.51798,4.33782,0.19769,5.59528,0.5579,0.18037,0.91311,-0.18322,1.25022
2323.39452,3.29845,2.00257,4.55028,0.73193,5.91452,0.42357,0.06157,0.80523,-0.29848,1.1599
2324.6947,1.9555,0.38459,3.6736,-1.09167,5.24096,-0.00173,-0.42338,0.44748,-0.80937,0.86419
2326.79526,1.19876,-0.09469,2.54501,-1.36258,3.92138,-0.13199,-0.48381,0.20198,-0.83007,0.58342
2331.59479,1.13562,-0.18184,2.47663,-1.38549,3.96834,-0.13576,-0.48102,0.19271,-0.83085,0.59187
2333.79508,2.12616,0.20239,4.17516,-1.2539,5.68783,-0.056,-0.53673,0.43206,-0.91966,0.80186
2338.79526,3.00988,0.91468,4.71143,-0.92311,5.88867,0.11213,-0.42595,0.56216,-0.87694,0.87314
2340.49514,3.46558,2.1409,4.7434,0.72429,5.87697,0.31762,-0.00884,0.65697,-0.45328,0.91308
2343.39467,NaN,-0.37416,5.98037,-2.37276,8.38188,NaN,-0.93505,0.70522,-1.40102,1.28524
2346.09497,2.91496,1.51622,4.27418,0.19731,5.54143,0.12191,-0.25427,0.47959,-0.65803,0.86001
2347.69501,3.33792,1.93527,4.78952,0.65065,5.95578,0.31593,-0.0507,0.68354,-0.40915,1.01136
2349.49478,3.53871,2.25234,4.92381,0.96572,6.03371,0.41867,0.06449,0.745,-0.28571,1.10307
2351.09526,3.16261,1.51992,4.71674,-0.17362,5.96796,0.37746,0.00688,0.72852,-0.34978,1.11362
2353.69549,NaN,-1.48199,4.81652,-3.45501,7.02998,NaN,-0.61452,0.98259,-1.07969,1.47235
2355.09539,1.68849,0.23156,3.05582,-0.99412,4.26735,0.26428,-0.1093,0.63507,-0.44144,0.94867
2356.59529,1.71107,0.23926,3.04264,-1.00741,4.23798,0.3021,-0.084,0.64227,-0.42314,0.97724
2358.39467,1.7309,0.3321,3.12858,-0.86188,4.36164,0.28217,-0.07876,0.64424,-0.39968,0.98127
2359.49483,1.2335,-0.07913,2.65671,-1.50958,4.01452,0.14676,-0.21287,0.53828,-0.57516,0.88596
2361.39449,0.77728,-0.61151,2.06303,-2.00039,3.48136,-0.03387,-0.39391,0.35292,-0.79687,0.6936
2364.39359,NaN,-2.6771,3.70861,-3.92299,4.76252,NaN,-0.96369,0.63104,-1.4191,0.93321
2365.69325,1.56438,0.06494,3.06351,-1.58544,4.51286,0.14329,-0.25516,0.53205,-0.63395,0.917
2367.19354,2.01331,0.65257,3.35716,-0.92514,4.64484,0.12485,-0.2362,0.51409,-0.62646,0.86219
2368.49398,2.49228,1.15449,3.99284,-0.41528,5.4926,0.18606,-0.18473,0.59348,-0.56633,0.98881
2370.39385,2.87519,1.55604,4.33469,0.23203,5.73488,0.08597,-0.3128,0.4839,-0.64768,0.8892
2371.59358,3.10834,1.80098,4.4552,0.49876,5.81387,0.04529,-0.31027,0.39982,-0.65095,0.72873
2373.49337,3.19152,1.86066,4.5482,0.50882,5.76537,0.10395,-0.25348,0.4616,-0.60075,0.78915
2376.49344,3.11541,1.82701,4.47336,0.46312,5.70918,0.09828,-0.25948,0.45972,-0.62517,0.7846
2377.29368,2.94285,1.62903,4.32879,0.3732,5.57747,0.16123,-0.20408,0.53182,-0.51847,0.89903
2378.49391,2.82386,1.41426,4.09855,0.07824,5.33705,0.17764,-0.19972,0.52232,-0.5615,0.8483
2380.29431,2.78088,1.38217,4.11221,0.0022,5.4761,0.13689,-0.22775,0.48566,-0.5949,0.79802
2382.1943,2.90911,1.49929,4.23201,0.11589,5.61311,0.14196,-0.22995,0.49501,-0.58642,0.84838
2383.49447,2.89993,1.49074,4.22547,0.21358,5.63883,0.16958,-0.21295,0.52872,-0.54306,0.86025
2384.8942,3.02589,1.68051,4.38329,0.20378,5.71206,0.20702,-0.15176,0.58753,-0.49406,0.9612
2386.79482,3.2319,1.81498,4.54644,0.59049,5.71421,0.42189,0.04206,0.79872,-0.35569,1.16498
2388.19488,2.18793,0.68372,3.70474,-0.74188,5.28306,0.25513,-0.15589,0.63686,-0.50441,1.03221
2389.69454,2.14261,0.75404,3.45542,-0.4694,4.79655,0.31424,-0.05391,0.69487,-0.42397,1.04423
2392.59428,NaN,-0.59697,5.52561,-1.6798,6.79639,NaN,-0.35402,1.25198,-0.50095,1.79508
2393.49416,2.66964,1.28771,4.03266,0.08139,5.37698,0.48112,0.10897,0.84884,-0.19151,1.20574
2394.89396,2.73091,1.4677,4.11873,0.18815,5.40905,0.34205,-0.01331,0.72924,-0.35304,1.05558
2406.19291,2.70074,1.5202,4.12465,0.083,5.51104,0.28535,-0.06676,0.67329,-0.40973,1.00673
2406.29294,NaN,0.01924,5.92109,-0.19281,7.02218,NaN,-0.44632,1.14679,-0.54331,1.46947
2407.69319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2411.49382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2412.79406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2415.79451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2418.99438,NaN,-1.24657,5.06891,-2.12327,6.10369,NaN,-0.92121,0.77649,-1.25429,0.91966
2422.1946,NaN,-1.24298,5.06501,-2.12327,6.10369,NaN,-0.92097,0.77629,-1.25429,0.91966
2423.49448,1.99612,0.71317,3.39498,-0.5366,4.72301,0.03633,-0.32432,0.38652,-0.66126,0.77851
2424.99454,3.03834,1.54656,4.60372,0.04794,6.14395,0.33168,-0.06977,0.74287,-0.48366,1.16478
2426.59441,3.61674,2.31748,4.93529,1.19869,6.19761,0.61968,0.2491,0.9949,-0.07182,1.33736
2427.79455,1.36813,-0.43907,3.76939,-1.81263,5.59888,0.14844,-0.3321,0.73443,-0.71023,1.18528
2429.19474,0.84149,-0.58654,2.20962,-1.95216,3.49873,0.42622,-0.03964,0.82142,-0.49483,1.19115
2431.59534,0.8665,-0.50729,2.27596,-1.89641,3.44638,0.4562,0.09555,0.82102,-0.25926,1.1421
2431.79538,1.05788,-0.25704,2.40579,-1.41956,3.74265,0.62804,0.2644,0.99646,-0.07756,1.37424
2432.79549,2.01691,0.48397,3.51043,-1.01911,5.01313,0.93605,0.51706,1.32226,0.16778,1.68126
2434.39561,2.49735,1.11235,3.76107,-0.10206,5.17292,0.89538,0.53598,1.27968,0.14202,1.6043
2436.09569,1.81751,0.4102,3.25698,-0.90124,4.58489,0.66251,0.27294,1.03502,-0.07148,1.39312
2437.296,1.53672,0.24885,2.87509,-1.06535,4.11871,0.61139,0.27359,0.97603,-0.0477,1.31803
2438.49635,0.57503,-0.86972,2.08063,-2.21185,3.3781,0.38472,-0.0057,0.76359,-0.34365,1.15338
2440.19661,0.38405,-0.94232,1.79007,-2.23355,3.15018,0.1754,-0.16777,0.54217,-0.50675,0.93035
2443.09639,NaN,-2.76693,3.84536,-3.93784,5.6389,NaN,-0.77885,1.01365,-1.08251,1.37691
2444.29672,1.25095,-0.13385,2.59777,-1.51261,4.06066,0.2849,-0.06661,0.64881,-0.441,1.01494
2445.89693,1.62353,0.26795,2.8868,-1.16686,4.35124,0.24244,-0.11677,0.61993,-0.50547,0.99253
2447.09698,0.70689,-0.80505,2.23647,-2.30166,3.78873,-0.02828,-0.44158,0.38332,-0.83139,0.7461
2448.69703,0.639,-0.76738,2.08421,-2.13767,3.41922,-0.0741,-0.43099,0.31966,-0.84217,0.69132
2451.49636,NaN,-2.36128,4.13394,-3.02405,5.16177,NaN,-0.90947,0.84091,-1.18431,1.06002
2452.69629,3.01352,0.74398,4.66458,-1.17558,5.97794,0.4993,-0.07932,0.94497,-0.56692,1.31435
2454.69566,3.78632,2.53019,5.16408,1.25944,6.35791,0.39974,0.01242,0.80707,-0.36409,1.21926
2461.39426,3.85402,2.60481,5.18373,1.54783,6.11963,0.27065,-0.07372,0.60621,-0.39779,0.90744
2463.79489,NaN,-0.28936,5.68561,-1.04562,7.29357,NaN,-0.86996,0.73964,-1.06214,1.18399
2465.99521,2.71969,1.45026,4.12756,0.1763,5.40424,-0.07341,-0.42505,0.27601,-0.69715,0.61934
2469.89482,NaN,0.53386,7.10948,-1.28459,8.98127,NaN,-0.16165,1.43562,-0.55345,1.93677
2473.79519,NaN,1.23861,7.34827,-0.3109,8.98127,NaN,-0.16006,1.43148,-0.55345,1.93677
2475.49478,2.09689,0.33409,4.71082,-0.87604,6.41025,0.06488,-0.4137,0.70303,-0.75355,1.17791
2477.39419,1.26912,-0.08027,2.61237,-1.27941,3.86775,0.2068,-0.26003,0.59569,-0.63108,0.97141
2478.89398,1.27929,0.06575,2.58181,-1.30676,3.90934,0.34547,0.01973,0.69172,-0.31917,1.02909
2480.49397,1.31841,0.05518,2.63319,-1.14376,4.14423,0.45825,0.11445,0.82173,-0.21685,1.23527
2481.59384,3.82211,1.26265,5.58396,-0.51052,6.92073,1.14184,0.48954,1.58992,0.04044,1.95018
2483.3942,4.5915,3.26301,5.98158,1.96888,7.23448,1.33049,0.9846,1.7113,0.61813,2.02379
2484.59422,1.6869,-0.08144,4.62597,-1.38542,6.67639,0.62201,0.1565,1.3553,-0.21217,1.88205
2486.29483,1.46248,0.11707,2.87498,-1.1763,4.19161,0.51422,0.1513,0.8792,-0.20302,1.2649
2489.09577,NaN,-1.41777,5.26065,-3.18813,6.99788,NaN,-0.24888,1.45263,-0.57955,1.87999
2490.39604,2.05091,0.73604,3.37743,-0.68896,4.67793,0.57839,0.22997,0.9421,-0.15892,1.31376
2491.99596,2.04303,0.71248,3.32787,-0.62844,4.46329,0.36394,-0.01973,0.74294,-0.41503,1.1036
2494.4956,2.10007,0.72747,3.33812,-0.5384,4.38305,0.2761,-0.09161,0.61053,-0.48104,0.9159
2495.99555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2501.39512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2505.69465,NaN,1.85114,7.95214,0.8215,8.93241,NaN,-0.30518,1.40314,-0.64637,1.66415
2508.29409,4.9996,3.70313,6.38981,2.42858,7.73886,1.03846,0.49648,1.48166,0.02678,1.87605
2510.19385,1.81426,-0.07454,5.16094,-1.59413,7.22564,0.42353,-0.08287,1.24659,-0.47471,1.73535
2512.49408,1.09098,-0.25433,2.39636,-1.63953,3.59451,0.58574,0.08951,1.02275,-0.34964,1.42814
2516.49339,NaN,-1.99376,4.27433,-3.11506,5.49212,NaN,-0.01302,1.62688,-0.34159,2.03463
2518.29347,0.83357,-0.54565,2.19165,-1.78661,3.49172,0.66439,0.31839,1.02663,-0.04073,1.38579
2520.09377,0.59548,-0.7467,1.96327,-2.02752,3.20481,0.56063,0.19847,0.90342,-0.16474,1.26059
2521.49377,1.10291,-0.32987,2.41109,-1.61147,3.78377,0.62766,0.25544,0.97374,-0.07285,1.33479
2523.09363,1.18267,-0.25913,2.53408,-1.60368,3.79766,0.64719,0.27863,0.98909,-0.05044,1.33265
2523.89376,1.27545,-0.06767,2.65612,-1.46003,3.91776,0.66574,0.30618,1.0174,-0.04309,1.32833
2526.09392,1.32892,0.01113,2.71911,-1.27283,3.96431,0.4932,0.13376,0.87139,-0.22616,1.21769
2528.79359,1.33191,0.01065,2.74552,-1.25996,3.94491,0.46028,0.11743,0.83157,-0.23153,1.19124
2529.89339,1.33204,-0.01679,2.64793,-1.35662,4.03404,0.50383,0.15126,0.8734,-0.20735,1.2391
2530.49328,1.38111,-0.02919,2.62819,-1.35535,3.86452,0.53866,0.17973,0.87722,-0.20376,1.22759
2533.29266,1.35109,-0.02354,2.59962,-1.27107,4.01141,0.29827,-0.09551,0.67414,-0.44951,1.06976
2535.79266,2.32698,0.84789,3.72845,-0.69676,5.05958,0.40929,0.03175,0.77939,-0.33881,1.1292
2537.79294,2.71748,1.42079,4.07898,0.24638,5.34469,0.36383,-0.00044,0.74625,-0.32731,1.07491
2539.19311,3.63983,2.15972,5.09457,0.73469,6.41853,0.51192,0.11983,0.88602,-0.23835,1.25772
2542.49365,4.02725,2.61434,5.41552,1.38965,6.65233,0.46193,0.09512,0.85152,-0.29097,1.21917
2544.49424,3.96371,2.60206,5.27285,1.37838,6.62342,0.37545,0.02709,0.74282,-0.31963,1.07792
2547.1943,3.01535,1.14366,4.60861,-0.68306,6.01116,0.08077,-0.40618,0.52548,-0.83226,0.89475
2556.59293,NaN,0.44767,6.57045,-1.02955,8.35461,NaN,-0.55197,1.00059,-0.79884,1.39559
2558.59333,1.89355,0.16003,3.69273,-1.2179,5.19627,-0.10429,-0.54121,0.35478,-0.9155,0.77212
2560.59343,1.82921,0.4181,3.25448,-0.98657,4.47682,-0.27522,-0.65117,0.1084,-0.97702,0.37925
2564.99305,NaN,-0.34308,6.03602,-1.46443,7.77063,NaN,NaN,NaN,NaN,NaN
2567.49312,NaN,0.64108,6.76563,-0.39427,7.77063,NaN,-0.33581,1.27813,-0.63044,1.42843
2570.09391,3.61822,2.27267,4.88187,1.13683,6.18084,0.4589,0.0719,0.80222,-0.20226,1.14246
2571.69417,NaN,0.39277,6.74769,-0.58291,7.65485,NaN,-0.53028,1.07967,-0.8915,1.43906
2574.99286,NaN,0.39277,6.74769,-0.58291,7.65485,NaN,-0.53028,1.07967,-0.8915,1.43906
2576.19279,3.41159,2.10034,4.81623,0.71291,6.10463,0.20498,-0.14006,0.57617,-0.53489,0.9065
2577.29272,2.31997,0.83963,3.97476,-0.47838,5.37773,-0.09286,-0.50444,0.3398,-0.84736,0.71203
2579.09291,1.8179,0.4708,3.15421,-0.73475,4.59034,-0.1882,-0.53911,0.17315,-0.84316,0.53849
2580.39313,3.16721,1.41243,4.76394,-0.1504,6.05009,0.17468,-0.25227,0.59664,-0.69798,0.95159
2582.09365,3.27156,1.80937,4.64672,0.44281,5.96113,0.12307,-0.27089,0.52191,-0.68476,0.86493
2584.99457,NaN,-0.33673,6.35374,-2.17324,7.50968,NaN,-0.9302,0.85968,-1.19214,1.3281
2586.19434,3.9141,2.41958,5.45879,0.80301,6.83356,0.25108,-0.14443,0.66679,-0.54461,1.01345
2587.79395,4.25199,2.99094,5.61256,1.64457,6.97858,0.42472,0.0576,0.77714,-0.28208,1.1057
2588.99377,3.30692,1.97713,4.68518,0.56481,6.1072,0.19978,-0.15495,0.56145,-0.51704,0.92058
2590.89411,3.1058,1.80652,4.35644,0.33218,5.67882,0.13815,-0.18831,0.48287,-0.5609,0.81329
2591.59394,3.70614,2.35872,5.07118,1.05796,6.51624,0.27996,-0.07555,0.64652,-0.44749,1.02726
2593.09387,3.97267,2.67172,5.38008,1.46373,6.67475,0.54615,0.16026,0.93189,-0.18379,1.28532
2594.19392,3.20776,1.92416,4.65549,0.51301,6.14361,0.44893,0.09569,0.82717,-0.24249,1.19305
2595.69403,2.88047,1.5635,4.22972,0.22011,5.55494,0.37387,0.00771,0.7217,-0.31353,1.06729
2598.09418,2.97385,1.54163,4.35253,-0.00167,5.75724,0.41654,-0.00876,0.75855,-0.31687,1.09289
2599.49471,NaN,-0.67946,5.36137,-2.03413,6.44738,NaN,-0.30449,1.40212,-0.87272,1.54745
2601.79483,2.23171,1.00739,3.45006,-0.20765,4.67691,0.47493,0.14162,0.8189,-0.19775,1.18312
2602.89468,2.17807,1.1028,3.38782,-0.14859,4.72395,0.40674,0.06874,0.72738,-0.22488,1.09087
2605.79478,NaN,-1.33132,5.01829,-2.74924,5.83105,NaN,-0.58289,1.08819,-0.88726,1.34118
2609.09518,NaN,-1.30068,5.41966,-1.82119,5.83105,NaN,-0.5522,1.10956,-0.63942,1.34118
2609.1952,3.43885,1.6606,5.0842,0.05517,6.45757,0.63421,0.15904,1.0545,-0.31466,1.39861
2612.09583,NaN,0.15404,7.22144,-0.67359,8.93475,NaN,-0.09117,1.5836,-0.62799,2.01148
2612.39589,2.3419,0.74558,4.23066,-0.69139,5.9835,0.16854,-0.27691,0.71946,-0.66486,1.22863
