age_ka,temp,temp_min1,temp_plus1,temp_min2,temp_plus2,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2
2615.69623,1.89616,0.54851,3.22593,-0.84088,4.66224,0.01539,-0.37459,0.39265,-0.71868,0.77062
2616.49612,1.96262,0.4743,3.35691,-0.83883,4.70597,-0.04081,-0.43713,0.30519,-0.73141,0.71845
2622.1962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2626.09693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2630.39751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2634.29714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2638.29726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2641.39694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2644.89696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2652.29684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2656.29612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2660.49605,NaN,-1.34905,4.89685,-3.26354,6.13652,NaN,-1.16979,0.44784,-1.61101,0.80407
2665.89604,1.8078,0.45627,3.12956,-0.82757,4.33477,-0.37496,-0.73511,-0.01107,-1.09361,0.31768
2672.69582,1.87901,0.59723,3.15198,-0.99338,4.3336,-0.35118,-0.71351,-0.00707,-1.10001,0.34512
2676.99518,NaN,-1.57051,4.80225,-3.41726,5.56064,NaN,-1.00863,0.65729,-1.37448,0.7636
2679.99522,1.90187,0.58946,3.23251,-0.72869,4.58554,0.17141,-0.28576,0.56786,-0.73111,0.92354
2683.79542,NaN,-1.09159,5.11011,-3.36866,6.28172,NaN,-0.52161,1.09426,-1.00518,1.28563
2685.19531,2.17601,0.84429,3.52262,-0.54854,4.83962,0.34596,-0.00519,0.77248,-0.37721,1.16108
2687.79511,NaN,-0.35413,5.90975,-1.04606,6.85296,NaN,-0.17982,1.55312,-0.45445,1.71456
2689.29523,2.94382,1.56873,4.2549,0.2807,5.48138,0.36271,-0.05671,0.8141,-0.4284,1.23777
2692.99561,2.23471,0.81603,3.55721,-0.46937,4.94463,0.10943,-0.26051,0.46665,-0.60768,0.81364
2695.99511,2.05789,0.6664,3.31631,-0.71893,4.69489,0.11073,-0.26058,0.45802,-0.62571,0.80979
2696.79503,1.67148,0.31044,3.0633,-1.0657,4.33593,0.07293,-0.28374,0.44996,-0.6242,0.76552
2698.29481,1.02921,-0.3989,2.33184,-1.7966,3.78624,-0.15067,-0.54531,0.23828,-0.91924,0.61833
2700.99447,NaN,-2.47245,4.11746,-3.15262,5.13865,NaN,-1.08936,0.65474,-1.33448,0.99871
2701.69426,0.45018,-0.90027,1.8235,-2.21778,3.00422,-0.13707,-0.53045,0.27092,-0.9447,0.67647
2703.99406,0.39421,-0.95087,1.73885,-2.22517,2.95785,-0.03752,-0.43718,0.37427,-0.8849,0.75875
2704.69411,0.43754,-1.0027,1.79833,-2.32683,2.95772,0.09203,-0.26856,0.48006,-0.61544,0.7753
2707.99403,NaN,-1.6995,4.50855,-4.558,5.6283,NaN,-0.4008,1.26184,-1.02894,1.66943
2713.19436,1.47113,0.1535,2.80789,-1.07803,4.18293,0.48339,0.1299,0.81754,-0.2177,1.1698
2714.1946,1.22187,-0.11854,2.53719,-1.44647,3.80394,0.44814,0.09298,0.80968,-0.26175,1.13017
2715.79492,1.17952,-0.19338,2.52129,-1.46223,3.87491,0.39536,0.05891,0.78967,-0.29936,1.09794
2718.59503,NaN,-1.58777,4.96832,-3.08637,7.40497,NaN,-0.25789,1.49594,-0.64673,2.13493
2720.79515,2.02377,0.55315,3.42233,-0.86125,4.70712,0.68077,0.29995,1.03969,-0.06178,1.3685
2721.39521,3.35223,1.88084,4.82727,0.4291,6.20369,0.58922,0.21699,0.9374,-0.16707,1.30461
2724.69468,NaN,0.53771,6.94751,-0.15479,8.27614,NaN,-0.3631,1.36676,-0.61277,1.81563
2724.79468,4.56621,3.08451,6.1149,1.54401,7.62108,0.70052,0.33004,1.09969,-0.02998,1.4532
2727.9949,5.4635,4.12725,6.92022,2.87605,8.27461,0.86082,0.5008,1.23356,0.18392,1.58232
2731.89573,NaN,2.5341,8.77881,1.05531,10.54511,NaN,0.12906,1.75949,-0.51696,2.14358
2733.49618,5.77021,4.53061,7.12395,3.19781,8.50535,0.91168,0.57899,1.27467,0.24434,1.62629
2736.49609,5.23253,3.64421,6.76658,2.16381,8.22876,0.74788,0.33745,1.14862,-0.0531,1.52823
2738.99602,5.05538,3.39534,6.64528,1.91705,8.07602,0.69626,0.26401,1.1094,-0.09024,1.51961
2739.09604,4.40244,2.98998,5.88606,1.76261,7.23291,0.45062,0.08309,0.84507,-0.27427,1.22592
2743.49532,4.29696,2.92972,5.67229,1.72115,6.8928,0.39116,0.04345,0.75796,-0.32209,1.06083
2744.79528,4.61173,3.20878,6.09025,1.95604,7.3902,0.43712,0.06225,0.81319,-0.25821,1.16565
2749.59606,4.85136,3.4568,6.23178,2.07829,7.50505,0.49551,0.11306,0.84306,-0.19368,1.20792
2751.39601,5.12111,3.71003,6.47837,2.50034,7.88697,0.57166,0.20312,0.9286,-0.12005,1.29541
2754.99704,4.27046,2.91682,5.69739,1.53791,7.11005,0.36822,-0.01094,0.74749,-0.36798,1.12342
2767.29917,NaN,0.90839,7.42704,0.15774,8.79983,NaN,-0.54434,1.17748,-0.93701,1.62103
2771.19938,4.0731,2.7895,5.44573,1.40079,6.63891,0.34583,-0.02349,0.7058,-0.36471,1.04293
2772.39943,3.56167,2.1639,4.87384,0.7816,6.17878,0.46045,-0.00122,0.96686,-0.35587,1.36627
2774.59952,3.41025,2.00834,4.61979,0.67543,5.881,0.68149,0.15568,1.12613,-0.26953,1.49081
2775.59938,4.22723,2.74779,5.71096,1.17267,7.01948,1.09833,0.70364,1.49957,0.30124,1.80731
2777.19946,3.62803,2.24359,5.1452,0.90683,6.50786,0.38018,-0.09775,1.21929,-0.48013,1.71575
2779.99894,NaN,0.3067,6.3963,-0.63267,7.41408,NaN,-0.60579,0.8958,-0.75923,1.25148
2781.19919,2.47461,1.07985,3.80794,-0.30411,5.15977,0.01181,-0.36735,0.34964,-0.73203,0.72818
2782.99926,2.2425,0.9341,3.545,-0.37476,4.91723,-0.1554,-0.513,0.19618,-0.85988,0.55236
2785.59912,2.28224,0.94091,3.59088,-0.35307,5.05884,-0.17011,-0.53358,0.17399,-0.8766,0.54615
2786.19924,2.20026,0.85913,3.55911,-0.37933,4.86872,-0.32341,-0.69126,0.04606,-1.045,0.3698
2788.69901,2.13997,0.72261,3.50741,-0.45991,4.80068,-0.37744,-0.73693,-0.01648,-1.11369,0.31836
2789.09892,2.28097,0.94953,3.73568,-0.29932,5.13923,-0.10753,-0.48351,0.28945,-0.88734,0.67625
2791.99876,2.4564,1.12534,3.87652,-0.18051,5.24722,-0.00078,-0.37263,0.37243,-0.73334,0.71797
2792.19875,3.27293,1.84313,4.68266,0.40112,6.02709,0.07041,-0.32235,0.42884,-0.66761,0.7447
2795.49796,NaN,0.83747,7.24152,-0.36827,8.67352,NaN,-0.32128,1.36475,-0.59644,1.61693
2798.59767,4.2869,2.9133,5.57516,1.51893,6.74042,0.51516,0.16908,0.8739,-0.16579,1.20059
2801.79781,NaN,0.65095,7.00244,-0.75787,7.94618,NaN,-0.21412,1.49874,-0.61982,1.75261
2803.99844,3.90396,2.57707,5.33219,1.17919,6.61116,0.69049,0.31075,1.06172,-0.03129,1.38052
2804.2986,3.8251,2.49482,5.12343,1.18478,6.3775,0.7263,0.37218,1.07094,0.0248,1.40905
2806.49902,3.7512,2.46116,5.06635,1.18595,6.36844,0.71992,0.37579,1.07821,0.02566,1.43139
2806.899,3.71107,2.32763,5.12182,1.10645,6.49679,0.73681,0.38347,1.12743,0.0325,1.45681
2811.99895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2814.19893,NaN,3.22893,9.38819,1.42657,10.7683,NaN,0.25056,1.94778,-0.00266,2.3999
2817.89874,6.20546,4.83007,7.68966,3.58499,8.94462,1.09645,0.68939,1.47317,0.3399,1.81611
2818.69849,3.8725,2.42875,5.68942,1.07889,7.91908,0.38372,-0.02453,0.87561,-0.36216,1.43704
2820.99868,3.46085,2.17791,4.75267,0.97964,6.10791,0.25,-0.09824,0.59547,-0.4005,0.97495
2821.49863,3.47394,2.27461,4.7696,0.97519,6.20502,0.21498,-0.11499,0.57427,-0.40333,0.90782
2829.79884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2834.3002,NaN,-1.01335,5.42347,-2.0708,6.40189,NaN,-1.03355,0.7423,-1.50507,1.17094
2846.40198,2.13023,0.803,3.45922,-0.59475,4.76904,-0.08958,-0.49683,0.28222,-0.87111,0.64974
2847.40227,2.13813,0.82393,3.45167,-0.61533,4.97025,0.00356,-0.32457,0.35664,-0.73473,0.69018
2854.70283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2856.90265,NaN,-0.52723,5.76463,-2.97508,6.4912,NaN,-0.94759,0.64463,-1.44237,1.03032
2859.90252,2.55012,1.24002,3.91891,-0.11739,5.21987,-0.04151,-0.41955,0.33866,-0.74071,0.63777
2862.00212,2.67273,1.24137,4.03582,-0.12599,5.27559,0.01653,-0.37629,0.37749,-0.71378,0.71468
2864.10178,2.6762,1.2995,4.09489,-0.11416,5.26081,-0.14761,-0.52863,0.24575,-0.90891,0.57759
2865.3019,2.33295,0.96439,3.72909,-0.40127,5.00987,-0.26635,-0.63673,0.09501,-0.98472,0.43983
2867.90194,2.28598,0.86983,3.6029,-0.35571,4.96877,-0.25346,-0.61899,0.10383,-0.95675,0.44685
2868.80223,4.84808,2.75332,6.38882,0.44131,7.71503,0.38199,-0.11048,0.8059,-0.68764,1.17634
2871.10289,5.23665,4.03691,6.62216,2.62691,7.88537,0.47331,0.12892,0.8397,-0.21735,1.19628
2872.10277,4.29702,2.92341,5.79291,1.72414,7.12678,0.26067,-0.12182,0.66097,-0.44276,1.00921
2874.40307,3.9498,2.65175,5.26758,1.36012,6.47872,0.30341,-0.05476,0.6845,-0.41746,1.03268
2875.60299,3.04181,1.45662,4.5439,0.02314,5.959,0.17778,-0.21744,0.57661,-0.60443,0.96601
2877.6032,2.5014,1.12547,3.90312,-0.06771,5.19501,-0.03315,-0.39863,0.32858,-0.72624,0.67479
2881.50375,2.49527,1.13522,3.83087,-0.2924,5.13602,-0.07595,-0.46193,0.26669,-0.85183,0.63763
2882.50394,NaN,-0.23231,5.9969,-1.33307,7.27929,NaN,-1.10136,0.67537,-1.54014,1.19986
2894.20318,NaN,-0.39793,5.78998,-1.33307,6.6325,NaN,-1.10217,0.52843,-1.54014,0.67229
2895.20319,2.74926,1.43747,4.03233,0.101,5.43611,-0.15593,-0.52959,0.20799,-0.88621,0.57795
2896.20314,2.94056,1.66902,4.30261,0.34978,5.50856,-0.16542,-0.56661,0.20117,-0.97182,0.57807
2898.50332,3.00335,1.69789,4.35114,0.42029,5.50528,-0.27098,-0.66596,0.12755,-1.02402,0.51115
2899.00352,5.36464,3.30357,6.9145,1.12028,8.33943,0.26068,-0.3126,0.70733,-0.876,1.07032
2901.90466,5.79613,4.46716,7.20141,3.17946,8.56941,0.43525,0.0846,0.84104,-0.27763,1.14692
2903.30494,5.71283,4.45504,7.18099,3.29761,8.36783,0.49534,0.16192,0.882,-0.16462,1.19728
2904.80472,NaN,0.42933,7.17469,-1.5303,9.12859,NaN,-0.81138,1.01955,-1.31975,1.29689
2905.90492,4.14272,2.80787,5.5311,1.41045,6.92709,0.22252,-0.13263,0.59178,-0.5083,0.94735
2908.80433,4.32653,2.97412,5.66391,1.59523,7.03939,0.27052,-0.09269,0.62747,-0.47391,0.97158
2909.40427,4.63157,3.27225,5.96744,1.75643,7.16157,0.49691,0.12301,0.87086,-0.26116,1.20563
2912.40382,3.23012,1.79527,4.76025,0.48268,6.25669,0.21469,-0.15413,0.62723,-0.52625,1.01927
2919.10192,2.9164,1.63223,4.28223,0.44971,5.56271,0.14318,-0.19715,0.50406,-0.55401,0.84161
2920.70145,2.96453,1.6448,4.29877,0.43447,5.61307,0.1474,-0.20164,0.49854,-0.52004,0.86159
2923.50016,2.9555,1.65786,4.30133,0.43297,5.44131,0.16149,-0.19727,0.51624,-0.51353,0.85565
2924.89956,2.83665,1.54884,4.22677,0.11739,5.45206,0.1502,-0.21044,0.49119,-0.57007,0.86737
2927.29933,2.86707,1.5542,4.12957,-0.07346,5.29565,-0.25732,-0.67992,0.22679,-1.06835,0.63622
2928.99932,3.36077,2.00602,4.7539,0.64014,6.06685,-0.04007,-0.53214,0.54566,-0.90801,1.02334
2931.8995,3.46324,2.14513,4.83008,0.70902,6.16607,0.26413,-0.28261,0.69686,-0.75474,1.08582
2932.99919,3.21621,1.85164,4.62631,0.58562,5.88681,0.3735,0.0101,0.74558,-0.32489,1.09197
2935.3989,3.53326,2.22887,4.88417,0.90131,6.26671,0.34847,-0.01779,0.69406,-0.33765,1.02353
2938.49778,NaN,0.00766,7.0812,-1.69121,9.76697,NaN,-1.01717,0.89285,-1.26212,1.5427
2940.49816,3.38486,1.90158,4.8647,0.22186,6.30301,-0.1441,-0.51678,0.2655,-0.9037,0.64965
2941.09804,2.89204,1.52034,4.27552,0.13927,5.37138,-0.21862,-0.58098,0.13914,-0.9391,0.44151
2941.69805,4.83599,2.79366,6.47679,1.01911,7.87005,0.26591,-0.2358,0.69778,-0.7298,1.10532
2943.89836,5.45744,4.18434,6.79729,2.76066,8.08498,0.32386,-0.04649,0.69075,-0.40378,1.05728
2945.49871,5.05151,3.744,6.37523,2.46385,7.81833,0.15712,-0.19497,0.50846,-0.53321,0.88835
2946.89813,4.83095,3.51891,6.14294,2.22921,7.5273,0.07339,-0.27844,0.41974,-0.62962,0.76657
2947.99801,6.02691,4.411,7.53763,2.66155,8.84451,0.34028,-0.07377,0.7422,-0.47246,1.11139
2949.79768,6.4677,5.15125,7.80477,3.87623,8.98251,0.47395,0.13126,0.84115,-0.20873,1.16074
2950.99759,6.57051,5.216,7.80196,3.87998,9.00471,0.48588,0.14282,0.85023,-0.19027,1.19193
2952.49719,6.31001,4.9872,7.69285,3.56511,8.98408,0.46665,0.11405,0.82807,-0.26631,1.18095
2953.79732,5.72057,4.31424,7.27855,2.95735,8.52103,0.3207,-0.03271,0.71086,-0.40714,1.05452
2954.4975,5.25229,3.90696,6.58797,2.67224,7.92567,0.3259,-0.03422,0.68546,-0.37559,1.04016
2956.49765,5.22318,3.83537,6.51994,2.67425,7.84907,0.34647,-0.02021,0.68902,-0.36531,1.06562
2956.9979,5.13779,3.81054,6.49464,2.43063,7.76678,0.27882,-0.07603,0.65159,-0.40448,0.96777
2959.89812,6.19553,4.70174,7.58826,3.10313,8.86316,0.56368,0.15274,0.93494,-0.29177,1.3043
2962.69802,6.4032,4.94444,7.7599,3.46779,9.03569,0.64718,0.24464,0.99419,-0.14747,1.36197
2963.69831,6.45809,4.99722,7.70364,3.5279,8.92315,0.67032,0.33443,1.03419,-0.13978,1.37178
2967.29767,NaN,1.62752,8.21612,0.11724,9.49337,NaN,-0.27153,1.46874,-0.69754,1.74874
2970.19866,4.66206,3.26913,6.02957,1.82143,7.37379,0.58791,0.21746,0.95631,-0.1166,1.28859
2973.09924,4.52605,3.12102,5.90979,1.69236,7.27926,0.56143,0.19736,0.9381,-0.17081,1.28285
2973.7993,4.31632,3.00293,5.66764,1.55773,6.78052,0.4696,0.09844,0.82826,-0.2635,1.13012
2974.89932,4.72823,3.34775,6.14093,2.04863,7.44747,0.53098,0.17263,0.90609,-0.20115,1.25505
2977.29929,4.97293,3.61498,6.28497,2.41844,7.63137,0.55329,0.21044,0.90671,-0.119,1.25909
2978.69878,3.78837,2.23855,5.39431,0.75084,6.95836,0.23307,-0.16828,0.6613,-0.58498,1.06825
2981.59868,NaN,-0.2267,6.41653,-2.04976,7.77446,NaN,-0.75988,0.93637,-1.24993,1.2301
2981.99879,4.00265,2.40983,5.76916,0.83576,7.35468,0.14392,-0.28291,0.59355,-0.67255,0.96571
2984.79912,4.60347,2.88029,6.26851,1.28597,7.68657,0.25845,-0.18809,0.69519,-0.61788,1.05703
2985.69926,5.00327,3.6309,6.37308,2.37277,7.70839,0.28969,-0.05487,0.6535,-0.41955,0.9882
2988.19963,4.8385,3.5211,6.15993,2.25415,7.51597,0.23291,-0.1029,0.598,-0.46853,0.94427
2988.89958,4.78216,3.35809,6.10785,2.16827,7.29826,0.41914,0.03805,0.78337,-0.31088,1.14766
2991.59817,4.81901,3.41599,6.17309,2.21031,7.28185,0.48723,0.10671,0.83821,-0.18709,1.1939
2991.89795,4.37218,2.80073,5.78846,1.36351,7.28031,0.32222,-0.08833,0.71357,-0.47457,1.09064
2995.59762,3.99057,2.4492,5.37502,1.07283,7.10299,0.20614,-0.1965,0.59123,-0.58034,1.01507
2997.09689,3.52648,2.18497,4.94281,0.75999,6.15643,0.13037,-0.22805,0.50117,-0.61261,0.86835
2998.49633,4.02208,2.57644,5.42401,1.21417,6.72666,0.23537,-0.15831,0.61202,-0.51158,0.95148
3000.79625,4.16358,2.78748,5.54651,1.47652,6.89556,0.21403,-0.16612,0.60047,-0.52367,0.94058
3001.89619,4.71997,3.32806,6.23075,1.91071,7.54318,0.30797,-0.04866,0.71412,-0.45581,1.04252
3004.39609,4.64227,3.16947,6.10667,1.77138,7.36578,0.42123,0.04846,0.79985,-0.33646,1.16421
3007.99606,4.30667,2.8614,5.79717,1.61808,7.25768,0.38027,0.00185,0.7641,-0.34042,1.14388
3008.99598,3.89336,2.58853,5.28114,1.36218,6.54796,0.25869,-0.10379,0.62568,-0.41425,0.96202
3010.49597,3.32996,1.99988,4.73334,0.67138,6.01926,0.13919,-0.21606,0.5127,-0.54731,0.84052
3013.99583,3.12713,1.83239,4.49295,0.43301,5.77131,0.16966,-0.20832,0.54125,-0.5495,0.88175
3015.79574,3.1244,1.59645,4.52985,0.23104,5.83876,0.22854,-0.19395,0.60071,-0.54573,0.94841
3019.09604,NaN,-0.55107,5.79488,-2.42585,7.70022,NaN,-0.8504,0.80057,-1.26478,1.17742
3022.49534,2.64471,1.31826,3.96133,-0.03058,5.35889,-0.00874,-0.35894,0.32788,-0.7122,0.70112
3023.89578,3.18749,1.87349,4.58489,0.32317,5.92953,0.16175,-0.20272,0.52532,-0.60209,0.858
3026.49655,3.51572,2.17333,4.84447,0.78934,6.11473,0.15291,-0.20877,0.50003,-0.53723,0.8417
3028.19684,4.0547,2.6406,5.51557,1.31589,6.98117,0.25051,-0.13789,0.63792,-0.47322,1.00344
3030.39708,4.4107,3.0565,5.67972,1.80455,7.19964,0.09582,-0.29185,0.49015,-0.63658,0.86363
3032.19668,6.0449,4.17067,7.6986,2.46915,9.12594,0.41035,-0.09207,0.82563,-0.51579,1.22668
3033.59636,6.71039,5.45041,8.06353,4.03608,9.30975,0.7292,0.36516,1.10295,0.00923,1.44225
3035.69662,4.53387,2.73309,6.85991,1.20299,8.61458,0.27428,-0.19546,0.84329,-0.60811,1.29168
3037.9957,3.72768,2.41871,5.16217,1.00833,6.34517,0.00063,-0.36515,0.37359,-0.72495,0.72073
3039.49665,4.34873,2.93085,5.74097,1.67265,7.08681,0.10872,-0.25561,0.47998,-0.60861,0.87773
3042.59662,4.15148,2.59917,5.70666,1.0402,7.15947,0.3981,-0.01539,0.82213,-0.41826,1.23914
3045.09691,3.62448,2.07393,5.31211,0.63489,6.85723,0.37893,-0.03711,0.78329,-0.42859,1.2194
3046.19691,3.33163,2.00618,4.64626,0.62834,5.89692,0.25567,-0.09766,0.59426,-0.43669,0.95536
3049.79655,NaN,0.54283,6.61467,-2.11207,7.6755,NaN,-0.63584,0.9955,-1.30578,1.14691
3053.29716,3.68183,2.46207,5.06273,1.16166,6.30234,0.19444,-0.14712,0.55043,-0.48169,0.88235
3053.79705,3.80889,2.44039,5.14079,1.13583,6.42203,0.22364,-0.13359,0.57449,-0.48999,0.93682
3055.29688,5.03476,3.47739,6.6759,1.76919,7.96178,0.53138,0.12056,0.95868,-0.3164,1.32984
3056.39723,4.9261,3.16969,6.54025,1.63042,7.99394,0.23945,-0.26475,0.72579,-0.70638,1.15415
3059.5981,4.36532,2.73789,5.95109,1.23724,7.69863,0.03988,-0.37276,0.44816,-0.79922,0.87777
3060.19805,3.63361,2.30859,4.99226,1.04104,6.19174,0.00547,-0.36165,0.3731,-0.72268,0.71393
3062.59719,3.60215,2.24996,4.926,0.90482,6.17864,0.04211,-0.34117,0.40134,-0.64815,0.73984
3063.09704,3.97525,2.47718,5.4455,1.19588,6.88948,-0.17808,-0.58335,0.21377,-0.9358,0.5665
3065.69658,4.24643,2.73369,5.6908,1.47443,7.09519,-0.19427,-0.58312,0.19141,-0.9221,0.55297
3066.4966,4.57207,3.26918,5.95454,2.01697,7.26864,-0.15494,-0.51862,0.21459,-0.8504,0.55334
3068.49639,4.909,3.4927,6.21263,2.21713,7.52215,-0.09186,-0.46796,0.26772,-0.80596,0.62181
3070.19675,5.02252,3.69666,6.3216,2.40543,7.56723,0.15403,-0.23325,0.54458,-0.57775,0.87159
3072.09675,4.25891,2.82729,5.76518,1.61488,7.17897,0.07584,-0.3071,0.47198,-0.63721,0.84763
3074.09606,4.43445,2.99005,5.9658,1.7145,7.33632,0.14072,-0.23361,0.54258,-0.57702,0.91732
3078.39583,4.81071,3.30398,6.20603,2.04109,7.5366,0.24334,-0.15633,0.6233,-0.51004,1.00488
3079.19532,5.13258,3.80985,6.5018,2.42333,7.7741,0.22115,-0.15869,0.5987,-0.51179,0.94803
3081.19622,5.34561,4.00457,6.78536,2.63688,8.21485,0.27802,-0.08281,0.65485,-0.49835,1.07275
3085.8971,5.42463,4.08983,6.7985,2.67862,8.27055,0.34014,-0.01668,0.7016,-0.43932,1.11878
3087.3966,5.213,3.89591,6.53112,2.51598,7.87527,0.33346,-0.01478,0.68148,-0.38026,1.03098
3089.49639,4.98026,3.61329,6.27344,2.29637,7.56442,0.28266,-0.07582,0.63614,-0.41024,0.99678
3092.89704,4.83781,3.38841,6.13403,2.00568,7.38507,0.25077,-0.11973,0.60774,-0.48837,0.93975
3094.3964,4.53562,3.1065,5.87694,1.76061,7.04143,0.14577,-0.23022,0.50487,-0.56306,0.84501
3096.79737,4.41429,3.20225,5.85511,1.79415,7.10248,0.10043,-0.23883,0.47774,-0.55739,0.79363
3099.49667,NaN,0.55444,7.18966,-0.31604,8.49836,NaN,-0.91467,0.69919,-1.14301,1.04258
3103.49566,NaN,0.64216,7.06447,-0.22656,8.49836,NaN,-0.87276,0.70928,-1.14301,1.04258
3103.89574,5.10012,3.47691,6.81558,2.0094,8.24581,0.37364,-0.18284,0.84512,-0.67986,1.26776
3106.99693,NaN,2.03042,8.90471,0.63283,9.53895,NaN,-0.22606,1.42358,-0.24576,1.56704
3107.097,5.56856,3.9886,7.12133,2.84654,8.58862,0.58727,0.19853,0.95208,-0.10793,1.31822
3110.29784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3132.50049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3139.50128,NaN,0.70686,8.40495,-0.48533,9.91886,NaN,-0.88527,1.04868,-1.2963,1.35405
3145.49928,3.73051,2.38502,5.10086,0.97373,6.41476,-0.07329,-0.44588,0.33616,-0.82902,0.72517
3145.89921,5.06399,3.24988,6.72856,1.65732,8.19506,0.14173,-0.27838,0.59737,-0.70969,0.96009
3146.69922,6.00944,4.59873,7.28206,3.28702,8.60242,0.34122,-0.00842,0.70257,-0.30679,1.04953
3149.59782,NaN,3.14741,9.2895,2.25752,10.10717,NaN,-0.48889,1.10668,-0.73328,1.3383
3152.39765,6.25897,4.91432,7.58568,3.69828,8.88021,0.31433,-0.03563,0.67656,-0.3454,1.01034
3154.09805,6.28784,4.99551,7.58959,3.53267,8.87317,0.37206,0.02751,0.71688,-0.3348,1.05574
3157.9979,6.26876,5.04306,7.61015,3.44676,9.1457,0.38937,0.04966,0.7433,-0.32644,1.08305
3160.59804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
