depth,age_ka,d18O
10.24,429.62,4.39
10.29,431.24,4.54
10.34,432.97,4.88
10.44,436.43,5.21
10.49,438.16,5.03
10.59,441.62,5.25
10.64,443.35,4.14
10.69,445.08,4.29
10.74,446.81,4.33
10.79,448.54,4.11
10.84,450.27,4.73
10.99,455.34,3.91
11.04,456.88,4.4
11.09,458.42,3.37
11.14,459.96,4.18
11.44,469.08,4.06
11.49,470.46,4.15
11.54,471.85,3.97
11.59,473.23,4.3
11.64,474.61,3.93
11.69,476,3.76
11.74,477.38,3.73
11.79,478.77,3.55
11.84,480.15,3.57
11.89,481.53,3.78
11.99,484.3,3.54
12.04,485.69,3.35
12.14,488.45,2.98
12.19,489.84,3.35
12.24,491.22,3.41
12.29,492.61,3.59
12.34,493.99,3.45
12.39,495.37,3.53
12.44,496.76,3.55
12.49,498.14,3.52
12.54,499.53,3.54
12.69,503.68,3.53
12.74,505.06,3.53
12.79,506.44,3.72
12.84,507.83,3.95
12.89,509.21,3.9
13.04,513.36,4.1
13.09,514.75,3.86
13.14,516.13,3.81
13.19,517.52,3.86
13.24,518.9,3.74
13.29,520.28,3.78
13.34,521.67,3.71
13.39,523.05,3.64
13.49,525.82,3.63
13.99,539.66,3.7
14.04,541.04,4.24
14.09,542.42,4.16
14.14,543.81,4.11
14.19,545.19,4.7
14.24,546.58,4.7
14.29,547.96,4.3
14.34,549.34,4.5
14.39,550.73,4.26
14.49,553.5,4.1
14.54,554.88,4.1
14.59,556.26,4.18
14.64,557.7,4.27
14.69,559.23,4.34
14.74,560.93,4.07
14.79,562.66,4.36
14.84,564.49,3.89
14.89,566.34,4
14.94,568.18,3.42
15.09,574.13,3.56
15.14,576.44,3.03
15.24,580.85,4.07
15.29,582.69,3.32
15.34,584.54,4.12
15.39,586.39,3.34
15.44,588.23,4.39
15.49,590.3,4.15
15.54,592.89,3.6
15.64,598.66,3.62
15.69,601.54,3.37
15.74,604.43,3.14
15.79,607.31,3.45
15.85,610.77,3.32
15.9,613.65,2.99
15.95,616.53,3.3
16,619.41,3.29
16.05,622.3,4.01
16.1,625.18,4.95
16.15,627.45,5.03
16.24,630.77,4.75
16.28,632.24,4.72
16.43,637.78,4.8
16.53,641.47,4.75
16.58,643.32,4.49
16.63,645.16,4.6
16.68,647.01,4.28
16.73,648.85,4.23
16.78,650.7,4.27
16.83,652.54,4.16
16.88,654.39,4.25
16.93,656.23,4.17
17.03,659.92,4.35
17.08,661.77,4.75
17.13,663.6,4.49
17.18,665.33,4.53
17.23,667.06,4.75
17.28,668.79,4.66
17.33,670.52,4.34
17.38,672.25,4.39
17.43,673.98,4.46
17.48,675.71,4.32
17.53,677.44,4.19
17.58,679.17,3.5
17.63,680.9,4.15
17.68,682.63,3.59
17.73,684.36,3.36
17.78,686.09,3.41
17.83,687.77,3.35
17.88,689.3,3.43
17.93,690.84,3.42
17.98,692.38,3.51
18.03,693.92,3.45
18.08,695.46,3.46
18.13,696.99,3.53
18.18,698.53,3.56
18.23,700.07,3.6
18.28,701.61,3.73
18.33,703.14,3.71
18.38,704.68,3.6
18.43,706.22,3.51
18.48,707.76,3.69
18.53,709.47,3.61
18.58,711.2,3.33
18.63,713.03,3.58
18.68,714.88,3.78
18.73,716.92,3.95
18.78,719.23,3.77
18.88,724.96,3.86
18.93,728.03,3.71
18.98,731.11,3.6
19.03,734.18,3.65
19.08,737.64,3.78
19.13,741.1,3.55
19.18,744.56,4.21
19.23,748.02,4.19
19.28,751.46,4.07
19.33,754.54,3.52
19.38,757.5,3.68
19.43,760.39,3.83
19.48,762.94,3.42
19.53,764.97,3.44
19.58,766.81,3.55
19.63,768.64,3.37
19.66,769.68,3.36
19.68,770.37,3.27
19.73,772.08,3.27
19.78,773.62,3.23
19.83,775.15,3.14
19.88,776.69,3.18
19.93,778.23,3.18
19.98,779.77,3.1
20.03,781.31,3.12
20.08,782.84,3.12
20.13,784.52,3.09
20.18,786.25,3.12
20.23,788.06,3.1
20.33,791.87,3.7
20.43,797.5,4.38
20.53,803.26,4.53
20.58,806.15,4.05
20.63,809.03,3.89
20.68,811.29,3.95
20.73,813.14,3.5
20.78,814.98,3.08
20.83,816.73,3.41
20.93,820.02,3.12
20.98,821.5,3.26
21.03,822.88,4.2
21.08,824.27,3.47
21.13,825.65,3.47
21.18,827.03,3.67
21.23,828.42,3.42
21.28,829.8,3.59
21.33,831.19,3.93
21.38,832.57,3.42
21.48,835.34,3.49
21.53,836.72,3.53
21.58,838.11,3.51
21.63,839.49,3.69
21.68,840.87,3.6
21.73,842.26,3.26
21.78,843.64,3.14
21.83,845.02,3.14
21.88,846.41,3.16
21.93,847.79,3.07
21.98,849.18,3.18
22.03,850.56,3.03
22.08,851.94,3.36
22.13,853.33,3.13
22.18,854.71,3.13
22.23,856.19,3.19
22.28,857.76,3.13
22.33,859.49,3.32
22.38,861.24,3.24
22.43,863.08,3.1
22.48,864.93,3.17
22.58,870.09,4.43
22.63,872.97,3.73
22.68,875.85,4.33
22.73,878.73,4.08
22.78,881.62,3.4
22.83,884.35,3.81
22.88,886.66,3.73
22.93,888.97,3.86
22.98,891.27,3.85
23.03,893.58,4.21
23.08,895.89,3.48
23.18,900.5,3.93
23.23,902.81,3.83
23.28,905.11,3.71
23.33,907.42,3.65
23.38,909.73,3.42
23.43,912.03,3.56
23.48,914.34,3.59
23.53,916.65,2.99
23.58,919.19,4.2
23.68,924.95,3.44
23.73,927.83,3.63
23.78,930.46,3.78
23.83,932.77,3.66
23.88,935.08,3.37
23.93,937.16,3.39
23.98,939.01,3.39
24.03,940.85,3.22
24.08,942.7,3.23
24.13,944.54,3.02
24.18,946.39,2.93
24.23,948.23,3.01
24.28,950.08,2.83
24.33,951.92,2.9
24.38,953.77,2.91
24.43,955.62,2.91
24.48,957.46,2.97
24.53,959.35,3.82
24.58,961.66,4.2
24.63,964.31,4.06
24.68,967.2,4.06
24.73,970.08,3.88
24.78,972.96,3.72
24.83,975.85,3.39
24.88,978.73,3.5
24.93,981.61,3.16
24.98,984.5,3.46
25.03,987.38,3.67
25.08,990.26,3.57
25.13,993.15,3.75
25.18,996.03,3.49
25.23,998.91,3.79
25.28,1001.8,3.85
25.33,1004.25,3.73
25.38,1006.55,3.72
25.43,1008.86,3.64
25.48,1011.16,3.69
25.53,1013.47,3.66
25.58,1015.78,3.61
25.63,1018.08,3.6
25.68,1020.39,3.38
25.73,1022.7,3.22
25.78,1025,3.52
25.83,1027.31,3.84
25.93,1032.13,3.37
25.98,1035.02,3.83
26.03,1037.98,3.85
26.08,1041.06,3.95
26.13,1044.48,4.32
26.18,1048.29,4.2
26.23,1052.13,4.11
26.28,1055.98,3.9
26.33,1059.82,3.96
26.38,1063.67,3.98
26.43,1067.51,3.28
26.48,1071.36,3.39
26.53,1075.01,4.01
26.58,1078.27,3.93
26.63,1081.34,4.16
26.73,1085.25,4.28
26.78,1087.09,3.73
26.83,1088.94,3.66
26.88,1090.79,4.13
26.93,1092.63,3.85
26.98,1094.48,3.98
27.03,1096.33,3.87
27.13,1100.01,3.85
27.18,1101.85,3.83
27.28,1105.55,3.95
27.33,1107.39,3.97
27.38,1109.24,3.59
27.43,1111.39,3.64
27.48,1113.69,3.68
27.53,1116.01,3.53
27.58,1118.31,3.64
27.63,1120.62,3.74
27.68,1122.93,4.01
27.73,1125.23,3.94
27.78,1127.54,3.88
27.83,1129.84,3.83
27.88,1132.15,3.3
27.93,1134.46,3.8
27.98,1136.76,3.39
28.03,1139.07,3.87
28.08,1141.38,3.52
28.15,1144.6,3.64
28.2,1146.91,3.55
28.25,1149.22,3.46
28.3,1151.52,3.61
28.35,1153.83,3.67
28.4,1156.14,3.55
28.45,1158.44,3.55
28.5,1160.75,3.56
28.55,1163.05,3.68
28.6,1165.36,3.42
28.65,1167.67,3.27
28.7,1169.97,3.43
28.75,1172.29,3.16
28.8,1175.08,3.43
28.85,1177.96,3.44
28.9,1180.85,3.43
28.95,1183.73,3.4
29,1186.61,3.48
29.05,1189.49,3.54
29.1,1192.54,3.28
29.15,1195.78,3.95
29.2,1199.24,3.8
29.25,1202.7,3.51
29.3,1206.16,3.68
29.4,1212.9,3.68
29.45,1215.98,3.09
29.5,1218.87,3.33
29.55,1221.75,3.26
29.6,1224.63,3.05
29.65,1227.51,3.15
29.7,1230.39,3.06
29.75,1233.28,3.01
29.8,1236.16,3.3
29.85,1239.04,3.43
29.9,1241.93,3.53
29.95,1244.83,3.31
30,1247.9,4.13
30.05,1251.2,4.38
30.1,1254.89,3.95
30.15,1258.73,3.89
30.2,1262.58,3.85
30.25,1266.43,3.69
30.3,1270.27,3.52
30.35,1274.12,3.62
30.4,1277.96,3.92
30.45,1281.8,3.86
30.5,1285.65,4.15
30.55,1289.49,4.18
30.6,1293.26,4.02
30.65,1296.72,3.94
30.7,1300.09,3.9
30.75,1303.17,3.72
30.8,1306.24,3.79
30.85,1309.31,3.39
30.9,1312.39,3.43
30.95,1315.46,3.48
31,1318.54,3.46
31.05,1321.62,3.48
31.1,1324.69,3.84
31.15,1327.76,3.75
31.2,1330.84,3.84
31.25,1333.92,3.82
31.3,1336.99,3.57
31.35,1340.06,3.57
31.4,1343.14,3.68
31.45,1346.22,3.77
31.5,1349.29,3.23
31.55,1352.37,3.19
31.6,1355.45,3.4
31.65,1358.51,3.33
31.7,1361.59,3.62
31.75,1364.67,3.55
31.8,1367.75,3.78
31.85,1370.82,3.71
31.9,1373.9,4.04
31.95,1376.97,3.9
32,1380.04,3.78
32.05,1383.12,3.64
32.1,1386.2,3.57
32.15,1389.27,3.54
32.2,1392.34,3.48
32.25,1395.42,3.4
32.3,1398.5,3.31
32.35,1401.47,3.88
32.4,1404.35,3.91
32.5,1409.2,3.81
32.55,1411.52,3.52
32.6,1413.54,3.73
32.65,1415.39,3.61
32.7,1417.22,3.58
32.75,1418.95,3.44
32.8,1420.65,3.42
32.85,1422.19,3.34
32.9,1423.63,3.39
32.95,1425.01,3.1
33,1426.39,3
33.05,1427.78,3.04
33.1,1429.16,3.06
33.15,1430.54,3.05
33.2,1431.92,3.2
33.25,1433.31,3.12
33.3,1434.69,3.08
33.35,1436.08,3.01
33.4,1437.46,3.09
33.45,1438.84,3.42
33.5,1440.23,3.19
33.55,1441.61,3.2
33.6,1443,3.15
33.65,1444.38,3.17
33.7,1445.76,3.22
33.75,1447.2,3.3
33.8,1448.74,3.17
33.85,1450.44,3.02
33.9,1452.17,3.12
33.95,1454.61,3.42
34,1457.5,3.67
34.05,1460.46,3.27
34.1,1463.53,4.09
34.15,1466.96,3.29
34.2,1470.78,3.18
34.25,1474.62,3.38
34.3,1478.46,3.16
34.35,1482.3,3.11
34.4,1486.15,3.45
34.45,1489.99,3.23
34.5,1493.84,3.77
34.55,1497.49,3.99
34.6,1500.76,3.87
34.65,1503.82,3.74
34.7,1506.71,3.37
34.75,1509.59,3.55
34.8,1512.47,3.41
34.85,1515.32,3.44
34.9,1517.64,3.42
34.95,1519.94,3.44
35,1522.24,3.54
35.05,1524.56,3.56
35.1,1526.86,3.61
35.15,1529.16,3.66
35.2,1531.47,3.65
35.25,1533.78,3.98
35.35,1538.39,3.66
35.4,1540.7,3.92
35.5,1545.71,3.74
35.55,1548.59,3.79
35.6,1551.47,3.46
35.65,1554.36,3.37
35.7,1557.24,3.44
35.75,1560.13,3.45
35.8,1563.01,3.48
35.83,1564.73,3.41
35.88,1567.61,3.44
35.93,1570.49,3.4
36.03,1576.26,3.41
36.08,1579.14,3.42
36.13,1582.03,3.33
36.18,1584.91,3.48
36.23,1587.8,3.37
36.28,1590.68,3.53
36.38,1596.45,3.35
36.43,1599.33,3.34
36.48,1601.93,3.27
36.53,1604.24,3.28
36.58,1606.55,3.39
36.63,1608.85,3.31
36.68,1611.17,3.45
36.73,1613.47,3.62
36.78,1615.77,3.56
36.83,1618.08,3.48
36.88,1620.39,3.44
36.93,1622.69,3.41
36.98,1625,3.42
37.03,1627.31,3.42
37.08,1629.61,3.31
37.13,1631.92,3.26
37.18,1634.23,3.52
37.23,1636.54,3.37
37.28,1638.84,3.45
37.33,1641.14,3.24
37.38,1643.83,3.64
37.43,1646.71,3.52
37.48,1649.6,3.65
37.58,1655.36,3.7
37.63,1658.25,3.57
37.68,1661.13,3.61
37.73,1664.01,3.95
37.78,1666.36,3.19
37.83,1668.2,3.48
37.88,1670.05,3.47
37.93,1671.9,3.45
37.98,1673.74,3.45
38.03,1675.59,3.52
38.08,1677.43,3.45
38.13,1679.27,3.43
38.18,1681.12,3.5
38.23,1682.96,3.46
38.28,1684.77,3.6
38.33,1686.5,3.52
38.38,1688.16,3.52
38.43,1689.7,3.42
38.48,1691.1,3.96
38.53,1692.49,3.5
38.58,1693.87,3.68
38.63,1695.25,3.67
38.68,1696.64,3.67
38.73,1698.02,3.72
38.78,1699.41,3.81
38.83,1700.79,3.61
38.88,1702.17,3.93
38.93,1703.55,3.57
38.98,1704.94,3.88
39.03,1706.33,4.03
39.08,1707.71,3.98
39.13,1709.09,3.77
39.2,1711.03,3.57
39.25,1712.41,3.73
39.3,1713.8,3.63
39.35,1715.18,3.51
39.4,1716.56,3.45
39.45,1717.95,3.38
39.5,1719.33,3.55
39.55,1720.72,3.3
39.65,1723.49,3.08
39.7,1724.95,3.11
39.75,1726.5,3.2
39.8,1728.22,3.27
39.85,1729.95,3.22
39.9,1731.68,3.27
39.95,1733.42,3.23
40,1735.27,3.32
40.05,1737.12,3.5
40.1,1738.96,3.25
40.15,1740.8,3.46
40.2,1742.64,3.36
40.25,1744.49,3.4
40.3,1746.34,3.49
40.35,1748.18,3.65
40.4,1750.03,3.78
40.45,1751.95,3.51
40.5,1754.26,3.52
40.55,1756.57,3.09
40.6,1758.87,3.23
40.65,1761.18,3.09
40.7,1763.49,3.31
40.75,1765.79,3.29
40.8,1768.1,3.11
40.85,1770.41,3.18
40.9,1772.71,3.11
40.95,1775.02,3.26
41,1777.33,3.14
41.05,1779.63,3.08
41.1,1782.4,3.78
41.15,1785.28,3.25
41.2,1788.16,3.46
41.25,1791.05,3.47
41.3,1793.93,3.52
41.35,1796.81,3.35
41.4,1799.69,3.44
41.45,1802.58,3.38
41.5,1805.46,3.4
41.55,1808.35,3.49
41.6,1811.23,3.6
41.65,1814.11,3.46
41.7,1817,3.6
41.75,1819.88,3.36
41.8,1822.77,3.43
41.85,1825.65,3.19
41.9,1828.53,3.26
41.95,1831.42,3.19
42,1834.3,3.12
42.05,1837.18,3.2
42.1,1840.06,3.23
42.15,1842.95,3.27
42.2,1846.02,3.36
42.25,1849.3,3.53
42.3,1852.97,3.46
42.35,1856.82,3.4
42.4,1860.66,3.45
42.45,1864.5,3.82
42.5,1868.34,3.42
42.55,1872.19,3.37
42.6,1876.03,3.36
42.65,1879.88,3.36
42.7,1883.72,3.43
42.75,1887.56,3.38
42.8,1891.41,3.35
42.85,1895.25,3.34
42.9,1899.1,3.35
42.95,1902.95,3.28
43,1906.79,3.28
43.05,1910.63,3.28
43.1,1914.48,3.35
43.15,1918.32,3.29
43.2,1922.17,3.15
43.25,1926.01,3.45
43.3,1929.85,3.26
43.35,1934.57,3.22
43.4,1940.33,3.41
43.45,1946.1,3.43
43.5,1951.87,3.47
43.55,1957.63,3.4
43.6,1963.04,3.29
43.65,1967.04,3.24
43.7,1970.89,3.22
43.75,1974.73,3.44
43.8,1978.57,3.25
43.85,1982.41,3.14
43.9,1986.25,3.23
43.95,1990.1,3.12
44,1993.95,3.21
44.05,1997.79,3.17
44.1,2001.63,3.44
44.15,2005.32,3.55
44.2,2008.62,3.05
44.25,2011.69,3.2
44.3,2014.59,3.25
44.35,2017.47,3.16
44.4,2019.81,3.14
44.45,2021.66,3.16
44.5,2023.5,3.2
44.55,2025.35,3.29
44.6,2027.19,3.06
44.65,2029.04,3.32
44.7,2030.89,3.36
44.75,2032.73,3.37
44.8,2034.52,3.44
44.85,2036.24,3.52
44.9,2037.97,3.5
44.95,2039.7,3.44
45,2041.43,3.37
45.05,2043.16,3.54
45.1,2044.89,3.49
45.15,2046.62,3.41
45.2,2048.35,3.44
45.25,2050.09,3.26
45.3,2051.82,3.49
45.35,2053.54,3.33
45.4,2055.27,3.41
45.45,2057.01,3.43
45.5,2058.73,2.77
45.55,2060.46,3.48
45.6,2062.19,3.55
45.65,2063.92,3.43
45.7,2065.74,3.87
45.75,2067.58,3.78
45.8,2069.42,3.83
45.85,2071.27,3.85
45.9,2073.11,3.78
45.95,2074.96,3.74
46.05,2078.65,3.86
46.1,2080.5,3.64
46.15,2082.34,3.74
46.2,2084.19,3.54
46.25,2086.03,3.54
46.3,2087.87,3.68
46.35,2089.72,3.52
46.4,2091.57,3.73
46.44,2093.04,3.39
46.5,2095.26,3.56
46.55,2097.1,3.44
46.6,2098.95,3.33
46.65,2100.8,3.27
46.7,2102.64,3.38
46.75,2104.48,3.37
46.8,2106.33,3.41
46.85,2108.17,3.39
46.9,2110.02,3.37
46.95,2112.3,3.32
47,2114.62,3.29
47.05,2116.92,3.49
47.1,2119.22,3.25
47.15,2121.54,3.42
47.2,2123.84,3.54
47.25,2126.15,3.32
47.3,2128.46,3.22
47.35,2130.76,3.22
47.4,2133.07,3.28
47.45,2135.37,3.15
47.5,2137.68,3.09
47.55,2139.99,3.08
47.6,2142.29,3.23
47.65,2144.6,3.08
47.7,2147.27,3.68
47.75,2150.15,3.89
47.8,2153.03,3.93
47.85,2155.91,3.73
47.9,2158.79,3.75
47.95,2161.68,3.69
48,2164.17,3.51
48.05,2166.48,3.46
48.1,2168.78,3.37
48.15,2171.09,3.55
48.2,2173.39,3.47
48.25,2175.7,3.21
48.3,2178.01,3.24
48.35,2180.31,3.21
48.4,2182.62,3.21
48.45,2184.93,3.29
48.5,2187.23,3.22
48.55,2189.55,3.37
48.6,2191.85,3.62
48.65,2194.15,3.26
48.7,2196.65,3.49
48.75,2199.53,3.47
48.8,2202.41,3.63
48.85,2205.29,3.52
48.9,2208.17,3.32
48.95,2211.06,3.33
49,2213.94,3.2
49.05,2216.83,3.12
49.1,2219.79,3.21
49.15,2222.86,3.21
49.2,2225.94,3.06
49.25,2229.02,3.3
49.3,2232.08,3.15
49.35,2235.16,3.28
49.4,2238.24,3.24
49.45,2241.32,3.66
49.5,2244.39,3.86
49.55,2247.47,3.25
49.6,2250.54,3.32
49.65,2253.61,3.08
49.7,2256.69,2.94
49.75,2259.77,2.7
49.8,2262.85,3.25
49.85,2265.92,3.16
49.9,2268.99,3.41
49.95,2272.07,3.37
50,2275.14,3.59
50.03,2276.99,3.75
50.08,2280.06,3.66
50.13,2283.14,3.39
50.18,2286.21,3.23
50.23,2289.29,3.24
50.28,2292.32,3.15
50.33,2295.21,3.09
50.38,2297.94,3.17
50.43,2300.24,3.12
50.48,2302.55,3.23
50.53,2304.85,3.35
50.58,2307.16,3.24
50.63,2309.47,3.3
50.68,2311.77,3.58
50.73,2314.08,3.69
50.78,2316.39,3.83
50.83,2318.69,3.61
50.88,2321,3.14
50.93,2323.31,3.32
50.98,2325.61,3.24
51.03,2327.92,3.09
51.08,2330.22,3.04
51.13,2332.53,3.11
51.18,2335.09,3.06
51.23,2337.97,2.96
51.28,2340.93,3
51.33,2344,2.98
51.38,2347.45,2.89
51.43,2351.28,3.33
51.48,2355.49,3.28
51.53,2361.23,3.27
51.58,2367,3.05
51.63,2372.77,3.02
51.68,2378.54,3.28
51.73,2384.3,3.02
51.78,2390.06,3.05
51.83,2395.82,3.04
51.88,2401.59,3.3
51.93,2407.35,3.33
51.98,2413.03,3.22
52.03,2417.2,3.16
52.13,2424.88,3.49
52.18,2428.49,3.73
52.23,2431.72,4.23
52.33,2437.65,4.06
52.38,2440.53,3.99
52.43,2443.41,4.07
52.53,2449.17,3.58
52.58,2452.06,3.65
52.63,2454.94,3.19
52.68,2457.82,3.14
52.78,2463.59,3.07
52.83,2466.47,3.07
52.88,2469.35,3.06
52.93,2472.24,3.21
52.98,2474.96,3.27
53.03,2477.27,3.37
53.08,2479.58,3.51
53.13,2481.88,3.52
53.18,2484.19,3.51
53.23,2486.49,3.55
53.28,2488.8,3.74
53.33,2490.95,3.55
53.38,2492.79,3.42
53.43,2494.63,3.34
53.48,2496.38,3.39
53.53,2498.11,3.29
53.58,2499.67,3.31
53.63,2501.14,3.25
53.68,2502.53,3.05
53.73,2503.92,2.98
53.78,2505.3,3.1
53.83,2506.68,3.2
53.88,2508.06,3.3
53.93,2509.45,3.25
53.98,2510.84,3.3
54.03,2512.22,3.31
54.08,2513.6,3.35
54.13,2514.98,3.43
54.18,2516.37,3.53
54.23,2517.75,3.51
54.28,2519.13,3.52
54.33,2520.52,3.44
54.38,2521.9,3.48
54.43,2523.29,3.47
54.48,2524.67,3.48
54.53,2526.06,4.24
54.58,2527.44,3.91
54.63,2528.83,3.89
54.68,2530.21,3.77
54.73,2531.59,3.94
54.78,2532.98,3.7
54.83,2534.36,3.76
54.88,2535.74,3.33
54.93,2537.12,3.5
55.03,2539.89,3.07
55.08,2541.28,3.12
55.13,2542.66,3.02
55.18,2544.04,2.99
55.23,2545.43,2.99
55.28,2546.81,2.93
55.33,2548.2,3.02
55.38,2549.58,2.95
55.43,2550.96,3.08
55.48,2552.28,3.02
55.53,2553.44,2.97
55.58,2554.52,2.99
55.63,2555.45,3.15
55.68,2556.37,3.19
55.73,2557.29,3.21
55.78,2558.21,3.21
55.83,2559.13,3.2
55.88,2560.06,3.21
55.93,2560.98,3.33
55.98,2561.9,3.34
56.03,2562.82,3.36
56.08,2563.75,3.3
56.13,2564.67,3.35
56.18,2565.6,3.39
56.23,2566.52,3.21
56.28,2567.44,3.34
56.33,2568.36,3.09
56.38,2569.28,3.14
56.43,2570.2,3.05
56.48,2571.13,3.11
56.53,2572.05,3.13
56.58,2572.98,3.08
56.63,2573.9,2.91
56.68,2574.82,2.94
56.73,2575.74,3.01
56.78,2576.66,2.98
56.83,2577.58,3.04
56.88,2578.51,3.01
56.93,2579.45,3
56.98,2580.62,2.85
57.03,2582,2.89
57.08,2583.38,2.96
57.13,2584.86,3.1
57.18,2586.43,3.16
57.23,2588.15,2.94
57.28,2589.96,3.06
57.33,2592.64,3.27
57.38,2595.52,3.5
57.43,2598.53,3.39
57.48,2601.61,3.34
57.5,2602.84,3.93
57.55,2605.92,3.17
57.6,2608.99,3.25
57.65,2612.07,3.17
57.7,2615.14,3.08
57.75,2618.22,3.15
57.8,2621.29,3.24
57.85,2624.37,3.02
57.9,2627.45,3.16
57.95,2630.52,3.33
58,2633.55,3.25
58.05,2636.44,3.43
58.1,2639.2,3.43
58.15,2641.52,3.63
58.2,2643.72,3.17
58.25,2645.57,3.09
58.3,2647.41,3.13
58.35,2649.26,3.06
58.4,2651.1,2.99
58.45,2652.94,3.01
58.5,2654.79,2.97
58.55,2656.63,2.87
58.6,2658.48,2.83
58.65,2660.32,3
58.75,2664.62,3.04
58.8,2666.93,3.04
58.85,2669.24,2.98
58.9,2671.54,2.75
58.95,2673.85,2.94
59,2676.16,2.96
59.05,2678.46,3.04
59.1,2680.77,2.82
59.15,2683.31,3.09
59.2,2686.2,3.14
59.25,2689.16,3.04
59.3,2692.24,3.02
59.35,2695.31,3.11
59.4,2698.38,3.09
59.45,2701.46,3.28
59.5,2704.54,3.36
59.55,2707.61,3.46
59.6,2710.69,3.49
59.65,2713.76,3.44
59.69,2716.22,3.42
59.7,2716.84,3.57
59.74,2719.3,3.4
59.79,2722.37,3.27
59.89,2728.53,3.29
59.94,2731.6,3.04
59.99,2734.67,2.93
60.04,2737.75,2.96
60.09,2740.83,2.95
60.14,2743.9,2.84
60.19,2746.97,2.75
60.24,2750.05,2.95
60.29,2753.13,2.78
60.34,2756.2,3
60.39,2759.28,3.06
