Age_Ma_PLIOVAR,age_ka,temp_min2,temp_min1,temp,temp_plus1,temp_plus2,SST
3.074,3074.169,17.08491815,18.00392453,19.37800373,20.77065558,21.65232476,19.37800373
3.076,3075.879,17.3703156,18.29589431,19.68586387,21.07686646,21.9872672,19.68586387
3.078,3077.589,17.29582582,18.20079306,19.60971174,21.02144733,21.93568437,19.60971174
3.08,3080.032,17.89658595,18.81642082,20.20257337,21.60047109,22.52999588,20.20257337
3.083,3082.719,17.82805538,18.7482453,20.15196186,21.56340676,22.49358209,20.15196186
3.084,3084.429,18.73351688,19.6421793,21.04442723,22.43704199,23.38908721,21.04442723
3.088,3087.605,18.51219404,19.40490017,20.82741,22.21841158,23.16726166,20.82741
3.09,3089.76,18.57567245,19.50277677,20.88899147,22.30346246,23.24162359,20.88899147
3.092,3092.267,17.92426281,18.8398905,20.22895889,21.61276567,22.53489546,20.22895889
3.095,3094.743,18.30771461,19.22103099,20.61189145,22.02258578,22.97169929,20.61189145
3.097,3097.461,18.12116672,19.04270566,20.44594323,21.86037262,22.77640748,20.44594323
3.1,3099.746,18.04070751,18.97561668,20.37536988,21.78026873,22.70217496,20.37536988
3.102,3102.124,17.97092798,18.90311451,20.27439767,21.6761415,22.58628581,20.27439767
3.105,3104.744,17.8249418,18.72490022,20.12406246,21.52946645,22.44784404,20.12406246
3.106,3106.491,18.2330473,19.14348631,20.547012,21.95710724,22.8827632,20.547012
3.108,3108.456,17.94015513,18.84349637,20.23544064,21.6344482,22.55064969,20.23544064
3.111,3111.295,18.39530783,19.32226932,20.72563259,22.12496487,23.05342958,20.72563259
3.113,3112.823,18.63638439,19.55140288,20.95783944,22.35454348,23.30317282,20.95783944
3.115,3115.444,18.38721807,19.29663031,20.6987342,22.09311799,23.01026254,20.6987342
3.117,3117.409,17.93867749,18.85302827,20.24302677,21.64881241,22.56640898,20.24302677
3.12,3120,17.58346719,18.51835626,19.90050352,21.30013421,22.23947446,19.90050352
3.122,3121.823,16.38285076,17.30813424,18.67801966,20.08883407,20.99270936,18.67801966
3.125,3125.156,15.63274597,16.55535226,17.94016658,19.32976088,20.22904386,17.94016658
3.127,3127.205,15.62353825,16.55024917,17.93271379,19.30819159,20.23197834,17.93271379
3.13,3129.51,14.52862564,15.46381577,16.83846491,18.21378246,19.12637304,16.83846491
3.132,3131.814,14.78302828,15.69541789,17.07875593,18.45893057,19.36819634,17.07875593
3.135,3135.399,14.625881,15.50494475,16.87612916,18.26376952,19.16765518,16.87612916
3.137,3137.448,14.99627572,15.8997651,17.29766515,18.68235676,19.59638961,17.29766515
3.139,3139.369,15.28670796,16.21384352,17.58102402,18.98052342,19.87208454,17.58102402
3.142,3142.058,15.98256679,16.89930618,18.29172596,19.6792001,20.6214549,18.29172596
3.145,3144.875,16.93524173,17.83724555,19.21135462,20.62478482,21.53285721,19.21135462
3.148,3148.204,17.93716831,18.83660726,20.24736273,21.65749599,22.58015521,20.24736273
3.15,3150,18.30019142,19.19469766,20.60064871,22.01831208,22.95157243,20.60064871
3.152,3152.468,17.72922776,18.63739329,20.01508122,21.40893551,22.34147628,20.01508122
3.155,3154.938,16.89449526,17.78576225,19.18138933,20.57359838,21.47837091,19.18138933
3.159,3158.645,17.66045943,18.58151889,19.98634188,21.3866701,22.28518479,19.98634188
3.161,3161.116,18.34277277,19.26960373,20.65272452,22.05212256,22.99494674,20.65272452
3.162,3162.351,18.24684186,19.12137615,20.51813572,21.92256985,22.83608013,20.51813572
3.165,3164.822,18.39515721,19.29509727,20.67489412,22.07614619,23.00378351,20.67489412
3.167,3167.293,18.32063776,19.23513161,20.632896,22.05255845,22.98700121,20.632896
3.17,3169.754,17.64841087,18.55136661,19.93852645,21.36015304,22.28237756,19.93852645
3.172,3171.806,17.26266453,18.17885535,19.56895196,20.97671519,21.89060578,19.56895196
3.174,3174.005,16.64701641,17.57686106,18.94673091,20.3500076,21.2599124,18.94673091
3.176,3176.402,18.06108117,18.96759614,20.36601698,21.76809411,22.68331349,20.36601698
3.178,3178,17.65487915,18.54099446,19.94858225,21.35053577,22.27380853,19.94858225
3.18,3179.8,18.54456342,19.46402147,20.8455286,22.24058645,23.18640258,20.8455286
3.185,3184.636,18.19281661,19.10861072,20.48385064,21.88787715,22.83753151,20.48385064
3.187,3187.342,18.53373907,19.45724385,20.83911808,22.24767489,23.18787283,20.83911808
3.192,3192.368,18.00582463,18.89426885,20.29937084,21.72926424,22.66334194,20.29937084
3.195,3195.461,18.54252126,19.44889333,20.84524104,22.24260778,23.190247,20.84524104
3.199,3198.941,18.20265442,19.10749611,20.51766922,21.91444833,22.81886996,20.51766922
3.203,3203.194,18.73973993,19.6483588,21.04088238,22.44261463,23.39024245,21.04088238
3.207,3206.674,19.28650497,20.18723154,21.59521707,23.01790988,23.96851114,21.59521707
3.211,3210.927,18.62967731,19.54672364,20.93639513,22.35402171,23.27818878,20.93639513
3.215,3214.593,18.60316577,19.52023603,20.93293494,22.32428837,23.25698757,20.93293494
3.218,3217.857,18.44122512,19.34625705,20.75653651,22.17891497,23.12607628,20.75653651
3.221,3221.192,18.52634723,19.46102019,20.85526763,22.2862478,23.21406048,20.85526763
3.225,3224.881,18.55561477,19.46069072,20.8607484,22.28293968,23.23100475,20.8607484
3.229,3228.905,18.07724765,18.9807497,20.39830098,21.80050516,22.74041111,20.39830098
3.232,3231.588,17.80498895,18.71664807,20.10437336,21.51708925,22.44588817,20.10437336
3.235,3234.659,17.43599615,18.36801702,19.76816994,21.15843476,22.07989934,19.76816994
3.238,3237.956,18.46510639,19.40010273,20.80222395,22.21992733,23.14368401,20.80222395
3.24,3239.707,17.61916097,18.53054773,19.92496573,21.3096624,22.24100646,19.92496573
3.242,3242.207,18.53953184,19.46222714,20.84768031,22.24970011,23.17096155,20.84768031
3.245,3244.957,18.69284538,19.61247058,21.01776,22.41323529,23.3592355,21.01776
3.248,3247.957,18.13130587,19.04645095,20.45210856,21.8686838,22.78906101,20.45210856
3.25,3249.957,17.73541807,18.64367757,20.03925037,21.42885132,22.35450229,20.03925037
3.252,3252.208,17.35952227,18.28050546,19.6868831,21.07457496,21.98762048,19.6868831
3.255,3254.958,17.22441007,18.13427257,19.54040075,20.93555813,21.8449797,19.54040075
3.257,3257.208,18.18038424,19.09207489,20.48917961,21.91133796,22.81504699,20.48917961
3.26,3259.958,18.54524245,19.44852404,20.84471383,22.2269853,23.17008431,20.84471383
3.262,3262.209,18.6145823,19.5075208,20.89566288,22.30614992,23.23263773,20.89566288
3.265,3264.959,18.95256079,19.86646482,21.26576157,22.70562274,23.61520597,21.26576157
3.268,3267.959,19.11493582,20.03170399,21.43439621,22.87117693,23.83907223,21.43439621
3.27,3270.209,17.9691675,18.88703512,20.25861989,21.64890204,22.55738336,20.25861989
3.272,3272.209,17.67506592,18.57462808,19.95473415,21.37354153,22.28934028,19.95473415
3.276,3275.71,18.12823188,19.04801548,20.43697454,21.85492926,22.78086298,20.43697454
3.277,3277.21,18.37570832,19.29145819,20.68104047,22.0946584,23.03596618,20.68104047
3.28,3279.746,17.56743235,18.4864184,19.89825095,21.28599022,22.2072652,19.89825095
3.283,3282.647,17.29501996,18.20205151,19.59300679,20.99436931,21.8929767,19.59300679
3.284,3284.212,16.65511854,17.57052043,18.95559605,20.35117693,21.27643207,18.95559605
3.287,3286.671,16.51137727,17.39463429,18.77350828,20.15163913,21.06609681,18.77350828
3.289,3288.683,15.23489609,16.14673104,17.5395878,18.95128748,19.87299447,17.5395878
3.291,3291.142,14.50828762,15.42048413,16.8105773,18.16723589,19.08789878,16.8105773
3.293,3292.931,14.8741169,15.76482548,17.13759883,18.53653387,19.45096786,17.13759883
