age_ka,SST,temp_min2,temp_min1,temp,temp_plus1,temp_plus2
2248,15.3820855,12.36130696,13.27781653,14.69570577,16.12592096,17.05164421
2266,18.20170895,15.09759308,16.03649897,17.47597792,18.91428899,19.85081713
2274.8,18.1978983,15.10593272,16.04093147,17.46001197,18.94125436,19.87390281
2291,14.04192946,11.0481053,11.95823084,13.38493078,14.78783234,15.74418768
2298.9,17.49620686,14.40598023,15.34765963,16.80003388,18.22953644,19.16069579
2315.1,14.34627153,11.33913954,12.27416321,13.67672273,15.10392005,16.02147301
2357.3,15.36679585,12.34393606,13.27656551,14.7029232,16.1164694,17.05206215
2374.9,14.35987508,11.34514205,12.27423975,13.69136636,15.11414487,16.04261001
2438,14.35824708,11.3552789,12.28132558,13.70637522,15.13353992,16.05754416
2442.2,15.87074753,12.82187888,13.74580635,15.17443917,16.59850465,17.53373691
2446.3,16.90658216,13.86655693,14.78322921,16.18239852,17.61310809,18.56786385
2454.7,16.88043578,13.77804195,14.74321683,16.17198023,17.58900147,18.5312156
2458.8,12.85598077,9.892757308,10.82661571,12.21887055,13.64379656,14.60298797
2462.2,12.02461067,9.100574139,9.995104848,11.40620261,12.83278625,13.77434656
2471.3,18.14989155,15.07365612,15.99818139,17.44073238,18.86732279,19.81050276
2475.4,18.50963473,15.40095799,16.34806291,17.78438405,19.24317484,20.21077667
2483.7,17.45659223,14.36339712,15.29909903,16.73721361,18.16062878,19.10012304
2487.8,13.3392501,10.3521447,11.28937348,12.69175714,14.10290632,15.04237946
2496,14.92259504,11.87081633,12.8207339,14.2518246,15.68653046,16.6274542
2508.1,16.14937114,13.06619301,13.98312646,15.42900442,16.87525312,17.82005345
2516,15.83909368,12.7989416,13.72722075,15.15009298,16.58023277,17.49602457
2520,12.11802593,9.124111893,10.06281224,11.48609865,12.89278325,13.83447444
2523.1,18.55671479,15.45469696,16.39314256,17.81581406,19.24059303,20.19936106
2531.7,15.24334741,12.23388551,13.14116381,14.57554394,15.98354978,16.94980358
2609.4,14.36742961,11.33151309,12.27220439,13.68405206,15.10606036,16.05302609
2622.7,13.558282,10.57930406,11.49917828,12.91012661,14.31716291,15.24729796
2629,15.9360258,12.88426534,13.81858346,15.235364,16.67845307,17.611369
2634.9,11.01605,8.070816719,9.02201436,10.42059003,11.81648922,12.74355714
2647.5,9.076974,6.170510871,7.089729042,8.537586058,9.956224988,10.89527369
2654.9,14.89559883,11.87641054,12.82009145,14.22893303,15.64581852,16.5785147
2663.6,16.4833881,13.41771583,14.33730287,15.77826289,17.22401158,18.16273249
2674.5,15.84951592,12.80007335,13.72326257,15.160148,16.58416965,17.49381024
2693,16.05265677,13.05511865,13.95869938,15.36718487,16.77108876,17.72117578
2725.4,11.97898056,9.029334746,9.944136069,11.35132965,12.77272984,13.7264874
2762.6,15.19815777,12.16631699,13.09713366,14.50878189,15.9213196,16.86717362
2779.4,15.71241608,12.67903824,13.59386733,15.02654376,16.4724675,17.4243975
2820,16.14414886,13.10115221,14.01093807,15.44043771,16.89068304,17.85247978
2829.9,13.72743888,10.71306836,11.66077989,13.07171131,14.4945612,15.4204106
2859.1,12.74407586,9.767771892,10.70131475,12.11838534,13.54938315,14.48276933
2878.2,16.25494992,13.20145486,14.13153767,15.5679727,16.98953479,17.93544527
2913.2,17.47053802,14.37444041,15.32424193,16.75627648,18.1916772,19.12273319
2965.8,18.00500833,14.91843195,15.84067912,17.27117977,18.71153617,19.65369938
3025.7,15.61719758,12.57034131,13.50608877,14.93862926,16.3795108,17.32893152
3057.1,19.31013991,16.22402646,17.13356964,18.56279941,19.99571304,20.96272668
3090.3,17.34269913,14.30053598,15.21692587,16.62947348,18.05046592,18.99769306
3132.4,15.62126568,12.60627778,13.51217727,14.91489884,16.3401466,17.29880847
3137.4,13.44285093,10.43573979,11.37230547,12.80177955,14.1925464,15.15304497
3151.3,18.19128813,15.09669016,16.02836064,17.4738425,18.90369873,19.87145389
3156.7,14.87536145,11.85437833,12.79973604,14.20905303,15.63245044,16.57812953
3162.2,17.60087238,14.53405521,15.45875024,16.89521561,18.33022655,19.2985662
3166.6,15.50298804,12.43574239,13.38319191,14.81858078,16.23994174,17.16447701
3174.6,14.05555406,11.03242517,11.9787651,13.40409661,14.85307526,15.77008861
3179.1,15.03102712,11.97277784,12.92453434,14.34545664,15.77851012,16.70544799
3183.6,15.97670366,12.88598908,13.84557035,15.28658376,16.7238544,17.66819713
3193.3,16.86054467,13.79907393,14.72351892,16.15712144,17.56996247,18.49318894
3198.1,15.05577922,12.01968386,12.94936635,14.37711684,15.79354506,16.72943054
3207.9,16.23207986,13.18182266,14.11071223,15.5232797,16.95317074,17.89408685
3226.9,17.74646702,14.65279448,15.60239744,17.03258118,18.46486416,19.40103138
3230.4,15.35289539,12.34522672,13.25952039,14.68693865,16.10065271,17.04586151
3239.9,17.33795945,14.25324117,15.19798394,16.61609601,18.03563088,18.99674484
3243.9,18.73372428,15.6251935,16.55891052,18.001859,19.43865739,20.37242514
3247.9,16.98341216,13.91720096,14.86302486,16.28736479,17.72212347,18.66472086
3255.2,19.52688689,16.43018931,17.36112197,18.79808419,20.23472539,21.14935968
3268.5,16.93281212,13.85333807,14.78383421,16.21955327,17.66829541,18.59543569
3277.5,17.31546573,14.22798685,15.15568456,16.58852367,18.00816292,18.94454757
3280.6,18.31098189,15.20514017,16.16436415,17.58469738,19.03193519,19.9481249
3283.1,16.68859235,13.59418716,14.52289411,15.95553548,17.41632432,18.35196425
3287.1,13.88893059,10.86797447,11.78868578,13.23144494,14.66077561,15.60794398
3295.6,14.30823524,11.29955078,12.22969561,13.64399307,15.06203369,16.01524358
3303.6,14.50132285,11.50717783,12.43494108,13.8510483,15.27881021,16.21940465
3312.8,15.20259663,12.15797051,13.09842693,14.50606254,15.93565289,16.88346576
3319.2,19.25554107,16.15552734,17.10837164,18.52694392,19.9878513,20.90976573
3332.1,16.48519448,13.43694386,14.35271561,15.78767351,17.20754425,18.16252347
3338.5,15.59863657,12.55076715,13.50132115,14.91128893,16.33660054,17.27514051
3351.2,16.59088507,13.49614504,14.45138285,15.88208864,17.30728156,18.21869682
3363.5,15.35628744,12.33602868,13.25287027,14.68001163,16.08844906,17.0071277
3379.7,17.83513715,14.74717422,15.68403781,17.12207854,18.55514416,19.49272084
3386.7,15.18892157,12.16192756,13.09604291,14.51380259,15.95778803,16.8950388
3392.5,13.62550955,10.60898513,11.54084118,12.96358194,14.40019801,15.34224442
3404.6,16.26344135,13.19895892,14.1440251,15.56780207,16.98347568,17.9049092
3448.1,18.1190603,15.01440324,15.96367984,17.39604536,18.82401355,19.75681901
3452.9,15.56656761,12.54641392,13.47427076,14.87913107,16.3024962,17.23585152
3459.2,17.9959596,14.91442358,15.87104662,17.27101934,18.70586878,19.65771974
3469.2,16.66530254,13.58486743,14.5131867,15.94216878,17.38736956,18.31365385
3495.5,17.91156535,14.81833172,15.73493146,17.19297613,18.61112087,19.58811555
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
