age_ka,SST,temp_min2,temp_min1,temp,temp_plus1,temp_plus2
1661.25746,5.982222385,3.21195496,4.132891545,5.537019842,6.944363679,7.880107231
1664.344515,6.606159912,3.820854517,4.74660294,6.15426691,7.558485568,8.484672004
1667.534472,6.329812105,3.549597121,4.47834309,5.876032368,7.280436614,8.194185172
1670.621527,5.814852395,3.058120823,3.966916319,5.377960548,6.775285094,7.711225891
1714.221033,7.511629799,4.667693878,5.596135388,6.992487906,8.412126505,9.329515566
1747.849352,10.64892884,7.724500994,8.643637846,10.04708168,11.43810727,12.36742491
1780.90142,10.76251927,7.855641466,8.781395515,10.19986315,11.59960908,12.54215594
1814.138712,8.015727002,5.203613005,6.118315404,7.515456518,8.906064535,9.841968838
1845.451739,10.53814663,7.640208055,8.546674544,9.95213797,11.38245693,12.29047657
1869.839473,8.774064614,5.893364416,6.837621995,8.240338815,9.645858458,10.55283741
1925.684297,7.723917659,4.90767398,5.83732925,7.241867165,8.638420098,9.559189549
1967.904919,10.30118032,7.413461875,8.322486969,9.716234755,11.12125848,12.05333916
1982.722782,4.439089974,1.739332494,2.666933519,4.059934298,5.446706251,6.355671642
1995.688413,8.962703963,6.065532191,7.016450038,8.431864334,9.852927883,10.76859931
2009.732531,5.279951511,2.553941778,3.47595501,4.880075605,6.269926292,7.197643686
2030.893268,10.71267361,7.767081794,8.707017127,10.12072742,11.55310895,12.48393935
2036.453801,4.732405934,2.019593869,2.927080745,4.322670117,5.711375961,6.634466849
2056.206808,10.29649582,7.408598898,8.323455524,9.712606214,11.14488779,12.05804675
2071.179933,9.437250782,6.551724254,7.477923201,8.879871775,10.29441062,11.2309276
2073.80343,9.056172202,6.211535859,7.123921577,8.527766986,9.924069598,10.83497562
2093.447658,8.498257192,5.644129387,6.571562667,7.965813491,9.37716664,10.31036066
2114.243665,9.949431191,7.057764708,7.967811136,9.382312989,10.79302089,11.7190737
2204.440747,9.519315382,6.642637927,7.558147897,8.964828532,10.36341632,11.2995804
2277.258766,9.810975044,6.920905062,7.831645089,9.241539366,10.66875959,11.57640532
2281.098029,8.399934496,5.544326434,6.485104633,7.892498274,9.287584594,10.20544702
