age_ka,SST,temp_min2,temp_min1,temp,temp_plus1,temp_plus2
73.9,16.5,13.76848,14.71267,16.13681,17.57292,18.51661
74.911,17.1,14.42982,15.34267,16.75156,18.18253,19.11804
75.9,17.3,14.60758,15.55908,16.97375,18.40754,19.35972
76.727,17.7,15.00057,15.94441,17.36395,18.80257,19.76936
78.14,17.4,14.68885,15.63384,17.06336,18.49211,19.43272
79.611,17.2,14.48048,15.39897,16.85071,18.27825,19.21709
81.55,16.4,13.69329,14.63267,16.04752,17.46737,18.40551
83.538,15.6,12.89742,13.83367,15.24918,16.68277,17.62089
85.2,15.8,13.05327,13.98599,15.42463,16.86654,17.78737
86.291,16,13.27654,14.2148,15.6494,17.08443,18.02239
87.018,15.9,13.18156,14.12062,15.54218,16.96353,17.91618
87.2,16,13.25249,14.17959,15.62622,17.04798,18.00309
87.9,16.3,13.57759,14.51223,15.94623,17.37455,18.30612
87.986,15.7,12.99319,13.90294,15.32434,16.75953,17.70396
88.66,15.8,13.07523,14.01528,15.42542,16.85366,17.77575
88.74,16.3,13.59518,14.53061,15.94686,17.37107,18.30749
89.389,15.8,13.07983,14.00005,15.41718,16.86004,17.82386
89.567,16.2,13.44984,14.3957,15.81635,17.26259,18.22152
90.188,15.7,13.00007,13.91404,15.33371,16.73945,17.67288
90.45,16,13.27483,14.20905,15.61647,17.06558,18.00712
90.98,15.8,13.06548,14.00956,15.4317,16.8412,17.75201
91.78,15.9,13.16119,14.10045,15.53787,16.96021,17.91634
91.78,16,13.25295,14.19013,15.63896,17.06528,17.98846
92.18,15.9,13.17764,14.0993,15.54122,16.94446,17.88185
92.59,15.7,12.95957,13.8914,15.31287,16.74747,17.69352
93.04,16.1,13.3808,14.29672,15.73054,17.15246,18.11586
93.49,15.8,13.09802,14.01675,15.43115,16.85224,17.76782
93.94,16.4,13.69784,14.62213,16.04726,17.47324,18.41442
94.39,15.8,13.06114,14.02259,15.44488,16.86664,17.81041
95.373,16.2,13.49951,14.39913,15.83761,17.27678,18.23037
95.718,17,14.31815,15.22898,16.6453,18.06703,19.0193
96.236,16.8,14.09356,15.02177,16.43586,17.86301,18.78661
96.582,13.4,10.64708,11.57898,12.99634,14.42724,15.37763
97.182,17,14.26131,15.2037,16.65407,18.09716,19.0341
97.427,17.3,14.59197,15.52541,16.97341,18.4036,19.33129
98.088,17.1,14.35776,15.30268,16.76024,18.21315,19.16482
98.263,17.3,14.62015,15.52699,16.9557,18.40204,19.32291
98.788,17.1,14.38029,15.32767,16.76556,18.20924,19.15196
99.488,17.1,14.35723,15.29083,16.73486,18.18088,19.10757
100.013,17.7,14.99436,15.9323,17.36109,18.79701,19.75447
100.214,17.5,14.7756,15.72631,17.15193,18.57744,19.49561
101.014,16.9,14.17879,15.11373,16.52476,17.9683,18.88158
101.129,17.7,14.99061,15.91617,17.36174,18.78363,19.71661
101.815,17.1,14.40266,15.33932,16.74178,18.16313,19.11379
102.277,16.9,14.21833,15.1497,16.56516,17.99186,18.93575
102.623,16.8,14.05846,15.02447,16.44138,17.85863,18.82104
103.314,16.3,13.58063,14.51702,15.93511,17.35988,18.31027
103.429,16.9,14.17325,15.128,16.55488,17.96945,18.92096
104.117,16.1,13.37576,14.30549,15.73728,17.16996,18.11702
104.583,17,14.28431,15.23943,16.66059,18.09869,19.02583
104.814,16.7,13.97217,14.9119,16.32865,17.77311,18.7064
105.5,16.6,13.90972,14.83103,16.26802,17.70583,18.65636
105.7,17.1,14.39044,15.324,16.76448,18.19093,19.12903
106.1,16.8,14.09531,15.02337,16.45644,17.89725,18.82554
106.711,16.2,13.47058,14.39759,15.8465,17.27883,18.22374
106.711,16,13.27885,14.2147,15.65215,17.05983,17.99379
107.484,15.9,13.1709,14.10774,15.52295,16.97445,17.92685
107.816,15.9,13.16936,14.09422,15.5306,16.95136,17.89349
108.147,16,13.28999,14.20502,15.6292,17.06554,17.98541
108.814,16.3,13.58167,14.51568,15.94647,17.38564,18.31537
108.929,16.8,14.0703,15.02378,16.43702,17.87589,18.82729
109.5,16.3,13.56301,14.49992,15.94097,17.35445,18.28935
110.083,16.8,14.08974,15.024,16.44875,17.88018,18.82796
110.314,16.2,13.46392,14.4047,15.84462,17.28947,18.20604
111.119,16.6,13.90367,14.80869,16.23732,17.67687,18.62867
111.238,16.8,14.08356,15.00613,16.41676,17.86251,18.81639
111.95,16.7,13.94926,14.89527,16.33539,17.75982,18.7106
112.425,16.9,14.17997,15.11669,16.55504,18.01534,18.96021
112.994,16.6,13.85932,14.80477,16.24023,17.68337,18.63858
113.467,17.4,14.68692,15.624,17.063,18.48936,19.43468
113.844,17.2,14.48524,15.40987,16.85075,18.27152,19.22146
114.411,18,15.34041,16.25869,17.68898,19.09853,20.02692
114.78,17.5,14.79866,15.72043,17.15702,18.60708,19.54438
115.32,18.8,16.11474,17.06087,18.49095,19.93743,20.88082
115.582,18.1,15.40503,16.33302,17.76073,19.20641,20.12791
116.5,18.4,15.69509,16.64308,18.0685,19.50722,20.42776
117.54,18.9,16.22293,17.15752,18.58118,20.01545,20.95038
118.944,19.1,16.4206,17.36526,18.80012,20.23781,21.1765
120.39,19.6,16.92146,17.8633,19.31299,20.74163,21.67972
121.695,19.4,16.71098,17.62933,19.08107,20.51658,21.44074
123.144,19.5,16.84017,17.7644,19.18583,20.64079,21.5923
124.429,19.2,16.52937,17.47419,18.89838,20.31292,21.25775
125.843,17.4,14.72672,15.65632,17.07097,18.50049,19.45507
128.21,17.9,15.21407,16.1489,17.58253,18.99378,19.92955
129.32,16.5,13.79278,14.73166,16.16865,17.59891,18.52802
130.54,16.4,13.68815,14.60252,16.03887,17.48036,18.43383
131.95,16.2,13.4871,14.42086,15.82998,17.27976,18.21017
133.136,16.3,13.57298,14.49362,15.90487,17.36253,18.2955
134.645,16.1,13.3803,14.32376,15.74322,17.1755,18.11585
136.23,16.6,13.89375,14.83203,16.24746,17.67845,18.6071
137.51,17,14.29052,15.21702,16.65854,18.08373,19.01835
138.74,17.4,14.68261,15.63251,17.0733,18.49572,19.43044
139.817,17.6,14.8994,15.81524,17.25857,18.68368,19.63811
141.24,17.8,15.10115,16.03131,17.45757,18.89393,19.8593
142.618,17.8,15.11028,16.05978,17.47689,18.90267,19.82884
143.91,16.7,14.0037,14.92432,16.36047,17.78052,18.74237
145.02,15.8,13.08968,14.01034,15.42755,16.86952,17.82583
146.1,15,12.24733,13.19444,14.62222,16.03647,16.98446
147.34,14.3,11.56995,12.49301,13.90882,15.31603,16.2552
148.744,13.6,10.84806,11.76167,13.19666,14.60859,15.51812
150.05,13.6,10.86042,11.77977,13.20867,14.64407,15.57489
151.538,13.5,10.76634,11.68358,13.09772,14.51027,15.44743
152.636,13.7,10.95374,11.88423,13.31731,14.75341,15.69423
154.12,14.3,11.5729,12.50452,13.91334,15.33198,16.27025
155.311,14.2,11.45218,12.38203,13.81082,15.22686,16.17515
156.32,15.1,12.38643,13.31864,14.72646,16.1615,17.0929
157.511,15,12.26361,13.18696,14.61592,16.05847,16.97817
158.545,14.5,11.78415,12.69358,14.11115,15.51992,16.47537
160.15,13.8,11.0443,11.97916,13.40226,14.81462,15.72647
161.64,13.6,10.84347,11.77984,13.18421,14.59764,15.51118
163.05,13.8,11.04397,11.97679,13.38651,14.82143,15.75191
164.545,12.8,10.07749,11.00221,12.40397,13.80576,14.72108
166,15.7,12.96981,13.90751,15.33098,16.76736,17.70762
167.57,14.3,11.58303,12.49749,13.9208,15.36417,16.28242
169.28,14.7,11.94767,12.88867,14.29534,15.72144,16.66843
171.078,13.8,11.06847,11.99381,13.40456,14.82254,15.75784
172.68,13.9,11.15612,12.08045,13.50291,14.92736,15.84077
174.444,14.3,11.54828,12.4844,13.92011,15.31389,16.2634
175.969,13.9,11.16302,12.09291,13.52233,14.94636,15.87034
178.18,14.4,11.68399,12.58505,14.01171,15.41286,16.36132
179.97,15.1,12.38794,13.30431,14.72968,16.15376,17.09737
181.656,15.7,12.99289,13.91992,15.35479,16.7645,17.69458
183.036,14.9,12.13547,13.07496,14.48646,15.94307,16.88324
184.52,14.9,12.15789,13.10618,14.52357,15.92494,16.85656
184.88,15.9,13.16467,14.09621,15.53218,16.9808,17.93524
185.71,15.1,12.34381,13.28525,14.71411,16.15412,17.09396
186.04,16.3,13.59021,14.51722,15.92797,17.36529,18.29509
186.81,15.7,12.98885,13.9079,15.33128,16.77025,17.69065
187.14,15.8,13.06424,13.99147,15.42941,16.84745,17.78343
187.91,16.3,13.58845,14.51507,15.93422,17.36334,18.28189
188.24,16.3,13.56,14.51134,15.935,17.36448,18.27378
188.9,13.6,10.85131,11.79337,13.20797,14.64134,15.54983
189.367,16.5,13.81194,14.733,16.14532,17.58021,18.49683
190.183,16.3,13.61396,14.51417,15.94505,17.37017,18.30699
190.533,16.8,14.09162,15.0212,16.44974,17.89096,18.83018
191.35,16.8,14.06221,15.01313,16.45686,17.8788,18.81611
191.7,17.2,14.49852,15.42658,16.85975,18.28006,19.20607
192.52,18.1,15.36129,16.33001,17.77004,19.2045,20.13534
192.88,18.2,15.50569,16.42526,17.8645,19.28537,20.22509
193.711,18.6,15.89662,16.85127,18.28547,19.72928,20.65968
194.044,18.1,15.41889,16.35521,17.75367,19.20887,20.13232
194.713,18.3,15.62385,16.56096,17.98073,19.41656,20.37665
195.167,18.6,15.89526,16.83666,18.26949,19.70318,20.67324
196.3,18.1,15.39244,16.33478,17.78136,19.22151,20.15875
197.522,16.5,13.78893,14.70221,16.13114,17.57687,18.50546
198.833,17.1,14.39751,15.33769,16.75205,18.21079,19.15196
200.733,17,14.29111,15.22374,16.65182,18.09157,19.03663
203.178,17.3,14.57508,15.53916,16.9674,18.41676,19.33836
205.291,17.7,14.98909,15.93352,17.35573,18.78301,19.73569
207.04,17.7,14.99295,15.931,17.35136,18.78853,19.74364
208.845,18.2,15.49387,16.43218,17.87668,19.2924,20.24461
210.66,18.5,15.80215,16.74378,18.17874,19.60187,20.54693
212.42,18.6,15.89565,16.8374,18.26664,19.70449,20.67786
213.989,18.9,16.27751,17.16958,18.59114,20.01025,20.96005
215.433,18.9,16.1921,17.14563,18.58802,20.02008,20.98429
216.9,18.2,15.46864,16.4356,17.87141,19.30483,20.23845
218.222,17,14.31603,15.24551,16.65966,18.11649,19.07165
218.367,17.4,14.72243,15.63881,17.06554,18.49864,19.45045
219.3,15.3,12.52188,13.48238,14.90681,16.34188,17.27878
220.18,14,11.27101,12.20194,13.62004,15.03563,15.96084
220.26,14.1,11.37372,12.28381,13.72415,15.1421,16.08839
221,13.5,10.76714,11.69792,13.11556,14.53518,15.4753
221.1,17.5,14.83443,15.74904,17.1566,18.58939,19.52509
221.889,13.3,10.55822,11.48602,12.89468,14.3059,15.24795
221.978,13.2,10.44734,11.38991,12.80011,14.22311,15.14002
222.71,13.7,10.96173,11.89825,13.321,14.71567,15.65497
222.93,13.7,10.99733,11.90619,13.30877,14.7228,15.63018
223.811,14.6,11.86845,12.78756,14.22705,15.64969,16.57063
224.81,16.1,13.36355,14.29668,15.73432,17.1854,18.12392
225.93,15.6,12.88023,13.80665,15.23434,16.6522,17.59235
227.1,14.7,11.98202,12.90021,14.32803,15.76134,16.69299
228.56,15.6,12.86274,13.80293,15.23395,16.66954,17.58504
230,15.4,12.66197,13.58778,15.00876,16.45588,17.39946
231.78,16.6,13.86209,14.82323,16.23774,17.66827,18.62232
233.58,16.6,13.91105,14.83042,16.22953,17.65974,18.61731
235.389,16.7,13.98513,14.91192,16.36408,17.76845,18.69003
237.09,17.3,14.58552,15.51317,16.95331,18.39188,19.3235
238.99,17.4,14.69833,15.62953,17.06793,18.49599,19.43643
240.85,17.5,14.77773,15.72655,17.16133,18.5934,19.53707
242.34,17.7,15.03246,15.93542,17.35002,18.78629,19.71374
243.709,17.8,15.07687,16.02125,17.46066,18.89924,19.8474
244.88,17.2,14.49069,15.438,16.85522,18.27371,19.21326
245.69,15.9,13.18245,14.11835,15.54342,16.96589,17.88379
246.59,14.4,11.65346,12.58852,14.00277,15.44621,16.40673
247.5,13.7,10.93097,11.87384,13.30932,14.73628,15.67248
248.51,13.9,11.14215,12.05392,13.49897,14.93835,15.86332
249.6,13.8,11.09169,12.01063,13.42592,14.83689,15.78249
250.62,13.3,10.508,11.47867,12.8983,14.3463,15.27672
251.991,13.6,10.84852,11.77012,13.20517,14.6379,15.58093
253.3,12.9,10.12057,11.05852,12.49058,13.93069,14.86657
254.85,13.2,10.45055,11.37922,12.79988,14.21072,15.14963
256.32,13.3,10.55462,11.48373,12.91807,14.33213,15.28385
257.51,13.4,10.65465,11.5804,13.00405,14.43166,15.3658
258.62,13.1,10.34439,11.27585,12.69085,14.13732,15.06159
259.81,12.6,9.859137,10.78863,12.21062,13.62129,14.54674
260.944,12.9,10.16643,11.08778,12.50526,13.9295,14.87889
262.22,12.9,10.14889,11.07371,12.48863,13.91225,14.86012
263.41,12.8,10.07141,10.98801,12.39813,13.81248,14.73413
264.522,11.4,8.642079,9.571113,10.98846,12.40436,13.32057
265.61,10.9,8.147285,9.083248,10.48698,11.89984,12.81506
266.74,12.6,9.861198,10.77748,12.19374,13.61191,14.52714
268.14,12.9,10.17805,11.0828,12.49914,13.92558,14.86884
269.546,13.2,10.43643,11.4029,12.80879,14.20503,15.15548
271.008,13,10.27121,11.19419,12.6024,14.00937,14.95925
272.3,13.1,10.37668,11.28771,12.71539,14.1385,15.08768
273.94,13.2,10.45397,11.37568,12.80903,14.2316,15.15322
275.345,13.4,10.66212,11.58086,12.99265,14.4149,15.34981
276.94,13.6,10.86707,11.79797,13.20239,14.61676,15.55735
278.31,14.3,11.52141,12.48733,13.91635,15.35533,16.28057
279.41,14.4,11.66824,12.5759,14.03141,15.45661,16.39012
280.5,15.8,13.06836,14.00439,15.42274,16.87425,17.81711
281.54,16.5,13.79461,14.71675,16.14247,17.57293,18.52529
282.967,16.8,14.06022,14.99868,16.44066,17.89109,18.82294
284.633,17.2,14.51357,15.42724,16.85845,18.28499,19.20288
286.484,16.6,13.87914,14.81657,16.25709,17.67144,18.61195
287.774,15.4,12.69142,13.61305,15.01753,16.44826,17.38454
289.616,14,11.24764,12.18987,13.6124,15.04661,15.97715
291.15,15.5,12.77599,13.71391,15.14061,16.56032,17.49776
292.56,16.3,13.56581,14.51799,15.92593,17.36663,18.30751
293.69,15.8,13.05794,14.00748,15.44063,16.89052,17.80897
294.88,16.4,13.66149,14.60283,16.03952,17.48194,18.41687
296.08,16.4,13.7042,14.62744,16.04573,17.48517,18.41679
297.19,16.9,14.16224,15.11343,16.54398,17.96134,18.91279
298.65,17,14.28497,15.23059,16.65468,18.09402,19.03565
300.06,16.5,13.8035,14.7249,16.14478,17.55398,18.49209
301.46,16.8,14.06888,15.00277,16.43722,17.87297,18.81224
303.49,17.1,14.40144,15.3127,16.75128,18.20269,19.1338
305.86,17.5,14.78962,15.71038,17.16197,18.60358,19.54984
308.26,17.7,15.01123,15.9306,17.36491,18.80036,19.73707
310.75,17.8,15.10956,16.02312,17.45536,18.90199,19.86433
313.16,17.8,15.09987,16.04154,17.44933,18.89693,19.85161
315.02,16.8,14.10602,15.04475,16.4447,17.87524,18.78774
316.46,16.9,14.17324,15.11848,16.53793,17.96358,18.89169
317.41,17.6,14.87885,15.83832,17.25586,18.68976,19.63745
318.31,17.8,15.06004,16.01847,17.48334,18.90145,19.85715
319.12,18,15.31263,16.24311,17.68364,19.10361,20.02576
319.29,18.5,15.84039,16.76141,18.18614,19.62156,20.56806
320.01,18.2,15.49398,16.42742,17.85976,19.31459,20.2526
320.23,18.7,16.02851,16.95832,18.38301,19.8133,20.76609
321.27,18.3,15.60662,16.55358,17.99628,19.40801,20.34026
321.52,18.8,16.10089,17.04921,18.48451,19.9335,20.86429
322.48,18.9,16.23007,17.15618,18.60901,20.0437,20.98125
322.72,18.9,16.21059,17.15084,18.59277,20.0264,20.95735
323.68,18.6,15.92755,16.85254,18.26646,19.7174,20.64512
323.91,18.8,16.09559,17.02904,18.47798,19.91898,20.84929
324.79,18.9,16.23445,17.16291,18.6032,20.03469,20.99367
325.02,19,16.30107,17.259,18.69439,20.11442,21.06932
325.98,19,16.28535,17.25111,18.69049,20.12715,21.08945
326.27,19.1,16.43046,17.36218,18.79374,20.22851,21.16672
327.63,18.9,16.19924,17.16226,18.57542,20.01727,20.96525
328,19,16.3173,17.25314,18.67168,20.11315,21.06657
329.6,18.9,16.21564,17.13788,18.58234,20.0215,20.95907
329.99,19,16.36488,17.26495,18.69509,20.13929,21.07694
331.51,18.7,15.98577,16.93915,18.36263,19.81312,20.74953
331.89,18.8,16.11414,17.06385,18.49599,19.95072,20.87246
333.41,19.6,16.91994,17.87102,19.31064,20.72819,21.68522
333.8,18.4,15.7115,16.63668,18.07075,19.50615,20.44119
335.4,20.6,17.92286,18.87972,20.32135,21.76907,22.73782
335.79,19.1,16.40211,17.34663,18.78259,20.23396,21.17561
337.31,19.4,16.68633,17.65353,19.09347,20.51764,21.45182
337.69,20.8,18.12393,19.07946,20.53351,21.9908,22.95799
339.21,15.5,12.76167,13.69993,15.13737,16.55845,17.4892
339.58,20.8,18.159,19.08974,20.52946,21.99542,22.95513
341.02,15.4,12.66017,13.59223,15.04211,16.46226,17.40322
341.39,15.4,12.67773,13.58392,15.02294,16.45888,17.39798
342.91,14.9,12.17079,13.09614,14.501,15.93409,16.84813
343.34,14.5,11.776,12.69727,14.12212,15.5427,16.48765
345.26,14.7,11.95198,12.88872,14.32017,15.74249,16.68543
345.74,14.5,11.75445,12.68033,14.11387,15.56021,16.51031
347.66,14.3,11.56831,12.48077,13.89497,15.3413,16.28119
348.025,15.6,12.89288,13.81539,15.24805,16.64999,17.59554
348.983,15.3,12.57668,13.50583,14.91535,16.35542,17.30788
349.2,14,11.26674,12.17836,13.59001,15.01331,15.96141
350.088,14.2,11.45678,12.38436,13.81214,15.22074,16.15177
350.3,14,11.28764,12.1951,13.59622,15.04086,15.9926
351.39,13.7,10.95687,11.8904,13.31457,14.72203,15.67238
352.4,13.4,10.65178,11.59523,13.00706,14.42736,15.37957
353.31,12.1,9.373393,10.27695,11.68159,13.09686,14.00679
354.57,12.1,9.313324,10.26713,11.69667,13.10901,14.0601
356.41,12.8,10.06065,11.00394,12.41512,13.79926,14.73819
358.31,12.6,9.866189,10.79573,12.21296,13.6385,14.55479
360.3,11.8,9.031142,9.96466,11.38676,12.78494,13.71269
362.21,11.3,8.565669,9.478578,10.88232,12.29004,13.26301
364.29,11.5,8.77041,9.694457,11.11117,12.51504,13.43472
366.66,11.9,9.14184,10.05476,11.49532,12.93189,13.86847
369.06,13,10.23045,11.15966,12.58887,14.00555,14.93426
370.963,14.1,11.33803,12.27564,13.70661,15.11792,16.05917
373.38,14.4,11.65326,12.59636,14.02711,15.42509,16.38243
373.86,13.9,11.16596,12.09441,13.51694,14.93253,15.85328
375.763,14.6,11.87084,12.77567,14.20134,15.65274,16.57207
376.15,14.1,11.35944,12.28393,13.70756,15.14692,16.08946
377.28,15.4,12.66112,13.59105,15.02729,16.46085,17.42613
377.56,14.4,11.62868,12.57629,14.01184,15.46129,16.40481
378.75,14.3,11.55982,12.48472,13.9144,15.34809,16.26346
379.04,14.7,11.97437,12.91883,14.31649,15.75245,16.67743
380.16,12.9,10.14985,11.08916,12.48808,13.92551,14.8462
380.45,15,12.2918,13.20821,14.61167,16.04991,17.00066
381.65,12.6,9.858857,10.77135,12.20063,13.62186,14.55058
381.95,13.9,11.154,12.08308,13.50909,14.92904,15.87262
383.063,14.6,11.89027,12.81538,14.21915,15.64365,16.59524
383.32,12.6,9.8691,10.78822,12.18272,13.59202,14.54365
384.28,15.3,12.5604,13.49385,14.92127,16.37068,17.31749
385.39,17,14.28549,15.21473,16.64566,18.08506,19.01195
386.58,16.6,13.88142,14.81466,16.2386,17.66393,18.5909
387.69,16.1,13.3628,14.29988,15.73762,17.19396,18.11804
389.15,16.8,14.10533,15.05493,16.46667,17.87396,18.79173
390.56,16.6,13.85564,14.79753,16.24862,17.68773,18.60294
391.96,16.5,13.75855,14.69597,16.12451,17.58334,18.51083
393.45,17.2,14.47572,15.40511,16.83768,18.27651,19.21573
394.68,17.6,14.89146,15.83761,17.26616,18.7157,19.64999
395.88,18.4,15.69228,16.6324,18.07697,19.52664,20.44778
397.08,18.7,16.02211,16.96669,18.37822,19.81866,20.7587
398.19,18.9,16.20638,17.15253,18.60503,20.03344,20.97033
399.92,19,16.28497,17.22755,18.66872,20.13213,21.08246
402.35,19,16.3281,17.26119,18.69904,20.14652,21.08643
404.67,18.7,16.01354,16.96005,18.37069,19.83095,20.77056
406.25,19.2,16.52988,17.46761,18.89252,20.33014,21.26058
407.57,18.7,16.00285,16.92497,18.36752,19.84377,20.79689
408.51,18.8,16.11869,17.02961,18.48569,19.93342,20.86496
409.5,18.7,16.0467,16.96023,18.38498,19.81123,20.74541
411.13,18.3,15.57735,16.5314,17.97431,19.42505,20.37221
412.92,18.3,15.61042,16.53022,17.96547,19.40635,20.33896
414.495,17.9,15.19175,16.13829,17.55944,19.00933,19.92847
416.045,17.7,14.97721,15.93467,17.34957,18.78024,19.73222
417.01,17.6,14.8711,15.82644,17.26076,18.70791,19.63212
417.91,17.6,14.89946,15.84073,17.27686,18.69009,19.63404
418.72,17.4,14.65298,15.60443,17.04332,18.48765,19.43133
419.61,17.3,14.60723,15.51824,16.95349,18.37054,19.31281
420.51,17.3,14.57783,15.52572,16.96555,18.38502,19.34605
421.32,17.2,14.46824,15.41154,16.82862,18.27408,19.23003
422.21,17.1,14.37036,15.32074,16.74613,18.19222,19.13609
423.11,17.1,14.38507,15.3214,16.75383,18.17526,19.12978
423.92,17.2,14.49301,15.42791,16.86306,18.3067,19.25979
424.81,16.6,13.88435,14.81271,16.23338,17.65235,18.57898
425.71,16.5,13.76362,14.70381,16.1493,17.56984,18.48388
426.52,18,15.30683,16.22248,17.66641,19.11606,20.08241
431.46,18.2,15.46797,16.42898,17.88838,19.35166,20.27993
435.33,17.5,14.81756,15.74965,17.16326,18.59303,19.54948
438.31,17.7,15.00291,15.92787,17.37407,18.80358,19.7677
440.58,17.8,15.11842,16.04152,17.45055,18.89506,19.86747
441.97,17.7,14.99319,15.935,17.35127,18.79062,19.73628
443.135,16.5,13.80615,14.73409,16.14148,17.56939,18.50956
444.285,14.4,11.67748,12.59123,14.01558,15.44335,16.37607
445.48,13.5,10.74179,11.65551,13.09322,14.51468,15.46192
446.77,13.1,10.36645,11.3002,12.70451,14.1146,15.06029
447.98,13.4,10.65218,11.59066,13.00912,14.4364,15.3847
449.09,13.1,10.35463,11.26153,12.67316,14.10443,15.01442
450.19,12.6,9.840152,10.77403,12.19778,13.62433,14.56027
451.56,12.8,10.05899,10.98036,12.39423,13.821,14.74117
