age_ka,SST,temp_min2,temp_min1,temp,temp_plus1,temp_plus2
2621,12.55,9.557798492,10.48729035,11.88263608,13.30700227,14.25094432
2626,13.1,10.12026991,11.04786609,12.46148217,13.87300167,14.78274547
2640,10.97,8.035593801,8.942850651,10.36604965,11.76655136,12.70396713
2649,13.09,10.08056666,11.01922725,12.45509852,13.85980486,14.80227291
2664,13.23,10.24663687,11.15749139,12.57921395,14.01526791,14.94855785
2671,10.62,7.707302832,8.630677155,10.04057919,11.4377406,12.35924631
2676,9.81,6.918169462,7.839260309,9.24865341,10.65369877,11.57432073
2695,11.26,8.303259138,9.242661475,10.6706816,12.08705078,12.99350908
2709,10.05,7.162405244,8.077060887,9.486022697,10.9122195,11.83412768
2716,9.29,6.421705793,7.333547564,8.742616687,10.1446266,11.09238946
2721,10.9,7.98444066,8.891676206,10.30082226,11.71514045,12.65625141
2723,10.96,8.029473226,8.950338156,10.35856977,11.78534519,12.69278101
2734,13.31,10.32613662,11.2461071,12.67423563,14.11070421,15.05831777
2740,12.38,9.381498581,10.34080558,11.7482511,13.16095825,14.08516073
2759,13.82,10.82110433,11.73930764,13.15238199,14.58072516,15.51318245
2777,13.84,10.82123001,11.74456149,13.17219289,14.60832848,15.54440531
2779,13.51,10.52951194,11.43244901,12.85360972,14.26560852,15.20273325
2798,11.72,8.778439713,9.68869875,11.1066485,12.50296768,13.46698201
2807,10.67,7.757629464,8.671022412,10.09338345,11.50476269,12.43275197
2815,11.39,8.437670364,9.362392754,10.78101709,12.20546089,13.13052946
2819,11.4,8.463350653,9.390307614,10.80366801,12.23311869,13.15315739
2823,11.13,8.208071306,9.129202143,10.53493984,11.95333391,12.88187987
2827,12.31,9.329132554,10.26704305,11.67285705,13.08555428,14.00719471
2831,12.83,9.854192327,10.77816915,12.19507341,13.63070731,14.56092596
2835,13.09,10.10029241,11.03634847,12.44908231,13.88408465,14.80074192
2839,13.29,10.27718246,11.19437571,12.63427199,14.04091713,14.98264346
2843,12.16,9.218041802,10.12528761,11.5336147,12.91781365,13.85048501
2847,12.24,9.291546436,10.19569686,11.60364262,13.0366718,13.96198574
2851,12.87,9.886457493,10.81933415,12.24320058,13.6681257,14.59137581
2855,13.48,10.46641857,11.40722256,12.82075424,14.25181985,15.20972543
2859,14.09,11.0946762,12.02118115,13.43817236,14.85950759,15.80478647
2863,14.41,11.39880381,12.3373305,13.75708671,15.16885882,16.10894105
2867,13.89,10.89305052,11.81122275,13.24180283,14.65388003,15.59010254
2871,13.56,10.59689257,11.51221164,12.9174865,14.33331048,15.25453128
2875,12.3,9.324181407,10.24695892,11.67374617,13.08715225,14.02212219
2879,11.7,8.731665826,9.676407659,11.09538672,12.51926663,13.44025114
2883,11.96,8.994021027,9.936125404,11.34215348,12.76646105,13.70563221
2887,10.87,7.975505243,8.896428671,10.30715818,11.71708349,12.63843027
2891,12.19,9.243424043,10.15609889,11.57649726,12.98197375,13.90604878
2895,13.87,10.89529589,11.79282852,13.21028502,14.65271487,15.57483268
2899,13.34,10.35481627,11.29220572,12.68482964,14.09810586,15.01104916
2904,13.28,10.27949613,11.21060744,12.64264862,14.06055769,14.9947696
2908,12.76,9.775825559,10.70772908,12.12858401,13.53556953,14.45961466
2912,12.27,9.332394784,10.23033913,11.64251995,13.05319632,13.97289552
2916,12.45,9.484095812,10.41575897,11.8262399,13.25197653,14.17789124
2920,11.64,8.702466295,9.618242788,11.03291684,12.4756326,13.40393689
2924,12.25,9.251825969,10.20840843,11.62139301,13.04005592,13.96250423
2928,12.37,9.401351976,10.32926709,11.73344636,13.16151098,14.06708438
2932,13.11,10.10120264,11.03842399,12.45957742,13.88327632,14.7967388
2936,12.7,9.749277348,10.64494596,12.06332354,13.47426808,14.39084897
2941,14.42,11.39746307,12.31235966,13.73642874,15.17107062,16.13165521
2944,11.16,8.228224482,9.151158477,10.56573581,11.98597634,12.93513988
2949,14.6,11.61094898,12.52118621,13.93108576,15.36892768,16.30537315
2952,11.01,8.051819361,8.987369664,10.39515081,11.82168412,12.71875082
2956,11.68,8.725828739,9.662142378,11.06124141,12.49295555,13.42651116
2960,11.43,8.475065198,9.411138763,10.82525932,12.21862327,13.11997971
2964,15.19,12.1413098,13.08373433,14.4981045,15.92663284,16.850271
2968,12.95,9.963206082,10.88134903,12.303041,13.72336454,14.65804913
2971,13.11,10.15676154,11.05638087,12.45976021,13.89701269,14.80103545
2976,11.97,8.985082567,9.902802178,11.32963515,12.75901401,13.68994742
