
Leg,Site,H,Core,T,Sec,Top (cm),Depth (mbsf),Magnetic Suscept.,Corrected Suscept.
198,1209,A,  1,H,  1,     6.0,       0.060,           19.200,             19.21,
198,1209,A,  1,H,  1,     9.0,       0.090,           19.800,             19.83,
198,1209,A,  1,H,  1,    12.0,       0.120,           21.200,             21.24,
198,1209,A,  1,H,  1,    15.0,       0.150,           22.600,             22.65,
198,1209,A,  1,H,  1,    18.0,       0.180,           23.200,             23.26,
198,1209,A,  1,H,  1,    21.0,       0.210,           22.000,             22.08,
198,1209,A,  1,H,  1,    24.0,       0.240,           21.200,             21.29,
198,1209,A,  1,H,  1,    27.0,       0.270,           19.400,             19.50,
198,1209,A,  1,H,  1,    30.0,       0.300,           19.000,             19.11,
198,1209,A,  1,H,  1,    33.0,       0.330,           20.800,             20.92,
198,1209,A,  1,H,  1,    36.0,       0.360,           19.600,             19.74,
198,1209,A,  1,H,  1,    39.0,       0.390,           20.600,             20.75,
198,1209,A,  1,H,  1,    42.0,       0.420,           21.800,             21.96,
198,1209,A,  1,H,  1,    45.0,       0.450,           22.000,             22.17,
198,1209,A,  1,H,  1,    48.0,       0.480,           23.600,             23.79,
198,1209,A,  1,H,  1,    51.0,       0.510,           25.000,             25.20,
198,1209,A,  1,H,  1,    54.0,       0.540,           25.400,             25.61,
198,1209,A,  1,H,  1,    57.0,       0.570,           25.400,             25.64,
198,1209,A,  1,H,  1,    60.0,       0.600,           24.400,             24.67,
198,1209,A,  1,H,  1,    63.0,       0.630,           24.000,             24.31,
198,1209,A,  1,H,  1,    66.0,       0.660,           23.200,             23.54,
198,1209,A,  1,H,  1,    69.0,       0.690,           23.800,             24.17,
198,1209,A,  1,H,  1,    72.0,       0.720,           26.200,             26.60,
198,1209,A,  1,H,  1,    75.0,       0.750,           30.200,             30.63,
198,1209,A,  1,H,  1,    78.0,       0.780,           29.600,             30.06,
198,1209,A,  1,H,  1,    81.0,       0.810,           29.400,             29.90,
198,1209,A,  1,H,  1,    84.0,       0.840,           29.600,             30.13,
198,1209,A,  1,H,  1,    87.0,       0.870,           28.600,             29.16,
198,1209,A,  1,H,  1,    90.0,       0.900,           27.200,             27.79,
198,1209,A,  1,H,  1,    93.0,       0.930,           27.400,             28.03,
198,1209,A,  1,H,  1,    96.0,       0.960,           33.000,             33.66,
198,1209,A,  1,H,  1,    99.0,       0.990,           29.800,             30.49,
198,1209,A,  1,H,  1,   102.0,       1.020,           28.800,             29.52,
198,1209,A,  1,H,  1,   105.0,       1.050,           32.000,             32.76,
198,1209,A,  1,H,  1,   108.0,       1.080,           35.800,             36.59,
198,1209,A,  1,H,  1,   111.0,       1.110,           37.200,             38.02,
198,1209,A,  1,H,  1,   114.0,       1.140,           42.000,             42.85,
198,1209,A,  1,H,  1,   117.0,       1.170,           51.800,             52.68,
198,1209,A,  1,H,  1,   120.0,       1.200,           54.600,             55.51,
198,1209,A,  1,H,  1,   123.0,       1.230,           54.400,             55.35,
198,1209,A,  1,H,  1,   126.0,       1.260,           42.600,             43.58,
198,1209,A,  1,H,  1,   129.0,       1.290,           33.200,             34.21,
198,1209,A,  1,H,  1,   132.0,       1.320,           25.200,             26.24,
198,1209,A,  1,H,  1,   135.0,       1.350,           19.400,             20.48,
198,1209,A,  1,H,  1,   138.0,       1.380,           17.200,             18.31,
198,1209,A,  1,H,  1,   141.0,       1.410,           13.600,             14.74,
198,1209,A,  1,H,  1,   144.0,       1.440,           11.000,             12.17,
198,1209,A,  1,H,  2,     6.0,       1.560,            9.400,              9.41,
198,1209,A,  1,H,  2,     9.0,       1.590,            9.400,              9.42,
198,1209,A,  1,H,  2,    12.0,       1.620,            9.400,              9.42,
198,1209,A,  1,H,  2,    15.0,       1.650,            9.000,              9.03,
198,1209,A,  1,H,  2,    18.0,       1.680,            8.000,              8.04,
198,1209,A,  1,H,  2,    21.0,       1.710,            7.600,              7.65,
198,1209,A,  1,H,  2,    24.0,       1.740,            6.600,              6.66,
198,1209,A,  1,H,  2,    27.0,       1.770,            6.400,              6.46,
198,1209,A,  1,H,  2,    30.0,       1.800,            5.800,              5.87,
198,1209,A,  1,H,  2,    33.0,       1.830,            6.200,              6.28,
198,1209,A,  1,H,  2,    36.0,       1.860,            5.400,              5.49,
198,1209,A,  1,H,  2,    39.0,       1.890,            5.200,              5.29,
198,1209,A,  1,H,  2,    42.0,       1.920,            5.600,              5.70,
198,1209,A,  1,H,  2,    45.0,       1.950,            6.400,              6.51,
198,1209,A,  1,H,  2,    48.0,       1.980,            7.400,              7.52,
198,1209,A,  1,H,  2,    51.0,       2.010,            8.200,              8.32,
198,1209,A,  1,H,  2,    54.0,       2.040,            9.000,              9.13,
198,1209,A,  1,H,  2,    57.0,       2.070,            9.800,              9.95,
198,1209,A,  1,H,  2,    60.0,       2.100,           10.000,             10.17,
198,1209,A,  1,H,  2,    63.0,       2.130,           11.000,             11.19,
198,1209,A,  1,H,  2,    66.0,       2.160,           13.000,             13.21,
198,1209,A,  1,H,  2,    69.0,       2.190,           13.800,             14.03,
198,1209,A,  1,H,  2,    72.0,       2.220,           15.000,             15.25,
198,1209,A,  1,H,  2,    75.0,       2.250,           22.200,             22.47,
198,1209,A,  1,H,  2,    78.0,       2.280,           30.600,             30.89,
198,1209,A,  1,H,  2,    81.0,       2.310,           35.800,             36.11,
198,1209,A,  1,H,  2,    84.0,       2.340,           43.200,             43.53,
198,1209,A,  1,H,  2,    87.0,       2.370,           50.800,             51.15,
198,1209,A,  1,H,  2,    90.0,       2.400,           56.400,             56.77,
198,1209,A,  1,H,  2,    93.0,       2.430,           60.200,             60.59,
198,1209,A,  1,H,  2,    96.0,       2.460,           60.600,             61.01,
198,1209,A,  1,H,  2,    99.0,       2.490,           61.000,             61.43,
198,1209,A,  1,H,  2,   102.0,       2.520,           68.800,             69.25,
198,1209,A,  1,H,  2,   105.0,       2.550,           78.800,             79.27,
198,1209,A,  1,H,  2,   108.0,       2.580,           68.400,             68.89,
198,1209,A,  1,H,  2,   111.0,       2.610,           63.600,             64.11,
198,1209,A,  1,H,  2,   114.0,       2.640,           68.000,             68.53,
198,1209,A,  1,H,  2,   117.0,       2.670,           80.800,             81.35,
198,1209,A,  1,H,  2,   120.0,       2.700,          112.600,            113.17,
198,1209,A,  1,H,  2,   123.0,       2.730,          145.600,            146.19,
198,1209,A,  1,H,  2,   126.0,       2.760,          126.600,            127.21,
198,1209,A,  1,H,  2,   129.0,       2.790,           44.000,             44.63,
198,1209,A,  1,H,  2,   132.0,       2.820,           18.800,             19.45,
198,1209,A,  1,H,  2,   135.0,       2.850,           14.800,             15.47,
198,1209,A,  1,H,  2,   138.0,       2.880,           15.400,             16.09,
198,1209,A,  1,H,  2,   141.0,       2.910,           16.600,             17.31,
198,1209,A,  1,H,  2,   144.0,       2.940,           15.000,             15.73,
198,1209,A,  1,H,  3,     6.0,       3.060,           17.400,             17.40,
198,1209,A,  1,H,  3,     9.0,       3.090,           17.400,             17.40,
198,1209,A,  1,H,  3,    12.0,       3.120,           17.800,             17.80,
198,1209,A,  1,H,  3,    15.0,       3.150,           19.000,             19.00,
198,1209,A,  1,H,  3,    18.0,       3.180,           19.800,             19.80,
198,1209,A,  1,H,  3,    21.0,       3.210,           21.800,             21.80,
198,1209,A,  1,H,  3,    24.0,       3.240,           24.000,             24.00,
198,1209,A,  1,H,  3,    27.0,       3.270,           25.800,             25.80,
198,1209,A,  1,H,  3,    30.0,       3.300,           28.000,             28.00,
198,1209,A,  1,H,  3,    33.0,       3.330,           31.400,             31.40,
198,1209,A,  1,H,  3,    36.0,       3.360,           34.600,             34.60,
198,1209,A,  1,H,  3,    39.0,       3.390,           39.800,             39.80,
198,1209,A,  1,H,  3,    42.0,       3.420,           56.800,             56.80,
198,1209,A,  1,H,  3,    45.0,       3.450,           89.200,             89.20,
198,1209,A,  1,H,  3,    48.0,       3.480,          115.800,            115.80,
198,1209,A,  1,H,  3,    51.0,       3.510,          112.800,            112.80,
198,1209,A,  1,H,  3,    54.0,       3.540,           73.400,             73.40,
198,1209,A,  1,H,  3,    57.0,       3.570,           44.400,             44.40,
198,1209,A,  1,H,  3,    60.0,       3.600,           26.400,             26.40,
198,1209,A,  1,H,  3,    63.0,       3.630,           16.400,             16.40,
198,1209,A,  1,H,  3,    66.0,       3.660,           16.800,             16.80,
198,1209,A,  1,H,  3,    69.0,       3.690,           17.800,             17.80,
198,1209,A,  1,H,  3,    72.0,       3.720,           19.200,             19.20,
198,1209,A,  1,H,  3,    75.0,       3.750,           21.800,             21.80,
198,1209,A,  1,H,  3,    78.0,       3.780,           29.000,             29.00,
198,1209,A,  1,H,  3,    81.0,       3.810,           31.200,             31.20,
198,1209,A,  1,H,  3,    84.0,       3.840,           42.400,             42.40,
198,1209,A,  1,H,  3,    87.0,       3.870,           42.800,             42.80,
198,1209,A,  1,H,  3,    90.0,       3.900,           30.600,             30.60,
198,1209,A,  1,H,  3,    93.0,       3.930,           27.000,             27.00,
198,1209,A,  1,H,  3,    96.0,       3.960,           16.800,             16.80,
198,1209,A,  1,H,  3,    99.0,       3.990,           18.000,             18.00,
198,1209,A,  1,H,  3,   102.0,       4.020,           20.200,             20.20,
198,1209,A,  1,H,  3,   105.0,       4.050,           21.400,             21.40,
198,1209,A,  1,H,  3,   108.0,       4.080,           22.200,             22.20,
198,1209,A,  1,H,  3,   111.0,       4.110,           23.000,             23.00,
198,1209,A,  1,H,  3,   114.0,       4.140,           21.600,             21.60,
198,1209,A,  1,H,  3,   117.0,       4.170,           20.000,             20.00,
198,1209,A,  1,H,  3,   120.0,       4.200,           20.000,             20.00,
198,1209,A,  1,H,  3,   123.0,       4.230,           20.000,             20.00,
198,1209,A,  1,H,  3,   126.0,       4.260,           20.200,             20.20,
198,1209,A,  1,H,  3,   129.0,       4.290,           20.400,             20.40,
198,1209,A,  1,H,  3,   132.0,       4.320,           22.600,             22.60,
198,1209,A,  1,H,  3,   135.0,       4.350,           22.000,             22.00,
198,1209,A,  1,H,  3,   138.0,       4.380,           23.000,             23.00,
198,1209,A,  1,H,  3,   141.0,       4.410,           25.000,             25.00,
198,1209,A,  1,H,  3,   144.0,       4.440,           30.400,             30.40,
198,1209,A,  1,H,  4,     6.0,       4.560,           12.600,             12.62,
198,1209,A,  1,H,  4,     9.0,       4.590,           10.400,             10.43,
198,1209,A,  1,H,  4,    12.0,       4.620,            9.000,              9.05,
198,1209,A,  1,H,  4,    15.0,       4.650,            8.400,              8.46,
198,1209,A,  1,H,  4,    18.0,       4.680,            8.000,              8.08,
198,1209,A,  1,H,  4,    21.0,       4.710,            7.800,              7.89,
198,1209,A,  1,H,  4,    24.0,       4.740,            7.400,              7.50,
198,1209,A,  1,H,  4,    27.0,       4.770,            7.400,              7.52,
198,1209,A,  1,H,  4,    30.0,       4.800,            8.400,              8.53,
198,1209,A,  1,H,  4,    33.0,       4.830,            9.200,              9.35,
198,1209,A,  1,H,  4,    36.0,       4.860,            9.400,              9.56,
198,1209,A,  1,H,  4,    39.0,       4.890,            9.200,              9.38,
198,1209,A,  1,H,  4,    42.0,       4.920,            9.000,              9.19,
198,1209,A,  1,H,  4,    45.0,       4.950,            9.000,              9.21,
198,1209,A,  1,H,  4,    48.0,       4.980,            8.800,              9.02,
198,1209,A,  1,H,  4,    51.0,       5.010,            9.400,              9.63,
198,1209,A,  1,H,  4,    54.0,       5.040,            8.200,              8.45,
198,1209,A,  1,H,  4,    57.0,       5.070,            7.000,              7.29,
198,1209,A,  1,H,  4,    60.0,       5.100,            7.200,              7.52,
198,1209,A,  1,H,  4,    63.0,       5.130,            5.800,              6.16,
198,1209,A,  1,H,  4,    66.0,       5.160,            4.400,              4.80,
198,1209,A,  1,H,  4,    69.0,       5.190,            4.000,              4.43,
198,1209,A,  1,H,  4,    72.0,       5.220,            4.800,              5.27,
198,1209,A,  1,H,  4,    75.0,       5.250,            5.200,              5.71,
198,1209,A,  1,H,  4,    78.0,       5.280,            5.200,              5.74,
198,1209,A,  1,H,  4,    81.0,       5.310,            5.400,              5.99,
198,1209,A,  1,H,  4,    84.0,       5.340,            5.400,              6.02,
198,1209,A,  1,H,  4,    87.0,       5.370,            5.000,              5.66,
198,1209,A,  1,H,  4,    90.0,       5.400,            5.400,              6.10,
198,1209,A,  1,H,  4,    93.0,       5.430,            5.200,              5.94,
198,1209,A,  1,H,  4,    96.0,       5.460,            5.000,              5.77,
198,1209,A,  1,H,  4,    99.0,       5.490,            6.000,              6.81,
198,1209,A,  1,H,  4,   102.0,       5.520,            6.400,              7.25,
198,1209,A,  1,H,  4,   105.0,       5.550,            6.600,              7.49,
198,1209,A,  1,H,  4,   108.0,       5.580,            6.600,              7.52,
198,1209,A,  1,H,  4,   111.0,       5.610,            6.800,              7.76,
198,1209,A,  1,H,  4,   114.0,       5.640,            7.000,              8.00,
198,1209,A,  1,H,  4,   117.0,       5.670,            7.800,              8.84,
198,1209,A,  1,H,  4,   120.0,       5.700,            7.400,              8.47,
198,1209,A,  1,H,  4,   123.0,       5.730,            9.800,             10.91,
198,1209,A,  1,H,  4,   126.0,       5.760,           10.800,             11.95,
198,1209,A,  1,H,  4,   129.0,       5.790,           11.600,             12.79,
198,1209,A,  1,H,  4,   132.0,       5.820,           12.600,             13.83,
198,1209,A,  1,H,  4,   135.0,       5.850,           14.200,             15.46,
198,1209,A,  1,H,  4,   138.0,       5.880,           17.400,             18.70,
198,1209,A,  1,H,  5,     6.0,       6.060,           41.800,             41.81,
198,1209,A,  1,H,  5,     9.0,       6.090,           22.200,             22.22,
198,1209,A,  1,H,  5,    12.0,       6.120,           15.000,             15.02,
198,1209,A,  1,H,  5,    15.0,       6.150,           14.400,             14.43,
198,1209,A,  1,H,  5,    18.0,       6.180,           14.800,             14.84,
198,1209,A,  1,H,  5,    21.0,       6.210,           16.400,             16.44,
198,1209,A,  1,H,  5,    24.0,       6.240,           19.000,             19.05,
198,1209,A,  1,H,  5,    27.0,       6.270,           21.800,             21.86,
198,1209,A,  1,H,  5,    30.0,       6.300,           19.800,             19.87,
198,1209,A,  1,H,  5,    33.0,       6.330,           16.000,             16.07,
198,1209,A,  1,H,  5,    36.0,       6.360,           15.000,             15.08,
198,1209,A,  1,H,  5,    39.0,       6.390,           17.800,             17.89,
198,1209,A,  1,H,  5,    42.0,       6.420,           27.800,             27.89,
198,1209,A,  1,H,  5,    45.0,       6.450,           42.000,             42.10,
198,1209,A,  1,H,  5,    48.0,       6.480,           47.600,             47.71,
198,1209,A,  1,H,  5,    51.0,       6.510,           29.400,             29.51,
198,1209,A,  1,H,  5,    54.0,       6.540,           19.000,             19.12,
198,1209,A,  1,H,  5,    57.0,       6.570,           19.000,             19.14,
198,1209,A,  1,H,  5,    60.0,       6.600,           21.200,             21.36,
198,1209,A,  1,H,  5,    63.0,       6.630,           24.400,             24.57,
198,1209,A,  1,H,  5,    66.0,       6.660,           24.400,             24.59,
198,1209,A,  1,H,  5,    69.0,       6.690,           28.800,             29.01,
198,1209,A,  1,H,  5,    72.0,       6.720,           29.800,             30.03,
198,1209,A,  1,H,  5,    75.0,       6.750,           27.200,             27.45,
198,1209,A,  1,H,  5,    78.0,       6.780,           24.800,             25.06,
198,1209,A,  1,H,  5,    81.0,       6.810,           23.800,             24.08,
198,1209,A,  1,H,  5,    84.0,       6.840,           21.800,             22.10,
198,1209,A,  1,H,  5,    87.0,       6.870,           15.800,             16.12,
198,1209,A,  1,H,  5,    90.0,       6.900,           13.000,             13.34,
198,1209,A,  1,H,  5,    93.0,       6.930,           18.200,             18.56,
198,1209,A,  1,H,  6,     6.0,       7.060,           25.000,             25.00,
198,1209,A,  1,H,  6,     9.0,       7.090,           19.800,             19.81,
198,1209,A,  1,H,  6,    12.0,       7.120,           14.200,             14.21,
198,1209,A,  1,H,  6,    15.0,       7.150,            9.800,              9.81,
198,1209,A,  1,H,  6,    18.0,       7.180,            9.600,              9.61,
198,1209,A,  1,H,  6,    21.0,       7.210,           10.000,             10.02,
198,1209,A,  1,H,  6,    24.0,       7.240,           10.800,             10.82,
198,1209,A,  1,H,  6,    27.0,       7.270,           12.000,             12.02,
198,1209,A,  1,H,  6,    30.0,       7.300,           13.400,             13.42,
198,1209,A,  1,H,  6,    33.0,       7.330,           10.800,             10.83,
198,1209,A,  1,H,  6,    36.0,       7.360,            9.000,              9.03,
198,1209,A,  1,H,  6,    39.0,       7.390,            8.000,              8.03,
198,1209,A,  1,H,  6,    42.0,       7.420,            8.800,              8.83,
198,1209,A,  1,H,  6,    45.0,       7.450,            8.400,              8.44,
198,1209,A,  1,H,  6,    48.0,       7.480,            8.800,              8.84,
198,1209,A,  1,H,  6,    51.0,       7.510,            9.200,              9.24,
198,1209,A,  1,H,  6,    54.0,       7.540,            9.000,              9.04,
198,1209,A,  1,H,  6,    57.0,       7.570,            8.600,              8.65,
198,1209,A,  1,H,  6,    60.0,       7.600,            8.800,              8.86,
198,1209,A,  1,H,  6,    63.0,       7.630,           10.800,             10.86,
198,1209,A,  1,H,  6,    66.0,       7.660,           12.600,             12.67,
198,1209,A,  1,H,  6,    69.0,       7.690,           14.400,             14.48,
198,1209,A,  1,H,  6,    72.0,       7.720,           15.200,             15.28,
198,1209,A,  1,H,  6,    75.0,       7.750,           18.000,             18.09,
198,1209,A,  1,H,  6,    78.0,       7.780,           15.400,             15.50,
198,1209,A,  1,H,  6,    81.0,       7.810,           13.200,             13.30,
198,1209,A,  1,H,  6,    84.0,       7.840,           10.800,             10.91,
198,1209,A,  1,H, CC,     6.0,       7.950,            5.800,              5.94,
198,1209,A,  1,H, CC,     9.0,       7.980,            6.000,              6.22,
198,1209,A,  1,H, CC,    12.0,       8.010,            7.400,              7.70,
198,1209,A,  1,H, CC,    15.0,       8.040,            8.800,              9.18,
198,1209,A,  1,H, CC,    18.0,       8.070,            9.800,             10.25,
198,1209,A,  1,H, CC,    21.0,       8.100,            9.800,             10.33,
198,1209,A,  2,H,  1,     6.0,       8.260,           12.600,             12.61,
198,1209,A,  2,H,  1,     9.0,       8.290,           12.000,             12.02,
198,1209,A,  2,H,  1,    12.0,       8.320,           11.600,             11.62,
198,1209,A,  2,H,  1,    15.0,       8.350,           11.600,             11.63,
198,1209,A,  2,H,  1,    18.0,       8.380,           13.800,             13.84,
198,1209,A,  2,H,  1,    21.0,       8.410,           14.200,             14.25,
198,1209,A,  2,H,  1,    24.0,       8.440,           13.200,             13.26,
198,1209,A,  2,H,  1,    27.0,       8.470,           12.200,             12.26,
198,1209,A,  2,H,  1,    30.0,       8.500,           12.000,             12.07,
198,1209,A,  2,H,  1,    33.0,       8.530,           12.000,             12.08,
198,1209,A,  2,H,  1,    36.0,       8.560,           14.800,             14.89,
198,1209,A,  2,H,  1,    39.0,       8.590,           14.200,             14.29,
198,1209,A,  2,H,  1,    42.0,       8.620,           15.200,             15.30,
198,1209,A,  2,H,  1,    45.0,       8.650,           17.200,             17.31,
198,1209,A,  2,H,  1,    48.0,       8.680,           16.600,             16.72,
198,1209,A,  2,H,  1,    51.0,       8.710,           19.000,             19.12,
198,1209,A,  2,H,  1,    54.0,       8.740,           18.800,             18.93,
198,1209,A,  2,H,  1,    57.0,       8.770,           19.600,             19.75,
198,1209,A,  2,H,  1,    60.0,       8.800,           22.000,             22.17,
198,1209,A,  2,H,  1,    63.0,       8.830,           29.600,             29.79,
198,1209,A,  2,H,  1,    66.0,       8.860,           36.400,             36.61,
198,1209,A,  2,H,  1,    69.0,       8.890,           36.200,             36.43,
198,1209,A,  2,H,  1,    72.0,       8.920,           33.200,             33.45,
198,1209,A,  2,H,  1,    75.0,       8.950,           35.200,             35.47,
198,1209,A,  2,H,  1,    78.0,       8.980,           42.200,             42.49,
198,1209,A,  2,H,  1,    81.0,       9.010,           51.800,             52.11,
198,1209,A,  2,H,  1,    84.0,       9.040,           59.000,             59.33,
198,1209,A,  2,H,  1,    87.0,       9.070,           55.200,             55.55,
198,1209,A,  2,H,  1,    90.0,       9.100,           44.000,             44.37,
198,1209,A,  2,H,  1,    93.0,       9.130,           39.800,             40.19,
198,1209,A,  2,H,  1,    96.0,       9.160,           38.400,             38.81,
198,1209,A,  2,H,  1,    99.0,       9.190,           36.600,             37.03,
198,1209,A,  2,H,  1,   102.0,       9.220,           33.200,             33.65,
198,1209,A,  2,H,  1,   105.0,       9.250,           32.000,             32.47,
198,1209,A,  2,H,  1,   108.0,       9.280,           29.800,             30.29,
198,1209,A,  2,H,  1,   111.0,       9.310,           28.800,             29.31,
198,1209,A,  2,H,  1,   114.0,       9.340,           28.600,             29.13,
198,1209,A,  2,H,  1,   117.0,       9.370,           28.400,             28.95,
198,1209,A,  2,H,  1,   120.0,       9.400,           27.600,             28.17,
198,1209,A,  2,H,  1,   123.0,       9.430,           25.200,             25.79,
198,1209,A,  2,H,  1,   126.0,       9.460,           23.800,             24.41,
198,1209,A,  2,H,  1,   129.0,       9.490,           22.000,             22.63,
198,1209,A,  2,H,  1,   132.0,       9.520,           21.600,             22.25,
198,1209,A,  2,H,  1,   135.0,       9.550,           22.200,             22.87,
198,1209,A,  2,H,  1,   138.0,       9.580,           23.000,             23.69,
198,1209,A,  2,H,  1,   141.0,       9.610,           24.200,             24.91,
198,1209,A,  2,H,  1,   144.0,       9.640,           26.200,             26.93,
198,1209,A,  2,H,  2,     6.0,       9.760,           38.600,             38.60,
198,1209,A,  2,H,  2,     9.0,       9.790,           42.200,             42.20,
198,1209,A,  2,H,  2,    12.0,       9.820,           43.400,             43.40,
198,1209,A,  2,H,  2,    15.0,       9.850,           35.200,             35.20,
198,1209,A,  2,H,  2,    18.0,       9.880,           28.000,             28.00,
198,1209,A,  2,H,  2,    21.0,       9.910,           25.600,             25.60,
198,1209,A,  2,H,  2,    24.0,       9.940,           23.800,             23.80,
198,1209,A,  2,H,  2,    27.0,       9.970,           23.000,             23.00,
198,1209,A,  2,H,  2,    30.0,      10.000,           24.000,             24.00,
198,1209,A,  2,H,  2,    33.0,      10.030,           27.000,             27.00,
198,1209,A,  2,H,  2,    36.0,      10.060,           25.000,             25.00,
198,1209,A,  2,H,  2,    39.0,      10.090,           22.800,             22.80,
198,1209,A,  2,H,  2,    42.0,      10.120,           21.600,             21.60,
198,1209,A,  2,H,  2,    45.0,      10.150,           22.000,             22.00,
198,1209,A,  2,H,  2,    48.0,      10.180,           26.000,             26.00,
198,1209,A,  2,H,  2,    51.0,      10.210,           31.600,             31.60,
198,1209,A,  2,H,  2,    54.0,      10.240,           36.400,             36.40,
198,1209,A,  2,H,  2,    57.0,      10.270,           38.400,             38.40,
198,1209,A,  2,H,  2,    60.0,      10.300,           30.800,             30.80,
198,1209,A,  2,H,  2,    63.0,      10.330,           27.800,             27.80,
198,1209,A,  2,H,  2,    66.0,      10.360,           25.800,             25.80,
198,1209,A,  2,H,  2,    69.0,      10.390,           25.200,             25.20,
198,1209,A,  2,H,  2,    72.0,      10.420,           25.000,             25.00,
198,1209,A,  2,H,  2,    75.0,      10.450,           26.000,             26.00,
198,1209,A,  2,H,  2,    78.0,      10.480,           24.800,             24.80,
198,1209,A,  2,H,  2,    81.0,      10.510,           24.000,             24.00,
198,1209,A,  2,H,  2,    84.0,      10.540,           24.600,             24.60,
198,1209,A,  2,H,  2,    87.0,      10.570,           25.800,             25.80,
198,1209,A,  2,H,  2,    90.0,      10.600,           30.800,             30.80,
198,1209,A,  2,H,  2,    93.0,      10.630,           25.800,             25.80,
198,1209,A,  2,H,  2,    96.0,      10.660,           27.000,             27.00,
198,1209,A,  2,H,  2,    99.0,      10.690,           27.600,             27.60,
198,1209,A,  2,H,  2,   102.0,      10.720,           26.000,             26.00,
198,1209,A,  2,H,  2,   105.0,      10.750,           23.200,             23.20,
198,1209,A,  2,H,  2,   108.0,      10.780,           17.600,             17.60,
198,1209,A,  2,H,  2,   111.0,      10.810,            8.600,              8.60,
198,1209,A,  2,H,  2,   114.0,      10.840,            6.000,              6.00,
198,1209,A,  2,H,  2,   117.0,      10.870,            6.000,              6.00,
198,1209,A,  2,H,  2,   120.0,      10.900,            3.800,              3.80,
198,1209,A,  2,H,  2,   123.0,      10.930,            4.800,              4.80,
198,1209,A,  2,H,  2,   126.0,      10.960,            5.000,              5.00,
198,1209,A,  2,H,  2,   129.0,      10.990,            4.800,              4.80,
198,1209,A,  2,H,  2,   132.0,      11.020,            5.600,              5.60,
198,1209,A,  2,H,  2,   135.0,      11.050,            7.000,              7.00,
198,1209,A,  2,H,  2,   138.0,      11.080,            7.400,              7.40,
198,1209,A,  2,H,  2,   141.0,      11.110,            8.400,              8.40,
198,1209,A,  2,H,  2,   144.0,      11.140,            8.400,              8.40,
198,1209,A,  2,H,  3,     6.0,      11.260,            9.200,              9.21,
198,1209,A,  2,H,  3,     9.0,      11.290,           12.000,             12.01,
198,1209,A,  2,H,  3,    12.0,      11.320,           16.000,             16.01,
198,1209,A,  2,H,  3,    15.0,      11.350,           18.000,             18.02,
198,1209,A,  2,H,  3,    18.0,      11.380,           16.400,             16.42,
198,1209,A,  2,H,  3,    21.0,      11.410,           18.800,             18.83,
198,1209,A,  2,H,  3,    24.0,      11.440,           22.400,             22.43,
198,1209,A,  2,H,  3,    27.0,      11.470,           24.000,             24.04,
198,1209,A,  2,H,  3,    30.0,      11.500,           22.400,             22.44,
198,1209,A,  2,H,  3,    33.0,      11.530,           20.000,             20.05,
198,1209,A,  2,H,  3,    36.0,      11.560,           19.000,             19.05,
198,1209,A,  2,H,  3,    39.0,      11.590,           18.200,             18.26,
198,1209,A,  2,H,  3,    42.0,      11.620,           18.200,             18.26,
198,1209,A,  2,H,  3,    45.0,      11.650,           18.600,             18.67,
198,1209,A,  2,H,  3,    48.0,      11.680,           18.000,             18.07,
198,1209,A,  2,H,  3,    51.0,      11.710,           16.600,             16.68,
198,1209,A,  2,H,  3,    54.0,      11.740,           11.200,             11.28,
198,1209,A,  2,H,  3,    57.0,      11.770,            7.400,              7.49,
198,1209,A,  2,H,  3,    60.0,      11.800,            6.000,              6.10,
198,1209,A,  2,H,  3,    63.0,      11.830,            5.800,              5.92,
198,1209,A,  2,H,  3,    66.0,      11.860,            6.000,              6.13,
198,1209,A,  2,H,  3,    69.0,      11.890,            7.600,              7.74,
198,1209,A,  2,H,  3,    72.0,      11.920,            8.600,              8.75,
198,1209,A,  2,H,  3,    75.0,      11.950,            9.600,              9.76,
198,1209,A,  2,H,  3,    78.0,      11.980,           10.600,             10.77,
198,1209,A,  2,H,  3,    81.0,      12.010,           11.400,             11.59,
198,1209,A,  2,H,  3,    84.0,      12.040,           10.800,             11.00,
198,1209,A,  2,H,  3,    87.0,      12.070,           11.400,             11.61,
198,1209,A,  2,H,  3,    90.0,      12.100,           12.200,             12.42,
198,1209,A,  2,H,  3,    93.0,      12.130,           13.200,             13.43,
198,1209,A,  2,H,  3,    96.0,      12.160,           13.200,             13.45,
198,1209,A,  2,H,  3,    99.0,      12.190,           13.200,             13.46,
198,1209,A,  2,H,  3,   102.0,      12.220,           12.800,             13.07,
198,1209,A,  2,H,  3,   105.0,      12.250,           12.400,             12.68,
198,1209,A,  2,H,  3,   108.0,      12.280,           11.000,             11.30,
198,1209,A,  2,H,  3,   111.0,      12.310,            9.000,              9.31,
198,1209,A,  2,H,  3,   114.0,      12.340,            9.000,              9.32,
198,1209,A,  2,H,  3,   117.0,      12.370,           11.400,             11.73,
198,1209,A,  2,H,  3,   120.0,      12.400,           13.000,             13.34,
198,1209,A,  2,H,  3,   123.0,      12.430,           17.800,             18.16,
198,1209,A,  2,H,  3,   126.0,      12.460,           21.600,             21.97,
198,1209,A,  2,H,  3,   129.0,      12.490,           24.200,             24.58,
198,1209,A,  2,H,  3,   132.0,      12.520,           28.000,             28.39,
198,1209,A,  2,H,  3,   135.0,      12.550,           27.000,             27.40,
