
Leg,Site,H,Core,T,Sec,Top (cm),Depth (mbsf),Magnetic Suscept.,Corrected Suscept.
198,1208,A,  9,H,  3,    82.5,      75.025,            2.200,              2.60,
198,1208,A,  9,H,  3,    85.0,      75.050,            2.800,              3.22,
198,1208,A,  9,H,  3,    87.5,      75.075,            2.800,              3.23,
198,1208,A,  9,H,  3,    90.0,      75.100,            3.000,              3.45,
198,1208,A,  9,H,  3,    92.5,      75.125,            2.600,              3.06,
198,1208,A,  9,H,  3,    95.0,      75.150,            2.800,              3.28,
198,1208,A,  9,H,  3,    97.5,      75.175,            2.600,              3.09,
198,1208,A,  9,H,  3,   100.0,      75.200,            2.800,              3.31,
198,1208,A,  9,H,  3,   102.5,      75.225,            2.800,              3.33,
198,1208,A,  9,H,  3,   105.0,      75.250,            2.600,              3.14,
198,1208,A,  9,H,  3,   107.5,      75.275,            2.400,              2.96,
198,1208,A,  9,H,  3,   110.0,      75.300,            2.200,              2.77,
198,1208,A,  9,H,  3,   112.5,      75.325,            2.600,              3.19,
198,1208,A,  9,H,  3,   115.0,      75.350,            2.200,              2.80,
198,1208,A,  9,H,  3,   117.5,      75.375,            3.000,              3.62,
198,1208,A,  9,H,  3,   120.0,      75.400,            2.800,              3.43,
198,1208,A,  9,H,  3,   122.5,      75.425,            3.400,              4.05,
198,1208,A,  9,H,  3,   125.0,      75.450,            3.000,              3.66,
198,1208,A,  9,H,  3,   127.5,      75.475,            3.400,              4.08,
198,1208,A,  9,H,  3,   130.0,      75.500,            4.200,              4.91,
198,1208,A,  9,H,  3,   132.5,      75.525,            5.800,              6.53,
198,1208,A,  9,H,  3,   135.0,      75.550,            8.200,              8.95,
198,1208,A,  9,H,  3,   137.5,      75.575,           11.000,             11.78,
198,1208,A,  9,H,  3,   140.0,      75.600,           12.400,             13.20,
198,1208,A,  9,H,  3,   142.5,      75.625,           14.400,             15.22,
198,1208,A,  9,H,  3,   145.0,      75.650,           15.200,             16.04,
198,1208,A,  9,H,  4,     5.0,      75.750,           24.000,             24.00,
198,1208,A,  9,H,  4,     7.5,      75.775,           13.200,             13.21,
198,1208,A,  9,H,  4,    10.0,      75.800,            9.000,              9.01,
198,1208,A,  9,H,  4,    12.5,      75.825,            8.400,              8.41,
198,1208,A,  9,H,  4,    15.0,      75.850,            7.800,              7.82,
198,1208,A,  9,H,  4,    17.5,      75.875,            8.000,              8.02,
198,1208,A,  9,H,  4,    20.0,      75.900,            8.000,              8.02,
198,1208,A,  9,H,  4,    22.5,      75.925,            8.600,              8.62,
198,1208,A,  9,H,  4,    25.0,      75.950,            8.200,              8.23,
198,1208,A,  9,H,  4,    27.5,      75.975,            8.000,              8.03,
198,1208,A,  9,H,  4,    30.0,      76.000,            7.600,              7.63,
198,1208,A,  9,H,  4,    32.5,      76.025,            7.000,              7.04,
198,1208,A,  9,H,  4,    35.0,      76.050,            8.000,              8.04,
198,1208,A,  9,H,  4,    37.5,      76.075,            9.000,              9.04,
198,1208,A,  9,H,  4,    40.0,      76.100,           10.400,             10.45,
198,1208,A,  9,H,  4,    42.5,      76.125,           11.000,             11.05,
198,1208,A,  9,H,  4,    45.0,      76.150,           11.800,             11.85,
198,1208,A,  9,H,  4,    47.5,      76.175,           11.200,             11.26,
198,1208,A,  9,H,  4,    50.0,      76.200,           11.800,             11.86,
198,1208,A,  9,H,  4,    52.5,      76.225,           11.600,             11.66,
198,1208,A,  9,H,  4,    55.0,      76.250,           11.200,             11.26,
198,1208,A,  9,H,  4,    57.5,      76.275,           11.400,             11.47,
198,1208,A,  9,H,  4,    60.0,      76.300,           11.400,             11.47,
198,1208,A,  9,H,  4,    62.5,      76.325,           11.600,             11.68,
198,1208,A,  9,H,  4,    65.0,      76.350,           11.400,             11.49,
198,1208,A,  9,H,  4,    67.5,      76.375,           11.800,             11.90,
198,1208,A,  9,H,  4,    70.0,      76.400,           11.400,             11.50,
198,1208,A,  9,H,  4,    72.5,      76.425,           11.600,             11.71,
198,1208,A,  9,H,  4,    75.0,      76.450,           12.000,             12.12,
198,1208,A,  9,H,  4,    77.5,      76.475,           10.600,             10.72,
198,1208,A,  9,H,  4,    80.0,      76.500,           10.800,             10.93,
198,1208,A,  9,H,  4,    82.5,      76.525,           10.800,             10.94,
198,1208,A,  9,H,  4,    85.0,      76.550,           11.000,             11.14,
198,1208,A,  9,H,  4,    87.5,      76.575,           11.400,             11.55,
198,1208,A,  9,H,  4,    90.0,      76.600,           11.800,             11.95,
198,1208,A,  9,H,  4,    92.5,      76.625,           11.400,             11.56,
198,1208,A,  9,H,  4,    95.0,      76.650,           11.200,             11.36,
198,1208,A,  9,H,  4,    97.5,      76.675,           11.000,             11.17,
198,1208,A,  9,H,  4,   100.0,      76.700,           10.600,             10.77,
198,1208,A,  9,H,  4,   102.5,      76.725,           10.800,             10.98,
198,1208,A,  9,H,  4,   105.0,      76.750,           11.200,             11.38,
198,1208,A,  9,H,  4,   107.5,      76.775,           11.400,             11.59,
198,1208,A,  9,H,  4,   110.0,      76.800,           12.000,             12.19,
198,1208,A,  9,H,  4,   112.5,      76.825,           13.000,             13.20,
198,1208,A,  9,H,  4,   115.0,      76.850,           14.400,             14.61,
198,1208,A,  9,H,  4,   117.5,      76.875,           15.600,             15.81,
198,1208,A,  9,H,  4,   120.0,      76.900,           15.800,             16.02,
198,1208,A,  9,H,  4,   122.5,      76.925,           16.000,             16.22,
198,1208,A,  9,H,  4,   125.0,      76.950,           15.400,             15.63,
198,1208,A,  9,H,  4,   127.5,      76.975,           14.800,             15.03,
198,1208,A,  9,H,  4,   130.0,      77.000,           13.200,             13.44,
198,1208,A,  9,H,  4,   132.5,      77.025,           12.000,             12.25,
198,1208,A,  9,H,  4,   135.0,      77.050,           11.000,             11.26,
198,1208,A,  9,H,  4,   137.5,      77.075,           10.200,             10.47,
198,1208,A,  9,H,  4,   140.0,      77.100,            9.400,              9.67,
198,1208,A,  9,H,  5,     5.0,      77.250,            5.400,              5.41,
198,1208,A,  9,H,  5,     7.5,      77.275,            5.800,              5.82,
198,1208,A,  9,H,  5,    10.0,      77.300,            7.000,              7.03,
198,1208,A,  9,H,  5,    12.5,      77.325,            7.800,              7.84,
198,1208,A,  9,H,  5,    15.0,      77.350,            8.400,              8.45,
198,1208,A,  9,H,  5,    17.5,      77.375,            8.000,              8.06,
198,1208,A,  9,H,  5,    20.0,      77.400,            8.400,              8.47,
198,1208,A,  9,H,  5,    22.5,      77.425,            9.400,              9.48,
198,1208,A,  9,H,  5,    25.0,      77.450,           10.800,             10.89,
198,1208,A,  9,H,  5,    27.5,      77.475,           12.400,             12.50,
198,1208,A,  9,H,  5,    30.0,      77.500,           14.800,             14.91,
198,1208,A,  9,H,  5,    32.5,      77.525,           17.200,             17.32,
198,1208,A,  9,H,  5,    35.0,      77.550,           19.400,             19.53,
198,1208,A,  9,H,  5,    37.5,      77.575,           20.400,             20.54,
198,1208,A,  9,H,  5,    40.0,      77.600,           18.000,             18.15,
198,1208,A,  9,H,  5,    42.5,      77.625,           14.800,             14.96,
198,1208,A,  9,H,  5,    45.0,      77.650,           10.600,             10.77,
198,1208,A,  9,H,  5,    47.5,      77.675,            7.600,              7.78,
198,1208,A,  9,H,  5,    50.0,      77.700,            7.600,              7.79,
198,1208,A,  9,H,  5,    52.5,      77.725,            7.800,              8.00,
198,1208,A,  9,H,  5,    55.0,      77.750,            6.600,              6.82,
198,1208,A,  9,H,  5,    57.5,      77.775,            6.400,              6.63,
198,1208,A,  9,H,  5,    60.0,      77.800,            5.600,              5.84,
198,1208,A,  9,H,  5,    62.5,      77.825,            5.000,              5.26,
198,1208,A,  9,H,  5,    65.0,      77.850,            5.000,              5.29,
198,1208,A,  9,H,  5,    67.5,      77.875,            5.200,              5.52,
198,1208,A,  9,H,  5,    70.0,      77.900,            4.200,              4.55,
198,1208,A,  9,H,  5,    72.5,      77.925,            4.000,              4.37,
198,1208,A,  9,H,  5,    75.0,      77.950,            4.000,              4.40,
198,1208,A,  9,H,  5,    77.5,      77.975,            3.800,              4.23,
198,1208,A,  9,H,  5,    80.0,      78.000,            3.800,              4.26,
198,1208,A,  9,H,  5,    82.5,      78.025,            4.400,              4.87,
198,1208,A,  9,H,  5,    85.0,      78.050,            4.200,              4.69,
198,1208,A,  9,H,  5,    87.5,      78.075,            4.600,              5.10,
198,1208,A,  9,H,  5,    90.0,      78.100,            4.800,              5.32,
198,1208,A,  9,H,  5,    92.5,      78.125,            5.400,              5.94,
198,1208,A,  9,H,  5,    95.0,      78.150,            6.400,              6.96,
198,1208,A,  9,H,  5,    97.5,      78.175,            6.400,              6.98,
198,1208,A,  9,H,  5,   100.0,      78.200,            6.800,              7.40,
198,1208,A,  9,H,  5,   102.5,      78.225,            7.400,              8.01,
198,1208,A,  9,H,  5,   105.0,      78.250,            7.200,              7.83,
198,1208,A,  9,H,  5,   107.5,      78.275,            7.600,              8.25,
198,1208,A,  9,H,  5,   110.0,      78.300,            6.400,              7.07,
198,1208,A,  9,H,  5,   112.5,      78.325,            7.000,              7.68,
198,1208,A,  9,H,  5,   115.0,      78.350,            7.000,              7.70,
198,1208,A,  9,H,  5,   117.5,      78.375,            7.000,              7.72,
198,1208,A,  9,H,  5,   120.0,      78.400,            6.800,              7.54,
198,1208,A,  9,H,  5,   122.5,      78.425,            6.200,              6.96,
198,1208,A,  9,H,  5,   125.0,      78.450,            5.800,              6.57,
198,1208,A,  9,H,  5,   127.5,      78.475,            6.400,              7.19,
198,1208,A,  9,H,  5,   130.0,      78.500,            7.200,              8.03,
198,1208,A,  9,H,  5,   132.5,      78.525,            7.400,              8.25,
198,1208,A,  9,H,  5,   135.0,      78.550,            9.200,             10.08,
198,1208,A,  9,H,  5,   137.5,      78.575,           11.200,             12.11,
198,1208,A,  9,H,  5,   140.0,      78.600,           14.400,             15.33,
198,1208,A,  9,H,  5,   142.5,      78.625,           17.800,             18.76,
198,1208,A,  9,H,  5,   145.0,      78.650,           15.000,             15.98,
198,1208,A,  9,H,  6,     5.0,      78.750,           14.200,             14.20,
198,1208,A,  9,H,  6,     7.5,      78.775,           15.600,             15.60,
198,1208,A,  9,H,  6,    10.0,      78.800,           17.000,             17.00,
198,1208,A,  9,H,  6,    12.5,      78.825,           17.400,             17.41,
198,1208,A,  9,H,  6,    15.0,      78.850,           17.600,             17.61,
198,1208,A,  9,H,  6,    17.5,      78.875,           17.000,             17.01,
198,1208,A,  9,H,  6,    20.0,      78.900,           15.800,             15.81,
198,1208,A,  9,H,  6,    22.5,      78.925,           14.800,             14.81,
198,1208,A,  9,H,  6,    25.0,      78.950,           14.800,             14.81,
198,1208,A,  9,H,  6,    27.5,      78.975,           14.600,             14.61,
198,1208,A,  9,H,  6,    30.0,      79.000,           14.400,             14.42,
198,1208,A,  9,H,  6,    32.5,      79.025,           14.000,             14.02,
198,1208,A,  9,H,  6,    35.0,      79.050,           14.000,             14.02,
198,1208,A,  9,H,  6,    37.5,      79.075,           12.800,             12.82,
198,1208,A,  9,H,  6,    40.0,      79.100,           12.400,             12.42,
198,1208,A,  9,H,  6,    42.5,      79.125,           11.600,             11.62,
198,1208,A,  9,H,  6,    45.0,      79.150,           11.600,             11.62,
198,1208,A,  9,H,  6,    47.5,      79.175,           10.800,             10.83,
198,1208,A,  9,H,  6,    50.0,      79.200,           10.400,             10.43,
198,1208,A,  9,H,  6,    52.5,      79.225,           10.400,             10.43,
198,1208,A,  9,H,  6,    55.0,      79.250,           10.000,             10.03,
198,1208,A,  9,H,  6,    57.5,      79.275,            9.400,              9.43,
198,1208,A,  9,H,  6,    60.0,      79.300,            9.200,              9.23,
198,1208,A,  9,H,  6,    62.5,      79.325,            9.000,              9.04,
198,1208,A,  9,H,  6,    65.0,      79.350,            9.400,              9.44,
198,1208,A,  9,H,  6,    67.5,      79.375,            9.600,              9.65,
198,1208,A,  9,H,  6,    70.0,      79.400,           10.400,             10.45,
198,1208,A,  9,H,  6,    72.5,      79.425,           11.000,             11.05,
198,1208,A,  9,H,  6,    75.0,      79.450,           11.000,             11.06,
198,1208,A,  9,H,  6,    77.5,      79.475,           10.600,             10.66,
198,1208,A,  9,H,  6,    80.0,      79.500,           10.000,             10.07,
198,1208,A,  9,H,  6,    82.5,      79.525,           10.000,             10.07,
198,1208,A,  9,H,  6,    85.0,      79.550,           10.000,             10.07,
198,1208,A,  9,H,  6,    87.5,      79.575,           10.000,             10.07,
198,1208,A,  9,H,  6,    90.0,      79.600,            9.800,              9.87,
198,1208,A,  9,H,  6,    92.5,      79.625,           10.800,             10.88,
198,1208,A,  9,H,  6,    95.0,      79.650,           11.600,             11.68,
198,1208,A,  9,H,  6,    97.5,      79.675,           14.600,             14.68,
198,1208,A,  9,H,  6,   100.0,      79.700,           16.200,             16.29,
198,1208,A,  9,H,  6,   102.5,      79.725,           16.800,             16.89,
198,1208,A,  9,H,  6,   105.0,      79.750,           16.200,             16.29,
198,1208,A,  9,H,  6,   107.5,      79.775,           15.000,             15.09,
198,1208,A,  9,H,  6,   110.0,      79.800,           14.800,             14.90,
198,1208,A,  9,H,  6,   112.5,      79.825,           15.800,             15.90,
198,1208,A,  9,H,  6,   115.0,      79.850,           13.200,             13.30,
198,1208,A,  9,H,  6,   117.5,      79.875,           12.800,             12.90,
198,1208,A,  9,H,  6,   120.0,      79.900,           13.400,             13.51,
198,1208,A,  9,H,  6,   122.5,      79.925,           11.000,             11.11,
198,1208,A,  9,H,  6,   125.0,      79.950,           11.400,             11.51,
198,1208,A,  9,H,  6,   127.5,      79.975,           11.800,             11.91,
198,1208,A,  9,H,  6,   130.0,      80.000,           12.200,             12.32,
198,1208,A,  9,H,  6,   132.5,      80.025,           13.200,             13.32,
198,1208,A,  9,H,  6,   135.0,      80.050,           13.800,             13.93,
198,1208,A,  9,H,  6,   137.5,      80.075,           15.600,             15.73,
198,1208,A,  9,H,  6,   140.0,      80.100,           17.600,             17.73,
198,1208,A,  9,H,  6,   142.5,      80.125,           19.400,             19.54,
198,1208,A,  9,H,  6,   145.0,      80.150,           18.400,             18.54,
198,1208,A,  9,H,  7,     5.0,      80.250,           11.800,             11.83,
198,1208,A,  9,H,  7,     7.5,      80.275,           11.800,             11.85,
198,1208,A,  9,H,  7,    10.0,      80.300,           11.800,             11.87,
198,1208,A,  9,H,  7,    12.5,      80.325,           11.600,             11.69,
198,1208,A,  9,H,  7,    15.0,      80.350,           11.600,             11.71,
198,1208,A,  9,H,  7,    17.5,      80.375,           12.000,             12.12,
198,1208,A,  9,H,  7,    20.0,      80.400,           12.600,             12.74,
198,1208,A,  9,H,  7,    22.5,      80.425,           12.600,             12.76,
198,1208,A,  9,H,  7,    25.0,      80.450,           11.600,             11.78,
198,1208,A,  9,H,  7,    27.5,      80.475,           11.600,             11.80,
198,1208,A,  9,H,  7,    30.0,      80.500,           11.400,             11.62,
198,1208,A,  9,H,  7,    32.5,      80.525,           11.200,             11.44,
198,1208,A,  9,H,  7,    35.0,      80.550,           11.600,             11.86,
198,1208,A,  9,H,  7,    37.5,      80.575,           11.200,             11.47,
198,1208,A,  9,H,  7,    40.0,      80.600,           12.000,             12.29,
198,1208,A,  9,H,  7,    42.5,      80.625,           12.200,             12.51,
198,1208,A,  9,H,  7,    45.0,      80.650,           12.600,             12.93,
198,1208,A,  9,H,  7,    47.5,      80.675,           11.000,             11.35,
198,1208,A,  9,H,  7,    50.0,      80.700,           10.400,             10.77,
198,1208,A,  9,H,  7,    52.5,      80.725,            9.600,              9.99,
198,1208,A,  9,H,  7,    55.0,      80.750,            8.000,              8.40,
198,1208,A,  9,H,  7,    57.5,      80.775,            6.600,              7.02,
198,1208,A,  9,H, CC,     5.0,      80.890,            4.200,              4.30,
198,1208,A,  9,H, CC,     7.5,      80.915,            5.200,              5.35,
198,1208,A,  9,H, CC,    10.0,      80.940,            5.600,              5.80,
198,1208,A,  9,H, CC,    12.5,      80.965,            6.600,              6.86,
198,1208,A,  9,H, CC,    15.0,      80.990,            7.600,              7.91,
198,1208,A,  9,H, CC,    17.5,      81.015,            8.200,              8.56,
198,1208,A,  9,H, CC,    20.0,      81.040,            9.200,              9.61,
198,1208,A,  9,H, CC,    22.5,      81.065,           10.000,             10.47,
198,1208,A,  9,H, CC,    25.0,      81.090,            8.400,              8.92,
198,1208,A, 10,H,  1,     5.0,      80.750,            5.600,              5.60,
198,1208,A, 10,H,  1,     7.5,      80.775,            4.600,              4.61,
198,1208,A, 10,H,  1,    10.0,      80.800,            4.000,              4.01,
198,1208,A, 10,H,  1,    12.5,      80.825,            4.400,              4.42,
198,1208,A, 10,H,  1,    15.0,      80.850,            4.600,              4.62,
198,1208,A, 10,H,  1,    17.5,      80.875,            4.600,              4.63,
198,1208,A, 10,H,  1,    20.0,      80.900,            5.200,              5.23,
198,1208,A, 10,H,  1,    22.5,      80.925,            5.400,              5.44,
198,1208,A, 10,H,  1,    25.0,      80.950,            6.800,              6.84,
198,1208,A, 10,H,  1,    27.5,      80.975,            7.200,              7.24,
198,1208,A, 10,H,  1,    30.0,      81.000,            5.200,              5.25,
198,1208,A, 10,H,  1,    32.5,      81.025,            4.400,              4.45,
198,1208,A, 10,H,  1,    35.0,      81.050,            4.800,              4.86,
198,1208,A, 10,H,  1,    37.5,      81.075,            5.200,              5.26,
198,1208,A, 10,H,  1,    40.0,      81.100,            5.600,              5.67,
198,1208,A, 10,H,  1,    42.5,      81.125,            6.200,              6.27,
198,1208,A, 10,H,  1,    45.0,      81.150,            6.600,              6.68,
198,1208,A, 10,H,  1,    47.5,      81.175,            5.400,              5.48,
198,1208,A, 10,H,  1,    50.0,      81.200,            4.800,              4.88,
198,1208,A, 10,H,  1,    52.5,      81.225,            4.600,              4.69,
198,1208,A, 10,H,  1,    55.0,      81.250,            4.800,              4.89,
198,1208,A, 10,H,  1,    57.5,      81.275,            5.200,              5.30,
198,1208,A, 10,H,  1,    60.0,      81.300,            5.200,              5.30,
198,1208,A, 10,H,  1,    62.5,      81.325,            5.800,              5.91,
198,1208,A, 10,H,  1,    65.0,      81.350,            6.000,              6.13,
198,1208,A, 10,H,  1,    67.5,      81.375,            6.200,              6.34,
198,1208,A, 10,H,  1,    70.0,      81.400,            6.200,              6.35,
198,1208,A, 10,H,  1,    72.5,      81.425,            7.000,              7.16,
198,1208,A, 10,H,  1,    75.0,      81.450,            7.600,              7.77,
198,1208,A, 10,H,  1,    77.5,      81.475,            8.000,              8.18,
198,1208,A, 10,H,  1,    80.0,      81.500,            7.800,              8.00,
198,1208,A, 10,H,  1,    82.5,      81.525,            8.200,              8.40,
198,1208,A, 10,H,  1,    85.0,      81.550,            8.800,              9.01,
198,1208,A, 10,H,  1,    87.5,      81.575,            9.000,              9.22,
198,1208,A, 10,H,  1,    90.0,      81.600,           10.000,             10.22,
198,1208,A, 10,H,  1,    92.5,      81.625,           12.000,             12.23,
198,1208,A, 10,H,  1,    95.0,      81.650,           13.000,             13.24,
198,1208,A, 10,H,  1,    97.5,      81.675,           14.000,             14.25,
198,1208,A, 10,H,  1,   100.0,      81.700,           15.600,             15.86,
198,1208,A, 10,H,  1,   102.5,      81.725,           14.600,             14.86,
198,1208,A, 10,H,  1,   105.0,      81.750,           14.800,             15.07,
198,1208,A, 10,H,  1,   107.5,      81.775,           15.600,             15.88,
198,1208,A, 10,H,  1,   110.0,      81.800,           14.400,             14.69,
198,1208,A, 10,H,  1,   112.5,      81.825,           14.200,             14.49,
198,1208,A, 10,H,  1,   115.0,      81.850,           14.200,             14.50,
198,1208,A, 10,H,  1,   117.5,      81.875,           14.400,             14.71,
198,1208,A, 10,H,  1,   120.0,      81.900,           13.600,             13.92,
198,1208,A, 10,H,  1,   122.5,      81.925,           14.000,             14.32,
198,1208,A, 10,H,  1,   125.0,      81.950,           14.000,             14.33,
198,1208,A, 10,H,  1,   127.5,      81.975,           14.200,             14.54,
198,1208,A, 10,H,  1,   130.0,      82.000,           14.600,             14.95,
198,1208,A, 10,H,  1,   132.5,      82.025,           15.400,             15.77,
198,1208,A, 10,H,  1,   135.0,      82.050,           15.000,             15.38,
198,1208,A, 10,H,  1,   137.5,      82.075,           15.000,             15.39,
198,1208,A, 10,H,  1,   140.0,      82.100,           13.600,             14.00,
198,1208,A, 10,H,  1,   142.5,      82.125,           14.600,             15.01,
198,1208,A, 10,H,  1,   145.0,      82.150,           15.200,             15.62,
198,1208,A, 10,H,  2,     5.0,      82.250,           18.600,             18.61,
198,1208,A, 10,H,  2,     7.5,      82.275,           18.200,             18.22,
198,1208,A, 10,H,  2,    10.0,      82.300,           17.200,             17.22,
198,1208,A, 10,H,  2,    12.5,      82.325,           17.400,             17.43,
198,1208,A, 10,H,  2,    15.0,      82.350,           17.000,             17.04,
198,1208,A, 10,H,  2,    17.5,      82.375,           15.800,             15.84,
198,1208,A, 10,H,  2,    20.0,      82.400,           15.800,             15.85,
198,1208,A, 10,H,  2,    22.5,      82.425,           14.000,             14.06,
198,1208,A, 10,H,  2,    25.0,      82.450,           13.000,             13.07,
198,1208,A, 10,H,  2,    27.5,      82.475,           12.600,             12.67,
198,1208,A, 10,H,  2,    30.0,      82.500,           12.600,             12.68,
198,1208,A, 10,H,  2,    32.5,      82.525,           13.000,             13.09,
198,1208,A, 10,H,  2,    35.0,      82.550,           12.800,             12.90,
198,1208,A, 10,H,  2,    37.5,      82.575,           13.600,             13.70,
198,1208,A, 10,H,  2,    40.0,      82.600,           14.800,             14.91,
198,1208,A, 10,H,  2,    42.5,      82.625,           15.600,             15.72,
198,1208,A, 10,H,  2,    45.0,      82.650,           16.800,             16.92,
198,1208,A, 10,H,  2,    47.5,      82.675,           16.200,             16.33,
198,1208,A, 10,H,  2,    50.0,      82.700,           16.200,             16.34,
198,1208,A, 10,H,  2,    52.5,      82.725,           17.800,             17.95,
198,1208,A, 10,H,  2,    55.0,      82.750,           19.000,             19.15,
198,1208,A, 10,H,  2,    57.5,      82.775,           17.800,             17.96,
198,1208,A, 10,H,  2,    60.0,      82.800,           16.800,             16.97,
198,1208,A, 10,H,  2,    62.5,      82.825,           16.400,             16.59,
198,1208,A, 10,H,  2,    65.0,      82.850,           15.000,             15.21,
198,1208,A, 10,H,  2,    67.5,      82.875,           14.800,             15.03,
198,1208,A, 10,H,  2,    70.0,      82.900,           14.400,             14.65,
198,1208,A, 10,H,  2,    72.5,      82.925,           14.000,             14.27,
198,1208,A, 10,H,  2,    75.0,      82.950,           14.000,             14.29,
198,1208,A, 10,H,  2,    77.5,      82.975,           12.800,             13.10,
198,1208,A, 10,H,  2,    80.0,      83.000,           13.000,             13.33,
198,1208,A, 10,H,  2,    82.5,      83.025,           12.400,             12.74,
198,1208,A, 10,H,  2,    85.0,      83.050,           11.400,             11.75,
198,1208,A, 10,H,  2,    87.5,      83.075,           10.800,             11.16,
198,1208,A, 10,H,  2,    90.0,      83.100,            8.800,              9.17,
198,1208,A, 10,H,  2,    92.5,      83.125,           10.200,             10.59,
198,1208,A, 10,H,  2,    95.0,      83.150,            9.800,             10.20,
198,1208,A, 10,H,  2,    97.5,      83.175,            9.000,              9.41,
198,1208,A, 10,H,  2,   100.0,      83.200,            9.200,              9.63,
198,1208,A, 10,H,  2,   102.5,      83.225,            8.400,              8.84,
198,1208,A, 10,H,  2,   105.0,      83.250,            8.000,              8.45,
198,1208,A, 10,H,  2,   107.5,      83.275,            7.600,              8.06,
198,1208,A, 10,H,  2,   110.0,      83.300,            8.600,              9.08,
198,1208,A, 10,H,  2,   112.5,      83.325,            9.800,             10.29,
198,1208,A, 10,H,  2,   115.0,      83.350,           18.200,             18.70,
198,1208,A, 10,H,  2,   117.5,      83.375,           21.600,             22.11,
198,1208,A, 10,H,  2,   120.0,      83.400,           17.000,             17.53,
198,1208,A, 10,H,  2,   122.5,      83.425,           13.600,             14.14,
198,1208,A, 10,H,  2,   125.0,      83.450,           12.600,             13.15,
198,1208,A, 10,H,  2,   127.5,      83.475,           13.600,             14.17,
198,1208,A, 10,H,  2,   130.0,      83.500,           13.400,             13.99,
198,1208,A, 10,H,  2,   132.5,      83.525,           11.800,             12.41,
198,1208,A, 10,H,  2,   135.0,      83.550,           12.000,             12.63,
198,1208,A, 10,H,  2,   137.5,      83.575,           13.800,             14.45,
198,1208,A, 10,H,  2,   140.0,      83.600,           14.600,             15.27,
198,1208,A, 10,H,  2,   142.5,      83.625,           14.200,             14.88,
198,1208,A, 10,H,  2,   145.0,      83.650,           15.200,             15.90,
198,1208,A, 10,H,  3,     5.0,      83.750,           12.800,             12.80,
198,1208,A, 10,H,  3,     7.5,      83.775,           12.600,             12.59,
198,1208,A, 10,H,  3,    10.0,      83.800,           12.400,             12.39,
198,1208,A, 10,H,  3,    12.5,      83.825,           12.400,             12.39,
198,1208,A, 10,H,  3,    15.0,      83.850,           13.600,             13.59,
198,1208,A, 10,H,  3,    17.5,      83.875,           15.000,             14.98,
198,1208,A, 10,H,  3,    20.0,      83.900,           16.600,             16.58,
198,1208,A, 10,H,  3,    22.5,      83.925,           19.000,             18.98,
198,1208,A, 10,H,  3,    25.0,      83.950,           22.000,             21.97,
198,1208,A, 10,H,  3,    27.5,      83.975,           23.800,             23.77,
198,1208,A, 10,H,  3,    30.0,      84.000,           24.200,             24.17,
198,1208,A, 10,H,  3,    32.5,      84.025,           24.800,             24.76,
198,1208,A, 10,H,  3,    35.0,      84.050,           24.200,             24.16,
198,1208,A, 10,H,  3,    37.5,      84.075,           23.400,             23.36,
198,1208,A, 10,H,  3,    40.0,      84.100,           22.400,             22.36,
198,1208,A, 10,H,  3,    42.5,      84.125,           21.600,             21.55,
198,1208,A, 10,H,  3,    45.0,      84.150,           21.000,             20.95,
198,1208,A, 10,H,  3,    47.5,      84.175,           19.600,             19.55,
198,1208,A, 10,H,  3,    50.0,      84.200,           17.200,             17.14,
198,1208,A, 10,H,  3,    52.5,      84.225,           15.400,             15.34,
198,1208,A, 10,H,  3,    55.0,      84.250,           14.600,             14.54,
198,1208,A, 10,H,  3,    57.5,      84.275,           12.200,             12.14,
198,1208,A, 10,H,  3,    60.0,      84.300,           11.400,             11.33,
198,1208,A, 10,H,  3,    62.5,      84.325,            8.600,              8.53,
198,1208,A, 10,H,  3,    65.0,      84.350,            7.600,              7.52,
198,1208,A, 10,H,  3,    67.5,      84.375,            6.600,              6.51,
198,1208,A, 10,H,  3,    70.0,      84.400,            5.800,              5.70,
198,1208,A, 10,H,  3,    72.5,      84.425,            5.000,              4.89,
198,1208,A, 10,H,  3,    75.0,      84.450,            5.000,              4.89,
198,1208,A, 10,H,  3,    77.5,      84.475,            4.600,              4.48,
198,1208,A, 10,H,  3,    80.0,      84.500,            4.000,              3.87,
198,1208,A, 10,H,  3,    82.5,      84.525,            4.200,              4.07,
198,1208,A, 10,H,  3,    85.0,      84.550,            4.000,              3.86,
198,1208,A, 10,H,  3,    87.5,      84.575,            4.200,              4.06,
198,1208,A, 10,H,  3,    90.0,      84.600,            3.400,              3.25,
198,1208,A, 10,H,  3,    92.5,      84.625,            4.800,              4.65,
198,1208,A, 10,H,  3,    95.0,      84.650,            5.000,              4.84,
198,1208,A, 10,H,  3,    97.5,      84.675,            4.600,              4.44,
198,1208,A, 10,H,  3,   100.0,      84.700,            3.000,              2.83,
198,1208,A, 10,H,  3,   102.5,      84.725,            5.000,              4.82,
198,1208,A, 10,H,  3,   105.0,      84.750,            5.200,              5.02,
198,1208,A, 10,H,  3,   107.5,      84.775,            5.400,              5.21,
198,1208,A, 10,H,  3,   110.0,      84.800,            4.800,              4.61,
198,1208,A, 10,H,  3,   112.5,      84.825,            5.000,              4.80,
198,1208,A, 10,H,  3,   115.0,      84.850,            4.600,              4.40,
198,1208,A, 10,H,  3,   117.5,      84.875,            4.400,              4.19,
198,1208,A, 10,H,  3,   120.0,      84.900,            4.800,              4.59,
