age_ka,temp,temp_min1,temp_plus1,temp_min2,temp_plus2,salinity,sal_min1,sal_plus1,sal_min2,sal_plus2,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2
2016.000011,5.632192835,3.525562887,7.918289747,1.604569132,10.30763591,42.92320561,40.11141789,45.98465804,37.23039607,48.68827066,1.828480841,1.406712683,2.287698705,0.974559411,2.693240599
2018.999989,6.585175895,4.300669273,8.866050338,2.327473953,11.07875752,48.04763338,42.48763484,51.86665675,38.66443735,54.94926377,2.597145007,1.763145227,3.169998513,1.189665603,3.632389566
2025.99995,7.85114716,5.863945323,9.975495608,3.631947099,11.98036377,47.99645229,44.81084581,51.22727896,41.91488058,54.15791149,2.589467844,2.111626871,3.074091844,1.677232087,3.513686723
2046.999906,4.438137664,2.356310871,7.041516506,0.283150406,10.08225841,41.60347483,38.43007089,45.4641992,35.39820453,49.62753651,1.630521224,1.154510634,2.20962988,0.699730679,2.834130476
2068.999807,4.269758899,2.331701257,6.33878285,0.298576049,8.320255444,41.56379768,38.80744544,44.56903644,35.89866285,47.23555734,1.624569652,1.211116816,2.075355466,0.774799428,2.475333601
2071.999771,3.957239119,2.011642026,6.061183183,0.032442601,8.231471997,40.50755139,37.65960822,43.47416169,34.86536153,46.82218422,1.466132709,1.038941233,1.911124253,0.61980423,2.413327633
2077.999758,6.266029832,3.505108459,8.623207023,0.902729932,10.78849814,43.7993832,39.60407043,47.4987991,35.83189887,50.63219499,1.959907479,1.330610564,2.514819865,0.764784831,2.984829249
2083.999761,6.13027476,3.958970526,8.155798249,1.856747291,10.46087353,44.64134123,41.72439591,47.44295481,38.75752228,50.30960059,2.086201185,1.648659386,2.506443221,1.203628342,2.936440088
2116.999508,6.85213575,4.520361708,9.087626789,1.984602926,10.95406871,45.46012421,42.39854375,48.52684236,39.13427286,50.9908344,2.209018631,1.749781562,2.669026354,1.260140929,3.038625161
2143.999998,7.293329119,4.980179662,9.660826339,2.82790454,12.08516521,45.16420889,41.36012727,49.49076393,38.04100605,53.6369604,2.164631333,1.59401909,2.81361459,1.096150907,3.43554406
