,mcd_x,age_ka,MgCa_raw,MgCa_adj,spec,BWT,MgCa_merged,mcd_y,d18O,d13C
377,6812.5,1652,1.49,1.33,O. umbonatus,1.13,1.33,,,
378,6827.5,1654,1.59,,C. wuellerstorfi,2.87,1.59,,,
379,6842.5,1658,1.63,,C. wuellerstorfi,3.13,1.63,,,
380,6842.5,1658,1.52,1.36,O. umbonatus,1.33,1.36,,,
381,6857.5,1661,1.66,,C. wuellerstorfi,3.33,1.66,,,
382,6857.5,1661,1.5,1.34,O. umbonatus,1.2,1.34,,,
383,6872.5,1665,1.46,,C. wuellerstorfi,2.0,1.46,,,
384,6872.5,1665,1.5,1.34,O. umbonatus,1.2,1.34,,,
385,6887.5,1668,1.65,,C. wuellerstorfi,3.27,1.65,,,
386,6887.5,1668,1.61,1.45,O. umbonatus,1.93,1.45,,,
387,6900.5,1671,1.58,,C. wuellerstorfi,2.8,1.58,,,
388,6900.5,1671,1.54,1.38,O. umbonatus,1.47,1.38,,,
389,6917.5,1674,1.58,,C. wuellerstorfi,2.8,1.58,,,
390,6917.5,1674,1.79,1.63,O. umbonatus,3.13,1.63,,,
391,6932.5,1678,1.64,,C. wuellerstorfi,3.2,1.64,,,
392,6932.5,1678,1.81,1.65,O. umbonatus,3.27,1.65,,,
393,6947.5,1680,1.71,,C. wuellerstorfi,3.67,1.71,,,
394,6962.5,1685,1.77,,C. wuellerstorfi,4.07,1.77,,,
395,6962.5,1685,1.94,1.78,O. umbonatus,4.13,1.78,,,
396,6977.5,1688,1.74,,C. wuellerstorfi,3.87,1.74,,,
397,6992.5,1694,1.88,,C. wuellerstorfi,4.8,1.88,,,
398,7007.5,1698,1.26,,C. wuellerstorfi,0.67,1.26,,,
399,7007.5,1698,1.66,1.5,O. umbonatus,2.27,1.5,,,
400,7022.5,1709,1.4,,C. wuellerstorfi,1.6,1.4,,,
401,7022.5,1709,1.36,1.2,O. umbonatus,0.27,1.2,,,
402,7037.5,1716,1.45,1.29,O. umbonatus,0.87,1.29,,,
403,7052.5,1727,1.47,,C. wuellerstorfi,2.07,1.47,,,
404,7052.5,1727,1.33,1.17,O. umbonatus,0.07,1.17,,,
405,7067.5,1734,1.65,,C. wuellerstorfi,3.27,1.65,,,
406,7067.5,1734,1.84,1.68,O. umbonatus,3.47,1.68,,,
407,7083.0,1745,1.4,,C. wuellerstorfi,1.6,1.4,,,
408,7083.0,1745,1.58,1.42,O. umbonatus,1.73,1.42,,,
409,7112.5,1754,1.19,,C. wuellerstorfi,0.2,1.19,,,
410,7112.5,1754,1.59,1.43,O. umbonatus,1.8,1.43,,,
411,7127.5,1756,1.53,,C. wuellerstorfi,2.47,1.53,,,
412,7127.5,1756,1.51,1.35,O. umbonatus,1.27,1.35,,,
413,7142.5,1759,1.66,,C. wuellerstorfi,3.33,1.66,,,
414,7142.5,1759,1.61,1.45,O. umbonatus,1.93,1.45,,,
415,7324.5,1779,1.39,,C. wuellerstorfi,1.53,1.39,,,
416,7341.5,1782,1.54,,C. wuellerstorfi,2.53,1.54,,,
417,7354.7,1784,1.67,,C. wuellerstorfi,3.4,1.67,,,
418,7354.7,1784,1.72,1.56,O. umbonatus,2.67,1.56,,,
419,7369.5,1785,1.45,1.29,O. umbonatus,0.87,1.29,,,
420,7382.5,1788,1.51,1.35,O. umbonatus,1.27,1.35,,,
421,7399.5,1790,1.64,1.48,O. umbonatus,2.13,1.48,,,
422,7414.5,1795,1.42,1.26,O. umbonatus,0.67,1.26,,,
423,7429.5,1798,1.35,1.19,O. umbonatus,0.2,1.19,,,
424,7444.5,1803,1.86,,C. wuellerstorfi,4.67,1.86,,,
425,7459.5,1807,1.66,,C. wuellerstorfi,3.33,1.66,,,
426,7473.5,1812,1.71,,C. wuellerstorfi,3.67,1.71,,,
427,7473.5,1812,1.56,1.4,O. umbonatus,1.6,1.4,,,
428,7488.5,1817,1.67,,C. wuellerstorfi,3.4,1.67,,,
429,7519.5,1833,1.42,,C. wuellerstorfi,1.73,1.42,,,
430,7534.5,1843,1.6,,C. wuellerstorfi,2.93,1.6,,,
431,7549.5,1848,1.55,,C. wuellerstorfi,2.6,1.55,,,
432,7549.5,1848,1.65,1.49,O. umbonatus,2.2,1.49,,,
433,7564.5,1856,1.41,,C. wuellerstorfi,1.67,1.41,,,
434,7564.5,1856,1.61,1.45,O. umbonatus,1.93,1.45,,,
435,7579.5,1860,1.58,1.42,O. umbonatus,1.73,1.42,,,
436,7594.5,1868,1.25,,C. wuellerstorfi,0.6,1.25,,,
437,7594.5,1868,1.45,1.29,O. umbonatus,0.87,1.29,,,
438,7608.5,1872,1.66,,C. wuellerstorfi,3.33,1.66,,,
439,7624.5,1880,1.62,,C. wuellerstorfi,3.07,1.62,,,
440,7624.5,1880,2.25,2.09,O. umbonatus,6.2,2.09,,,
441,7639.5,1884,1.58,,C. wuellerstorfi,2.8,1.58,,,
442,7639.5,1884,1.87,1.71,O. umbonatus,3.67,1.71,,,
443,7653.5,1891,1.66,,C. wuellerstorfi,3.33,1.66,,,
444,7653.5,1891,1.78,1.62,O. umbonatus,3.07,1.62,,,
445,7670.5,1896,1.58,,C. wuellerstorfi,2.8,1.58,,,
446,7684.5,1902,1.71,,C. wuellerstorfi,3.67,1.71,,,
447,7699.5,1906,1.63,,C. wuellerstorfi,3.13,1.63,,,
448,7714.5,1911,1.85,,C. wuellerstorfi,4.6,1.85,,,
449,7729.5,1914,1.59,,C. wuellerstorfi,2.87,1.59,,,
450,7789.5,1928,1.96,,C. wuellerstorfi,5.33,1.96,,,
451,7804.5,1931,2.27,2.11,O. umbonatus,6.33,2.11,,,
452,7834.5,1936,2.05,,C. wuellerstorfi,5.93,2.05,,,
453,7864.5,1941,1.96,,C. wuellerstorfi,5.33,1.96,,,
454,7894.5,1945,1.67,,C. wuellerstorfi,3.4,1.67,,,
455,7894.5,1945,1.61,1.45,O. umbonatus,1.93,1.45,,,
456,7909.5,1947,1.72,,C. wuellerstorfi,3.73,1.72,,,
457,7909.5,1947,1.61,1.45,O. umbonatus,1.93,1.45,,,
458,7924.5,1949,1.44,1.28,O. umbonatus,0.8,1.28,,,
459,7939.5,1951,1.48,,C. wuellerstorfi,2.13,1.48,,,
460,7939.5,1951,1.36,1.2,O. umbonatus,0.27,1.2,,,
461,7954.5,1954,1.53,,C. wuellerstorfi,2.47,1.53,,,
462,7954.5,1954,1.41,1.25,O. umbonatus,0.6,1.25,,,
463,7969.5,1956,1.96,,C. wuellerstorfi,5.33,1.96,,,
464,7969.5,1956,1.75,1.59,O. umbonatus,2.87,1.59,,,
465,7984.5,1960,1.36,,C. wuellerstorfi,1.33,1.36,,,
466,7984.5,1960,1.7,1.54,O. umbonatus,2.53,1.54,,,
467,7999.5,1962,1.4,,C. wuellerstorfi,1.6,1.4,,,
468,7999.5,1962,1.46,1.3,O. umbonatus,0.93,1.3,,,
469,8014.5,1966,1.49,,C. wuellerstorfi,2.2,1.49,,,
470,8014.5,1966,1.79,1.63,O. umbonatus,3.13,1.63,,,
471,8029.5,1968,1.46,,C. wuellerstorfi,2.0,1.46,,,
472,8029.5,1968,1.68,1.52,O. umbonatus,2.4,1.52,,,
473,8044.5,1972,1.53,,C. wuellerstorfi,2.47,1.53,,,
474,8044.5,1972,1.81,1.65,O. umbonatus,3.27,1.65,,,
475,8059.5,1974,1.61,,C. wuellerstorfi,3.0,1.61,,,
476,8059.5,1974,2.06,1.9,O. umbonatus,4.93,1.9,,,
477,8074.5,1979,1.58,,C. wuellerstorfi,2.8,1.58,,,
478,8104.5,1987,1.86,1.7,O. umbonatus,3.6,1.7,,,
479,8119.5,1989,1.44,1.28,O. umbonatus,0.8,1.28,,,
480,8134.5,1993,1.37,,C. wuellerstorfi,1.4,1.37,,,
481,8134.5,1993,1.82,1.66,O. umbonatus,3.33,1.66,,,
482,8149.5,1995,1.36,,C. wuellerstorfi,1.33,1.36,,,
483,8179.7,2000,1.22,,C. wuellerstorfi,0.4,1.22,,,
484,8263.5,2010,1.62,,C. wuellerstorfi,3.07,1.62,89.75,3.29,1.04
485,8293.5,2012,1.64,,C. wuellerstorfi,3.2,1.64,,,
486,8309.5,2014,1.62,1.46,O. umbonatus,2.0,1.46,,,
487,8338.5,2016,1.5,,C. wuellerstorfi,2.27,1.5,90.05,3.35,0.78
488,8338.5,2016,1.79,1.63,O. umbonatus,3.13,1.63,90.05,3.35,0.78
489,8354.5,2018,1.46,,C. wuellerstorfi,2.0,1.46,,,
490,8368.5,2019,1.42,,C. wuellerstorfi,1.73,1.42,90.19,3.54,0.49
491,8383.5,2021,1.3,,C. wuellerstorfi,0.93,1.3,,,
492,8398.5,2022,1.66,,C. wuellerstorfi,3.33,1.66,,,
493,8413.5,2024,1.62,,C. wuellerstorfi,3.07,1.62,,,
494,8428.5,2026,1.64,,C. wuellerstorfi,3.2,1.64,90.56,4.18,0.26
495,8441.5,2028,1.8,,C. wuellerstorfi,4.27,1.8,,,
496,8488.5,2035,1.56,,C. wuellerstorfi,2.67,1.56,,,
497,8503.5,2037,1.76,,C. wuellerstorfi,4.0,1.76,,,
498,8518.5,2039,1.87,,C. wuellerstorfi,4.73,1.87,,,
499,8548.5,2044,1.55,,C. wuellerstorfi,2.6,1.55,91.56,3.54,0.94
500,8563.5,2048,1.71,,C. wuellerstorfi,3.67,1.71,,,
501,8578.5,2050,1.7,,C. wuellerstorfi,3.6,1.7,,,
502,8668.5,2065,1.79,,C. wuellerstorfi,4.2,1.79,,,
503,8668.5,2065,1.68,1.52,O. umbonatus,2.4,1.52,,,
504,8683.5,2069,1.32,,C. wuellerstorfi,1.07,1.32,92.95,3.61,0.97
505,8683.5,2069,1.5,1.34,O. umbonatus,1.2,1.34,92.95,3.61,0.97
506,8698.5,2072,1.48,,C. wuellerstorfi,2.13,1.48,93.11,3.55,0.87
507,8698.5,2072,1.34,1.18,O. umbonatus,0.13,1.18,93.11,3.55,0.87
508,8713.5,2075,1.34,,C. wuellerstorfi,1.2,1.34,,,
509,8713.5,2075,1.23,1.07,O. umbonatus,-0.6,1.07,,,
510,8729.5,2078,1.34,,C. wuellerstorfi,1.2,1.34,93.41,3.43,0.7
511,8729.5,2078,1.36,1.2,O. umbonatus,0.27,1.2,93.41,3.43,0.7
512,8743.5,2081,1.42,1.26,O. umbonatus,0.67,1.26,,,
513,8758.5,2084,1.53,,C. wuellerstorfi,2.47,1.53,93.7,3.52,0.36
514,8758.5,2084,1.86,1.7,O. umbonatus,3.6,1.7,93.7,3.52,0.36
515,8773.5,2087,1.53,,C. wuellerstorfi,2.47,1.53,,,
516,8773.5,2087,1.71,1.55,O. umbonatus,2.6,1.55,,,
517,8786.5,2089,1.59,,C. wuellerstorfi,2.87,1.59,,,
518,8786.5,2089,1.61,1.45,O. umbonatus,1.93,1.45,,,
519,8818.5,2095,1.54,,C. wuellerstorfi,2.53,1.54,,,
520,8848.5,2101,1.55,,C. wuellerstorfi,2.6,1.55,94.31,3.61,0.55
521,8863.5,2105,1.43,,C. wuellerstorfi,1.8,1.43,,,
522,8878.5,2107,1.67,,C. wuellerstorfi,3.4,1.67,,,
523,8893.5,2111,1.4,,C. wuellerstorfi,1.6,1.4,,,
524,8908.5,2114,1.64,,C. wuellerstorfi,3.2,1.64,,,
525,8923.5,2118,1.61,1.45,O. umbonatus,1.93,1.45,,,
526,8938.5,2120,1.63,,C. wuellerstorfi,3.13,1.63,,,
527,8938.5,2120,1.66,1.5,O. umbonatus,2.27,1.5,,,
528,8998.5,2135,1.48,,C. wuellerstorfi,2.13,1.48,,,
529,9027.5,2143,1.55,,C. wuellerstorfi,2.6,1.55,,,
530,9027.5,2143,1.84,1.68,O. umbonatus,3.47,1.68,,,
531,9043.5,2148,1.53,1.37,O. umbonatus,1.4,1.37,,,
532,9058.5,2151,1.45,1.29,O. umbonatus,0.87,1.29,,,
533,9103.5,2161,1.51,1.35,O. umbonatus,1.27,1.35,,,
534,9118.5,2164,1.44,,C. wuellerstorfi,1.87,1.44,,,
535,9118.5,2164,1.45,1.29,O. umbonatus,0.87,1.29,,,
536,9290.5,2210,1.52,,C. wuellerstorfi,2.4,1.52,,,
537,9304.5,2214,1.5,,C. wuellerstorfi,2.27,1.5,,,
538,9334.5,2220,1.41,,C. wuellerstorfi,1.67,1.41,,,
539,9351.0,2223,1.58,,C. wuellerstorfi,2.8,1.58,99.41,3.43,1.04
540,9364.5,2226,1.61,,C. wuellerstorfi,3.0,1.61,,,
541,9379.0,2228,1.56,,C. wuellerstorfi,2.67,1.56,,,
542,9394.5,2231,1.68,,C. wuellerstorfi,3.47,1.68,,,
543,9394.5,2231,1.93,1.77,O. umbonatus,4.07,1.77,,,
544,9407.5,2233,1.81,,C. wuellerstorfi,4.33,1.81,99.7,3.74,0.8
545,9424.5,2237,1.46,,C. wuellerstorfi,2.0,1.46,,,
546,9452.5,2242,1.36,,C. wuellerstorfi,1.33,1.36,100.0,3.8,0.61
547,9452.5,2242,1.38,1.22,O. umbonatus,0.4,1.22,100.0,3.8,0.61
548,9514.5,2254,1.73,,C. wuellerstorfi,3.8,1.73,,,
549,9514.5,2254,1.94,1.78,O. umbonatus,4.13,1.78,,,
550,9557.5,2261,1.61,,C. wuellerstorfi,3.0,1.61,100.91,3.43,1.01
551,9574.5,2266,1.54,,C. wuellerstorfi,2.53,1.54,,,
552,9604.5,2273,1.61,,C. wuellerstorfi,3.0,1.61,,,
553,9634.5,2279,1.67,1.51,O. umbonatus,2.33,1.51,,,
554,9649.5,2282,1.5,1.34,O. umbonatus,1.2,1.34,,,
555,9664.5,2286,1.3,,C. wuellerstorfi,0.93,1.3,,,
556,9664.5,2286,1.48,1.32,O. umbonatus,1.07,1.32,,,
557,9680.0,2289,1.43,1.27,O. umbonatus,0.73,1.27,,,
558,9694.5,2293,1.59,,C. wuellerstorfi,2.87,1.59,,,
559,9694.5,2293,1.78,1.62,O. umbonatus,3.07,1.62,,,
560,9709.5,2296,1.77,1.61,O. umbonatus,3.0,1.61,102.69,3.35,1.1
561,9724.5,2300,1.67,,C. wuellerstorfi,3.4,1.67,,,
562,9724.5,2300,1.88,1.72,O. umbonatus,3.73,1.72,,,
563,9739.5,2303,1.78,1.62,O. umbonatus,3.07,1.62,103.08,3.22,1.05
564,9754.5,2307,1.65,,C. wuellerstorfi,3.27,1.65,,,
565,9769.5,2309,1.64,,C. wuellerstorfi,3.2,1.64,,,
566,9799.5,2316,1.55,1.39,O. umbonatus,1.53,1.39,,,
567,9814.5,2320,1.48,,C. wuellerstorfi,2.13,1.48,,,
568,9829.5,2323,1.82,1.66,O. umbonatus,3.33,1.66,,,
569,9844.5,2327,1.36,,C. wuellerstorfi,1.33,1.36,,,
570,9874.5,2334,1.48,1.32,O. umbonatus,1.07,1.32,,,
571,9904.5,2341,1.74,,C. wuellerstorfi,3.87,1.74,,,
572,9904.5,2341,1.87,1.71,O. umbonatus,3.67,1.71,,,
573,9919.0,2343,1.75,1.59,O. umbonatus,2.87,1.59,,,
574,9932.5,2346,1.56,,C. wuellerstorfi,2.67,1.56,,,
575,9932.5,2346,1.8,1.64,O. umbonatus,3.2,1.64,,,
576,9949.5,2349,1.85,1.69,O. umbonatus,3.53,1.69,,,
577,9977.5,2354,1.53,,C. wuellerstorfi,2.47,1.53,105.89,3.99,0.83
578,9977.5,2354,1.48,1.32,O. umbonatus,1.07,1.32,105.89,3.99,0.83
579,9994.5,2359,1.58,1.42,O. umbonatus,1.73,1.42,,,
580,10009.5,2361,1.48,1.32,O. umbonatus,1.07,1.32,,,
581,10024.5,2365,1.41,1.25,O. umbonatus,0.6,1.25,,,
582,10039.0,2367,1.61,1.45,O. umbonatus,1.93,1.45,,,
583,10054.5,2371,1.56,,C. wuellerstorfi,2.67,1.56,,,
584,10054.5,2371,1.77,1.61,O. umbonatus,3.0,1.61,,,
585,10068.5,2373,1.82,1.66,O. umbonatus,3.33,1.66,106.8,3.71,1.07
586,10085.5,2376,1.6,,C. wuellerstorfi,2.93,1.6,,,
587,10085.5,2376,1.76,1.6,O. umbonatus,2.93,1.6,,,
588,10099.5,2380,1.43,,C. wuellerstorfi,1.8,1.43,,,
589,10099.5,2380,1.87,1.71,O. umbonatus,3.67,1.71,,,
590,10114.0,2384,1.76,1.6,O. umbonatus,2.93,1.6,,,
591,10129.5,2386,1.53,,C. wuellerstorfi,2.47,1.53,,,
592,10129.5,2386,1.88,1.72,O. umbonatus,3.73,1.72,,,
593,10144.5,2390,1.42,,C. wuellerstorfi,1.73,1.42,,,
594,10161.0,2392,1.68,1.52,O. umbonatus,2.4,1.52,,,
595,10174.5,2395,1.52,,C. wuellerstorfi,2.4,1.52,,,
596,10174.5,2395,1.75,1.59,O. umbonatus,2.87,1.59,,,
597,10328.5,2423,1.47,,C. wuellerstorfi,2.07,1.47,,,
598,10343.5,2427,1.48,,C. wuellerstorfi,2.13,1.48,109.19,3.38,0.98
599,10343.5,2427,2.08,1.92,O. umbonatus,5.07,1.92,109.19,3.38,0.98
600,10358.5,2429,1.4,1.24,O. umbonatus,0.53,1.24,,,
601,10373.5,2432,1.49,1.33,O. umbonatus,1.13,1.33,,,
602,10388.5,2434,1.69,1.53,O. umbonatus,2.47,1.53,109.5,3.96,0.58
603,10403.5,2437,1.55,1.39,O. umbonatus,1.53,1.39,,,
604,10418.5,2440,1.35,1.19,O. umbonatus,0.2,1.19,,,
605,10433.5,2443,1.41,1.25,O. umbonatus,0.6,1.25,,,
606,10448.5,2445,1.56,1.4,O. umbonatus,1.6,1.4,,,
607,10463.5,2449,1.35,1.19,O. umbonatus,0.2,1.19,,,
608,10478.5,2451,1.47,1.31,O. umbonatus,1.0,1.31,,,
609,10493.5,2455,1.73,,C. wuellerstorfi,3.8,1.73,,,
610,10538.5,2465,1.54,,C. wuellerstorfi,2.53,1.54,,,
611,10553.5,2470,1.62,,C. wuellerstorfi,3.07,1.62,110.84,3.31,1.0
612,10568.5,2473,1.85,,C. wuellerstorfi,4.6,1.85,,,
613,10583.5,2477,1.35,,C. wuellerstorfi,1.27,1.35,,,
614,10598.5,2480,1.36,,C. wuellerstorfi,1.33,1.36,111.3,4.02,0.12
615,10613.5,2483,2.01,1.85,O. umbonatus,4.6,1.85,,,
616,10628.5,2486,1.44,1.28,O. umbonatus,0.8,1.28,111.75,3.72,0.61
617,10643.5,2489,1.46,,C. wuellerstorfi,2.0,1.46,,,
618,10658.5,2491,1.62,1.46,O. umbonatus,2.0,1.46,112.05,3.41,0.82
619,10733.5,2509,1.92,,C. wuellerstorfi,5.07,1.92,,,
620,10748.5,2512,1.45,1.29,O. umbonatus,0.87,1.29,,,
621,10763.5,2517,1.51,1.35,O. umbonatus,1.27,1.35,,,
622,10778.5,2519,1.2,,C. wuellerstorfi,0.27,1.2,113.0,3.76,0.92
623,10778.5,2519,1.48,1.32,O. umbonatus,1.07,1.32,113.0,3.76,0.92
624,10793.5,2523,1.5,1.34,O. umbonatus,1.2,1.34,113.16,3.96,0.57
625,10808.5,2525,1.52,1.36,O. umbonatus,1.33,1.36,,,
626,10826.5,2529,1.52,1.36,O. umbonatus,1.33,1.36,,,
627,10838.5,2532,1.51,1.35,O. umbonatus,1.27,1.35,113.45,3.47,0.88
628,10853.5,2538,1.57,,C. wuellerstorfi,2.73,1.57,,,
629,10868.5,2542,1.71,,C. wuellerstorfi,3.67,1.71,,,
630,10868.5,2542,1.96,1.8,O. umbonatus,4.27,1.8,,,
631,10883.5,2548,1.7,,C. wuellerstorfi,3.6,1.7,,,
632,10883.5,2548,1.95,1.79,O. umbonatus,4.2,1.79,,,
633,10913.5,2557,1.53,,C. wuellerstorfi,2.47,1.53,,,
634,10913.5,2557,1.94,1.78,O. umbonatus,4.13,1.78,,,
635,10928.5,2560,1.34,,C. wuellerstorfi,1.2,1.34,114.64,3.75,0.9
636,10946.5,2564,1.61,,C. wuellerstorfi,3.0,1.61,,,
637,10946.5,2564,1.76,1.6,O. umbonatus,2.93,1.6,,,
638,10958.5,2567,1.71,,C. wuellerstorfi,3.67,1.71,,,
639,11003.5,2576,1.68,,C. wuellerstorfi,3.47,1.68,115.08,3.43,0.94
640,11018.5,2578,1.43,,C. wuellerstorfi,1.8,1.43,,,
641,11033.5,2582,1.89,1.73,O. umbonatus,3.8,1.73,,,
642,11048.5,2584,1.54,,C. wuellerstorfi,2.53,1.54,,,
643,11048.5,2584,1.82,1.66,O. umbonatus,3.33,1.66,,,
644,11063.5,2588,1.8,,C. wuellerstorfi,4.27,1.8,,,
645,11063.5,2588,1.98,1.82,O. umbonatus,4.4,1.82,,,
646,11080.5,2591,1.51,,C. wuellerstorfi,2.33,1.51,115.56,3.56,0.67
647,11080.5,2591,1.88,1.72,O. umbonatus,3.73,1.72,115.56,3.56,0.67
648,11093.5,2593,1.62,,C. wuellerstorfi,3.07,1.62,,,
649,11093.5,2593,2.07,1.91,O. umbonatus,5.0,1.91,,,
650,11108.5,2595,1.59,,C. wuellerstorfi,2.87,1.59,,,
651,11141.5,2602,1.5,,C. wuellerstorfi,2.27,1.5,,,
652,11175.5,2608,1.51,1.35,O. umbonatus,1.27,1.35,,,
653,11188.8,2611,2.08,1.92,O. umbonatus,5.07,1.92,117.06,3.39,0.71
654,11202.1,2616,1.39,,C. wuellerstorfi,1.53,1.39,117.45,3.25,1.26
655,11202.1,2616,1.67,1.51,O. umbonatus,2.33,1.51,117.45,3.25,1.26
656,11394.0,2667,1.59,1.43,O. umbonatus,1.8,1.43,118.69,3.05,0.85
657,11444.5,2680,1.42,,C. wuellerstorfi,1.73,1.42,,,
658,11444.5,2680,1.57,1.41,O. umbonatus,1.67,1.41,,,
659,11458.6,2683,1.46,,C. wuellerstorfi,2.0,1.46,,,
660,11458.6,2683,1.65,1.49,O. umbonatus,2.2,1.49,,,
661,11487.8,2688,1.56,,C. wuellerstorfi,2.67,1.56,119.81,3.58,0.88
662,11487.8,2688,1.79,1.63,O. umbonatus,3.13,1.63,119.81,3.58,0.88
663,11526.3,2695,1.43,,C. wuellerstorfi,1.8,1.43,,,
664,11526.3,2695,1.66,1.5,O. umbonatus,2.27,1.5,,,
665,11538.2,2697,1.54,1.38,O. umbonatus,1.47,1.38,,,
666,11551.5,2701,1.41,1.25,O. umbonatus,0.6,1.25,,,
667,11565.6,2703,1.38,1.22,O. umbonatus,0.4,1.22,,,
668,11608.1,2712,1.54,1.38,O. umbonatus,1.47,1.38,,,
669,11620.5,2715,1.48,1.32,O. umbonatus,1.07,1.32,,,
670,11633.8,2719,1.51,1.35,O. umbonatus,1.27,1.35,,,
671,11646.1,2720,1.67,1.51,O. umbonatus,2.33,1.51,,,
672,11658.5,2724,1.92,1.76,O. umbonatus,4.0,1.76,,,
673,11670.0,2728,2.09,1.93,O. umbonatus,5.13,1.93,,,
674,11683.3,2732,2.2,2.04,O. umbonatus,5.87,2.04,,,
675,11698.3,2736,2.2,2.04,O. umbonatus,5.87,2.04,,,
676,11706.3,2738,1.96,1.8,O. umbonatus,4.27,1.8,,,
677,11721.3,2745,1.97,1.81,O. umbonatus,4.33,1.81,,,
678,11737.3,2750,2.09,1.93,O. umbonatus,5.13,1.93,,,
679,11790.3,2771,1.94,1.78,O. umbonatus,4.13,1.78,,,
680,11804.5,2775,1.66,,C. wuellerstorfi,3.33,1.66,,,
681,11817.3,2776,2.03,1.87,O. umbonatus,4.73,1.87,,,
682,11831.0,2780,1.53,,C. wuellerstorfi,2.47,1.53,123.2,3.18,0.95
683,11831.0,2780,1.84,1.68,O. umbonatus,3.47,1.68,123.2,3.18,0.95
684,11844.3,2783,1.53,,C. wuellerstorfi,2.47,1.53,123.35,2.81,0.91
685,11844.3,2783,1.59,1.43,O. umbonatus,1.8,1.43,123.35,2.81,0.91
686,11857.6,2785,1.66,,C. wuellerstorfi,3.33,1.66,,,
687,11857.6,2785,1.52,1.36,O. umbonatus,1.33,1.36,,,
688,11870.8,2789,1.44,,C. wuellerstorfi,1.87,1.44,,,
689,11870.8,2789,1.64,1.48,O. umbonatus,2.13,1.48,,,
690,11885.0,2793,1.74,1.58,O. umbonatus,2.8,1.58,,,
691,11900.0,2795,1.81,,C. wuellerstorfi,4.33,1.81,,,
692,11941.6,2804,1.74,,C. wuellerstorfi,3.87,1.74,,,
693,11955.8,2806,1.73,,C. wuellerstorfi,3.8,1.73,,,
694,12002.6,2818,2.26,2.1,O. umbonatus,6.27,2.1,,,
695,12015.9,2820,1.57,,C. wuellerstorfi,2.73,1.57,,,
696,12015.9,2820,1.97,1.81,O. umbonatus,4.33,1.81,,,
697,12103.5,2847,1.49,,C. wuellerstorfi,2.2,1.49,126.2,3.03,0.95
698,12148.5,2859,1.58,,C. wuellerstorfi,2.8,1.58,126.74,3.26,0.72
699,12148.5,2859,1.66,1.5,O. umbonatus,2.27,1.5,126.74,3.26,0.72
700,12163.5,2864,1.69,,C. wuellerstorfi,3.53,1.69,,,
701,12163.5,2864,1.58,1.42,O. umbonatus,1.73,1.42,,,
702,12179.0,2867,1.44,,C. wuellerstorfi,1.87,1.44,127.1,3.06,0.6
703,12179.0,2867,1.7,1.54,O. umbonatus,2.53,1.54,127.1,3.06,0.6
704,12193.5,2871,1.96,,C. wuellerstorfi,5.33,1.96,,,
705,12208.5,2874,1.91,1.75,O. umbonatus,3.93,1.75,,,
706,12223.5,2878,1.55,,C. wuellerstorfi,2.6,1.55,,,
707,12314.0,2895,1.57,,C. wuellerstorfi,2.73,1.57,,,
708,12332.0,2898,1.61,,C. wuellerstorfi,3.0,1.61,,,
709,12350.0,2901,2.19,2.03,O. umbonatus,5.8,2.03,,,
710,12369.5,2905,1.91,1.75,O. umbonatus,3.93,1.75,,,
711,12384.0,2910,1.85,,C. wuellerstorfi,4.6,1.85,129.05,3.08,0.91
712,12419.0,2918,1.6,,C. wuellerstorfi,2.93,1.6,,,
713,12435.0,2922,1.61,,C. wuellerstorfi,3.0,1.61,129.57,3.22,0.52
714,12449.0,2926,1.58,,C. wuellerstorfi,2.8,1.58,,,
715,12466.0,2931,1.85,1.69,O. umbonatus,3.53,1.69,,,
716,12482.0,2935,1.65,,C. wuellerstorfi,3.27,1.65,,,
717,12482.0,2935,1.74,1.58,O. umbonatus,2.8,1.58,,,
718,12497.0,2938,1.82,,C. wuellerstorfi,4.4,1.82,,,
719,12510.0,2941,1.59,,C. wuellerstorfi,2.87,1.59,130.4,2.97,1.01
720,12524.0,2944,1.98,,C. wuellerstorfi,5.47,1.98,,,
721,12539.0,2946,1.86,,C. wuellerstorfi,4.67,1.86,,,
722,12539.0,2946,2.07,1.91,O. umbonatus,5.0,1.91,,,
723,12554.0,2950,2.15,,C. wuellerstorfi,6.6,2.15,,,
724,12568.0,2952,2.14,,C. wuellerstorfi,6.53,2.14,,,
725,12579.0,2954,2.06,,C. wuellerstorfi,6.0,2.06,,,
726,12579.0,2954,2.03,1.87,O. umbonatus,4.73,1.87,,,
727,12592.0,2957,1.87,,C. wuellerstorfi,4.73,1.87,,,
728,12592.0,2957,2.14,1.98,O. umbonatus,5.47,1.98,,,
729,12616.0,2961,2.28,2.12,O. umbonatus,6.4,2.12,,,
730,12645.0,2969,1.9,,C. wuellerstorfi,4.93,1.9,131.62,2.95,0.9
731,12660.0,2973,1.81,,C. wuellerstorfi,4.33,1.81,,,
732,12676.0,2976,1.69,,C. wuellerstorfi,3.53,1.69,131.92,2.87,0.92
733,12676.0,2976,2.25,2.09,O. umbonatus,6.2,2.09,131.92,2.87,0.92
734,12697.0,2981,1.81,1.65,O. umbonatus,3.27,1.65,,,
735,12714.0,2986,1.94,,C. wuellerstorfi,5.2,1.94,,,
736,12728.0,2988,2.02,1.86,O. umbonatus,4.67,1.86,,,
737,12741.5,2992,2.05,1.89,O. umbonatus,4.87,1.89,,,
