age_ka,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2,salinity,sal_min1,sal_plus1,sal_min2,sal_plus2,temp,temp_min1,temp_plus1,temp_min2,temp_plus2
2499.899977,0.311889274,-0.180368032,0.786069307,-0.699395185,1.204938624,34.04403435,32.22085914,35.80025669,30.29853635,37.35162453,1.287316211,-0.878460792,3.375340488,-3.101475643,5.167834684
2508.099916,0.517841001,0.086115877,0.920830682,-0.340517121,1.346878906,34.80681852,33.20783658,36.2993729,31.62771437,37.87732928,0.929731957,-1.04767272,2.989542823,-3.109517408,5.017629323
2512.499872,0.637641208,0.215046757,1.073228296,-0.214513893,1.509626044,35.25052299,33.68535836,36.8638085,32.09439299,38.48009646,0.468681986,-1.531712783,2.353528482,-3.373212181,4.240227645
2514.799846,0.792415829,0.362162377,1.236659926,-0.030206133,1.68371676,35.82376233,34.23023103,37.46911084,32.77701432,39.12487689,0.489545106,-1.508572659,2.554106438,-3.44852288,4.523504633
2516.199836,1.028325069,0.591027676,1.455777005,0.141665444,1.909145773,36.69750025,35.07788028,38.28065557,33.41357572,39.95979916,1.047317088,-1.006670706,3.015580456,-2.899399424,5.103204594
2518.099833,1.054995175,0.621121403,1.464870079,0.209587675,1.867153714,36.79627843,35.18933853,38.31433362,33.66513954,39.80427301,0.586171525,-1.452811996,2.572262511,-3.441381302,4.472580202
2519.899829,0.928476403,0.511415086,1.356415608,0.100586363,1.749714691,36.32769038,34.78301884,37.9126504,33.26143097,39.36931367,-0.056065095,-2.097493879,1.997731649,-3.979922947,3.693156443
2521.699823,1.1856383,0.71916558,1.659807724,0.217985981,2.126311437,37.28014185,35.55246511,39.0363249,33.69624438,40.76411643,1.343373991,-0.934886202,3.530812895,-3.236848274,5.625478563
2523.499785,0.888387249,0.403408044,1.389579367,-0.067797568,1.858240195,36.17921203,34.38299276,38.03547914,32.63778679,39.77125998,0.249360628,-1.944519782,2.475753159,-4.066991087,4.572759393
2529.599752,0.736278659,0.296851656,1.20235477,-0.119677159,1.584463009,35.61584689,33.98833947,37.34205471,32.44564015,38.7572704,-0.303931576,-2.33316131,1.826409458,-4.35606895,3.583984709
2530.899736,0.97916075,0.507358018,1.441386059,-0.00540047,1.918374691,36.51541019,34.76799266,38.22735578,32.86888715,39.99398034,0.88612833,-1.234794436,3.118839018,-3.795306371,5.454670846
2535.099715,0.294489866,-0.209280686,0.936991964,-0.636631713,1.590038332,33.9795921,32.11377524,36.3592295,30.53099366,38.77791975,0.640042721,-1.35782296,2.73247173,-3.253455183,4.810221484
2542.199678,0.141813861,-0.28193126,0.593977385,-0.677970276,1.02715691,33.41412541,31.84469904,35.08880513,30.37788787,36.69317374,0.454948391,-1.553538361,2.462052207,-3.389117735,4.527009016
2544.499696,0.591736111,0.017422515,1.094429279,-0.56874084,1.594992845,35.08050411,32.95341672,36.94233066,30.78244133,38.7962698,2.554538018,0.060739244,5.029685444,-2.506668581,7.318408614
