age_ka,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2,salinity,sal_min1,sal_plus1,sal_min2,sal_plus2,temp,temp_min1,temp_plus1,temp_min2,temp_plus2
2354.000364,1.181052445,0.83664268,1.495211191,0.509271451,1.854259594,38.6070163,36.3109512,40.70140794,34.12847634,43.09506396,2.828661181,1.273181497,4.336315782,-0.350612063,5.854073175
2373.000554,1.12195071,0.764103852,1.464687146,0.411217447,1.817399146,38.21300474,35.82735901,40.49791431,33.47478298,42.84932764,3.141791705,1.717129019,4.524359068,0.296876095,5.872131804
2427.000136,1.159809994,0.811943858,1.489091984,0.434287014,1.839983394,38.46539996,36.14629239,40.66061323,33.62858009,42.99988929,2.882343407,1.472508996,4.242884536,0.169116047,5.651734665
2434.000311,0.870014041,0.494269587,1.28356751,0.135873007,1.651385341,36.53342694,34.02846391,39.29045006,31.63915338,41.74256894,1.868464128,0.191424635,3.529506542,-1.239018775,5.067037147
2469.999748,0.95050633,0.609503632,1.308009288,0.28005263,1.601762658,37.0700422,34.79669088,39.45339525,32.60035087,41.41175105,1.935384969,0.357549991,3.532352987,-0.888935501,5.188500218
2479.999664,0.774378813,0.375823855,1.166599848,0.045736037,1.544769901,35.89585875,33.2388257,38.51066566,31.03824025,41.03179934,0.996905218,-0.426504954,2.341757388,-1.73395515,3.71013882
2485.999758,0.598443683,0.270207995,0.927598584,-0.018228769,1.21921879,34.72295789,32.53471997,36.91732389,30.6118082,38.8614586,1.576978653,0.117157769,3.022140178,-1.288525739,4.414050405
2490.999762,0.682188757,0.321843996,1.058905048,-0.001961405,1.406994437,35.28125838,32.87895998,37.79270032,30.7202573,40.11329624,1.18687676,-0.172809734,2.54083424,-1.481985903,3.870479437
2518.999951,0.857016215,0.514796626,1.21104536,0.170761333,1.528445166,36.44677476,34.16531084,38.80696907,31.87174222,40.92296777,1.043892178,-0.276730505,2.308187883,-1.545092483,3.62347528
2523.000128,0.64404761,0.266874536,1.05148166,-0.062406645,1.41640194,35.02698407,32.5124969,37.74321107,30.31728904,40.17601293,1.292897008,0.002079232,2.590403276,-1.292865182,3.806268943
2531.999976,0.672115868,0.343638985,1.044513857,0.008433219,1.324071689,35.21410578,33.0242599,37.69675905,30.78955479,39.56047793,1.287148557,-0.015417198,2.635044819,-1.356687046,3.889017026
2559.99982,0.883995201,0.549850242,1.219675517,0.217803078,1.50243914,36.62663467,34.39900162,38.86450345,32.18535386,40.74959426,2.831370121,0.938911958,4.402689749,-0.761641411,5.723639301
2575.999587,0.974388084,0.640179102,1.289751137,0.355460134,1.605157461,37.2292539,35.00119401,39.33167424,33.10306756,41.43438307,3.218798918,1.878672784,4.496273767,0.507497282,5.776294682
2590.999667,0.90970242,0.321962849,1.395691684,-0.082827756,1.774745965,36.79801614,32.87975232,40.03794456,30.1811483,42.5649731,3.422641133,1.356205579,5.542871488,-0.247119656,7.123389122
2610.999731,0.622996622,0.183036188,1.31565322,-0.167837323,1.722477903,34.88664415,31.95357459,39.5043548,29.61441784,42.21651936,2.739051136,0.920858053,5.302630954,-0.486273191,6.990546375
2615.999695,0.540239432,0.066659047,1.064341394,-0.330394713,1.437605565,34.33492955,31.17772698,37.82894263,28.53070191,40.31737044,2.331323604,0.791086043,3.785027942,-0.54110515,5.136050688
2666.999437,0.782598779,0.168681205,1.201292208,-0.296727149,1.521284449,35.95065853,31.8578747,38.74194805,28.75515234,40.87522966,2.597887625,1.121499431,3.954293141,-0.308364321,5.234688397
2687.999655,0.42959422,-0.063757077,0.925812828,-0.424154815,1.333323257,33.5972948,30.30828616,36.90541886,27.90563457,39.62215505,2.594568358,1.23605225,3.940700454,-0.028076329,5.240302608
2779.99887,0.203696262,-0.183671367,0.654682856,-0.525228431,1.024180375,32.09130841,29.50885756,35.09788571,27.23181046,37.5612025,2.401736634,1.095463103,3.733391314,-0.104739879,5.074136876
2782.998757,0.31672164,-0.044495441,0.687351358,-0.365257658,1.052847723,32.84481093,30.43669706,35.31567572,28.29828228,37.75231815,2.280595706,0.967438565,3.610960444,-0.374340845,4.948333653
2846.998888,0.462282399,0.114392627,0.822039695,-0.2385221,1.155232222,33.81521599,31.49595084,36.21359797,29.143186,38.43488148,2.400746707,1.058944198,3.780530674,-0.248630436,5.029222795
2858.999365,0.373821772,0.033434154,0.736577462,-0.272127362,1.05640597,33.22547848,30.9562277,35.64384975,28.91915092,37.7760398,2.277489573,0.969060088,3.61462484,-0.334056067,4.974338058
2866.999282,0.653317305,0.259334521,1.020540607,-0.122548511,1.350778242,35.08878203,32.46223014,37.53693738,29.91634326,39.73852161,3.440011622,1.802105088,5.070820263,0.230573638,6.681355161
2909.999953,0.695761225,0.371850293,1.016937493,0.021822487,1.358092378,35.3717415,33.21233529,37.51291662,30.87881658,39.78728252,3.468636101,2.009412385,4.987035685,0.627512571,6.616746802
2922.000235,0.437783106,0.091615114,0.781065546,-0.240023225,1.103066834,33.65188737,31.34410076,35.94043697,29.1331785,38.08711222,2.94041514,1.538285867,4.239878883,0.135374967,5.351723945
2941.000212,0.675287913,0.295547567,1.039121063,-0.060294752,1.360643217,35.23525275,32.70365045,37.66080708,30.33136832,39.80428811,4.545300571,2.937017357,6.06482706,1.264838193,7.385742541
2968.999708,0.736784353,0.4152925,1.067757955,0.082046875,1.395382545,35.64522902,33.50195,37.8517197,31.2803125,40.03588363,4.916599581,3.565239338,6.243524902,2.219262941,7.617987218
2975.999206,0.672206517,0.314662946,1.020417467,-0.036742427,1.339337119,35.21471011,32.83108631,37.53611644,30.48838382,39.66224746,4.08921298,2.629588769,5.446082858,1.316482095,6.78385042
2996.999466,0.731083152,0.356165126,1.073233488,-0.014617842,1.374231133,35.60722101,33.10776751,37.88822325,30.63588105,39.89487422,4.043421702,2.616514936,5.346294035,1.343114904,6.554549023
2999.999518,0.476558026,0.102006621,0.930849155,-0.214657558,1.293694742,33.91038684,31.41337747,36.93899437,29.30228295,39.35796495,3.960151566,2.666314103,5.359063971,1.421637179,6.714973035
3008.99952,0.250869664,-0.08411619,0.557157537,-0.3801245,0.914198055,32.40579776,30.17255874,34.44771691,28.19917,36.82798704,3.80514544,2.524141101,5.093664395,1.215562802,6.507862223
3052.999138,0.518138937,0.156822579,0.855863016,-0.198628287,1.156411518,34.18759291,31.77881719,36.43908677,29.40914475,38.44274346,4.848195346,3.394599761,6.298555686,2.018559506,7.628743218
3079.998603,0.633905356,0.30365074,0.95113928,-0.015992655,1.209206006,34.95936904,32.7576716,37.07426186,30.62671563,38.79470671,5.287096411,3.950319855,6.676408703,2.852825585,7.800563845
3085.99889,0.524976217,0.201736626,0.847676907,-0.149767679,1.172953171,34.23317478,32.07824417,36.38451272,29.73488214,38.55302114,4.719046297,3.401991027,6.195553596,1.906635652,7.674396859
3092.999331,0.46136151,0.139979554,0.776352222,-0.191620369,1.079170158,33.80907674,31.66653036,35.90901481,29.45586421,37.92780106,4.461546358,3.115700781,5.772324787,1.715797603,7.134940415
