,mcd,d13C,d13C_corr,d18O,d18O_corr,type,comment,age_ka
141,92.41,0.87,0.87,1.99,2.63,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),2954.9374999999995
142,92.51,0.85,0.85,2.08,2.72,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),2958.375
143,92.61,0.58,0.58,2.02,2.66,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),2961.8125
144,92.69,0.78,0.78,2.43,3.07,CKULL,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),2964.5624999999995
145,92.71,,,3.08,,PMURR,d18O no corr; d13C no corr,2965.2499999999995
146,92.79,,,3.05,3.05,OUMB,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984),2968.0
147,92.81,,,3.41,,PMURR,d18O no corr; d13C no corr,2968.814814814815
148,92.91,,,3.34,,PMURR,d18O no corr; d13C no corr,2972.8888888888887
149,92.99,0.95,0.95,2.54,3.18,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),2976.148148148148
150,93.01,,,2.88,2.88,UVIG,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995),2976.962962962963
151,93.05,0.76,0.76,2.92,3.56,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),2978.592592592592
152,93.09,0.71,0.71,2.62,3.26,CKULL,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),2980.3928571428573
153,93.09,,,3.2,3.2,OUMB,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984),2980.3928571428573
154,93.11,,,3.34,,PMURR,d18O no corr; d13C no corr,2981.3214285714284
155,93.2,0.73,0.73,2.3,2.94,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),2985.5
156,93.21,0.92,0.92,2.59,3.23,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),2985.9642857142853
157,93.21,,,3.44,,PMURR,d18O no corr; d13C no corr,2985.9642857142853
158,93.34,1.1,1.1,2.94,3.58,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),2992.0
159,93.41,0.78,0.78,2.45,3.09,CKULL,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),2994.290909090909
160,93.43,,,2.96,2.96,OUMB,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984),2994.9454545454546
161,93.48,0.53,0.53,2.1,2.74,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),2996.581818181818
162,93.51,,,3.16,,PMURR,d18O no corr; d13C no corr,2997.5636363636363
163,93.59,0.49,0.49,2.53,3.17,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3000.181818181818
164,93.71,0.15,0.15,3.13,3.77,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3004.109090909091
165,93.83,,,3.58,3.58,OUMB,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984),3008.0363636363636
166,93.91,0.29,0.29,2.93,3.57,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3010.6545454545453
167,93.99,-0.06,-0.06,,,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3013.272727272727
168,94.01,,,3.61,,PMURR,d18O no corr; d13C no corr,3013.927272727273
169,94.14,0.68,0.68,2.81,3.45,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3018.181818181818
170,94.2,,,3.36,3.36,OUMB,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984),3020.145454545455
171,94.22,,,3.57,,PMURR,d18O no corr; d13C no corr,3020.8
172,94.32,,,3.46,3.46,OUMB,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984),3024.072727272727
173,94.41,0.54,0.54,2.63,3.27,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3027.018181818182
174,94.51,0.49,0.49,2.66,3.3,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3030.2000000000003
175,94.61,0.85,0.85,2.72,3.36,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3033.342857142857
176,94.81,0.75,0.75,2.61,3.25,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3039.6285714285714
177,94.91,0.53,0.53,2.52,3.16,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3042.7714285714283
178,95.01,0.78,0.78,2.05,2.69,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3045.914285714286
179,95.11,0.63,0.63,2.82,3.46,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3049.057142857143
180,95.24,0.62,0.62,2.87,3.51,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3052.75
181,95.34,0.7,0.7,2.59,3.23,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3055.5
182,95.43,0.85,0.85,2.58,3.22,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3057.9750000000004
183,95.53,0.89,0.89,2.39,3.03,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3060.725
184,95.64,0.87,0.87,2.38,3.02,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3063.75
185,95.74,1.08,1.08,2.39,3.03,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3066.5
186,95.84,0.85,0.85,2.52,3.16,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3069.25
187,95.92,1.0,1.0,2.38,3.02,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3071.4500000000003
188,96.01,0.95,0.95,2.35,2.99,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3074.566666666667
189,96.12,0.97,0.97,2.28,2.92,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3078.6000000000004
190,96.21,0.97,0.97,2.29,2.93,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3081.9
191,96.34,0.16,0.16,,,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3086.3333333333335
192,96.44,0.11,0.11,2.31,2.95,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3089.666666666667
193,96.54,-0.09,-0.09,2.1,2.74,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3093.0000000000005
194,96.64,0.56,0.56,1.72,2.36,CKULL,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),3096.3333333333335
195,96.74,0.34,0.34,2.23,2.87,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3099.6666666666665
196,96.81,0.77,0.77,2.11,2.75,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3102.0000000000005
197,96.83,,,3.1,,PMURR,d18O no corr; d13C no corr,3102.666666666667
198,96.94,0.74,0.74,2.16,2.8,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3106.3333333333335
199,97.03,0.9,0.9,2.27,2.91,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3109.3333333333335
200,97.14,0.68,0.68,2.18,2.82,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3113.0
201,97.24,0.75,0.75,2.24,2.88,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3116.3333333333335
202,97.34,0.81,0.81,2.17,2.81,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3119.666666666667
203,97.44,0.49,0.49,2.28,2.92,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3123.0
204,97.54,0.74,0.74,2.27,2.91,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3126.333333333334
205,97.62,0.79,0.79,2.4,3.04,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3129.0000000000005
206,97.64,-0.4,-0.4,2.29,2.93,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3129.666666666667
207,97.72,0.74,0.74,2.59,3.23,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3132.261904761905
208,97.74,,,2.69,,PMURR,d18O no corr; d13C no corr,3132.785714285714
209,97.84,0.64,0.64,2.5,3.14,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3135.404761904762
210,97.94,0.23,0.23,2.58,3.22,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3138.0238095238096
211,98.02,0.44,0.44,2.49,3.13,CKULL,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),3140.1190476190477
212,98.04,-0.78,-0.78,2.62,3.26,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3140.6428571428573
213,98.14,0.43,0.43,2.08,2.72,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3143.3636363636365
214,98.24,0.66,0.66,2.37,3.01,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3147.0
215,98.34,0.55,0.55,1.82,2.46,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3150.636363636364
216,98.44,,,3.04,,PMURR,d18O no corr; d13C no corr,3154.2727272727275
217,98.54,0.73,0.73,1.87,2.51,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3156.6326530612246
218,98.64,,,2.52,2.52,UVIG,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995),3158.673469387755
219,98.74,0.75,0.75,2.31,2.95,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3160.714285714286
220,98.82,0.34,0.34,1.57,2.21,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3162.34693877551
221,98.84,-0.72,-0.72,2.01,2.65,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3162.7551020408164
222,98.92,,,2.54,2.54,OUMB,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984),3164.387755102041
223,98.94,,,3.07,,PMURR,d18O no corr; d13C no corr,3164.795918367347
224,99.04,0.9,0.9,2.09,2.73,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3168.913043478261
225,99.14,0.9,0.9,2.12,2.76,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3173.260869565217
226,99.24,0.89,0.89,2.28,2.92,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3177.307692307692
227,99.34,0.83,0.83,2.12,2.76,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3181.153846153846
228,99.44,,,2.91,,PMURR,d18O no corr; d13C no corr,3185.0
229,99.54,1.12,1.12,2.07,2.71,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3188.956043956044
230,99.64,1.07,1.07,2.14,2.78,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3192.9120879120883
231,99.74,,,2.49,,PMURR,d18O no corr; d13C no corr,3196.868131868132
232,99.84,1.01,1.01,1.84,2.48,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3200.824175824176
233,99.94,1.18,1.18,2.09,2.73,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3204.78021978022
234,100.04,,,3.0,,PMURR,d18O no corr; d13C no corr,3208.736263736264
235,100.14,1.01,1.01,2.29,2.93,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3212.692307692308
236,100.24,0.6,0.6,1.84,2.48,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3216.6483516483518
237,100.32,1.09,1.09,2.02,2.66,CKULL,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),3219.813186813187
238,100.34,,,3.12,,PMURR,d18O no corr; d13C no corr,3220.604395604396
239,100.42,0.8,0.8,2.24,2.88,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3223.3333333333335
240,100.44,,,3.27,,PMURR,d18O no corr; d13C no corr,3224.0
241,100.54,1.08,1.08,2.2,2.84,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3227.3333333333335
242,100.64,0.95,0.95,2.36,3.0,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3230.666666666667
243,100.74,0.89,0.89,1.99,2.63,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3234.0
244,100.84,1.11,1.11,2.22,2.86,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3237.3333333333335
245,100.94,1.02,1.02,2.21,2.85,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3240.1494252873563
246,101.04,0.98,0.98,1.92,2.56,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3242.4482758620693
247,101.14,,,2.94,,PMURR,d18O no corr; d13C no corr,3244.7471264367814
248,101.24,0.95,0.95,2.13,2.77,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3247.045977011494
249,101.34,0.42,0.42,2.18,2.82,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3249.344827586207
250,101.42,0.67,0.67,2.47,3.11,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3251.1839080459768
251,101.44,1.15,1.15,2.58,3.22,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3251.6436781609195
252,101.52,0.4,0.4,2.8,3.44,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3253.4827586206893
253,101.64,0.57,0.57,2.73,3.37,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3256.2413793103447
254,101.74,0.44,0.44,2.74,3.38,CWUE,d18O no corr; d13C no corr; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),3258.540229885057
