d13C,d13C_corr,d18O,d18O_corr,type,mcd,age_ka,Comment
,,2.24,2.88,CWUE,138.654,4446.73,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.92,0.92,2.32,2.96,CWUE,138.893,4453.9,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.91,0.91,1.78,2.42,CWUE,139.225,4465.99,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.3,2.3,OUMB,139.556,4478.17,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.86,0.86,2.23,2.87,CWUE,139.888,4488.82,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.09,1.09,2.5,3.14,CWUE,140.219,4502.04,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.88,0.88,2.54,3.18,CWUE,140.551,4518.8,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.01,1.01,2.65,3.29,CWUE,140.883,4535.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.82,0.82,2.56,3.2,CWUE,141.214,4550.44,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.79,0.79,2.67,3.31,CWUE,141.546,4563.67,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.68,0.68,2.74,3.38,CWUE,141.678,4568.43,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.73,2.73,OUMB,141.778,4571.4,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.95,0.95,2.27,2.91,CWUE,141.878,4574.37,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.88,0.88,2.15,2.79,CWUE,141.978,4577.35,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.89,0.89,2.4,3.04,CWUE,142.078,4580.89,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.94,0.94,2.1,2.74,CWUE,147.186,4780.47,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.77,0.77,2.45,3.09,CWUE,147.208,4781.17,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.79,0.79,2.32,2.96,CWUE,147.334,4785.15,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.7,0.7,2.21,2.85,CWUE,147.413,4787.66,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.8,0.8,2.08,2.72,CWUE,147.526,4791.23,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.9,0.9,1.93,2.57,CWUE,147.754,4798.51,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1,1,2.19,2.83,CWUE,147.873,4802.3,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.99,0.99,2.34,2.98,CWUE,147.992,4806.09,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.95,0.95,2.29,2.93,CWUE,148.111,4809.88,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.37,2.37,UVIG,148.23,4813.67,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.62,0.62,2.06,2.7,CWUE,148.356,4817.65,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.42,3.42,UVIG,148.482,4821.63,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.94,0.94,2.23,2.87,CWUE,148.608,4825.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.87,0.87,1.91,2.55,CWUE,148.734,4829.59,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.9,0.9,1.93,2.57,CWUE,148.86,4833.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.74,0.74,2.17,2.81,CWUE,148.986,4837.55,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,0.95,0.95,UVIG,149.112,4841.54,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.71,0.71,2.24,2.88,CWUE,149.238,4845.52,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.18,3.18,UVIG,149.339,4848.7,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,3.18,3.18,UVIG,149.465,4853,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,2.97,2.97,UVIG,149.616,4858.34,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.93,0.93,1.87,2.51,CWUE,149.742,4862.79,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.97,0.97,2.05,2.69,CWUE,149.868,4867.24,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.89,0.89,1.97,2.61,CWUE,149.994,4871.69,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.32,2.32,UVIG,150.12,4876.13,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.6,0.6,1.93,2.57,CWUE,150.247,4880.58,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.02,,PMURR,150.373,4885.04,no correction
0.47,0.47,2.78,3.42,CWUE,150.499,4889.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.1,3.1,UVIG,150.688,4896.16,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,2.96,2.96,UVIG,150.764,4899.01,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,2.83,2.83,UVIG,150.847,4902.45,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.71,0.71,2.02,2.66,CWUE,150.929,4905.89,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.89,0.89,2.01,2.65,CWUE,150.995,4908.64,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.75,2.75,OUMB,151.095,4912.77,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
,,2.85,2.85,UVIG,151.177,4916.21,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.8,0.8,1.95,2.59,CWUE,151.26,4919.65,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.97,0.97,2.07,2.71,CWUE,151.342,4923.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.32,3.32,UVIG,151.375,4924.03,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,3.45,3.45,OUMB,151.425,4925.48,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.62,0.62,2.32,2.96,CWUE,151.524,4928.38,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.71,0.71,2.2,2.84,CWUE,151.59,4930.31,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.74,0.74,2.24,2.88,CWUE,151.689,4933.21,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.94,0.94,2.04,2.68,CWUE,151.755,4935.14,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1,1,2.2,2.84,CWUE,151.854,4938.03,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.65,0.65,1.79,2.43,CWUE,151.92,4939.97,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.73,2.73,OUMB,152.003,4942.38,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.74,0.74,1.8,2.44,CWUE,152.086,4944.79,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.51,2.51,UVIG,152.168,4947.21,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.64,0.64,1.87,2.51,CWUE,152.251,4949.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.84,0.84,2.16,2.8,CWUE,152.333,4952.04,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.76,0.76,1.88,2.52,CWUE,152.416,4954.45,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.56,2.56,UVIG,152.581,4959.28,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.53,0.53,1.93,2.57,CWUE,152.705,4962.89,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
