d13C,d13C_corr,d18O,d18O_corr,type,mcd,age_ka,Comment
0.15,0.15,3.76,4.4,CWUE,26.0171,754.81,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.27,0.27,3.59,4.23,CWUE,26.1229,758.882,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.37,0.37,3.67,4.31,CWUE,26.1229,758.882,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.32,-0.32,3.33,3.97,CWUE,26.1818,761.145,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.44,-0.44,3.3,3.94,CWUE,26.2406,763.407,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.84,0.84,3.13,3.77,CWUE,26.3582,767.932,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.56,0.56,3.4,4.04,CWUE,26.4064,769.785,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.77,0.77,3.26,3.9,CCIC,26.4519,771.536,Treat cautiously!! d18O adjusted by +0.64 per mil; d13C adjusted by 0.00 per mil. Inferred from Bickert et al. (Bickert et al 1997)
0.6,0.6,2.88,3.52,CWUE,26.4975,773.287,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.92,0.92,3.13,3.77,CWUE,26.5885,776.789,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.99,0.99,3.02,3.66,CWUE,26.7251,782.041,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.14,0.14,2.74,3.38,CBRA,26.9072,789.006,Treat cautiously!! d18O adjusted by +0.64 per mil; d13C adjusted by 0.00 per mil. Inferred from Bickert et al. (Bickert et al 1997)
0.05,0.05,2.74,3.38,CWUE,26.9163,789.343,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.03,-0.03,2.82,3.32,CSPP,26.9163,789.343,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.44,-0.44,3.9,4.54,CWUE,26.9527,790.692,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.53,-0.53,4.08,4.43,NUMB,27.002,792.517,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
-0.3,-0.3,3.92,4.56,CWUE,27.1118,796.584,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.29,-0.29,4.37,4.72,NUMB,27.1667,798.493,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
-0.1,-0.1,4.05,4.69,CWUE,27.2216,800.118,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.05,-0.05,3.91,4.55,CWUE,27.2325,800.443,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.2,-0.2,3.98,4.62,CWUE,27.2765,801.744,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.3,-0.3,3.56,4.2,CWUE,27.2765,801.744,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.11,0.11,3.79,4.43,CWUE,27.3863,804.994,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.21,-0.21,3.59,4.23,CWUE,27.4412,806.619,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.08,-0.08,3.85,4.49,CWUE,27.4522,806.944,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.56,0.56,3.4,3.9,CSPP,27.4961,808.244,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.29,0.29,3.73,4.37,CWUE,27.4961,808.244,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.16,0.16,3.67,4.17,CSPP,27.551,809.869,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.15,0.15,3.75,4.39,CWUE,27.562,810.194,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.1,0.1,3.76,4.4,CWUE,27.562,810.194,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.32,0.32,3.6,4.24,CKULL,27.6059,811.494,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.32,0.32,3.46,4.1,CWUE,27.6059,811.494,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.26,-0.26,3.45,3.8,NUMB,27.6608,813.119,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.42,0.42,3.4,4.04,CWUE,27.6718,813.444,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.48,-0.48,3.52,3.87,NUMB,27.7157,814.744,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.48,0.48,2.99,3.49,CSPP,27.9353,821.245,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.76,0.76,3.21,3.85,CKULL,27.9902,822.87,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.73,0.73,2.73,3.23,CSPP,28.0012,823.195,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.01,0.01,3.16,3.8,CWUE,28.1,826.12,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.77,0.77,3.11,3.75,CWUE,28.1912,828.819,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,3.38,3.88,CSPP,28.2003,829.089,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.7,0.7,3.03,3.67,CWUE,28.2824,831.518,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.78,0.78,3.04,3.68,CKULL,28.2824,831.518,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.81,0.81,3.3,3.94,CKULL,28.2915,831.788,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.88,0.88,3.14,3.78,CKULL,28.3279,832.867,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.34,0.34,2.98,3.62,CKULL,28.3735,834.216,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.01,0.01,3.15,3.79,CKULL,28.3735,834.216,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.75,0.75,3.12,3.62,CSPP,28.47,838.093,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.65,0.65,3.28,3.78,CSPP,28.48,838.535,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.23,0.23,3.02,3.66,CWUE,28.58,842.953,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,2.93,3.57,CWUE,28.62,844.721,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.75,0.75,2.78,3.42,CWUE,28.62,844.721,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,2.79,3.43,CWUE,28.67,846.93,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,2.71,3.35,CWUE,28.68,847.372,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.74,0.74,2.56,3.2,CWUE,28.77,851.349,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.46,0.46,2.71,3.21,CSPP,28.78,851.791,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.8,0.8,3.03,3.67,CBRA,28.8738,855.615,Treat cautiously!! d18O adjusted by +0.64 per mil; d13C adjusted by 0.00 per mil. Inferred from Bickert et al. (Bickert et al 1997)
0.66,0.66,2.96,3.6,CBRA,28.9089,856.908,Treat cautiously!! d18O adjusted by +0.64 per mil; d13C adjusted by 0.00 per mil. Inferred from Bickert et al. (Bickert et al 1997)
0.94,0.94,2.57,3.21,CWUE,28.9615,858.846,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.03,0.03,2.67,3.31,CWUE,29.0405,861.754,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.83,0.83,2.53,3.17,CWUE,29.0492,862.077,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.01,-0.01,2.55,3.19,CWUE,29.0843,863.369,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.14,-0.14,2.78,3.42,CWUE,29.1282,864.985,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.46,-0.46,3.78,4.42,CWUE,29.1369,865.308,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.34,-0.34,3.75,4.39,CWUE,29.172,866.6,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.33,-0.33,3.82,4.46,CWUE,29.2158,868.215,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.3,-0.3,3.9,4.54,CWUE,29.2246,868.538,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.85,-0.85,4.08,4.43,NUMB,29.2772,870.477,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
-0.37,-0.37,4,4.64,CWUE,29.3123,871.769,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,3.92,4.56,CWUE,29.3474,873.062,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.47,-0.47,3.95,4.3,NUMB,29.3912,874.677,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
-0.21,-0.21,3.99,4.63,CWUE,29.4,875,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.12,-0.12,3.88,4.52,CWUE,29.4525,876.981,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.85,-0.85,3.75,4.1,NUMB,29.5181,879.458,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
-0.06,-0.06,3.8,4.44,CWUE,29.5312,879.953,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.44,-0.44,3.71,4.35,CWUE,29.6625,884.906,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.24,-0.24,3.68,4.32,CWUE,29.6625,884.906,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.76,0.76,3.6,4.24,CWUE,30.0431,899.277,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,3.55,4.19,CWUE,30.0562,899.773,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.95,0.95,3.5,4.14,CWUE,30.1087,901.758,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.7,0.7,3.31,3.81,CSPP,30.1744,904.239,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.92,0.92,3.35,3.99,CWUE,30.1875,904.735,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.07,0.07,3.09,3.73,CWUE,30.24,906.719,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.85,0.85,3.31,3.95,CWUE,30.3056,909.2,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,3.08,3.72,CWUE,30.3712,911.681,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.66,0.66,3.02,3.66,CWUE,30.3712,911.681,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,3.1,3.74,CWUE,30.4369,914.162,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.26,0.26,3.21,3.85,CWUE,30.45,914.659,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.62,0.62,3.09,3.73,CWUE,30.4941,916.327,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.55,0.55,2.89,3.53,CWUE,30.4941,916.327,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.52,0.52,3.01,3.65,CWUE,30.4952,916.366,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.49,0.49,3.27,3.91,CWUE,30.6025,920.425,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.1,-0.1,3.29,3.93,CWUE,30.6025,920.425,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.6,0.6,3.05,3.69,CWUE,30.6081,920.634,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.11,0.11,3.51,4.15,CWUE,30.6566,922.469,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.16,-0.16,3.47,4.11,CWUE,30.7108,924.518,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.18,-0.18,3.81,4.45,CWUE,30.721,924.902,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.13,0.13,3.58,4.22,CWUE,30.879,929.768,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.32,0.32,3.45,4.09,CWUE,30.879,929.768,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.56,0.56,3.46,4.1,CWUE,30.9355,931.417,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.09,0.09,3.43,4.07,CWUE,30.9919,933.065,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.54,0.54,2.9,3.54,CWUE,31.0484,934.714,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,3.19,3.83,CWUE,31.0484,934.714,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.03,-0.03,3.43,4.07,CWUE,31.1048,936.363,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.17,-0.17,3.18,3.82,CWUE,31.2084,939.387,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,2.96,3.6,CWUE,31.3057,942.229,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.86,0.86,2.95,3.59,CWUE,31.3544,943.651,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.8,0.8,3.01,3.65,CWUE,31.4031,945.072,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.7,0.7,2.96,3.6,CWUE,31.4517,946.493,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.83,0.83,2.95,3.59,CWUE,31.5004,947.914,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.75,0.75,2.71,3.35,CWUE,31.5491,949.336,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,2.73,3.08,NUMB,31.5977,950.757,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.09,1.09,2.53,3.17,CWUE,31.6464,952.178,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.31,1.31,3.54,4.18,CWUE,31.6951,953.599,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.08,1.08,2.48,3.12,CWUE,31.7437,955.021,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.05,1.05,2.54,3.18,CWUE,31.7437,955.021,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.02,1.02,2.47,3.11,CWUE,31.7924,956.442,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.21,-0.21,3.85,4.49,CWUE,31.7924,956.442,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
